Item ID,Item Description, Item Charge 
3149028,INJECTION IV/PUSH 1st DRUG, $195.00 
3149029,INJECTION IV/PUSH ADDTL DRUG, $84.00 
3149030,INJECTION SUBQ/IM, $84.00 
3149031,ADDT'L IV PUSH SAME DRUG, $64.00 
3149032,CONCURRENT INFU NON CHEMO/HYD, $84.00 
3149033,IV INFUSION 1st HOUR, $413.50 
3149034,IV INFUSION EA ADDTL HOUR, $84.00 
3149035,SEQUENTIAL INFUS NO CHEMO/HYD, $84.00 
3149111,Bedside Procedure Performed 5N," $2,000.00 "
3150007,BRACHIAL PLEXUS INJECTION," $1,146.00 "
3150008,CELIAC PLEXUS INJ," $1,236.00 "
3150009,CELIAC PLEXUS ABD SUMP PHENOL," $3,566.00 "
3150010,CERVICAL PLEXUS INJECTION," $1,146.00 "
3150011,INJ SPINE LUMBAR WITH FLUORO," $2,020.00 "
3150012,EPIDURAL/BLOOD PATCH," $1,236.00 "
3150017,ILIOINGUINAL BLOCK," $1,146.00 "
3150018,INTERCOSTAL NERVE BLOCK SINGLE," $1,146.00 "
3150019,INTERCOSTAL NERVE BLOCK MULTI," $1,236.00 "
3150021,INJECTION LARGE JOINT W/O US, $375.00 
3150022,NEUROLYTIC MENTAL NERVE," $2,420.00 "
3150023,PARAVERTEBRAL SYMPATHETIC INJ," $1,557.00 "
3150026,PHRENIC NERVE BLOCK," $1,146.00 "
3150028,HYPOGASTRIC PLEXUS INJ," $1,047.00 "
3150029,SUPRASCAPULAR NERVE INJECTION," $1,146.00 "
3150031,LUMBAR PUNCTURE," $1,146.00 "
3150032,PUMP TELEM AND PROGRAM EXP., $625.00 
3150039,STELLATE GANGLION INJ CERV SYM," $1,236.00 "
3150040,OCCIPITAL NERVE INJECTION," $1,146.00 "
3150041,PERIPHERAL NERVE  BRANCH INJ," $1,146.00 "
3150042,INJ SPINE CAUDAL WITH FLUORO," $2,020.00 "
3150043,INJ SPINE THORACIC WITH FLUORO," $2,020.00 "
3150044,INJ SPINE CERVICAL WITH FLUORO," $2,020.00 "
3150051,PAIN CONSULT R.N., $41.50 
3150065,EPIDURAL/PHENOL SUBARCHNOID," $1,146.00 "
3150066,EPIDURAL/PHENOL CERVCL-THORAX," $2,425.00 "
3150067,EPIDURAL/PHENOL LUMBAR-SACRAL," $2,425.00 "
3150068,FACET JOINT NERVE INJ MULT-C/T, $800.00 
3150069,FACET JOINT NERVE INJ MULT-L/S, $800.00 
3150070,FACET JOINT NERVE INJ SGL-C/T," $1,557.00 "
3150071,FACET JOINT NERVE INJ SGL-L/S," $1,557.00 "
3150072,PARA VERTEBRAL NERVE-C/T MULT, $800.00 
3150073,PARA VERTEBRAL NERVE-L/S MULT, $800.00 
3150074,PARA VERTEBRAL NERVE-C/T SGL," $1,557.00 "
3150075,PARA VERTEBRAL NERVE-L/S SGL," $1,557.00 "
3150078,FACET JOINT NERVE INJ 2ND C/T, $800.00 
3150079,FACET JOINT NERVE INJ 2ND L/S, $800.00 
3159111,Bedside Procedure Performed SD," $2,000.00 "
3159200,BLOOD DRAW PORT ONLY, $173.00 
3169000,31608 6S HOURLY OBSERVATION, $50.00 
3169024,HYDRATION 1st HOUR, $413.50 
3169025,HYDRATION EA ADDT'L HOUR, $84.00 
3169026,HYDRATION EA HR SECOND/SUBSEQ, $84.00 
3169028,INJECTION IV/PUSH 1st DRUG, $195.00 
3169029,INJECTION IV/PUSH ADDTL DRUG, $84.00 
3169030,INJECTION SUBQ/IM, $84.00 
3169031,ADDT'L IV PUSH SAME DRUG, $64.00 
3169032,CONCURRENT INFU NON CHEMO/HYD, $84.00 
3169033,IV INFUSION 1st HOUR, $413.50 
3169034,IV INFUSION EA ADDTL HOUR, $84.00 
3169035,SEQUENTIAL INFUS NO CHEMO/HYD, $84.00 
3169111,Bedside Procedure Performed 6S," $2,000.00 "
3170011,MEDICAL NUTRITION THERAPY I, $130.00 
3170013,MEDICAL NUTRITION THERAPY III, $100.00 
3170015,MEDICAL NUTRITION THERAPY II, $73.50 
3170023,INVASIVE MONITORING, $206.00 
3170050,POST SURGICAL FLOOR STOCK, $17.50 
3170051,POST SURGICAL PRECAUTION CHG, $57.50 
3170058,NICU PERITONEAL DIALYSIS, $727.50 
3170059,OUTPATIENT DIALYSIS, $802.50 
3170060,ROUTINE HEMODIALYSIS, $802.50 
3170061,PORTABLE HEMODIALYSIS," $2,008.50 "
3170062,VAS-CATH INSERTION-SC, $184.50 
3170063,VAS-CATH INSERTION-F, $184.50 
3170064,PD CATH PLACEMENT-OR, $228.00 
3170065,PD CATH EXTERNALIZED-OR, $104.50 
3170066,PD CYCLER, $507.00 
3170067,PD MANUAL EXCHANGES, $415.50 
3170068,PERITONITIS TX. (LAVAGE), $271.00 
3170069,DIALYSIS MINOR TREATMENT, $115.00 
3170070,CALL BACK, $322.50 
3170071,PATIENT EDUCATION, $60.00 
3170113,SPEECH/LANGUAGE TREATMENT, $222.50 
3170127,CLINICAL EVAL OF SWAL FUNCTION, $294.00 
3170130,SERVOX COMPLETE KIT," $2,862.00 "
3170168,TX SWAL/ORAL FUNCT - FEEDING, $222.50 
3170169,Cognitive Skills Tx ea 15 min, $97.00 
3170175,TRACH SPEAKING VALVE, $193.50 
3170222,MODIFIED BARIUM SWALLOW STUDY, $294.00 
3170225,SWALLOW CURRENT STATUS, $0.01 
3170226,SWALLOW GOAL STATUS, $0.01 
3170227,SWALLOW D/C STATUS, $0.01 
3170228,MOTOR SPEECH CURRENT STATUS, $0.01 
3170229,MOTOR SPEECH GOAL STATUS, $0.01 
3170230,MOTOR SPEECH D/C STATUS, $0.01 
3170231,LANG COMP CURRENT STATUS, $0.01 
3170232,LANG COMP GOAL STATUS, $0.01 
3170233,LANG COMP D/C STATUS, $0.01 
3170234,LANG EXPRESS CURRENT STATUS, $0.01 
3170235,LANG EXPRESS GOAL STATUS, $0.01 
3170236,LANG EXPRESS D/C STATUS, $0.01 
3170237,ATTEN CURRENT STATUS, $0.01 
3170238,ATTEN GOAL STATUS, $0.01 
3170239,ATTEN D/C STATUS, $0.01 
3170240,MEMORY CURRENT STATUS, $0.01 
3170241,MEMORY GOAL STATUS, $0.01 
3170242,MEMORY D/C STATUS, $0.01 
3170243,VOICE CURRENT STATUS, $0.01 
3170244,VOICE GOAL STATUS, $0.01 
3170245,VOICE D/C STATUS, $0.01 
3170246,SPEECH LANG CURRENT STATUS, $0.01 
3170247,SPEECH LANG GOAL STATUS, $0.01 
3170248,SPEECH LANG D/C STATUS, $0.01 
3170249,Eval Speech Fluency, $165.00 
3170250,Eval Speech Sound Production, $135.00 
3170251,Eval Sound w/Lang Comp and Exp, $280.00 
3170252,Analysis Voice and Resonance, $140.00 
3170253,Eval Auditory Rehab Status 1hr, $217.00 
3170254,Eval Aud Rehab Status/addl 15m, $45.00 
3170255,Tympanometry  Reflex Threshol, $216.00 
3170300,AUDIOGRAM - W.C., $75.00 
3174067,MEDICAL NUTRITION THERAPY IV, $25.00 
3174070,NSS ENTERAL - INITIAL, $132.50 
3174075,NSS PARENTERAL - INITIAL, $132.50 
3174080,30 MIN NUTRITION CONSULTATION, $48.50 
3174085,15 MIN NUTRITION CONSULTATION, $25.50 
3177224,ROTO REST THERAPY, $277.50 
3178211,31711 POST SURGICAL HOURLY OBS, $50.00 
3179000,31701 SAMEDAY HOURLY OBS, $50.00 
3179111,Bedside Procedure Performed PS," $2,000.00 "
3181000,RADIATION ISOLATION CHARGE, $298.00 
3182000,RADIATION OBSERVATION (HOURLY), $93.00 
3189000,2SE HOURLY OBSERVATION, $50.00 
3189024,HYDRATION 1st HOUR, $413.50 
3189025,HYDRATION EA ADDT'L HOUR, $84.00 
3189026,HYDRATION EA HR SECOND/SUBSEQ, $84.00 
3189028,INJECTION IV/PUSH 1st DRUG, $195.00 
3189029,INJECTION IV/PUSH ADDTL DRUG, $84.00 
3189030,INJECTION SUBQ/IM, $84.00 
3189031,ADDT'L IV PUSH SAME DRUG, $64.00 
3189032,CONCURRENT INFU NON CHEMO/HYD, $84.00 
3189033,IV INFUSION 1st HOUR, $413.50 
3189034,IV INFUSION EA ADDTL HOUR, $84.00 
3189035,SEQUENTIAL INFUS NO CHEMO/HYD, $84.00 
3189036,CHEMO INFUSION FIRST HOUR, $552.00 
3189037,CHEMO INFUSION ADDTL HOUR, $84.00 
3189038,Chemo IV Push 1st Drug, $544.50 
3189039,Chemo IV Push each addt'l drug, $275.00 
3189111,Bedside Procedure Performed," $2,000.00 "
3193005,1 EMG (NOT SAME DAY AS NCV), $301.50 
3193006,2 EMG (NOT SAME DAY AS NCV), $498.50 
3193007,3 EMG (NOT SAME DAY AS NCV), $697.00 
3193008,4 EMG (NOT SAME DAY AS NCV), $896.00 
3193065,BAER, $732.00 
3193066,VER, $732.00 
3199000,31909 4 SO HOURLY OBSERVATION, $50.00 
3199024,HYDRATION 1st HOUR, $413.50 
3199025,HYDRATION EA ADDT'L HOUR, $84.00 
3199026,HYDRATION EA HR SECOND/SUBSEQ, $84.00 
3199028,INJECTION IV/PUSH 1st DRUG, $195.00 
3199029,INJECTION IV/PUSH ADDTL DRUG, $84.00 
3199030,INJECTION SUBQ/IM, $84.00 
3199031,ADDT'L IV PUSH SAME DRUG, $64.00 
3199032,CONCURRENT INFU NON CHEMO/HYD, $84.00 
3199033,IV INFUSION 1st HOUR, $413.50 
3199034,IV INFUSION EA ADDTL HOUR, $84.00 
3199035,SEQUENTIAL INFUS NO CHEMO/HYD, $84.00 
3199111,Bedside Procedure Performed 4S," $2,000.00 "
3219000,32106 5 CTR HOURLY OBSERVATION, $50.00 
3221364,IMMUNIZATION ADMIN 1 VACCINE, $60.00 
3229000,5 CENTER HOURLY OBSERVATION, $50.00 
3229024,HYDRATION 1st HOUR, $413.50 
3229025,HYDRATION EA ADDT'L HOUR, $84.00 
3229026,HYDRATION EA HR SECOND/SUBSEQ, $84.00 
3229028,INJECTION IV/PUSH 1st DRUG, $195.00 
3229029,INJECTION IV/PUSH ADDTL DRUG, $84.00 
3229030,INJECTION SUBQ/IM, $84.00 
3229031,ADDT'L IV PUSH SAME DRUG, $64.00 
3229033,IV INFUSION 1st HOUR, $413.50 
3229034,IV INFUSION EA ADDTL HOUR, $84.00 
3229035,SEQUENTIAL INFUS NO CHEMO/HYD, $84.00 
3249000,32409 DIRECT ADMIT HOURLY OBS, $50.00 
3249024,HYDRATION 1st HOUR, $413.50 
3249025,HYDRATION EA ADDT'L HOUR, $84.00 
3249026,HYDRATION EA HR SECOND/SUBSEQ, $84.00 
3249028,INJECTION IV/PUSH 1st DRUG, $195.00 
3249029,INJECTION IV/PUSH ADDTL DRUG, $84.00 
3249030,INJECTION SUBQ/IM, $84.00 
3249031,ADDT'L IV PUSH SAME DRUG, $64.00 
3249032,CONCURRENT INFU NON CHEMO/HYD, $84.00 
3249033,IV INFUSION 1st HOUR, $413.50 
3249034,IV INFUSION EA ADDTL HOUR, $84.00 
3249035,SEQUENTIAL INFUS NO CHEMO/HYD, $84.00 
3250002,HBO 30 MIN SESSIONS, $766.50 
3250014,TRIMMMING DYSTROPHIC NAIL/S, $174.00 
3250500,TCOM/SENSI BILAT ART 1-2 LEVEL, $450.00 
3250501,TCOM/SENSI BILAT ART 3+ LEVELS, $475.00 
3250502,TCOM/SENS UNILAT ART 1-2 LEVEL, $425.00 
3250503,TCOM/SENS UNILAT ART 3+ LEVELS, $450.00 
3253000,NEW PT VISIT - LEVEL I, $307.00 
3253001,NEW PT VISIT - LEVEL II, $307.00 
3253002,NEW PT VISIT - LEVEL III, $343.00 
3253003,NEW PT VISIT - LEVEL IV, $343.00 
3253004,NEW PT VISIT - LEVEL V, $472.00 
3253005,ESTAB PT VISIT - LEVEL I, $307.00 
3253006,ESTAB PT VISIT - LEVEL II, $307.00 
3253007,ESTAB PT VISIT - LEVEL III, $343.00 
3253008,ESTAB PT VISIT - LEVEL IV, $472.00 
3253009,ESTAB PT VISIT - LEVEL V, $472.00 
3253011,SELECT DEBRIDEMENT < 20SQ CM, $406.00 
3253012,SELECT DEBRIDEMENT > 20SQ CM, $256.50 
3253017,CALLUS TRIMMING SGL LESION, $295.00 
3253085,NEG PRESS WOUND TX <50CM W/DME, $407.00 
3253086,NEG PRESS WOUND TX >50CM W/DME, $467.00 
3253092,BIOPSY SKIN SUB-Q/SINGLE LESIO, $309.00 
3253106,TRIM ND NAIL            11719, $211.50 
3253107,DEBRIDE NAIL 1-5        11720, $211.50 
3253108,DEBRIDE NAIL 6 OR MORE   11721, $211.50 
3253109,SIMPLE AVULSION NP SGL 11730, $297.50 
3253110,REMOVAL NAIL BED        11750," $1,159.50 "
3253111,CHEM CAUT OF GRANUL TISSUE, $297.50 
3253116,BIOPSY OF SKIN ADDTL/SEP LESIO, $309.00 
3253121,REMOVAL IMPACTED CERUMEN, $172.50 
3253122,OASIS PER SQ CM, $15.00 
3253123,NON SELECTIVE DEBRIDEMENT, $212.00 
3253127,ID ABSCESS SIMPLE, $204.50 
3253129,BONE BIOPSY              20220," $1,106.50 "
3253132,BONE BIOPSY             20225," $1,840.50 "
3253133,BONE BIOPSY             20240," $5,421.50 "
3253134,BONE BIOPSY             20245," $5,421.50 "
3253135,SMOKING COUNSEL 3 TO 10 MIN, $48.50 
3253136,SMOKING COUNSEL > 10 MIN, $61.50 
3253137,PARING OF CORN/CALLUS 1, $295.00 
3253138,PARING OF CORN/CALLUS 2-4, $295.00 
3253139,PARING OF CORN/CALLUS > 4, $295.00 
3253143,AMPUTATION OF TOE," $1,711.00 "
3253149,NEG PRESS WND TX<=50sqcmNONDME, $955.00 
3253150,NEG PRESS WND TX>50sqcm NONDME," $1,005.00 "
3253151,Autograft arm/leg/trnk 100sqcm," $2,580.00 "
3253152,Autograft arm/leg addl 100sqcm," $1,580.00 "
3253153,Autograft face/nck/h/f 100sqcm," $2,580.00 "
3253154,Autograft face/nck add 100sqcm," $1,580.00 "
3253500,MINOR SUR PROC/REMOV FOREIGN B, $426.00 
3253501,ID ABSCESS COMPL/MULTI, $800.00 
3253505,SUBCU TISSUE 1ST 20SQ CM," $1,400.00 "
3253506,SUBCU TISSUE EACH ADDL 20SQ CM, $700.00 
3253507,SUBCU AND MUSCLE 1ST 20SQ CM," $1,600.00 "
3253508,SUBCU/MUSCLE EACH ADDL 20SQ CM, $800.00 
3253509,SUBCU MUSCLE/BONE 1ST 20SQ CM," $2,000.00 "
3253510,SUBCU MUSCLE/BONE EA ADDL 20SQ," $1,000.00 "
3253511,DRESS/DEBRIDEMENT BURN SMALL, $700.00 
3253512,SKIN SUB GRAFT TRNK/ARM/LEG," $2,530.00 "
3253513,SKIN SUB GRAFT T/A/L ADD'L," $1,200.00 "
3253514,SKIN SUB GRAFT FACE/NK/HF/G," $2,530.00 "
3253515,SKIN SUB GRAFT F/N/HF/G ADD," $1,200.00 "
3253516,SKIN SUB GRFT T/ARM/LG CHILD," $2,530.00 "
3253517,SKN SUB GRFT T/A/L CHILD ADD," $1,200.00 "
3253518,SKN SUB GRFT F/N/HF/G CHILD," $2,530.00 "
3253519,SKN SUB GRFT F/N/HF/G CH ADD," $1,200.00 "
3253523,OASIS WASTAGE PER SQ CM, $15.00 
3253525,Apply Total Contact Leg Cast, $750.00 
3253530,Appl Skin sub scalp/face/feet," $2,530.00 "
3253531,Appl Skin sub trunk/arm/leg," $2,530.00 "
3253540,Skin splt grft trnk/arm/leg100," $4,200.00 "
3253541,Wound prep trnk/arm/leg 100 sq," $1,200.00 "
3253542,Skin splt grft fac/nck/hf/g100," $4,200.00 "
3253543,Wound prep fac/nck/hf/g 100 sq," $1,200.00 "
3260001,IV INFUSION 1st HOUR, $413.50 
3260003,INJECTION SQ IM, $84.00 
3260004,IM ANTIBIOTIC, $84.00 
3260005,IV INFUSION EACH ADDTL HOUR, $84.00 
3260007,IV INFUSION 1st hr2ndVisit Sda, $413.50 
3260008,IV INF EA ADD HR 2ndVisit Sday, $84.00 
3260009,IM ANTIBIOTIC 2ND VISIT   Sday, $84.00 
3260010,INJECTION SQ IM 2ND VISIT Sday, $84.00 
3260017,IV PUSH NON CHEMO, $195.00 
3260018,VACCINE ADMIN, $60.00 
3260019,HYDRATION UP TO 1 HR, $413.50 
3260020,HYDRATION EA ADDT'L HOUR, $84.00 
3260021,HYDRATION EA HR SECOND/SUBSEQ, $84.00 
3260022,IV PUSH EA ADDTL DRUG, $84.00 
3260023,CHEMO IV PUSH, $544.50 
3260024,CHEMO INF Ist HR, $552.00 
3260025,CHEMO INF EA ADDTL HOUR, $84.00 
3260026,VAD FLUSH, $144.00 
3260027,VENIPUNCTURE, $23.50 
3260028,SEQ INF 1HR PER DRUG (NONCHEMO, $84.00 
3280001,Fiberoptic eval swallow exam, $320.00 
3300105,FLOOR STOCK PEDS, $15.50 
3300106,PRECAUTIONS CHARGE PEDS, $22.00 
3300300,AUDITORY EP-LIMITED    NEWBORN, $275.00 
3309000,33013 PEDS HOURLY OBSERVATION, $50.00 
3309024,HYDRATION 1st HOUR, $413.50 
3309025,HYDRATION EA ADDT'L HOUR, $84.00 
3309026,HYDRATION EA HR SECOND/SUBSEQ, $84.00 
3309028,INJECTION IV/PUSH 1st DRUG, $195.00 
3309029,INJECTION IV/PUSH ADDTL DRUG, $84.00 
3309030,INJECTION SUBQ/IM, $84.00 
3309031,ADDT'L IV PUSH SAME DRUG, $64.00 
3309032,CONCURRENT INFU NON CHEMO/HYD, $84.00 
3309033,IV INFUSION 1st HOUR, $413.50 
3309034,IV INFUSION EA ADDTL HOUR, $84.00 
3309035,SEQUENTIAL INFUS NO CHEMO/HYD, $84.00 
3309200,EXCISION FRENUM LABIAL/BUCCAL," $2,123.00 "
3330001,HARE TRACTION SPLINT, $113.50 
3330002,SAGER TRACTION SPLINT, $113.50 
3330003,MAST TROUSERS, $178.50 
3330200,TRAUMA ALERT ACTIVATION," $3,302.50 "
3350000,ACTIVATE CLOTTING TIME MONITOR, $523.00 
3359000,CICU HOURLY OBS, $81.00 
3359024,HYDRATION 1st HOUR, $413.50 
3359025,HYDRATION EA ADDT'L HOUR, $84.00 
3359026,HYDRATION EA HR SECOND/SUBSEQ, $84.00 
3359028,INJECTION IV/PUSH 1st DRUG, $195.00 
3359029,INJECTION IV/PUSH ADDTL DRUG, $84.00 
3359030,INJECTION SUBQ/IM, $84.00 
3359031,ADDT'L IV PUSH SAME DRUG, $64.00 
3359032,CONCURRENT INFU NON CHEMO/HYD, $84.00 
3359033,IV INFUSION 1st HOUR, $413.50 
3359034,IV INFUSION EA ADDTL HOUR, $84.00 
3359035,SEQUENTIAL INFUS NO CHEMO/HYD, $84.00 
3359036,SURGICAL PROCEDURE CICU, $395.00 
3369000,HOURLY OBSERVATION, $50.00 
3369024,HYDRATION UP TO 1 HOUR, $413.50 
3369025,HYDRATION EA ADDT'L HOUR, $84.00 
3369026,HYDRATION EA HR SECOND/SUBSEQ, $84.00 
3369028,INJECTION IV/PUSH 1st DRUG, $195.00 
3369029,INJECTION IV/PUSH ADDTL DRUG, $84.00 
3369030,INJECTION SUBQ/IM, $84.00 
3369031,ADDT'L IV PUSH SAME DRUG, $64.00 
3369032,CONCURRENT INFU NON CHEMO/HYD, $84.00 
3369033,IV INFUSION 1st HOUR, $413.50 
3369034,IV INFUSION EA ADDTL HOUR, $84.00 
3369035,SEQUENTIAL INFUS NO CHEMO/HYD, $84.00 
3379000,33701 TSICU HOURLY OBS, $81.00 
3380122,IV INFUSION 1st HOUR, $413.50 
3380123,IV INFUSION EACH ADDTL HOUR, $100.50 
3380125,HYDRATION UP TO 1HR, $413.50 
3380126,HYDRATION EA ADDT'L HOUR, $84.00 
3380127,HYDRATION EA HR SECOND/SUBSEQ, $84.00 
3380128,INJECTION IV/PUSH ADDTL DRUG, $84.00 
3380129,SEQ INF 1HR PER DRUG (NONCHEMO, $84.00 
3380130,INJECTION SQ. IM, $84.00 
3380131,INJECTION IV/PUSH 1ST DRUG, $195.00 
3380132,ADDT'L IV PUSH SAME DRUG, $64.00 
3380133,CONCURRENT INFU NO CHEMO/HYD, $84.00 
3381364,IMMUNIZATION ADMIN 1 VACCINE, $60.00 
3389000,33808 SUB MED HOURLY OBSERVATN, $50.00 
3389024,HYDRATION 1ST HOUR, $413.50 
3389025,HYDRATION EA ADDT'L HOUR, $84.00 
3389026,HYDRATION EA HR SECOND/SUBSEQ, $84.00 
3389028,INJECTION IV/PUSH 1ST DRUG, $195.00 
3389029,INJECTION IV/PUSH ADDT'L DRUG, $84.00 
3389030,INJECTION SUBQ/IM, $84.00 
3389031,INJECTION IV/PUSH SAME DRUG, $64.00 
3389032,CONCURRENT INFU NON CHEMO/HYD, $84.00 
3389033,IV FUSION 1ST HOUR, $413.50 
3389034,IV INFUSION EA ADDT'L HOUR, $84.00 
3389035,SEQUENTIAL INFUS NO CHEMO/HYD, $84.00 
3389111,Bedside Procedure PerformedICU," $2,000.00 "
3391364,IMMUNIZATION ADMIN 1 VACCINE, $60.00 
3399000,33913 6 NO HOURLY OBSERVATION, $50.00 
3399024,HYDRATION 1st HOUR, $413.50 
3399025,HYDRATION EA ADDT'L HOUR, $84.00 
3399026,HYDRATION EA HR SECOND/SUBSEQ, $84.00 
3399028,INJECTION IV/PUSH 1st DRUG, $195.00 
3399029,INJECTION IV/PUSH ADDTL DRUG, $84.00 
3399030,INJECTION SUBQ/IM, $84.00 
3399031,ADDT'L IV PUSH SAME DRUG, $64.00 
3399032,CONCURRENT INFU NON CHEMO/HYD, $84.00 
3399033,IV INFUSION 1st HOUR, $413.50 
3399034,IV INFUSION EA ADDTL HOUR, $84.00 
3399035,SEQUENTIAL INFUS NO CHEMO/HYD, $84.00 
3400001,SPECIAL NURSING CHG, $690.00 
3400005,CONT RENAL REPLACEMENT THERAPY," $1,604.00 "
3400006,INSERT SM BOWEL FEEDING TUBE, $83.00 
3400009,PICC PLACEMENT W/US GUIDANCE," $1,443.00 "
3400010,MIDLINE PLACEMENT W/US GUIDANC," $1,443.00 "
3400011,PICC/MIDLINE ATTEMPTED PROCED," $1,443.00 "
3400122,IV INFUSION 1st HOUR, $413.50 
3400123,IV INFUSION EACH ADDTL HOUR, $84.00 
3400125,HYDRATION UP TO 1HR, $413.50 
3400126,HYDRATION EA ADDT'L HOUR, $84.00 
3400127,HYDRATION ER HR SECOND/SUBSEQ, $84.00 
3400128,INJECTION IV/PUSH ADDTL DRUG, $84.00 
3400129,SEQ INF 1HR PER DRUG (NONCHEMO, $84.00 
3400130,INJECTION SQ. IM, $84.00 
3400131,INJECTION IV/PUSH 1st DRUG, $195.00 
3400132,ADDT'L IV PUSH SAME DRUG, $64.00 
3400133,CONCURRENT INFU NO CHEMO/HYD, $84.00 
3401364,IMMUNIZATION ADMIN 1 VACCINE, $60.00 
3406234,KIT TRACH CARE ICU, $170.00 
3409000,34008 ICU HOURLY OBSERVATION, $81.00 
3409024,HYDRATION 1st HOUR, $413.50 
3409025,HYDRATION EA ADDT'L HOUR, $84.00 
3409026,HYDRATION EA HR SECOND/SUBSEQ, $84.00 
3409028,INJECTION IV/PUSH 1st DRUG, $195.00 
3409029,INJECTION IV/PUSH ADDTL DRUG, $84.00 
3409030,INJECTION SUBQ/IM, $84.00 
3409031,ADDT'L IV PUSH SAME DRUG, $64.00 
3409032,CONCURRENT INFU NON CHEMO/HYD, $84.00 
3409033,IV INFUSION 1st HOUR, $413.50 
3409034,IV INFUSION EA ADDTL HOUR, $84.00 
3409035,SEQUENTIAL INFUS NO CHEMO/HYD, $84.00 
3409036,SURGICAL PROCEDURE ICU, $395.00 
3409111,Bedside Procedure PerformedICU," $2,000.00 "
3429000,34208 5 SO HOURLY OBSERVATION, $50.00 
3429024,HYDRATION 1st HOUR, $413.50 
3429025,HYDRATION EA ADDT'L HOUR, $84.00 
3429026,HYDRATION EA HR SECOND/SUBSEQ, $84.00 
3429028,INJECTION IV/PUSH 1st DRUG, $195.00 
3429029,INJECTION IV/PUSH ADDTL DRUG, $84.00 
3429030,INJECTION SUBQ/IM, $84.00 
3429031,ADDT'L IV PUSH SAME DRUG, $64.00 
3429032,CONCURRENT INFU NON CHEMO/HYD, $84.00 
3429033,IV INFUSION 1st HOUR, $413.50 
3429034,IV INFUSION EA ADDTL HOUR, $84.00 
3429035,SEQUENTIAL INFUS NO CHEMO/HYD, $84.00 
3439000,343 BMU OBSERVATION PER HOUR, $50.00 
3439024,HYDRATION 1st HOUR, $413.50 
3439025,HYDRATION EA ADDT'L HOUR, $84.00 
3439028,INJECTION IV/PUSH 1st DRUG, $195.00 
3439029,INJECTION IV/PUSH EA NEW DRUG, $84.00 
3439030,INJECTION SUBQ/IM, $84.00 
3439031,IV PUSH EA ADDT'L SAME DRUG, $64.00 
3439033,IV INFUSION 1st HOUR, $413.50 
3439034,IV INFUSION EA ADDT'L HOUR, $84.00 
3439035,SEQUENTIAL INFUS NO CHEMO/HYDR, $84.00 
3440001,SPECIAL NURSING CHG, $690.00 
3440005,CONT RENAL REPLACEMENT THERAPY," $1,604.00 "
3440006,INSERT SM BOWEL FEEDING TUBE, $83.00 
3440023,INVASIVE MONITORING, $206.00 
3441364,IMMUNIZATION ADMIN 1 VACCINE, $60.00 
3449000,MICU3 HOURLY OBSERVATION, $81.00 
