ER ROOM LEVEL 2,372
ER ROOM LEVEL 3,598
ER ROOM LEVEL 4,726
ER ROOM LEVEL 5,1282.5
ER ROOM LEVEL 6 TTA,1400
SKIN REPAIR,234.5
BURN CARE LEVEL 1,371
THORACENTESIS PROCEDURE,217
ER CODE BLUE,543
EXTERNAL PACEMAKER,132.5
CARDIOVERSION PROCEDURE,684
CARDIAC MONITOR,140
ER OP IV THERAPY IV DRIP,101.5
INFUSION IV HYDRATION 31 MINUTES TO 1HR,177
INFUSION IV HYDRATION ADD'L HR,57
TETANUS INJ,50
INFUSION HYDRATION THERAPY 61-90MIN,75
INFUSION HYDRA THERAPY ADDITIONAL HOURS,50
INTRAVENOUS INFUSION THERAPY 31-60M,75
INFUSION HYDRATION THERAPY EACH ADDL60M,50
IV PUSH EACH NEW DRUG AFTER 15M,50
IV PUSH SEQUENTIAL AFTER 15M (EACH),50
INTRAVENOUS INFUSION THERAPY-INITIAL,162.36
INFUSN ADD HR,158
IRRIG VAD,70
IV INF THER I,153
IVF SEQ TO 1H,22
IV CONCURRENT,153
RAPE EXAM KIT,163.75
LONG LEG CAST HEX,181.25
CLOSED TREATM,209
DRAINAGE OF F,291
E R-ARTHROTOM,1789
E R-CLOS TX C,144
E R-CLOS TX D,138
E R-CLOS TX M,120
E R-CLOS TX R,131
E R-CLOS TX R,120
E R-CLOS TX R,120
E R-CLOS TX R,120
E R-CLOS TX R,120
E R-CLOS TX C,150
E R-CLOS TX T,155
E R-CLOS TX-S,597
E R-CLOSED TX,175
E R-CLOSED TX,1789
E R-CLOSED TX,120
E R-CLOSED TX,144
E R-CLOSED TX,175
E R-CLOSED TX,716
E R-CLOSED TX,144
E R-CLOSED TX,144
E R-CLOSED TX,144
E R-CLOSED TX,144
E R-CLOSED TX,120
E R-CLOSED TX,144
E R-CLOSED TX,144
E R-CLOSED TX,716
E R-CLOSED TX,144
E R-CLOSED TX,144
E R-CLOSED TX,144
E R-CLOSED TX,144
E R-CLOSED TX,144
E R-CLOSED TX,175
E R-CLOSED TX,144
E R-DRAINAGE,299
E R-REPAIR EX,919
E R-TX-CLOSED,597
E R-TX-CLOSED,120
"LAC SIM S/FW F,E,EYE,N,L,MM2.5 CM OR LES",239
ER-SIMP REP S,215
ER-SIMP REP S,239
ER-APPLICATIO,144
ER-APPLICATIO,175
ER-APPLICATIO,150
ER-APPLICATIO,90
ER-APPLICATIO,168
ER-ARTHROCENT,126
ER-ARTHROCENT,131
ER-ARTHROCENT,120
ER-ASPIRATION,315
ER-AVULISION,79
ER-BENIGN SKI,537
ER-CARDIOPULM,366
ER-CARDIOVERS,366
ER-CATHERIZAT,175
ER-CHANGE GAS,192
ER-CLOS TX IP,132
ER-CLOS TX ME,132
ER-CLOS TX PH,132
ER-CLOSED TME,90
ER-CLOSED TME,175
ER-CLOSED TME,96
ER-CLOSED TME,138
ER-CLOSED TRE,416
ER-CLOSURE LA,973
ER-CLOSURE LA,137
ER-CONTROL NA,192
ER-CONTROL NA,180
ER-CONTROL NA,180
ER-DESTRUCTIO,48
ER-DRAIN ABSC,137
ER-DRAINAGE A,137
ER-DRAINAGE A,138
ER-DRAINAGE E,155
ER-DRAINAGE E,162
ER-DRESSING D,144
ER-DRESSING D,120
ER-DRESSING D,144
ER-ENUCLEATON,1042
ER-EVACATION,60
ER-EXC NAIL N,329
ER-GASTRIC IN,113
ER-INC & DRA,137
ER-INC & DRAI,192
ER-INC & DRAI,1479
ER-INC & DRAI,449
ER-INC & DRAI,192
ER-INC REMOV,163
ER-INC THROMB,170
ER-INJECTION,120
ER-INJECTION,295
ER-INJECTION,269
ER-INSER INTR,1551
ER-INT TMENT,144
ER-INTUBATION,366
ER-LARYNGOSCO,1504
ER-LARYNGOSCO,104
ER-LARYNGOSCO,108
ER-LAYER CLOS,222
ER-LAYER CLOS,204
ER-LAYER CLOS,358
ER-LAYER CLOS,716
ER-LAYER CLOS,209
ER-LAYER CLOS,215
ER-LAYER CLOS,197
ER-LAYER CLOS,215
ER-LAYER CLOS,204
ER-LAYER CLOS,358
ER-LAYER CLOS,209
ER-LAYER CLOS,716
ER-OPTHALMOLO,82
ER-PERICARDIO,299
ER-PERITONEOC,299
ER-PLACEMENT,437
ER-PLACEMENT,437
ER-PLACEMENT,437
ER-REM FB IN,716
ER-REM FB IN,329
ER-REM SKIN T,150
ER-REMOVAL FB,85
ER-REMOVAL FB,138
ER-REMOVAL FO,544
ER-REMOVAL IM,85
ER-REMOVAL IN,97
ER-REMOVAL FB,215
ER-REMOVAL FB,215
ER-REMOVAL FB,215
ER-REMOVAL FB,215
ER-REMOVAL BI,90
ER-REMOVAL BI,90
ER-REP COMP E,547
ER-REP COMP E,311
ER-REP COMP F,299
ER-REP COMP F,305
ER-REP COMP F,263
ER-REPAIR COM,299
ER-REPAIR COM,305
ER-REPAIR COM,311
ER-REPAIR COM,299
ER-REPAIR COM,305
ER-REPAIR COM,311
ER-REPAIR LAC,137
ER-REPAIR LAC,973
ER-REPAIR LAC,973
ER-REPAIR NAI,197
ER-REPAIR LI,1008
ER-REPAIR LI,973
ER-SEC CLOSUR,716
ER-SIMP REP S,246
ER-SIMP REP S,246
ER-SIMP REP S,215
ER-SIMP REP S,222
ER-SIMP REP S,228
ER-SIMP REP S,233
ER-SIMP REP S,228
ER-SIMP REP S,233
ER-SIMP REP S,222
ER-SIMP REPAI,209
ER-STRAPPING,48
ER-STRAPPING,144
ER-STRAPPING,90
ER-TEMPORATOR,366
ER-THORACENTE,299
ER-THROMBOLYS,134
ER-TRACHEOSTO,1008
ER-TRACHEOSTO,1008
ER-TREATMENT,197
ER-TUBE THORA,299
ER-VAGINAL DE,908
ER-WEDGE EXC.,144
ER-WINDOWING,90
I&D ISCHIOREC,620
LAYER CLOSURE,265
NASO OR ORO G,86
SPINAL PUN,245
STRAPPING ANK,105
STRAPPING HAN,48
STRAPPING KNE,50
THORACENTESIS,184
WOUND TX,315
REMOVAL OF FOREIGN BODY,145.79
INSERTION OF CHEST TUBE,425.06
INSERTION OF TEMP FOLEY CATH,50.87
EXCISION BENIGN LESION 3.1-4.0 CM,1023.19
REDUCTION CLAVICULAR FX WO MANIP,246.06
REDUCE DISLOCATION FINGER,145.4
APPLICATION OF LONG LEG SPLINT,78.31
INCISION REMOVAL FOREIGN BODY COMPICATED,1534.79
ASPIRATE CYSTS HEMATOMA,270.75
BURN DEB LG BURN,195.25
BURN INIT CARE LOCAL TX ONLY,208.5
DEBRIDGE INFECTED SKIN,109
VAG DELIVERY ER-FAC (INCL PLACENTA),2343.75
EXCISE INGROWN NAIL,32.75
FINGER SPLINT,117.25
I&D ABCESS SIMPLE,372
I&D ABSCESS COMPLETE,371
NAIL AVULSION SIM,199.5
REMOVE FB SUBQ COMPLEX,493.5
REMOVE FB SUBQ SIMPLE,371
REMOVE FB INTRANASAL,125
SPINAL TAP,217
ARTERIAL BLOOD COLLECTION,47
WRIST SPLINT APPLICATION,117.25
FETAL NON STRESS TEST,195.25
REMOVE FB MUSCLE OR TENDON,507.75
TREATMENT DIS FX SHOULDER,507.75
INC & REMOVE FOREIGN BODY SUBQ,87.75
LAY CLOSE WOUND EXTERM 2.5 CM,150
LAY CLOSE WOUND EXTERM <7.5 CM,209.5
LAY CLOSE WOUND EXTERM <12.5 CM,224.25
COMPLEX WOUND REPAIR 2.6-7.5 CM,275
DRESS & DEBRID WO ANESTH SMALL,74
DRESS & DEBRID WO ANESTH MEDIUM,84
REMOVAL OF CAST OUTSIDE,23
FOLLOW UP PROFESSIONAL FEE,40
INJECTION (ANTIBIOTIC),111.25
CRITICAL CARE IN ER ADDL 30 MIN,644.63
CONTROL NASAL HEMMORRHAGE,241.5
I&D ABCESS COMPLICATED,179.5
REPAIR COMPF HEAD CHEEK ETC1.1CM - 2.5,300
REPAIR COMPF HEAD CHEEK ETC2.6-7.5,425
REPAIR COMP EYELIDS NOSE EARS1.0CM OR LE,325
REPAIR COMP EYELIDS NOSE EARS 1.1-2.5CM,325
REPAIR COMP EYELIDS NOSE EARS 2.6 -7.5CM,475
"LAC INTER S,A,T,EXT W/O H/F 2.5 OR LESCM",150
REPAIR INTERMEDIATE SCALP A T EX 2.6-7.5,150
REPAIR INTERMEDIATE SCALP A T EX 12.6-20,225
REPAIR INTERMED NECK HANDS FEET 12.6-20,325
"LAC SIM S/FW F,E,EYE,N,L,M7.6-12.5CM",275
REPAIR INTERMED FACE EARS EYELIDS <2.5,165
"LAC SIM S/FW F,E,EYE,N,L,MM2.5 2.6-5.0CM",200
"LAC SIM S/FW F,E,EYE,N,L,M5.1-7.5CM",225
THORACENTESIS (PUNCTURE) FOR ASPIRATION,500
CORONARY THROMBOLYSIS (IV-TNKASE KIT),375
CRITICAL CARE IN ER 31-74 MIN,429.75
APPLICATION OF SHORT ARM SPLINT,74.75
STRAPPING SHOULDER,57.56
"LAC SIM OFWDS-FACE EAR, EYELID OVER 30",400
"LAC SIMPLE -S,N,A,EG,T H&F 2.5CM OR LESS",211
"LAC SIM OF SFW-S,N,A,H/F 2.6 TO 7.5CM",234.5
"LAC SIM SFW S,N,A,EG,T H/F 7.6CMT-12.5CM",273.5
LAC SIM SFW S.N.A.EG.T H/F 12.6CM-20.0CM,429.75
"LAC SIM SFW S,N,A,EG,T,H/F 20.1-30.0 CM",507.75
"LAC SIM S/F WDS F,E,EL,N,L 2.6 TO 5.0 C",239
"LAC SIM S/F WDS F,E,EL,N,L 2.6 TO 5.0 C",211
"LAC SIM S/F WDS F,E,EL,N,L7.6-12.5CM",257.75
"LAC SIM S/F WDS F,E,EL,N,L12.6-20CM",297
LAC SIM SFW S.N.A.EG.T H/F 20.1-30CM,390.75
"LAC SIM S/F WDS F,E,EL,N,L5.1-7.5CM",275
"LAC INTER S,A,T,EXT W/O H/F 2.5 OR LESCM",234.5
"LAC INTER S,A,T,EXT W/O H/F 2.6-7.5 CM",312.5
"LAC INTER S,A,T,EXT W/O H/F 7.6-12.5 CM",273.5
"LAC INTER S,A,T,EXT W/O H/F 7.6-20.0 CM",351.5
"LAC INTER W  OF N, H, F, EG 2.5 OR LESS",234.5
"LAC INTER W  OF N, H, F, EG 2.5 OR LESS",273.5
"LAC INTER W  OF N, H, F, EG 7.6-12.5CM",351.5
"LAC INTER W  OF N, H, F, EG 12.6-20CM",429.75
"LAC INTER W  OF N, H, F, EG 20.1-30.0CM",507.75
"LAC INT S/FW F,E,EYE,N,L,MM2.5 CM OR LES",312.5
"LAC SIM S/FW F,E,EYE,N,L,MM2.6 -5.0CM",351.5
LAC COMPLEX TRUNK 1.1CM TO 2.5 CM,312.5
LAC COMPLEX TRUNK 2.6CM TO 7.5 CM,390.75
LAC COMP TRUNK EACH ADDITIONAL 5C OR LES,215
LAC COMPLX SCALP ARM AND OR LEGS 1-2.5,351.5
LAC COMPLX SCALP ARM AND OR LEGS 2.6-7.5,429.75
LAC COMPLX FOREHEAD CHEEK.CHIN M1.1-2.5,468.75
LAC COMPLX FOREHEAD CHEEK.CHIN M 2.6-7.5,664
REPAIR COMPLX EYELIDS NOSE EARS 1.1-2.5,625
LAC COMPLX EYELIDS NOSE EARS 1.1-2.5,742.25
BLADDER CATH SIMPLE,32.75
IM INJECTION,39
INJECTION (THERAPEUTIC) IV PUSH,111.25
IM HPV VACCIN,11
FLU VAC ADMIN,10.5
INFUSION FEE-,45
INJECTION-I-A,100
INJECTI SQ IM,50
INJECTION-IM,35
INTERMD WD TX,425
MAJ WOUND TX,500
MINOR WD TX,350
MMR VAC SQ,11
POLIOVIRUS VA,11
TETNUS (TD)IM,11
TETNUS (TDAP),11
ZOST VAC LIVE,11
H1N1 VAC 2009,19
INJECTION (THERAPEUTIC) SC IM,64.5
ASPIR INJECT MED JT ANKLE ELBOW,109
ASPIR INJECT SM TOE FINGER,109
BLADDER CATH COMPLEX,54.75
BURN DEB MED BURN FACE,77.25
BURN DEBRIDE SM BURN,65
CHANGE GASTROSTOMY,179.75
CRICOTHYROTOMY,1562.5
STRAPPING ANKLE,105
STRAPPING ELBOW WRIST,57.75
STRAPPING HAND OR FINGER,40
STRAPPING KNEE,72
STRAPPING SHOULDER VELPEAU,69.75
STRAPPING TOES,52
REPAIR INT NECK H F EG 12.6 - 20.0,325
REPAIR INT SCALP AXILLAE TRUNK <2.5CM,150
VENIPUNCT CUTDOWN 3 OR OVER,104
REPAIR INT NECK H F EG 7.6CM -12.5CM,225
REPAIR INT SCALP AXI TRUNK 2.6 - 7.5,200
REPAIR INT SCALP AXI TRUNK 7.6-12.5,175
REPAIR INT SCALP AXI TRUNK 12.6-20.0,225
REPAIR INT FACE EARS LIDS <2.5,165
REPAIR INT FACE EARS LIDS 2.6 -5.0,200
REPAIR INT FACE EARS LIDS 5.1-7.5 CM,225
CRITICAL CARE EACH ADD'L 30MIN,75
THORACENTESIS (PUNCTURE),200
CHEST TUBE-MD,300
CORONARY THROMBOLYSIS (TKNASE KIT),400
EACH ADDITIONAL 5 CM OR LESS,115
"INJ INTERMEDIATE JOINT BURSA WRIST, ELBO",213.8
JOINT BURSA INJECTION SMALL TOE FINGER,280
SHOULDER REDUCTION WITH ANESTHESIA,150
INSERTION OF FOLEY CATHETER,50
EACH ADDITIONAL 5 CM OR LESS,215
OUT PT MEDICAL TREATMENT,111
OP BLOOD ADMINISTRATION,105
IV INF THERAPY 1HR NON-CHEMO,156
IV INF EACH ADD'L HR NON-CHEMO,156
INFUSION IV HYDRATION 1HR,177
INFUSION IV HYDRATION ADD'L HR,78.25
INJECTION IV NON-CHEMO INITIAL,162
INFUSION IV UP TO 1 HR INITIAL,216
INJECTION IV SAME DRUG Q 30 MIN.,78.25
OUT PT MEDICAL TREATMENT,111
DIABETES OUTPATIENT SELF-MANAGEMENT TRAI,111
OUT PT INJECTION VISIT,50
IV INFUSION NEW DRUG,156
INJECTION IV PUSH INITIAL,162
DO NOT USE,78.25
INFUSION IV SAME DRUG EA ADD HOUR,156
OXIMETER CHECK,33
INITIAL NEB AEROSOL NEB MDI IPPB,84
DAILY NEB AEROSOL NEB MDI IPPB,78
SPIROMETRY,138
PULMONARY FUNCTION TEST,261
MULTIPLE SLEEP LATENCY TEST,1338
POLYSOMNOGRAPHY BASIC - FACILITY,1997.22
POLYSOMNOGRAPHY W CPAP - FACILITY,2200.41
SPIROMETRY A & P-FACILITY,261
MAX VOLUNTARY VENTILATION MVV - FACILITY,123
AIRWAY SUCTION,216
INDUCE SPUTUM,48
PULSE OXIMETER CONTINUOUS,98
PEP THERAPY SUBSEQUENT,69
PEP THERAPY INITIAL,80
AEROSOL MASK,20
CROUP CANOPY,47
SUCTION TUBING,13
SUCTION CATH,19
INCENTIVE SPIRMETER,47
EZ PAP IPPB DEVICE,25
VENT CIRCUIT,24
SUCTION CNSTER,14
NEBULIZER TREATMENT,53
IPPB TX,68
INCEN SPIR TX,28
CONTIN ARTFI VENT PER SHIFT,171
CHEST P.T.,37
ROOM HUMIDIFIER,41
SUCTION AIRWAY,45
INTUBATION,615
CPR,543
PULMONARY FUNCTION TEST-PRE,138
ARTERIAL PUNCTURE,100
END TIDAL CO2 CHECK,47
TRACH CARE,24
CHEST P.T. SUBSEQUENT,69
PULMONARY FUNCTION TEST-PRE CONTRACT,57
CONTIN NEB TREATMENT UP TO 1 HR,148
CPR-MED SURG,543
DTPA AEOROSOL,99
HUMIDIFIER PRE FILLED,50
NEBULIZER TREATMENT,78
OXYGEN SET UP,150
OXYGEN MONITOR,50
OXYGEN,30
HUMIDIFIER,38.75
HUMIDIFIER SET-UP,150
CARDIAC MONITOR,390
UPDRAFT RX,400
OXYGEN E,43.25
OXYGEN E WRENCH KEY,43.25
CROUP TENT SET UP,531.25
SPIROMETER RX,137
AFB SPUTUM COLLECTION,35.75
CONT AEROSOL,124.5
VIBRO AND PO SUBSEQUENT TREATMENT,69
DIAGNOSTIC OXIMETRY,24.75
OXIMETRY MONITOR (SAT 02),24.75
IPPB X 1,78
IPPB X 2,78
IPPB X 3,78
IPPB X 4,94.5
NEBULIZER TREATMENT PER DAY,84
AEROSOL X 2,66
AEROSOL X 3,83.5
AEROSOL X 4,83.5
IPPB CIRCUIT,35.75
SPUTUM COLLECTION,35.75
CROUP TENT,24.75
O2 1-8 HRS,127.5
O2 9-16 HRS,127.5
O2 17-24 HRS,127.5
CONTINUOUS O2,117
02 MASK,9.25
AEROSOL MASK,9.5
NRB MASK,12.5
MD LEVEL 1,164
MD LEVEL 2,372
MD LEVEL 3,598
MD LEVEL 4,726
MD LEVEL 5,1282.5
INJECTION SURGICAL,111.25
WOUND CLOSURE,111.25
INFUSION IV UP TO 1 HR INITIAL,216
LAPAROSCOPIC OPERATING ROOM TIME CHARGE,918.75
ENDOSCOPIC OPERATING ROOM TIME CHARGE PE,703
OPERATING ROOM (MAJOR) TIME CHARGE PER 3,629.5
OPERATING ROOM (MINOR) TIME CHARGE PER 3,419.5
RECOVERY ROOM (1ST HOUR),105
RECOVERY ROOM (EACH ADDITIONAL HOUR),52.5
"LAC SIM S/FW F,E,EYE,N,L,M7.6-12.5CM",275
XYLOCAINE 0.5% PLAIN,1.69
"LAC SIM S/FW F,E,EYE,N,L,MM2.6-7.0CM",200
"LAC SIM S/FW F,E,EYE,N,L,MM2.6-5.0CM",225
XYLOCAINE 1% W EPI,3.19
"LAC SIM OFWDS-FACE EAR, EYELID OVER 30",400
LAC SIM SFW S N  GT H/F 2.5 OR LESS,211
"LAC SIM OF SFW S,N,A, H/F 2.6 TO 7.5 CM",234.5
"LAC SIM SFW S,N,A,EG,T,H/F 7.6CM-12.5CM",273.5
LAC SIM S/F WDS SCAP NECK H/F12.6-20.0CM,429.75
LAC SIM S/F WDS SCAP NECK H/F20.1-30.0CM,507.75
"LAC SIM S/F WDS F,E,EL,N,L 2.6 TO 5.0",239
"LAC SIM S/F WDS F,E,EL,N,L 2.6 TO 5.0 CM",211
SIM REPAIR OF S/F WDS FACE 7.6 TO 12.5 C,257.75
"LAC SIM S/F WDS F,E,EL,N,L12.6-20.5CM",297
LAC SIM SFW S.N.A.EG.T H/F 20.1-30.0CM,390.75
"LAC SIM S/F WDS F,E,EL,N,L5.1-7.5Cm",275
"LAC INTER S,A,T,EXT W/O H/F 2.5 OR LESCM",234.5
"LAC INTER S,A,T,EXT W/O H/F  2.6 -7.5",312.5
"LAC INTER S,A,T,EXT W/O H/F 7.6-12.5 CM",273.5
"LAC INTER S,A,T,EXT W/O H/F 12.6-20.0",351.5
"LAC INTER W  OF N, H, F, EG 2.5 OR LESS",234.5
"LAC INTER W  OF N, H, F, EG 2.6-7.5 CM",273.5
"LAC INTER W  OF N, H, F, EG 7.6-12.5CM",351.5
"LAC INTER W  OF N, H, F, EG 12.6-20CM",429.75
"LAC INTER W  OF N, H, F, EG 20.1-30.0CM",507.75
"LAC INT S/FW F,E,EYE,N,L,MM2.5 CM OR LES",312.5
"LAC INT S/FW F,E,EYE,N,L,MM2.5 C 2.6-5.0",351.5
LAC COMPLEX TRUNK 1.1-2.5 CM,312.5
LAC COMPLEX TRUNK 2.6-7.5 CM,390.75
LAC COMP TRUNK EACH ADDITIONAL 5CM OR LE,468.75
LAC COMPLEX SCALP ARM OR LEG 1.1-2.5CM,351.5
LAC COMPLEX SCALP ARM OR LEG 2.6-7.5,429.75
"LAC COMPLEX FH,C,C,M,N,H,F 1.1-2.5 CM",468.75
"LAC COMPLEX FH,C,C,M,N,H,F 2.6-",664
LAC COMPLEX NOSE EAR EYELID LIP 1.1-2.5,625
LAC COMPLEX NOSE EAR EYELID LIP 2.6-7.5,742.25
EACH ADDITIONAL 5 CM OR LESS,115
MANDIBLE < 4 VIEWS,149
XR MANDIBLE,357.75
MASTOIDS < 3 VIEWS SIDE,149
XR MASTOIDS,179
XR INT. AUDITORY CANAL,179
FACIAL BONES<3 VIEWS,149
XR FACIAL BONES,397.5
XR NASAL BONES,243.75
XR ORBITS,397.5
SINUSES < 3 VIEWS,179
XR SINUSES,209
SKULL < 4 VIEWS,179
XR SKULL,209
XR TM JOINT UNILATERAL RT,331.25
XR TM JOINTS BILATERAL,201
XR SOFT TISSUE NECK,379
XR CHEST 1 VIEW,326
XR CHEST 2 VIEW,444
XR CHEST AP/LAT WITH APICAL LORDOTIC,229
CHEST AP/LAT WTH OBLIQUES,239
CHEST 2 VIEWS W FLUOROSCOPY,269
XR CHEST DECUBITUS,210
XR RIBS UNILATERAL RT,149
XR RIBS UNILATERAL WITH PA CHEST,331
XR RIBS BILATERAL,331
XR STERNUM,305.75
XR STERNOCLAVICULAR JOINTS,179
XR SPINE ENTIRE AP AND LATERAL,409
SPINE SINGLE VIEW,149
CERVICAL SPINE 2 OR 3 VIEWS,179
XR CERVICAL SPINE,435.75
XR CERVICAL SPINE W/ FLEX. AND EXT.,276
XR THORACIC SPINE 2 VIEWS,179
XR THORACIC SPINE,379.75
XR SCOLIOSIS SCREENING,340
XR LUMBAR SPINE 2 OR 3 VIEWS,179
XR LUMBAR SPINE,406
XR LUMBAR SPINE W/ BEND VIEWS,306
XR PELVIS,149
XR PELVIS COMPLETE 3 VIEWS,179
SACROLILIAC JOINTS < 3 VIEWS,249
XR SACROILIAC JOINTS,279
XR SACRUM AND COCCYX,189
MYELOGRAM CERVICAL,291
MYELOGRAM LUMBAR,816
DISCOGRAPHY CERVICAL OR THORACIC,816
DISCOGRAPHY LUMBAR,816
XR CLAVICLE RT,212.5
XR SCAPULA RT,236.5
XR SHOULDER,179
XR SHOULDER RT,236.5
SHOULDER ARTHROGRAPHY,555
XR AC JOINTS BILATERAL,409
XR HUMERUS RT,212.5
ELBOW 2 VIEWS,117
XR ELBOW RT,295.25
XR FOREARM RT,212.5
XR UPPER EXTREMITY INFANT RT,129
WRIST 2 VIEWS,126
XR WRIST LT,264
HAND 2 VIEWS,149
XR HAND RT,212.5
XR FINGER RT,212.5
XR HIP RT,397
HIP AND PELVIS UNILATERAL 2 OR 3 VIEWS,546.5
AP PELVIS W BILATERAL HIPS,950
HIP DURING OPERATIVE PROCEDURE,309
XR PELVIS/HIP INFANT/CHILD 2,279
XR FEMUR RT,273.5
KNEE 1 OR 2 VIEWS,149
XR KNEE RT,388.34
XR KNEES STANDING,209
KNEE ARTHROGRAPHY,465
XR TIBIA/FIBULA RT,236.5
XR LOWER EXTREMITY INFANT RT,179
ANKLE 2 VIEWS,149
XR ANKLE COMPLETE RT,264
FOOT 2 VIEWS,149
XR FOOT RT,285.25
XR CALCANEUS RT,179
XR TOE RT,236.5
XR ABDOMEN,218.5
XR ABDOMEN SERIES,309
XR ACUTE ABD W/ PA CHEST SERIES,390
ESOPHAGRAM,279
VIDEO SWALLOW,309
UPPER GI,285
UPPER GI W SMALL BOWEL,399
UPPER GI W AIR CONTRAST,390
UPPER GI W AIR W SMALL BOWEL,429
SMALL BOWEL SERIES,329
BARIUM ENEMA,409
B.E. AIR CONTRAST,419
OR CHOLANGIOGRAM,309
OR CHOLANGIOGRAPHY ADD'L SET,319
IV PYELOGRAM,469
RETROGRADE PYELOGRAM,339
UROGRAPHY ANTEGRADE-NEPHROSTOGRAM LOOPOG,345
XR CYSTOGRAM,318
URETHROGRAM,309
XR CYSTOGRAM VOIDING,619
HYSTEROSALPINGOGRAPHY,929
FLUORO < 1HR,419
XR PEDIATRIC FOREIGN BODY,349
OSSEOUS SURVEY LIMITED METASTASES,479
XR METASTATIC BONE SURVEY,479
JOINT SURVEY SINGLE VIEW 2>MORE JTS,509
XR CLAVICLE LT,212.5
XR SCAPULA LT,236.5
XR SHOULDER LT,236.5
XR HUMERUS LT,212.5
XR ELBOW LT,295.25
XR FOREARM LT,212.5
XR UPPER EXTREMITY INFANT LT,129
XR HAND LT,212.5
