HospitalCode,Description,Price
BBH CITIZENS,HCX ENCEPHALTIS WEST EQNE ANTBDY X,0.00
BBH CITIZENS,HCX HISTOPLASMA/BLASTOMYCES PCR X,0.00
BBH CITIZENS,HCX PHENOSENSE COMBO HIV DRUG RESISTANCE X,0.00
BBH CITIZENS,HC PHENOTYPE INFECT AGENT DRUG XX,892.00
BBH CITIZENS,HC GENOTYPE DNA HIV REVERSE T XX,2512.00
BBH CITIZENS,HC PHENOTYPE DNA HIV W/CULTURE XX,5350.00
BBH CITIZENS,HC PHENOTYPE DNA HIV W/CLT ADD XX,1942.00
BBH CITIZENS,HC ENCEPHALTIS EAST EQNE ANBDY- IGG XX,160.00
BBH CITIZENS,HC ENCEPHALTIS WEST EQNE ANTBDY- IGG XX,160.00
BBH CITIZENS,HC BONE MARROW INTERPRETATION,664.00
BBH CITIZENS,HC FNA W/IMAGE,5228.00
BBH CITIZENS,HC ULTRASOUND BREAST COMPLETE,1882.00
BBH CITIZENS,HC ULTRASOUND BREAST LIMITED,1455.00
BBH CITIZENS,HC DRAIN/INJ SMALL JOINT/BURSA W/US,2966.00
BBH CITIZENS,HC DRAIN/INJ INTERMEDIATE JOINT/BURSA W/US,3390.00
BBH CITIZENS,HC DRAIN/INJ MAJOR JOINT/BURSA W/US,3817.00
BBH CITIZENS,HC MYELOGRAPHY LUMBAR INJECTION,4631.00
BBH CITIZENS,HC MYELOGRAPHY VIA LUMBAR INJECTION; THORACIC,4631.00
BBH CITIZENS,HC MYELOGRAPHY VIA LUMBAR INJECTION; LUMBOSACRAL,4631.00
BBH CITIZENS,HC MYELOGRAPHY VIA LUMBAR INJECTION; > 2 OR MORE REGIONS,6054.00
BBH CITIZENS,HC DRAIN/INJECT JOINT/BURSA W/0 U/S GUIDANCE,3390.00
BBH CITIZENS,HC DXA BONE DENSITY STUDY AXIAL SKELETON,1021.00
BBH CITIZENS,HC FRACTURE ASSESSMENT VIA DXA,2043.00
BBH CITIZENS,HC DRUG SCREEN NON TLC DEVICES,384.00
BBH CITIZENS,HC DRUG SCREEN CLASS LIST A,101.00
BBH CITIZENS,HC DRUG SCREEN QUANTALCOHOLS,396.00
BBH CITIZENS,HC PT EVAL LOW COMPLEX,493.00
BBH CITIZENS,HCX POC CG4+ PANEL X,0.00
BBH CITIZENS,HC DRUG SCREEN AMPHETAMINES 1/2,641.00
BBH CITIZENS,HC ANALGESICS NON-OPIOID 1 OR 2 SALICYLATE,764.00
BBH CITIZENS,HC PT EVAL MOD COMPLEX,493.00
BBH CITIZENS,HC ANTIDEPRESSANT TRICYCLIC 1/2,235.00
BBH CITIZENS,HC ANTIPSYCHOTICS NOS 1-3,62.00
BBH CITIZENS,HC PT EVAL HIGH COMPLEX,493.00
BBH CITIZENS,HC BENZODIAZEPINES1-12,259.00
BBH CITIZENS,HC DRUG SCREENING METHADONE,356.00
BBH CITIZENS,HC PT RE-EVAL EST PLAN CARE,318.00
BBH CITIZENS,HC OPIATES 1 OR MORE,523.00
BBH CITIZENS,HC ANTIEPILEPTICS NOS 7/MORE,705.00
BBH CITIZENS,HC DRUG SCREEN ONE/MULT CLASS,310.00
BBH CITIZENS,HC M/PHMTRC ALYS ISHQUANT/SEMIQ,1113.00
BBH CITIZENS,HC IMMUNOHISTO ANTIBODY SLIDE PER SPEC ADD'L,705.00
BBH CITIZENS,HC IMMUNOHISTO ANTIBODY SLIDE PER SPEC,705.00
BBH CITIZENS,HC MOD SED 1ST 15 MINS 5 YRS AND OLDER,4658.00
BBH CITIZENS,HC MOD SED EA ADD 15 MINUTES,1042.00
BBH CITIZENS,HCX DENGUE FEVER ANTIBODIES IGG AND IGM - QUEST,0.00
BBH CITIZENS,HC HLA II TYPE 1 AG EQUIV LR,755.00
BBH CITIZENS,HC STAT HC DRUG SCREEN CLASS LIST A,0.00
BBH CITIZENS,"HC NICOTINE AND COTININE, URINE",304.00
BBH CITIZENS,HC DRUG SCREENING PREGABALIN,416.00
BBH CITIZENS,HC ANALGESICS NON-OPIOID ACETOMINOPHEN,764.00
BBH CITIZENS,HC SLEEP STUDY UNATT&RESP EFFT,1877.00
BBH CITIZENS,HC LOW DOSE CT LUNG SCREENING,5075.00
BBH CITIZENS,HC ANALYSIS NERVE,1587.00
BBH CITIZENS,HC TUMOR IMMUNOHISTOCHEM/MANUAL TC,290.00
BBH CITIZENS,HC GENET VIRUS ISOLATE HSV,170.00
BBH CITIZENS,HC SPECIMEN FAT STAIN,49.00
BBH CITIZENS,HC TUMOR IMMUNOHISTOCHEM/MANUAL,290.00
BBH CITIZENS,HC EGFR GENE COM VARIANTS,852.00
BBH CITIZENS,HC BCKDHB GENE,641.00
BBH CITIZENS,HC BCR/ABL1 GENE MAJOR BP,641.00
BBH CITIZENS,HC BCR/ABL1 GENE MAJOR BP,641.00
BBH CITIZENS,HC BCR/ABL1 GENE OTHER BP,1136.00
BBH CITIZENS,HC BRAF GENE,641.00
BBH CITIZENS,HC BRCA1&2 SEQ & COM DUP/DEL,641.00
BBH CITIZENS,HC CFTR GENE KNOWN FAM VARIANTS,1066.00
BBH CITIZENS,HC CFTR GENE DUP/DELET VARIANTS,1066.00
BBH CITIZENS,HC CFTR GENE FULL SEQUENCE,4590.00
BBH CITIZENS,HC CFTR GENE INTRON POLY T,4590.00
BBH CITIZENS,HC CYP2C19 GENE COM VARIANTS,1451.00
BBH CITIZENS,HC CYP2D6 GENE COM VARIANTS,608.00
BBH CITIZENS,HC CYP2C9 GENE COM VARIANTS,1451.00
BBH CITIZENS,HC CYTOGEN MICRARRAY COPY NMBR,2133.00
BBH CITIZENS,HC CYTOGEN M ARRAY COPY NO&SNP,6641.00
BBH CITIZENS,HC FLT3 GENE,852.00
BBH CITIZENS,HC IGH GENE REARRANGE AMP METH,1522.00
BBH CITIZENS,HC IGH VARI REGIONAL MUTATION,852.00
BBH CITIZENS,HC JAK2 GENE,1549.00
BBH CITIZENS,HC KRAS GENE,852.00
BBH CITIZENS,HC MICROSATELLITE INSTABILITY,1045.00
BBH CITIZENS,HC NPM1 GENE,852.00
BBH CITIZENS,HC PMS2 GENE FULL SEQ ANALYSIS,2986.00
BBH CITIZENS,HC PMS2 KNOWN FAMILIAL VARIANTS,1599.00
BBH CITIZENS,HC PMS2 GENE DUP/DELET VARIANTS,1493.00
BBH CITIZENS,HC UGT1A1 GENE,852.00
BBH CITIZENS,HC HLA II TYPING AG EQUIV LR,852.00
BBH CITIZENS,HC MOPATH PROCEDURE LEVEL 1,261.00
BBH CITIZENS,HC MOPATH PROCEDURE LEVEL 2,852.00
BBH CITIZENS,HC MOPATH PROCEDURE LEVEL 3,852.00
BBH CITIZENS,HC MOPATH PROCEDURE LEVEL 5,852.00
BBH CITIZENS,HC MOPATH PROCEDURE LEVEL 6,1955.00
BBH CITIZENS,HC MOPATH PROCEDURE LEVEL 7,1955.00
BBH CITIZENS,HC MOPATH PROCEDURE LEVEL 8,2129.00
BBH CITIZENS,HC MOPATH PROCEDURE LEVEL 9,4462.00
BBH CITIZENS,HCX PROLONGED CLOT TIME PROFILE X,0.00
BBH CITIZENS,HC CULTURE ISOLATOR FUNGUS BLOOD CULTURE - UAB,251.00
BBH CITIZENS,HC CULTURE ISOLATOR AFB BLOOD CULTURE - UAB,239.00
BBH CITIZENS,HC STREPT GP B SUSCEPTABILITY REFLEX - QUEST,169.00
BBH CITIZENS,HC BX BREAST 1ST LESION STRTCTC,2630.00
BBH CITIZENS,HC BX BREAST ADD LESION STRTCT,2630.00
BBH CITIZENS,HC BX BREAST 1ST LESION MR IMAG,2630.00
BBH CITIZENS,HC BX BREAST ADD LESION MR IMAG,2630.00
BBH CITIZENS,HC PERQ DEV BREAST 1ST STRTCTC,2630.00
BBH CITIZENS,HC PERQ DEV BREAST ADD STRTCTC,2630.00
BBH CITIZENS,HC PERQ DEV BREAST 1ST US,2630.00
BBH CITIZENS,HC PERQ DEV BREAST ADD US,2630.00
BBH CITIZENS,HC PERQ DEV BREAST 1ST MR GUIDE,2630.00
BBH CITIZENS,HC PERQ DEV BREAST ADD MR GUIDE,2630.00
BBH CITIZENS,HC BX BREAST ADD LESION US IMAG,4859.00
BBH CITIZENS,HC PERQ DEVICE BREAST 1ST IMAG,2630.00
BBH CITIZENS,HC BX BREAST 1ST LESION US IMAG,3817.00
BBH CITIZENS,HC IMAGE CATH FLUID COLXN VISC,6622.00
BBH CITIZENS,HC IMAGE CATH FLUID PERI/RETRO,2393.00
BBH CITIZENS,HC EVALUATION OF SPEECH FLUENCY,470.00
BBH CITIZENS,HC EVALUATE SPEECH PRODUCTION,470.00
BBH CITIZENS,HC SPEECH SOUND LANG COMPREHEN,470.00
BBH CITIZENS,HC BEHAVRAL QUALIT ANALYS VOICE,470.00
BBH CITIZENS,HCS TOTAL KNEE REPLACEMENT,7800.00
BBH CITIZENS,HC DRUG SCRN QUAN MYCOPHENOLATE,161.00
BBH CITIZENS,HC DRUG SCRN QUANT OXCARBAZEPIN,141.00
BBH CITIZENS,HC DRUG SCREEN QUANT TIAGABINE,273.00
BBH CITIZENS,HC DRUG SCREEN QUANT ZONISAMIDE,251.00
BBH CITIZENS,HC ONCOLOGY TISSUE OF ORIGIN,641.00
BBH CITIZENS,HC DRUG SCREEN QUANT CAFFEINE,164.00
BBH CITIZENS,HC DRUG SCREEN QUANT CLOZAPINE,154.00
BBH CITIZENS,HC DRUG SCREEN QUANT EVEROLIMUS,1020.00
BBH CITIZENS,HC DRUG SCREEN QUANT GABAPENTIN,133.00
BBH CITIZENS,HC DRUG SCREEN QUAN LAMOTRIGINE,116.00
BBH CITIZENS,HC IMMUNOHISTO/CYTO CHEM ADD,705.00
BBH CITIZENS,HC IMMUNOHISTO ANTIBOD ADD SLID,705.00
BBH CITIZENS,"HCX HISTOPLASMOSIS SEROLOGY, BL.X",0.00
BBH CITIZENS,HC TRICHOMONAS VAGINALIS AMPLIF,606.00
BBH CITIZENS,HC MGMT GENE METHYLATION ANAL,2078.00
BBH CITIZENS,HC FETAL ANEUPLOIDY TRISOM RISK,2394.00
BBH CITIZENS,HC IMMUNOHISTO/CYTO CHEM 1ST ST,663.00
BBH CITIZENS,HC DRUG SCRN QUAN LEVETIRACETAM,147.00
BBH CITIZENS,HCS GUIDEWIRE,235.00
BBH CITIZENS,HCS ENDOVAS NON-CARDIAC ABL CATH,3667.00
BBH CITIZENS,HCS INTRO/SHEATH LASER,363.00
BBH CITIZENS,HC MUSK ANTIBODY (QUEST REFLEX),3394.00
BBH CITIZENS,HC IRRIGATION OF BLADDER,984.00
BBH CITIZENS,HC LIPOPROTEIN BLD BY NMR,242.00
BBH CITIZENS,HC SAT BIOPSY 10-20,747.00
BBH CITIZENS,HC STRESS TTE COMPLETE,2772.00
BBH CITIZENS,HC ORGAN PROCUREMENT OR LEVEL PER HOUR,250.00
BBH CITIZENS,HC TISSUE PROCUREMENT OR LEVEL FLAT RATE,1000.00
BBH CITIZENS,HCS SUTURE 539G SURGICAL STEEL,48.00
BBH CITIZENS,"HC TTE W OR WO FOL WCON,DOPPLER",3497.00
BBH CITIZENS,HC PARTICLE AGGLUT ANTBDY TITR,150.00
BBH CITIZENS,HC VIRUS INOCULATION SHELL VIA,170.00
BBH CITIZENS,HC CCP ANTIBODY,255.00
BBH CITIZENS,HC STAT MOPATH 4,0.00
BBH CITIZENS,HC HEXAGNAL PHOSPH PLTLT NEUTRL,104.00
BBH CITIZENS,HCX BIOLOGICAL FLUID DRUG SCREEN,0.00
BBH CITIZENS,HC CLOT INHIBIT PROT C ACTIVITY,90.00
BBH CITIZENS,HCX DRUG SCREEN 9 - MECONIUM,0.00
BBH CITIZENS,HC STAT CYTO/MOLECULAR REPORT,0.00
BBH CITIZENS,HCX ANA W/RA PROGRESSIVE,0.00
BBH CITIZENS,HC HIV-1 AG W/HIV-1 & HIV-2 AB,310.00
BBH CITIZENS,HC HIV-1ANTIBODY,164.00
BBH CITIZENS,HC HIV-1 QUANT&REVRSE TRNSCRPJ,1121.00
BBH CITIZENS,HC CONSULT PATH SURGERY,194.00
BBH CITIZENS,HC CULTURE AFB - QUEST,147.00
BBH CITIZENS,HC DRUG ABUSE SCREEN - QUEST,372.00
BBH CITIZENS,HCS IMPLANT HIP TOTAL REPLACEMENT,8200.00
BBH CITIZENS,HC FENTANYL,169.00
BBH CITIZENS,HC AMPHETAMINES,126.00
BBH CITIZENS,HC BARBITUATES,126.00
BBH CITIZENS,HC BENZODIAZAPINES,150.00
BBH CITIZENS,HC CARISOPRODOL,126.00
BBH CITIZENS,HCS CEMENT BONE SIMPLEX P W/ANTIBOTIC,618.00
BBH CITIZENS,HC OPIOIDS & OPIATE ANALOGS 1 OR 2,130.00
BBH CITIZENS,HC STIMULANTS SYNTHETIC,130.00
BBH CITIZENS,HC HEROIN METABOLITE,130.00
BBH CITIZENS,HC OXYCODONE SCREEN,130.00
BBH CITIZENS,HC IMMUNOASSAY ANALYTE QUANTITATIVE NOS,15.00
BBH CITIZENS,HC B-CELL GENE REARRANGEMENT,675.00
BBH CITIZENS,HC ADOC RETENTION ROOM/BED,793.00
BBH CITIZENS,HCS STENT PROPEL CONTOUR,2188.00
BBH CITIZENS,HC PET IMAGE FULL BODY,15216.00
BBH CITIZENS,HC PET IMAGE SKULL-THIGH,15216.00
BBH CITIZENS,HC PET IMAGE W/CT FULL BODY,15216.00
BBH CITIZENS,HC PET IMAGE W/CT LMTD,15216.00
BBH CITIZENS,HC PET IMAGE W/CT SKULL-THIGH,15216.00
BBH CITIZENS,HC BRAIN IMAGING (PET) - PERFUSION,12423.00
BBH CITIZENS,HC NERVE BLOCKS,584.00
BBH CITIZENS,HC ANESTHESIA 1ST HR,2999.00
BBH CITIZENS,HC ANESTHESIA ADD'L 1/4 HR,910.00
BBH CITIZENS,HC OP ANESTHESIA EACH QTR HR,395.00
BBH CITIZENS,HC LUMBAR PUNCTURE,584.00
BBH CITIZENS,HC HYDRATE IV INFUSION ADD-ON,423.00
BBH CITIZENS,HC HYDRATION IV INFUSION INIT,792.00
BBH CITIZENS,HC SC THER INFUSION ADDL HR,117.00
BBH CITIZENS,HC THER/DIAG CONCURRENT INF,213.00
BBH CITIZENS,HC THER/PROPH/DIAG INJ IV PUSH,538.00
BBH CITIZENS,HC TX/PRO/DX INJ NEW DRUG ADDON,301.00
BBH CITIZENS,HC TX/PRO/DX INJ SAME DRUG ADON,301.00
BBH CITIZENS,HC TX/PROPH/DG ADDL SEQ IV INF,373.00
BBH CITIZENS,HC INSERT PICC CATH,2839.00
BBH CITIZENS,HC REPLACE PICC CATH,3794.00
BBH CITIZENS,HC ENDOVENOUS LASER 1ST VEIN,4052.00
BBH CITIZENS,HC ENDOVENOUS RF 1ST VEIN,8103.00
BBH CITIZENS,HC ENDOVENOUS RF VEIN ADD-ON,4052.00
BBH CITIZENS,HC LIGATE/DIVIDE/EXCISE VEIN,4052.00
BBH CITIZENS,HC PHLEB VEINS - EXTREM 20+,4052.00
BBH CITIZENS,HC STAB PHLEB VEINS XTR 10-20,4052.00
BBH CITIZENS,HC VASCULAR SURGERY PROCEDURE,4052.00
BBH CITIZENS,HC ULTRASOUND EXAM FOLLOW-UP,832.00
BBH CITIZENS,HC SC THER INFUSION ADDL HR - ER,117.00
BBH CITIZENS,HC ADMIN INFLUENZA A (H1N1),124.00
BBH CITIZENS,HC IMMUNIZATION ADMIN,384.00
BBH CITIZENS,HC IMMUNIZATION ADMIN (INFLUENZA),116.00
BBH CITIZENS,HC IMMUNIZATION ADMIN (PNUEMOCOCCAL),201.00
BBH CITIZENS,HC IMMUNIZATION ADMIN EACH ADD,116.00
BBH CITIZENS,HC THER/PROPH/DIAG INJ SC/IM,396.00
BBH CITIZENS,HC THER/PROPH/DIAG IV INF ADDON,227.00
BBH CITIZENS,HC THER/PROPH/DIAG IV INF INIT,765.00
BBH CITIZENS,HC IP HEMODIALYSIS - LEVEL I,2772.00
BBH CITIZENS,HC OP HEMODIALYSIS,2772.00
BBH CITIZENS,HC STRAIGHT CATH/SPECI COLLECTION,137.00
BBH CITIZENS,HC ER PROCEDURE LEVEL I,584.00
BBH CITIZENS,HC ER PROCEDURE LEVEL II,602.00
BBH CITIZENS,HC ER PROCEDURE LEVEL III,912.00
BBH CITIZENS,HC CARDIOVERSION ELECTRIC EXT - ER,2476.00
BBH CITIZENS,HC CPR,1759.00
BBH CITIZENS,HC CRITICAL CARE FIRST HOUR,5997.00
BBH CITIZENS,HC EMERGENCY DEPT VISIT LEVEL 1,657.00
BBH CITIZENS,HC EMERGENCY DEPT VISIT LEVEL 2,857.00
BBH CITIZENS,HC EMERGENCY DEPT VISIT LEVEL 3,1591.00
BBH CITIZENS,HC EMERGENCY DEPT VISIT LEVEL 4,2739.00
BBH CITIZENS,HC EMERGENCY DEPT VISIT LEVEL 5,3411.00
BBH CITIZENS,HC HYDRATE IV INFUSION ADD-ON - ER,181.00
BBH CITIZENS,HC HYDRATION IV INFUSION INIT - ER,579.00
BBH CITIZENS,HC IMMUNIZATION ADMIN - ER,384.00
BBH CITIZENS,HC IMMUNIZATION ADMIN EACH ADD - ER,108.00
BBH CITIZENS,HC THER/DIAG CONCURRENT INF - ER,213.00
BBH CITIZENS,HC THER/PROPH/DIAG INJ IV PUSH - ER,538.00
BBH CITIZENS,HC THER/PROPH/DIAG INJ SC/IM - ER,396.00
BBH CITIZENS,HC THER/PROPH/DIAG IV INF ADDON - ER,227.00
BBH CITIZENS,HC THER/PROPH/DIAG IV INF INIT - ER,765.00
BBH CITIZENS,HC TX/PRO/DX INJ NEW DRUG ADDON - ER,247.00
BBH CITIZENS,HC TX/PRO/DX INJ SAME DRUG ADON - ER,258.00
BBH CITIZENS,HC TX/PROPH/DG ADDL SEQ IV INF - ER,373.00
BBH CITIZENS,HC BOUGIE DILATION,1985.00
BBH CITIZENS,HC BRONCHOSCOPY,1805.00
BBH CITIZENS,HC BRONCHOSCOPY WITH BIOPSY W/WO FLUORO,1805.00
BBH CITIZENS,HC BRONCHOSCOPY/ASPIRATE WASH,1805.00
BBH CITIZENS,HC CARDIOVERSION ELECTRIC EXT - GI LAB,1877.00
BBH CITIZENS,HC CHEST TUBE INSERTION,594.00
BBH CITIZENS,HC COLONOSCOPY,2470.00
BBH CITIZENS,HC COLONOSCOPY BIOPSY,2572.00
BBH CITIZENS,HC COLONOSCOPY BLEEDING CONTROL,2326.00
BBH CITIZENS,HC COLONOSCOPY COLOSTOMY,2326.00
BBH CITIZENS,HC COLONOSCOPY COLOSTOMY BIOPSY,2572.00
BBH CITIZENS,HC COLONOSCOPY COLOSTOMY HOT BX,3204.00
BBH CITIZENS,HC COLONOSCOPY DECOMPRESSION,2588.00
BBH CITIZENS,HC COLONOSCOPY HOT BX,3352.00
BBH CITIZENS,HC COLONOSCOPY SNARE POLYP,2981.00
BBH CITIZENS,HC DECLOTTING PROCEDURE,1552.00
BBH CITIZENS,HC EGD,2770.00
BBH CITIZENS,HC EGD BALLOON DILATION <=30MM,3933.00
BBH CITIZENS,HC EGD BAND LIGATION W/KIT,2770.00
BBH CITIZENS,HC EGD BIOPSY,3135.00
BBH CITIZENS,HC EGD BLEEDING CONTROL,2770.00
BBH CITIZENS,HC EGD FOREIGN BODY REMOVAL,3428.00
BBH CITIZENS,HC EGD GUIDEWIRE & DILATION,5640.00
BBH CITIZENS,HC EGD HOT BX,3620.00
BBH CITIZENS,EGD  W/SUBMUCOSAL INJECTION,2991.00
BBH CITIZENS,HC EGD PEG PLACEMENT,3596.00
BBH CITIZENS,HC EGD PYLORIC DILATION,3933.00
BBH CITIZENS,HC EGD SNARE POLYP,3620.00
BBH CITIZENS,HC ERCP,2341.00
BBH CITIZENS,HC ERCP BALLOON DILATION,2705.00
BBH CITIZENS,HC ERCP FBR-STENT CHG,2914.00
BBH CITIZENS,HC ERCP SPINCTEROTOMY,2868.00
BBH CITIZENS,HC ERCP STENT PLACEMENT,2624.00
BBH CITIZENS,HC ERCP STONE EXTRACT LITHO,2754.00
BBH CITIZENS,HC ERCP STONE REMOVAL,2962.00
BBH CITIZENS,HC ERCP WITH BIOPSY,2766.00
BBH CITIZENS,HC ESOPH STENT,2846.00
BBH CITIZENS,HC HEMORRHOID LIGATION,738.00
BBH CITIZENS,HC HEMORROID BANDING,453.00
BBH CITIZENS,HC PARACENTESIS,638.00
BBH CITIZENS,HC PEG PLACEMENT W/O EGD,1054.00
BBH CITIZENS,HC PROCTOSIGMOIDOSCOPY,670.00
BBH CITIZENS,HC SIGMOIDOSCOPY,1516.00
BBH CITIZENS,HC SIGMOIDOSCOPY BIOPSY,1497.00
BBH CITIZENS,HC SIGMOIDOSCOPY HOT BX,2109.00
BBH CITIZENS,HC THORACENTESIS,622.00
BBH CITIZENS,HC INSERTION CENTRAL VENOUS LINE,2022.00
BBH CITIZENS,HC REMOVAL INDWELLING VAS DEVICE,2022.00
BBH CITIZENS,HC US GUIDED BREAST BIOPSY,881.00
BBH CITIZENS,HC US GUIDED THYROID BIOPSY,437.00
BBH CITIZENS,HC ABSCESS DRAINAGE UNDER X-RAY FLOURO,1174.00
BBH CITIZENS,HC INJ W/FLUOR EVAL CV DEVICE,862.00
BBH CITIZENS,HC INJECTION EXT VENOGRAPHY,226.00
BBH CITIZENS,HC BLOOD PRODUCT/IRRADIATION,182.00
BBH CITIZENS,HC BLOOD TYPE ANTIGEN DONOR EA,792.00
BBH CITIZENS,HC BLOOD TYPING ABO,110.00
BBH CITIZENS,HC BLOOD TYPING RBC ANTIGENS,256.00
BBH CITIZENS,HC BLOOD TYPING RH (D),62.00
BBH CITIZENS,HC BLOOD TYPING RH PHENOTYPE,169.00
BBH CITIZENS,HC CMV ANTIBODY,147.00
BBH CITIZENS,HC COLD AGGLUTININ SCREEN,459.00
BBH CITIZENS,HC COLD AGGLUTININ TITER,124.00
BBH CITIZENS,HC COMPATIBILITY TEST ANTIGLOB,213.00
BBH CITIZENS,HC COMPATIBILITY TEST INCUBATE,227.00
BBH CITIZENS,HC COMPATIBILITY TEST SPIN,213.00
BBH CITIZENS,HC COOMBS TEST DIRECT,143.00
BBH CITIZENS,HC HETEROPHILE ANTIBODIES,157.00
BBH CITIZENS,HC IMMUNOGLOBULIN ASSAY,282.00
BBH CITIZENS,HC PHYSICIAN BLOOD BANK SERVICE,181.00
BBH CITIZENS,HC RBC ANTIBODY ELUTION,273.00
BBH CITIZENS,HC RBC ANTIBODY IDENTIFICATION,687.00
BBH CITIZENS,HC RBC ANTIBODY SCREEN,141.00
BBH CITIZENS,HC RBC PRETREATMENT CHEMICAL,501.00
BBH CITIZENS,HC RBC PRETREATMENT DENSITY GRADIENT,422.00
BBH CITIZENS,HC RBC PRETREATMENT ENZYMES,133.00
BBH CITIZENS,HC RBC PRETREATMENT SERUM VIA RED CELL ABSORPTION,189.00
BBH CITIZENS,HC SYPHILIS TEST NON-TREP QUAL,78.00
BBH CITIZENS,HC SYPHILIS TEST NON-TREP QUANT,37.00
BBH CITIZENS,HC TRANSFUSION PROCEDURE,630.00
BBH CITIZENS,HC HEMOGLOBIN FETAL; ROSETTE,242.00
BBH CITIZENS,HC RBC SICKLE CELL TEST,78.00
BBH CITIZENS,HC BLD SUPPLIER FFP FEE,373.00
BBH CITIZENS,HC BLD SUPPLIER FFP24 HOUR,301.00
BBH CITIZENS,HC BLD SUPPLIER LEUKO PLTPH,1159.00
BBH CITIZENS,HC BLD SUPPLIER LEUKO RBC FEE,2078.00
BBH CITIZENS,HC BLD SUPPLIER PLT COND FEE,172.00
BBH CITIZENS,HC BLD SUPPLIER RED CELL FEE,486.00
BBH CITIZENS,HC BLOOD TRANSFUSION SERVICE,386.00
BBH CITIZENS,HC PLASMA 1 DONOR FRZ W/IN 8 HR,359.00
BBH CITIZENS,HC PHLEBOTOMY,131.00
BBH CITIZENS,HC CHEMO ANTI-NEOPL SQ/IM,590.00
BBH CITIZENS,HC REMICADE 1ST HOUR,1404.00
BBH CITIZENS,HC REMICADE INFUSION ADDL HOUR,364.00
BBH CITIZENS,HC EXTREMITY STUDY; DUPLEX SCAN (UNILATERAL) - US,657.00
BBH CITIZENS,HC DOPPLER ECHO EXAM HEART,1095.00
BBH CITIZENS,HC ECHO TRANSESOPHAGEAL,1536.00
BBH CITIZENS,HC ECHO 2D/M MODE ONLY W/CONTRAST,1587.00
BBH CITIZENS,HC TTE F-UP OR LMTD,603.00
BBH CITIZENS,HC CARDIOVASCULAR STRESS TEST,1970.00
BBH CITIZENS,HC ELECTROCARDIOGRAM TRACING,867.00
BBH CITIZENS,HC REMOTE 30 DAY ECG REV/REPORT,626.00
BBH CITIZENS,HC RHYTHM ECG TRACING,161.00
BBH CITIZENS,HC ECG MONIT/REPRT UP TO 48 HRS,843.00
BBH CITIZENS,HC ECG MONIT/REPRT UP TO 48 HRS; SCAN ANALYSIS,471.00
BBH CITIZENS,HC EEG AWAKE AND DROWSY,1005.00
BBH CITIZENS,HC EXTREMITY STUDY,2031.00
BBH CITIZENS,HC IMPLANT PAT-ACTIVE HT RECORD,17905.00
BBH CITIZENS,HC REMOVE PAT-ACTIVE HT RECORD,2839.00
BBH CITIZENS,HC 3D RENDERING W/POSTPROCESS CT,1356.00
BBH CITIZENS,HC ABSCESS DRAINAGE UNDER X-RAY CT,1431.00
BBH CITIZENS,HC CAT SCAN FOLLOW-UP STUDY,422.00
BBH CITIZENS,HC CT SCAN FOR NEEDLE BIOPSY,4276.00
BBH CITIZENS,HC CT ANGIOGRAPHY HEAD,7578.00
BBH CITIZENS,HC CT ANGIOGRAPHY NECK,8160.00
BBH CITIZENS,HC CT HEAD/BRAIN W/DYE,3741.00
