CDM NAME,HOSPITAL,TECHNICAL DESCRIPTION,TOTAL CHARGE
CSK,Carondelet St. Joseph's Hospital,"CARDIOVERSION, ELECTIVE","$1,789.78"
CSK,Carondelet St. Joseph's Hospital,CATHETERIZATION INSERT W/CBI,"$1,136.76"
CSK,Carondelet St. Joseph's Hospital,CBI,$835.59
CSK,Carondelet St. Joseph's Hospital,LUMBAR PUNCTURE THERA DRNG CSF,"$1,316.50"
CSK,Carondelet St. Joseph's Hospital,SMOKE/TOBAC CNSEL >10MN SYMP,$83.71
CSK,Carondelet St. Joseph's Hospital,SMOKE/TOBAC CNSEL 3-10MN SYMP,$42.95
CSK,Carondelet St. Joseph's Hospital,MINOR PROCEDURE,$817.83
CSK,Carondelet St. Joseph's Hospital,SET DRAINAGE CHEST DRY CONTROL,$230.97
CSK,Carondelet St. Joseph's Hospital,OUTPATIENT VISIT,$456.71
CSK,Carondelet St. Joseph's Hospital,ACUTE DIALYSIS,"$3,235.45"
CSK,Carondelet St. Joseph's Hospital,ROOM/BOARD MED/SURG (CSM),"$3,146.00"
CSK,Carondelet St. Joseph's Hospital,ROOM/BOARD MED/SURG (CSJ),"$3,146.00"
CSK,Carondelet St. Joseph's Hospital,ROOM/BOARD W/TELE (CSJ),"$4,054.00"
CSK,Carondelet St. Joseph's Hospital,ROOM/BOARD W/TELE (CSM),"$4,054.00"
CSK,Carondelet St. Joseph's Hospital,ROOM/BOARD W/TELE (HVI),"$4,054.00"
CSK,Carondelet St. Joseph's Hospital,INJECTION: FLU VACCINE,$92.87
CSK,Carondelet St. Joseph's Hospital,OBSERVATION DIRECT ADMIT,$285.91
CSK,Carondelet St. Joseph's Hospital,SURG PROC I,$216.80
CSK,Carondelet St. Joseph's Hospital,ROOM/BOARD,"$3,146.00"
CSK,Carondelet St. Joseph's Hospital,FAMILY THERAPY UP TO 1HR,$816.63
CSK,Carondelet St. Joseph's Hospital,FAMILY THERAPY 90 MIN,$471.75
CSK,Carondelet St. Joseph's Hospital,GROUP THERAPY UP TO 1HR,$175.71
CSK,Carondelet St. Joseph's Hospital,GROUP THERAPY 90 MIN,$262.91
CSK,Carondelet St. Joseph's Hospital,ROOM/BOARD PSYCH,"$2,236.00"
CSK,Carondelet St. Joseph's Hospital,ROOM/BOARD BH DETOX,"$2,658.00"
CSK,Carondelet St. Joseph's Hospital,PSYCHO THERAPY 30 MIN,$189.66
CSK,Carondelet St. Joseph's Hospital,PSYCHO THERAPY 45 MIN,$189.66
CSK,Carondelet St. Joseph's Hospital,PSYCHO THERAPY 60 MIN,$490.06
CSK,Carondelet St. Joseph's Hospital,OP BRIDGE ON DISCHARGE,$140.39
CSK,Carondelet St. Joseph's Hospital,PSYCH 1 TO 1 CARE HRLY,$127.42
CSK,Carondelet St. Joseph's Hospital,PSYCH EVAL,$726.70
CSK,Carondelet St. Joseph's Hospital,TELEHEALTH PSYCH EVAL,$774.23
CSK,Carondelet St. Joseph's Hospital,TELEHEALTH PSYCH THERPY 30 MIN,$237.18
CSK,Carondelet St. Joseph's Hospital,TELEHEALTH PSYCH THERPY 45 MIN,$237.18
CSK,Carondelet St. Joseph's Hospital,TELEHEALTH PSYCH THERPY 60 MIN,$537.48
CSK,Carondelet St. Joseph's Hospital,LABOR CARE-1ST HR COMPLEX,"$1,664.10"
CSK,Carondelet St. Joseph's Hospital,LABOR CARE-1ST HR W/EPIDURAL,$999.97
CSK,Carondelet St. Joseph's Hospital,BLLN CERV RPNG STLT 18FR 40CM,$315.01
CSK,Carondelet St. Joseph's Hospital,BREATHING CIRCUIT DISP NIT 6FT,$130.58
CSK,Carondelet St. Joseph's Hospital,L&D RECOVERY INT 30 MIN,"$1,435.31"
CSK,Carondelet St. Joseph's Hospital,L&D RECOVERY ADD 15 MIN,$590.78
CSK,Carondelet St. Joseph's Hospital,L&D SPEC PROC INT 30 MIN,"$1,594.89"
CSK,Carondelet St. Joseph's Hospital,L&D SPEC PROC ADD 15 MIN,$637.98
CSK,Carondelet St. Joseph's Hospital,L&D SURG LVL I EA 15 MIN,"$2,732.52"
CSK,Carondelet St. Joseph's Hospital,L&D SURG LVL III INT 30M,"$7,779.11"
CSK,Carondelet St. Joseph's Hospital,L&D SURG LVL III EA 15M,"$3,111.73"
CSK,Carondelet St. Joseph's Hospital,L&D SURG LVL IV INT 30M,"$8,070.91"
CSK,Carondelet St. Joseph's Hospital,L&D SURG LVL IV EA 15M,"$3,228.91"
CSK,Carondelet St. Joseph's Hospital,L&D SURG LVL II INT 30 M,"$7,305.07"
CSK,Carondelet St. Joseph's Hospital,L&D SURG LVL II EA 15 M,"$2,922.18"
CSK,Carondelet St. Joseph's Hospital,L&D SURG LVL I INT 30 M,"$6,831.25"
CSK,Carondelet St. Joseph's Hospital,ROOM/BOARD MATERNAL/NEWBRN CSJ,"$2,605.00"
CSK,Carondelet St. Joseph's Hospital,BALLOON POSTPARTUM BAKRI 24FR,"$1,173.39"
CSK,Carondelet St. Joseph's Hospital,CRYSTALS ID FLUID,$479.60
CSK,Carondelet St. Joseph's Hospital,DELIVERY SIMPLE,"$3,471.00"
CSK,Carondelet St. Joseph's Hospital,DELIVERY COMPLEX,"$5,753.89"
CSK,Carondelet St. Joseph's Hospital,INJ IV EA ADDL SEQ PUSH,$394.80
CSK,Carondelet St. Joseph's Hospital,INTERCEED ADHESION BARRIER,"$1,664.98"
CSK,Carondelet St. Joseph's Hospital,LABOR CARE-ADDL HR COMPLEX,"$1,040.73"
CSK,Carondelet St. Joseph's Hospital,LABOR CARE-ADDL HR W/EPIDURAL,$668.06
CSK,Carondelet St. Joseph's Hospital,LABOR CARE-1ST HR,$745.78
CSK,Carondelet St. Joseph's Hospital,LABOR CARE-ADDL HR,$500.86
CSK,Carondelet St. Joseph's Hospital,NON-STRESS TEST,$639.50
CSK,Carondelet St. Joseph's Hospital,SYS TAMPONADE EBB COMPLETE,"$2,517.90"
CSK,Carondelet St. Joseph's Hospital,OB OBSERV & ASSESS ADDL HR,$279.59
CSK,Carondelet St. Joseph's Hospital,OB OBSERV/ASSESS 1ST HR,$519.17
CSK,Carondelet St. Joseph's Hospital,PH FLUID,$181.05
CSK,Carondelet St. Joseph's Hospital,ROOM/BOARD OB SUBACUTE (CSJ),"$3,146.00"
CSK,Carondelet St. Joseph's Hospital,ADH SURG TISSUE DERMAFLEX,$102.79
CSK,Carondelet St. Joseph's Hospital,SONO GUIDE AMNIOCENTESIS,"$1,559.46"
CSK,Carondelet St. Joseph's Hospital,SONO FOLLOW-UP/REPEAT EA GEST,$659.67
CSK,Carondelet St. Joseph's Hospital,SONO LIMITED,$553.39
CSK,Carondelet St. Joseph's Hospital,SP CAPILLARY COLLECTION,$137.01
CSK,Carondelet St. Joseph's Hospital,URINE DIPSTICK,$73.36
CSK,Carondelet St. Joseph's Hospital,PK CUST C-SECT,$378.12
CSK,Carondelet St. Joseph's Hospital,PACK CUSTOM L&D CSJ CHC,$148.24
CSK,Carondelet St. Joseph's Hospital,SET PLUM EPIDURAL,$99.84
CSK,Carondelet St. Joseph's Hospital,SPONGE SURGIFOAM SZ 100,$199.36
CSK,Carondelet St. Joseph's Hospital,TRAY ANESTHESIA SPINAL,$107.91
CSK,Carondelet St. Joseph's Hospital,TRAY EPIDURAL FLEXTIP 19GA,$167.21
CSK,Carondelet St. Joseph's Hospital,VACUUM CUP KIWI HARD,$232.93
CSK,Carondelet St. Joseph's Hospital,VACUUM CUP KIWI SOFT,$196.42
CSK,Carondelet St. Joseph's Hospital,MEMBRANE SEPRAFILM 5X6,"$1,530.69"
CSK,Carondelet St. Joseph's Hospital,CATH INTRAUTERINE PRESR KOALA,$184.86
CSK,Carondelet St. Joseph's Hospital,RESUSCITATOR T NEOTEE INFANT,$139.74
CSK,Carondelet St. Joseph's Hospital,BLD/BLD PROD TRANSFUSION 2 HRS,"$1,294.92"
CSK,Carondelet St. Joseph's Hospital,BLD/BLD PROD TRANSFUSION >4HRS,"$2,812.09"
CSK,Carondelet St. Joseph's Hospital,CARSEAT MONITORING,$215.60
CSK,Carondelet St. Joseph's Hospital,CIRCUMCISION,"$7,558.93"
CSK,Carondelet St. Joseph's Hospital,INJECTION HEPATITIS B VACCINE,$92.87
CSK,Carondelet St. Joseph's Hospital,KT PUMP BRST MAN STER LTCHASST,$144.10
CSK,Carondelet St. Joseph's Hospital,NURSERY PHOTOTHERAPY/DAY,$296.26
CSK,Carondelet St. Joseph's Hospital,ROOM/BOARD MATERNAL NEWBORN,"$2,605.00"
CSK,Carondelet St. Joseph's Hospital,ROOM/BOARD NURSERY,"$2,316.00"
CSK,Carondelet St. Joseph's Hospital,SPECIMEN HANDL-NEWBORN SCREEN,$124.91
CSK,Carondelet St. Joseph's Hospital,TRANSCUTANEOUS BILIRUBIN TOTAL,$177.67
CSK,Carondelet St. Joseph's Hospital,VACCINE ADMIN AZ VFC,$21.33
CSK,Carondelet St. Joseph's Hospital,VACCINE ADMIN AZ VFC EA ADDL,$21.33
CSK,Carondelet St. Joseph's Hospital,KIT PUMP BREAST MANUAL DOUBLE,$228.90
CSK,Carondelet St. Joseph's Hospital,SHIELD NIPPLE 16MM SMALL,$100.39
CSK,Carondelet St. Joseph's Hospital,SHIELD NIPPLE 24MM REG,$107.04
CSK,Carondelet St. Joseph's Hospital,TRANSDUCER OXISENSOR NEONATE,$93.74
CSK,Carondelet St. Joseph's Hospital,TRANSDUCER OXYSENSOR INFANT,$93.74
CSK,Carondelet St. Joseph's Hospital,TUBE FEEDING INDWELL 8FR X15IN,$123.17
CSK,Carondelet St. Joseph's Hospital,ABR LIMITED HCH,$849.44
CSK,Carondelet St. Joseph's Hospital,CAR SEAT/BED TEST 60MIN,$593.40
CSK,Carondelet St. Joseph's Hospital,CAR/BED TEST EA ADD 30,$235.33
CSK,Carondelet St. Joseph's Hospital,TRANS MONITOR/PREP,"$1,411.22"
CSK,Carondelet St. Joseph's Hospital,INSERT PICC W/O PORT < 5 YEARS,"$4,030.38"
CSK,Carondelet St. Joseph's Hospital,NEO EKG,$685.61
CSK,Carondelet St. Joseph's Hospital,ROOM/BOARD MONITORS ICN AC1,"$9,378.00"
CSK,Carondelet St. Joseph's Hospital,ROOM/BOARD MONITORS ICN AC2,"$9,378.00"
CSK,Carondelet St. Joseph's Hospital,ROOM/BOARD MONITORS ICN AC3,"$9,378.00"
CSK,Carondelet St. Joseph's Hospital,SURG PROC NICU 1ST 30MN,$299.10
CSK,Carondelet St. Joseph's Hospital,SURG PROC NICU EA 15 MN,$119.68
CSK,Carondelet St. Joseph's Hospital,VENIPUNCTURE,$207.65
CSK,Carondelet St. Joseph's Hospital,OAE SCREENING (HCH),$217.67
CSK,Carondelet St. Joseph's Hospital,CATH SUCTION 5FR W/Y 2.5/3/3.5,$109.55
CSK,Carondelet St. Joseph's Hospital,CATH SUCTION TRACH Y-CONN 6FR,$107.04
CSK,Carondelet St. Joseph's Hospital,CATH SUCTION TRACH Y-CONN 8FR,$107.04
CSK,Carondelet St. Joseph's Hospital,CATH UMBILICAL DUAL LUMEN 3.5,$255.39
CSK,Carondelet St. Joseph's Hospital,CATH UMBILICAL DUAL LUMEN 5.0,$255.39
CSK,Carondelet St. Joseph's Hospital,CATH UMBILICAL VESSEL 3.5FR,$114.56
CSK,Carondelet St. Joseph's Hospital,CATH UMBILICAL VESSEL 5FR,$114.56
CSK,Carondelet St. Joseph's Hospital,KIT VAMP TRANSDCR NEONATE NICU,$183.56
CSK,Carondelet St. Joseph's Hospital,MASK AIRWAY LMA UNIQUE SZ1 DSP,$99.84
CSK,Carondelet St. Joseph's Hospital,PAD DEFIB PED HEARTSTREAM,$199.03
CSK,Carondelet St. Joseph's Hospital,RESUSCITATOR MANUAL MASK INF,$173.96
CSK,Carondelet St. Joseph's Hospital,SET DRAINAGE CHEST PEDIATRIC,$247.98
CSK,Carondelet St. Joseph's Hospital,SET EXT IV BURETE 15.7MLx124IN,$128.62
CSK,Carondelet St. Joseph's Hospital,SET URI CATH 3.5FR SILASTIC,$186.06
CSK,Carondelet St. Joseph's Hospital,SET URI-CATH PED 5FR,$186.06
CSK,Carondelet St. Joseph's Hospital,TUBE FEEDING 6FR WEIGHTED TIP,$132.87
CSK,Carondelet St. Joseph's Hospital,TUBE FEEDING INDWELL 5FR X15IN,$123.17
CSK,Carondelet St. Joseph's Hospital,TUBE FEEDING INDWELL 6FR X15IN,$123.17
CSK,Carondelet St. Joseph's Hospital,AFI/PRESENTATION,$553.39
CSK,Carondelet St. Joseph's Hospital,AMNIOCENTESIS DX,$785.78
CSK,Carondelet St. Joseph's Hospital,BIOPHYSICAL PROFILE W/O NST,$597.43
CSK,Carondelet St. Joseph's Hospital,COLOR FLOW MAPPING,"$1,064.49"
CSK,Carondelet St. Joseph's Hospital,"DOPPLER ECHO, FETAL","$1,678.38"
CSK,Carondelet St. Joseph's Hospital,"DOPPLER ECHO, FETAL F/U","$1,218.84"
CSK,Carondelet St. Joseph's Hospital,ECHO CV F/U,$494.21
CSK,Carondelet St. Joseph's Hospital,ECHO CV REAL TIME,$494.21
CSK,Carondelet St. Joseph's Hospital,DOPPLER MIDDLE CEREBRAL ART,$523.75
CSK,Carondelet St. Joseph's Hospital,DOPPLER UMBILICAL ARTERY,$523.75
CSK,Carondelet St. Joseph's Hospital,DUPLEX ART STUDY ABD/PEL LTD,$809.54
CSK,Carondelet St. Joseph's Hospital,BIOPHYSICAL PROFILE W/NST,"$1,254.05"
CSK,Carondelet St. Joseph's Hospital,OB US 1ST TRI FETAL NUCHL ADDL,"$1,559.46"
CSK,Carondelet St. Joseph's Hospital,OB US 1ST TRI FETAL NUCHL SNGL,"$1,297.75"
CSK,Carondelet St. Joseph's Hospital,SONO UNDER 14 WKS ADDL,$526.69
CSK,Carondelet St. Joseph's Hospital,SONO UNDER 14 WKS SINGLE,$601.14
CSK,Carondelet St. Joseph's Hospital,SONO 2ND-3RD EA ADDL GESTATION,$608.22
CSK,Carondelet St. Joseph's Hospital,SONO 2ND-3RD TRI SINGLE,$693.02
CSK,Carondelet St. Joseph's Hospital,SONO DETAILED 1ST GESTATION,$843.12
CSK,Carondelet St. Joseph's Hospital,SONO DETAILED ADDL GESTATION,$701.74
CSK,Carondelet St. Joseph's Hospital,SONO TRANSVAGINAL OB,"$1,550.31"
CSK,Carondelet St. Joseph's Hospital,SPECIMEN HANDLING/CONVEYANCE,$71.29
CSK,Carondelet St. Joseph's Hospital,L&D TRIAGE NEW PT,$456.71
CSK,Carondelet St. Joseph's Hospital,L&D TRIAGE EST PT,$456.71
CSK,Carondelet St. Joseph's Hospital,LABOR CARE-1ST HR,$850.64
CSK,Carondelet St. Joseph's Hospital,RESUSCITATION TABLE,$187.37
CSK,Carondelet St. Joseph's Hospital,VACUUM C-SECTION,$400.14
CSK,Carondelet St. Joseph's Hospital,IV INF IX/DX UP TO 1HR,$706.87
CSK,Carondelet St. Joseph's Hospital,NP CAPILLARY COLLECTION,$137.01
CSK,Carondelet St. Joseph's Hospital,NP CODE ARREST NEONATAL COMPLX,"$3,392.73"
CSK,Carondelet St. Joseph's Hospital,NP CODE ARREST NEONATAL SIMPLE,"$1,273.34"
CSK,Carondelet St. Joseph's Hospital,NP ARTERIAL PUNCTURE,$244.60
CSK,Carondelet St. Joseph's Hospital,NP DELIVERY/C-SEC ATTENDANCE,"$1,057.85"
CSK,Carondelet St. Joseph's Hospital,NP ENDOTRACHEAL INTUBATION,$676.13
CSK,Carondelet St. Joseph's Hospital,NP UMBILICAL ARTERY CATH,$794.17
CSK,Carondelet St. Joseph's Hospital,NP UMBILICAL VEIN CATH,$662.28
CSK,Carondelet St. Joseph's Hospital,NP VENIPUNCTURE-OTHER VEIN,$244.60
CSK,Carondelet St. Joseph's Hospital,NP VENIPUNCTURE-SCALP VEIN,$244.60
CSK,Carondelet St. Joseph's Hospital,"OXYGEN (TO ISOLETTE,MSK,ETC.)",$345.53
CSK,Carondelet St. Joseph's Hospital,OXYGEN HOOD SETUP,$206.99
CSK,Carondelet St. Joseph's Hospital,OXYGEN HOOD/SHIFT,$177.02
CSK,Carondelet St. Joseph's Hospital,TRANSDUCER OXISENSOR NEONATE,$72.70
CSK,Carondelet St. Joseph's Hospital,CANNULA NASAL RAM INFANT,$78.48
CSK,Carondelet St. Joseph's Hospital,CANNULA NASAL RAM NEWBORN,$78.48
CSK,Carondelet St. Joseph's Hospital,CANNULA NASAL RAM PED SMALL,$78.48
CSK,Carondelet St. Joseph's Hospital,CANNULA NASAL RAM PREEMIE,$78.48
CSK,Carondelet St. Joseph's Hospital,SURFACTANT ADMIN VIA ET,$391.75
CSK,Carondelet St. Joseph's Hospital,VENT CONT INITIAL DAY NURSERY,"$2,102.50"
CSK,Carondelet St. Joseph's Hospital,VENT CONT OSS INITIAL DAY,"$3,355.13"
CSK,Carondelet St. Joseph's Hospital,VENT CONT OSS SUBSEQ DAY,"$2,705.38"
CSK,Carondelet St. Joseph's Hospital,BASICS OF BREASTFEEDING,$62.13
CSK,Carondelet St. Joseph's Hospital,CARE OF THE NEWBORN,$51.78
CSK,Carondelet St. Joseph's Hospital,"DIAB CONSULT, EA 30MIN",$171.02
CSK,Carondelet St. Joseph's Hospital,COMFORT MEASURES &COACH SKILLS,$62.13
CSK,Carondelet St. Joseph's Hospital,"DIAB SELF-MGMT TRG,GRP EA 30MN",$139.41
CSK,Carondelet St. Joseph's Hospital,FIVE-WK CHILDBIRTH PREP SERIES,$144.10
CSK,Carondelet St. Joseph's Hospital,INFANT CPR & SAFETY,$62.13
CSK,Carondelet St. Joseph's Hospital,INTRO SESS EDUC MATERIALS-F/UP,$47.52
CSK,Carondelet St. Joseph's Hospital,LACTATION CONSULT,$272.61
CSK,Carondelet St. Joseph's Hospital,NFP INTRO SESSION F/UP 30 MIN,$51.78
CSK,Carondelet St. Joseph's Hospital,NFP INTRO SESSION F/UP 60 MIN,$102.79
CSK,Carondelet St. Joseph's Hospital,NFP INTRODUCTORY SESSION,$62.13
CSK,Carondelet St. Joseph's Hospital,ONE-DAY CHILDBIRTH PREP,$144.10
CSK,Carondelet St. Joseph's Hospital,OP LACTATION CONSULT 30 MIN,$246.78
CSK,Carondelet St. Joseph's Hospital,OP LACTATION CONSULT 60 MIN,$246.78
CSK,Carondelet St. Joseph's Hospital,OPT A:1-DAY CHBRTH PREP+2 ELEC,$225.52
CSK,Carondelet St. Joseph's Hospital,OPT A:5-WK CHILDBIRTH SERIES,$225.52
CSK,Carondelet St. Joseph's Hospital,OPT B:1-DAY CHBRTH PREP+3 ELEC,$245.90
CSK,Carondelet St. Joseph's Hospital,OPT B:5-WK CHILDBIRTH SERIES,$245.90
CSK,Carondelet St. Joseph's Hospital,OPT C:1-DAY CHBRTH PREP+4 ELEC,$287.11
CSK,Carondelet St. Joseph's Hospital,OPT C:5-WK CHILDBIRTH SERIES,$287.11
CSK,Carondelet St. Joseph's Hospital,ANGIO SPINAL RAD,"$9,554.50"
CSK,Carondelet St. Joseph's Hospital,AORTOGRAPHY ART,"$6,574.44"
CSK,Carondelet St. Joseph's Hospital,AORTOGRAPHY ART W/RUNOFFS,"$9,126.90"
CSK,Carondelet St. Joseph's Hospital,ECHO ESOPHAGEAL CONTINUOUS,"$4,590.54"
CSK,Carondelet St. Joseph's Hospital,ENDO THOR AORT RP WO SUBCL ART,"$13,650.40"
CSK,Carondelet St. Joseph's Hospital,EXTREMITY ANGIO BIL,"$4,242.06"
CSK,Carondelet St. Joseph's Hospital,EXTREMITY ANGIO UNI LT,"$3,876.91"
CSK,Carondelet St. Joseph's Hospital,EXTREMITY ANGIO UNI RT,"$3,876.91"
CSK,Carondelet St. Joseph's Hospital,FLUORO GUIDE CENT VEN ACC DEV,$856.85
CSK,Carondelet St. Joseph's Hospital,IVC RAD,"$8,039.30"
CSK,Carondelet St. Joseph's Hospital,LITHOTRIPSY,"$15,800.86"
CSK,Carondelet St. Joseph's Hospital,SPEC PROC W/LITHO,"$19,266.30"
CSK,Carondelet St. Joseph's Hospital,OR PROC LEVEL 1 1ST 1/2 HOUR,"$7,586.29"
CSK,Carondelet St. Joseph's Hospital,OR PROC LEVEL 1 EA ADDL 15 MIN,"$1,707.05"
CSK,Carondelet St. Joseph's Hospital,OR PROC LEVEL 2 1ST 1/2 HOUR,"$8,250.21"
CSK,Carondelet St. Joseph's Hospital,OR PROC LEVEL 2 EA ADDL 15 MIN,"$2,323.44"
CSK,Carondelet St. Joseph's Hospital,OR PROC LEVEL 3 1ST 1/2 HOUR,"$9,710.81"
CSK,Carondelet St. Joseph's Hospital,OR PROC LEVEL 3 EA ADDL 15 MIN,"$3,120.23"
CSK,Carondelet St. Joseph's Hospital,OR PROC LEVEL 4 1ST 1/2 HOUR,"$13,181.26"
CSK,Carondelet St. Joseph's Hospital,OR PROC LEVEL 4 EA ADDL 15 MIN,"$3,389.90"
CSK,Carondelet St. Joseph's Hospital,PULMONARY ANGIO BIL ART,"$4,814.20"
CSK,Carondelet St. Joseph's Hospital,PULMONARY NONSEL RAD LT,"$4,062.65"
CSK,Carondelet St. Joseph's Hospital,PULMONARY NONSEL RAD RT,"$4,062.65"
CSK,Carondelet St. Joseph's Hospital,VENOGRAPHY RENAL BILAT,"$7,917.32"
CSK,Carondelet St. Joseph's Hospital,SELECT EA AD VSL BYND BASIC,"$3,244.28"
CSK,Carondelet St. Joseph's Hospital,SPECIMEN X-RAY INTRAOP,"$1,946.52"
CSK,Carondelet St. Joseph's Hospital,SVC RAD,"$8,039.30"
CSK,Carondelet St. Joseph's Hospital,THORACIC AORTA RAD,"$4,137.53"
CSK,Carondelet St. Joseph's Hospital,VENOGRAM BIL,"$4,021.23"
CSK,Carondelet St. Joseph's Hospital,VENOGRAM CEREBRAL/JUGULAR,"$3,019.63"
CSK,Carondelet St. Joseph's Hospital,VENOGRAM UNI LT,"$1,810.05"
CSK,Carondelet St. Joseph's Hospital,VENOGRAM UNI RT,"$1,810.05"
CSK,Carondelet St. Joseph's Hospital,VISCERAL SEL/AORTO ART,"$8,039.30"
