CODE,BILLING DESCRIPTION,DEPT NAME,CHARGE
1200000018,R&B SPVT PWC 2N,2 NORTH,526.00
1100000018,R&B PRIVATE MED/SURG PWC 2N,2 NORTH,657.00
1260000025,"R&B, MED MANAGED WITHDRAWAL",2 NORTH,"1,600.00"
7621800088,OBSERVATION 3N EA ADD'L HR,3 N MED UNIT,22.00
2600230311,IV THERAPY - CONCURRENT 3N,3 N MED UNIT,64.50
2600250013,IV HYDRATION - EACH ADDT - 3N,3 N MED UNIT,64.50
2600250015,IV HYDRATION - EACH ADDT - 4N,3 N MED UNIT,64.50
2601800061,TX/PROPH/DG ADDL SEQ IV INT 3N,3 N MED UNIT,64.50
7711310063,VACCINE ADMIN INFLUENZA 3N,3 N MED UNIT,64.50
7711310069,VACCINE ADMIN PNEUMONIA 3N,3 N MED UNIT,64.50
9400221041,SQ/IM INJECTION 3N,3 N MED UNIT,64.50
2601800060,IV THER.THERAPEUTIC EA ADDL 3N,3 N MED UNIT,77.00
2600230335,IV PUSH SAME SUB AFTER 30M 3N,3 N MED UNIT,88.00
7621800023,OBSERVATION FEE (1ST HR),3 N MED UNIT,123.20
7621800087,OBSERVATION 3N (1ST HR),3 N MED UNIT,123.20
2600230341,THER/PROPH/DIAG.INJ.ADD ON 3N,3 N MED UNIT,131.00
2600230347,THER/PROPH/DIAG.INJ IV PUSH 3N,3 N MED UNIT,139.00
2600250012,IV HYDRATION - INITIAL - 3N,3 N MED UNIT,161.00
3351800066,"CHEMO, IV INFUSION EA ADDL 3N",3 N MED UNIT,227.00
3311800082,CHEMO IV PUSH EA ADDL (3N),3 N MED UNIT,256.00
3351800065,"CHEMO, IV INFUSION, ADDL HR 3N",3 N MED UNIT,264.00
3910220071,BLOOD TRANSFUSION (D-3N),3 N MED UNIT,273.00
7621800082,DIRECT ADMIT OBS 3N,3 N MED UNIT,280.00
2601800059,IV THER.THERAPEUTIC INIT (3N),3 N MED UNIT,282.00
3351800064,"CHEMO, IV INFUSION, 1 HOUR 3N",3 N MED UNIT,425.00
1100000019,"R&B, PRIVATE, 3 NORTH",3 N MED UNIT,526.00
1200000020,"R&B, SPVT, 3 NORTH",3 N MED UNIT,526.00
7621800096,OBSERVATION 4N EA ADD'L HR,4 N SURG UNIT,22.00
2600230307,IV THERAPY - CONCURRENT 4N,4 N SURG UNIT,64.50
2601800064,TX/PROPH/DG ADDL SEQ IV INT 4N,4 N SURG UNIT,64.50
7711310061,VACCINE ADMIN INFLUENZA 4N,4 N SURG UNIT,64.50
7711310071,VACCINE ADMIN PNEUMONIA 4N,4 N SURG UNIT,64.50
9400221037,SQ/IM INJECTION (4N),4 N SURG UNIT,64.50
2601800063,IV THER.THERAPEUTIC EA ADDL 4N,4 N SURG UNIT,77.00
2600230331,IV PUSH SAME SUB AFTER 30 M 4N,4 N SURG UNIT,88.00
7621800024,OBSERVATION FEE (1ST HR),4 N SURG UNIT,123.20
7621800095,OBSERVATION 4N (1ST HR),4 N SURG UNIT,123.20
2600230337,THER/PROPH/DIAG.INJ.ADD ON 4N,4 N SURG UNIT,131.00
2600230343,THER/PROPH/DIAG.INJ IV PUSH 4N,4 N SURG UNIT,139.00
2600250014,IV HYDRATION - INITIAL - 4N,4 N SURG UNIT,161.00
3351800069,"CHEMO, IV INFUSION EA ADDL 4N",4 N SURG UNIT,227.00
3351800068,"CHEMO, IV INFUSION, ADDL HR 4N",4 N SURG UNIT,264.00
3910220073,BLOOD TRANSFUSION (4N),4 N SURG UNIT,273.00
7621800086,DIRECT ADMIT OBS 4N,4 N SURG UNIT,280.00
2601800062,IV THER.THERAPEUTIC INIT (4N),4 N SURG UNIT,282.00
3351800067,"CHEMO, IV INFUSION, 1 HOUR 4N",4 N SURG UNIT,425.00
1100000022,"R&B, PRIVATE, 4 NORTH",4 N SURG UNIT,526.00
1200000024,"R&B, SPVT, 4 NORTH",4 N SURG UNIT,526.00
1260000026,"R&B, SPVT, NV, 4 NORTH",4 N SURG UNIT,"1,600.00"
7621800100,OBSERVATION 4S EA ADD'L HR,4 SOUTH,22.00
2600230323,IV THERAPY - CONCURRENT 4S,4 SOUTH,64.50
2600250017,IV HYDRATION - EACH ADDT - 4S,4 SOUTH,64.50
2601800067,TX/PROPH/DG ADDL SEQ IV INT 4S,4 SOUTH,64.50
7711310060,VACCINE ADMIN INFLUENZA 4S,4 SOUTH,64.50
7711310070,VACCINE ADMIN PNEUMONIA 4S,4 SOUTH,64.50
9400221036,SQ/IM INJECTION 4S,4 SOUTH,64.50
2601800066,IV THER.THERAPEUTIC EA ADDL 4S,4 SOUTH,77.00
2600230330,IV PUSH SAME SUB AFTER 30 M 4S,4 SOUTH,88.00
7621800025,OBSERVATION FEE 1ST HR,4 SOUTH,123.20
7621800099,OBSERVATION 4S 1ST HR,4 SOUTH,123.20
2600230336,THER/PROPH/DIAG.INJ.ADD ON 4S,4 SOUTH,131.00
2600230342,THER/PROPH/DIAG.INJ IV PUSH 4S,4 SOUTH,139.00
2600250016,IV HYDRATION - INITIAL - 4S,4 SOUTH,161.00
3910220072,BLOOD TRANSFUSION (4S),4 SOUTH,273.00
7621800101,DIRECT ADMIT OBS 4S,4 SOUTH,280.00
2601800065,IV THER.THERAPEUTIC INIT (4S),4 SOUTH,282.00
1100000025,"R&B, PRIVATE, 4 SOUTH",4 SOUTH,526.00
1200000026,"R&B, SPVT, 4 SOUTH",4 SOUTH,526.00
3700600034,ANES-ULTANE PER MINUTE,ANESTHESIA,0.46
3700600035,ANES-FORANE PER MINUTE,ANESTHESIA,0.46
2700600047,TOOTH PROTECTOR,ANESTHESIA,3.20
2700600017,Y-INJ SET,ANESTHESIA,5.00
2700600019,PRE FILTER,ANESTHESIA,7.30
2720001181,CATH IV OPTIVA 20 X 1 1/4 5056,ANESTHESIA,8.01
2720001180,CATH IV OPTIVA 20 X 1 3/4 4059,ANESTHESIA,8.05
2720002569,"SET ANESTHESIA 1.5ML 72"" BAXTE",ANESTHESIA,8.75
2720002563,CANNULA SONOPLEX PAJUNK 22X80,ANESTHESIA,9.66
2720000811,ESOPHAGEAL STETHOSCOPE 18FR,ANESTHESIA,12.60
2700600020,HOT LINE TUBING,ANESTHESIA,13.00
2700600050,ORAL PDT,ANESTHESIA,13.50
2720600057,CENTURION IV SECUREMENT KIT,ANESTHESIA,15.30
2700000146,ALISTRAP 1 1/12 ALIM 95-900 30,ANESTHESIA,16.80
2700600048,DISPOSABLE LMA,ANESTHESIA,20.10
2700600049,PRONE VIEW CUSHION,ANESTHESIA,22.10
2720001535,BLADE MILLER FIBEROP DISP SZ 2,ANESTHESIA,23.10
2720001536,BLADE MILLER FIBEROP DISP SZ 3,ANESTHESIA,23.10
2720001537,BLADE MAC FIBEROPT DISP SZ 3,ANESTHESIA,23.10
2720001541,BLADE MAC FIBEROPT DISP SZ 4,ANESTHESIA,23.10
2700600053,FOAM HEAD ELEVATION  PILLOW,ANESTHESIA,26.00
2700600010,PEDIATRIC CIRCUIT,ANESTHESIA,27.00
2700600051,EPIDURAL SET,ANESTHESIA,29.00
2700600011,"BRONCHOSCOPE,TUBE",ANESTHESIA,30.00
2700600012,CRNA IV START,ANESTHESIA,32.50
2700600022,RAPID INFUSOR,ANESTHESIA,37.00
2720600054,SITE-RITE NEEDLE GUIDE KIT 18G,ANESTHESIA,39.00
2700600046,TRANS TRACH.CATH,ANESTHESIA,40.50
2700600014,D-60 SET,ANESTHESIA,41.50
2710001849,BLANKET LOWER BODY BAIR HUGGER,ANESTHESIA,42.28
2720600058,GLIDESCOPE VIDEO LARYNGOSCOPE,ANESTHESIA,57.00
2720001114,NEEDLE STIMUPLEX 22GAX35MM,ANESTHESIA,63.21
3700600025,GEN ANS AD'L 15MIN,ANESTHESIA,63.50
3700600027,MAC ADD'L 15MIN,ANESTHESIA,63.50
3700600029,SPINAL ADD'L 15MIN,ANESTHESIA,63.50
3700600031,EPIDUR ADD'L 15MIN,ANESTHESIA,63.50
3700600033,REGION ADD'L 15MIN,ANESTHESIA,63.50
2700600015,D-100 SET,ANESTHESIA,64.00
2700600052,TRACHEAL TUBE INTRODUCER,ANESTHESIA,65.50
2720001115,NEEDLE STIMUPLEX 22GAX50MM,ANESTHESIA,67.20
2720001116,NEEDLE STIMUPLEX 21GAX90MM,ANESTHESIA,68.60
2710000027,BLANKET BODY BAIR HGR 522,ANESTHESIA,69.66
2700000200,TRACH REINFORCED ETT SZ 8.0,ANESTHESIA,124.00
2700000201,TRACH REINFORCED ETT SZ 7.0,ANESTHESIA,124.00
2700000202,TRACH REINFORCED ETT SZ 7.5,ANESTHESIA,124.00
2700000203,TRACH REINFORCED ETT SZ 6.0,ANESTHESIA,124.00
2700000904,TUBE TRACHEAL 6.5 REINFORCED,ANESTHESIA,124.00
2700600023,INTUBATING SCOPE,ANESTHESIA,143.00
2700000006,CUSHION INSERT PRONEVIEW SMALL,ANESTHESIA,180.25
2700000007,CUSHION INSERT PRONEVIEW LARGE,ANESTHESIA,180.25
2700600035,"KIT, ARTERIAL LINE",ANESTHESIA,205.73
3700600032,REGION 1ST 1/2 HR,ANESTHESIA,210.00
3700600026,MAC 1ST 1/2 HR,ANESTHESIA,252.00
2720000523,CATH 11FR EXTRA-FIRM,ANESTHESIA,276.00
3700600028,SPINAL 1ST 1/2 HR,ANESTHESIA,294.00
3700600024,GEN ANS 1ST 1/2HR,ANESTHESIA,336.00
3700600030,EPIDUR 1ST 1/2 HR,ANESTHESIA,336.00
2720004008,STYLET RAPID POSITIONING,ANESTHESIA,350.00
2720001190,SENSOR FINGER TRUSIGNAL TS-F-D,ANESTHESIA,768.24
2720001164,SET TRANSDUCER DBL PXVP2X2A,ANESTHESIA,904.80
2720830088,INFUSION SET,BLOOD BANK,10.40
3020830091,RH(D),BLOOD BANK,21.80
3020830007,COOMB'S TEST (INDIRECT),BLOOD BANK,25.90
3020830003,ANTIBODY SCREEN,BLOOD BANK,32.50
3000830052,DRAW AND HOLD,BLOOD BANK,35.50
3000830050,IN TOWN TRANSPORT,BLOOD BANK,36.00
3050830090,FETAL SCREEN,BLOOD BANK,39.00
2720830076,LEUKOPOOR FILTER,BLOOD BANK,41.50
3020830042,ABSORPTION,BLOOD BANK,50.00
3020830089,BLOOD GROUP,BLOOD BANK,52.50
3000830113,"COMPATIBILITY,IS",BLOOD BANK,65.00
3000830115,POLYSPECIFIC DAT,BLOOD BANK,71.00
3020830006,COOMB'S TEST,BLOOD BANK,71.00
3900830036,FFP ONE UNIT,BLOOD BANK,73.00
3900830046,"CRYOPRECIPTATE, ONE UNIT",BLOOD BANK,74.00
3020830022,ANTIBODY TITER,BLOOD BANK,74.50
3020830039,RED CELL ELUTION,BLOOD BANK,76.00
3000830114,"COMPATIBILITY TEST,INCUBATION",BLOOD BANK,83.00
3020830080,X1 UNIT FFP,BLOOD BANK,101.50
3020830023,AUTOLOGOUS DONATION FEE,BLOOD BANK,110.00
9400830004,"PHLEBOTOMY,THER.",BLOOD BANK,111.00
2720830087,PLATELET LEU FILT,BLOOD BANK,122.00
3000830040,DIRECTED DONOR FEE,BLOOD BANK,128.00
3000830049,OUT OF TOWN TRANS,BLOOD BANK,131.00
3060830092,CMV AG SCREEN,BLOOD BANK,132.00
3020830009,CROSSMATCH,BLOOD BANK,142.00
3900830101,"X-PLATELET,1 UNIT,RANDOM DONOR",BLOOD BANK,143.00
3020830030,ATYPICAL ANTIBODY (ID),BLOOD BANK,144.00
3020830078,REFERRED ANTIBODY ID,BLOOD BANK,144.00
3020830051,IRRADIATION CHG,BLOOD BANK,193.00
3900830123,PRE-POOLED CRYOPRECIPITATE,BLOOD BANK,200.00
3020830020,ANTIGEN SCREENING,BLOOD BANK,209.00
3020830077,REFERRED ANTIGEN SCRN,BLOOD BANK,209.00
6360830012,"RHOGAM,1 UNIT",BLOOD BANK,251.00
3020830084,POOL CRYO,BLOOD BANK,263.00
3020830027,HLA MATCH,BLOOD BANK,298.00
3900830032,"WHOLE BLD, 1 UNIT",BLOOD BANK,301.00
3020830085,POOL PLATELETS,BLOOD BANK,336.00
3050830045,FETALDEX,BLOOD BANK,364.00
3900830016,WASHED RED CELLS,BLOOD BANK,365.00
3900830093,"PRBC,LEUKOPOOR",BLOOD BANK,440.00
3900830124,PRE-POOLED PLATELETS,BLOOD BANK,480.00
3900830094,LEUKOREDUCED PLP,BLOOD BANK,920.00
3900830047,POOLED CRYO UNIT,BLOOD BANK,"1,040.00"
9400221031,PULMONARY REHAB,CARDIAC REHAB,95.00
9400221032,KX-PULMONARY REHAB,CARDIAC REHAB,95.00
9431080003,CARDIAC REHAB NO MONITOR,CARDIAC REHAB,130.00
9431080006,KX-CARDIAC REHAB NO MONITOR,CARDIAC REHAB,130.00
9431080001,CARDIAC REHAB MONITORED,CARDIAC REHAB,173.00
9431080005,KX-CARDIAC REHAB MONITORED,CARDIAC REHAB,173.00
2720006030,GUIDEWIRE .035 150CM 001746,CATH LAB,4.25
6223010003,BAG DECANTER,CATH LAB,5.30
6223010072,"STOPCOCK,HG PRESS",CATH LAB,7.90
2720006022,DRAPE BRACHIAL 3M 1092 000887,CATH LAB,8.60
6223010004,DRAPE BRACHIAL 1092,CATH LAB,8.60
6223010048,"FLUORO COVER,DISP",CATH LAB,10.70
2720006027,CONTROLLER SPIKE 000666,CATH LAB,16.90
2720006044,TOOL INSERTION AVENUE 004340,CATH LAB,16.90
6223010071,STERILE CATH SLEEVE,CATH LAB,19.10
6223010053,"GUIDEWIRE,PEDIATR",CATH LAB,23.70
6223010005,BRACHIAL DRAPE,CATH LAB,26.00
2700000091,STATLOCK PICC PLUS PIC0222,CATH LAB,28.84
2720003005,STATLOCK PICC PLUS FOAM,CATH LAB,28.84
6223010091,PRESSURE INFUSOR DISP.,CATH LAB,34.50
6223010133,GUIDEWIRE .038 68,CATH LAB,36.00
2720006028,DRAPE C-ARM 41X125 000891,CATH LAB,36.50
6223010147,PT.DRPE BRACHIAL,CATH LAB,37.50
6223010052,GUIDEWIRE .035 X 260 J,CATH LAB,41.00
6223010054,GUIDEWIRE .035X150 STR EMERALD,CATH LAB,41.00
6223010134,GUIDEWIRE .038J 150,CATH LAB,41.00
6223010135,GUIDEWIRE .025,CATH LAB,41.00
6223010124,INTENSIFIER COVER,CATH LAB,45.50
2720006047,STERILE REPOSITIONING SLEEVES,CATH LAB,46.50
2720000091,CATH 5FR. DIAGNOSTIC,CATH LAB,50.50
2720006035,SHEATH ULTIMUM 4/6/7 FR.,CATH LAB,50.50
2720000155,CATH DIAG BSC IMPULSE 6FR.,CATH LAB,52.00
2720002553,SHEATH INTRODUCER AVANTI 7FR,CATH LAB,52.50
6223010009,"CATH, 6FR AMPLATZ DIAGNOSTIC",CATH LAB,52.50
6223010010,"CATH, 6FR AMPLATZ DIAGNOSTIC",CATH LAB,52.50
6223010012,"CATH, 6FR BYPASS L DIAGNOSTIC",CATH LAB,52.50
6223010014,CATH 6 FR DIAGNOSTIC,CATH LAB,52.50
2720001176,CATH DIAG INFINITI 6FR 3DRC,CATH LAB,54.53
6223010221,"CATH, 6FR JR 3.5 IMPULSE DIAG",CATH LAB,54.88
6223010070,SHEATH 5FR,CATH LAB,55.00
6223010123,SHEATH 4 FR.,CATH LAB,55.00
2720001549,GUIDEWIRE EMERALD STR .035X150,CATH LAB,56.00
6223010067,PACEMAKER DRAPE,CATH LAB,56.00
6223010146,PT.DRPE FEMORIAL,CATH LAB,56.00
6223010109,ANGIOPLASTY ACCE,CATH LAB,58.00
2720001193,CATH DIAG INFINITI 5FR MPA 2,CATH LAB,59.15
2720001194,CATH DIAG INFINITI 5FR JL 4,CATH LAB,59.15
2720002566,CATH JL 5 CORDIS 5FR 100CM,CATH LAB,59.15
2720002567,CATH IM CORDIS 5FR 100CM,CATH LAB,59.15
6363010169,OMNIPAQUE 350-50ML,CATH LAB,61.25
6223010090,LEG IMMOBILIZER,CATH LAB,62.00
2720006050,SHEATH CORDIS AVANTI 4/7FR,CATH LAB,62.50
2720000647,CATH DIAG CORDIS INFINITI 6FR.,CATH LAB,63.00
6223010136,GUIDEWIRE EXCHG,CATH LAB,64.00
2720001191,CATH DIAG INFINITI 5FR JR4,CATH LAB,66.50
2720001192,CATH DIAG INFINITI 5FR JL3.5,CATH LAB,66.50
2720001195,CATH DIAG INFINITI 4FR JL 3.5,CATH LAB,66.50
2720001196,CATH DIAG INFINITI 4FR AL 1,CATH LAB,66.50
2720002564,CATH DIAG CORDIS INFINITI 4FR,CATH LAB,66.50
2720002565,CATH DIAG CORDIS 4FR RCB,CATH LAB,66.50
6223010051,GUIDEWIRE EXCHANG .035X260 STR,CATH LAB,67.50
6223010007,"CATH, 6FR AMPLATZ DIAGNOSTIC",CATH LAB,70.50
6223010008,"CATH, 6FR AMPLATZ DIAGNOSTIC",CATH LAB,70.50
6223010011,"CATH, 6FR AMPLATZ DIAGNOSTIC",CATH LAB,70.50
6223010015,"CATH, 6FR JL 4.0 DIAGNOSTIC",CATH LAB,70.50
6223010018,"CATH, 6FR JR 4.0 DIAGNOSTIC",CATH LAB,70.50
6223010020,"CATH, 6FR MP A2 DIAGNOSTIC",CATH LAB,70.50
6223010214,SAFEQUARD,CATH LAB,71.50
2720005005,THERMOSET,CATH LAB,72.10
2720002552,SHEATH INTRODUCER AVANTI 4FR,CATH LAB,80.50
6223010093,THERMODILUTION CATH,CATH LAB,95.50
6223010131,INTRO. SHEATH,CATH LAB,96.00
3200000063,FLUOROSCOPIC PROCEDURE - UNLIS,CATH LAB,98.00
6223010100,GUIDEWIRE GLIDE .035X150 STR,CATH LAB,98.50
6223010101,GUIDEWIRE EXCHANGE,CATH LAB,98.50
6223010102,GUIDEWIRE GLIDE,CATH LAB,98.50
6223010125,FEMORAL DRAPE,CATH LAB,98.50
6223010151,SWAN G THERMO CATH,CATH LAB,99.50
2720001168,GUIDEWIRE FIXED CORE .018X45 S,CATH LAB,101.85
2720002374,GUIDEWIRE EXCH .035X260 J EMER,CATH LAB,102.00
6213010160,GUIDEWIRE EXCHG,CATH LAB,104.00
2723010183,PCI GUIDEWIRE,CATH LAB,105.00
6223010089,ELECTRODE-MULTIFU,CATH LAB,110.00
4813000336,INJECTION PROC DURING CATH PRO,CATH LAB,113.62
6223010185,DOCK EXTENSION WIRE,CATH LAB,135.00
2720002601,BAND TR MED VASC 24CM 3524,CATH LAB,136.50
2720002602,BAND TR SHORT VASC 21CM 3521,CATH LAB,136.50
2720002932,KIT MICRO-INTRODUCER 5FR,CATH LAB,140.00
2723010218,RT HEART CATH PROCD KIT,CATH LAB,142.00
2720006043,SHEATH 6FR PINNACLE LONG,CATH LAB,152.00
6220000103,CATH 6FR. MULTIPACK (ANG. PIG),CATH LAB,155.00
6223010217,PACEMAKER/AICD PROCD KIT,CATH LAB,158.00
6363010083,OMNIPAQUE 350 150ML,CATH LAB,168.49
2720002560,BAND TR LARGE XX F06L,CATH LAB,182.00
6363010171,VISIPAQUE 320-50ML,CATH LAB,187.81
2720000090,CATH 5FR MULTIPACK,CATH LAB,189.00
6213010158,GUIDEWIRE GLIDE .035,CATH LAB,190.00
2723010226,CATH GLIDE,CATH LAB,200.00
2720002934,PACK - STAB LSRHHPHLEBC,CATH LAB,200.69
2720000698,TERUMO TR BAND,CATH LAB,202.00
2720000699,TERUMO GLIDESHEATH 5FR,CATH LAB,202.00
6223010055,"GUIDEWIRE,WHOLEY",CATH LAB,203.00
2723010162,INFLATION DEVICE,CATH LAB,214.00
2720006042,SNARE KIT 15MM 003403,CATH LAB,216.00
2723010219,LEFT HEART CATH PROCD KIT,CATH LAB,224.00
2720002559,SHEATH INTRODUCER HYDRO 5FR,CATH LAB,252.00
2720006031,GUIDING CATHETER JL 4LONG TIP,CATH LAB,254.00
2720006038,GUIDER 6FRXB4.5 VISTA BRITETIP,CATH LAB,254.00
2720006039,GUIDER 6FR JR 4.0SH VISTA BRIT,CATH LAB,254.00
2720006040,GUIDE JR 4.0 LONG TIP 001721,CATH LAB,254.00
6220000104,CATH 6FR.MPA2 100CM,CATH LAB,259.00
2720006026,CO-PILOT BLEEDBACK CONTROL VAL,CATH LAB,263.00
6223010220,ACCESS/CLOSURE DEVICE,CATH LAB,264.00
2720000418,PACING CATH 5FR W/WO CURVE,CATH LAB,266.00
6223010189,INSERTION TOOL,CATH LAB,266.00
2720006029,GUIDEWIRE GLIDE .035X260 EXCH,CATH LAB,275.00
6223010181,ANGIO CATHETER GUIDING,CATH LAB,278.00
4020300017,US GUIDED NEEDLE PLACEMENT,CATH LAB,295.00
6363010082,OMNIPAQUE 350 50ML,CATH LAB,323.00
6223010216,S SHAPED SWAN CATH #151F7,CATH LAB,334.62
6213010159,GDE-GLDEWIRE .018,CATH LAB,343.00
2720006023,PCI WIRE ALLSTAR 004636,CATH LAB,360.00
2720006036,GUIDEWIRE PCI CROSS IT TORQUE,CATH LAB,360.00
2720001174,GUIDEWIRE WHOLEY J .035X145CM,CATH LAB,364.02
2723010228,NITREX GUIDEWIRE .014X180CM,CATH LAB,390.00
6220000101,CATH 6FR SWAN-GANZ,CATH LAB,391.00
2720006032,GUIDEWIRE PCI EXTRA SUPPORT,CATH LAB,394.00
2723010232,TRAILBLAZER CATHETER,CATH LAB,398.00
2720006033,GUIDEWIRE PCI CHOICE FLOPPY,CATH LAB,442.00
6363010085,VISIPAQUE 320 150ML,CATH LAB,444.42
2723010073,CARD. CATH TRAY,CATH LAB,450.00
2783000241,LEAD- ELAMEDICAL ELAFIX,CATH LAB,471.00
2783000242,LEAD- ELAMEDICAL ELAPASS,CATH LAB,471.00
2723010180,GUIDEWIRE WHOLEY .035X260 EXCH,CATH LAB,519.00
2720000681,PACK PACEMAKER CATH K12T-07646,CATH LAB,525.00
4813000090,TILT TABLE EVALUATION,CATH LAB,534.88
2720002933,GUIDEWIRE V18 M001468520,CATH LAB,537.84
2720006046,DRAPE PACEMAKER W/POUCH 000903,CATH LAB,542.00
2720001169,CATH SWAN GANZ 7FR S CURVED,CATH LAB,552.84
2720000587,PACK HEART CATH LEFT 3/CA,CATH LAB,559.00
2753000304,LEAD PCMKR OSCOR PETITE 52 RB,CATH LAB,600.00
2753010239,LEAD OSCOR PETITE 58 RB,CATH LAB,600.00
2720001175,GUIDEWIRE TIGER 0.35X260CM,CATH LAB,630.00
2700000271,CATH PICC SINGLE 12110927,CATH LAB,696.00
2700000272,CATH PICC 5F DUAL LUMEN 55CM,CATH LAB,696.00
2700000273,CATH PICC 6F TRIPLE LUMEN 55CM,CATH LAB,696.00
2753010236,LEAD MED CAPSURE SP NOVUS 5092,CATH LAB,696.00
2753000298,LEAD PCMKR SORIN TILDA R 53,CATH LAB,745.50
2753000299,LEAD PCMKR SORIN TILDA R 60,CATH LAB,745.50
2753000300,LEAD PCMKR SORIN TILDA JT 45,CATH LAB,745.50
2753000301,LEAD PCMKR TILDA JT 53,CATH LAB,745.50
2753000302,LEAD PCMKR TILDA T 53,CATH LAB,745.50
2753000303,LEAD PCMKR TILDA T 60,CATH LAB,745.50
2753000409,LEAD PCMKR SORIN TILDA R45,CATH LAB,745.50
2723010205,SMART WIRE FLOW WIRE,CATH LAB,762.00
2723000405,BALLOON CATHETERS/APEX,CATH LAB,766.00
2720006037,GUIDEWIRE PCI ROTAWIRE FLOPPY,CATH LAB,768.00
6223010074,"TRAY,PACEMAKER",CATH LAB,817.00
6363010172,VISIPAQUE 320-150,CATH LAB,821.00
2783000235,LEAD-MEDTRONIC CAPSURE,CATH LAB,822.00
2723010199,VOLCANO IVUS CATHETER,CATH LAB,866.00
2783000188,LEAD-PACEMKER-ST.JUDE TNDRL ST,CATH LAB,880.00
2783000202,"LEAD,PCMKR NON-TRANS DEXTRUS",CATH LAB,880.00
4803000082,CARDIOVERSION,CATH LAB,880.00
2720000432,AXERA CLOSURE DEVICE AX200,CATH LAB,888.00
2720001213,AXERA CLOSURE DEVICE,CATH LAB,888.00
3603000283,REMOVAL LOOP RECORDER,CATH LAB,904.00
3603000285,REMOV SQ CARD RHY MONITOR,CATH LAB,904.00
2720002573,CATH POWERPICC HF TRPL 5FR,CATH LAB,954.00
4803000395,CARDIOPULMONARY RESUCITATION,CATH LAB,958.00
2783000182,LEAD PCMKR ST.JUDE AV PLUS,CATH LAB,"1,040.00"
2783000183,LEAD-PACEMAKER ST.JUDE ISOFLXS,CATH LAB,"1,040.00"
2783000184,LEAD-PACEMAKER ST.JUDE ISOFLXP,CATH LAB,"1,040.00"
2783000201,"LEAD,PCMKR GUIDANT TRANS 52/58",CATH LAB,"1,200.00"
3610250043,CHANGEOUT PICC W/O SUBPORT/PUM,CATH LAB,"1,232.00"
2723010236,CORDIS BALLOON DILATION CATH,CATH LAB,"1,238.00"
2720004912,"KIT, PICC 5 FR BARD 3275108FD",CATH LAB,"1,250.04"
2723010143,ANGIOSEAL 6FR (VIP/EVOLUTION),CATH LAB,"1,290.00"
2700000021,CATH W/SHERLOCK 5FR DUAL LUMEN,CATH LAB,"1,300.00"
