chg_code,chg_desc,ref_eff_ts,row_sta_cd,table_int_id,ref_int_id,org_int_id,lst_mod_id,lst_mod_ts,compute_0010,org_nm,gl_account_id,gl_sub_acct,chg_type_int_id,cod_dtl_ds,active_dt,Rev Code,chg_amt_1,cpt4_ext_id,gl_stat
3199,ADMIN DAY LEVEL 2,06/27/2013 15:18:26:283,A,600,13965,25,smcshane,06/27/2013 15:18:26:283,Unassigned,HEMET VALLEY MEDICAL CENTER,3010,,14792,Room and Bed Charges,01/09/2013 00:00,199,2400,,
3200,R/B ICU,07/25/2012 10:54:40:14,A,600,13687,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3010,,14792,Room and Bed Charges,01/09/2013 00:00,200,5760,,
3206,R/B DOU,07/25/2012 10:54:40:14,A,600,13688,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3010,,14792,Room and Bed Charges,01/09/2013 00:00,206,3540,,
3209,R/B ISOLATION ICU/CCU,07/25/2012 10:54:40:14,A,600,13672,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3010,,14792,Room and Bed Charges,01/09/2013 00:00,209,5760,,
3210,R/B CCU,07/25/2012 10:54:40:14,A,600,13673,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3010,,14792,Room and Bed Charges,01/09/2013 00:00,210,5760,,
3228,SEMI-PRIVATE M/S,08/28/2013 10:22:23:193,A,600,13847,25,alopez,02/11/2013 06:29:58:05,Unassigned,HEMET VALLEY MEDICAL CENTER,3166,,14792,Room and Bed Charges,01/09/2013 00:00,121,2400,,
3762,OBSERVATION,09/10/2012 08:17:57:11,A,600,16802,25,CLIENT,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3010,,14791,Charge,01/12/2015 00:00,762,240,G0378,
4111,R/B PRIVATE,07/25/2012 10:54:40:14,A,600,13689,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3030,,14792,Room and Bed Charges,01/09/2013 00:00,111,2520,,
4121,R/B SEMI PRIVATE,07/25/2012 10:54:40:14,A,600,13690,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3030,,14792,Room and Bed Charges,01/09/2013 00:00,121,2400,,
4169,ADMIN DAY LEVEL 1,06/27/2013 15:18:26:283,A,600,11988,25,smcshane,06/27/2013 15:18:26:283,Unassigned,HEMET VALLEY MEDICAL CENTER,3030,,14792,Room and Bed Charges,27/06/2013 00:00,169,1500,,
4199,ADMIN DAY LEVEL 2,06/27/2013 15:18:26:283,A,600,11989,25,smcshane,06/27/2013 15:18:26:283,Unassigned,HEMET VALLEY MEDICAL CENTER,3030,,14792,Room and Bed Charges,27/06/2013 00:00,199,2000,,
4200,R/B ICU,07/25/2012 10:54:40:14,A,600,13691,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3030,,14792,Room and Bed Charges,01/09/2013 00:00,200,5760,,
4206,R/B DOU,07/25/2012 10:54:40:14,A,600,13692,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3030,,14792,Room and Bed Charges,01/09/2013 00:00,206,3540,,
4210,R/B CCU,07/25/2012 10:54:40:14,A,600,13674,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3030,,14792,Room and Bed Charges,01/09/2013 00:00,210,5760,,
4219,R/B ISOLATION DOU,07/25/2012 10:54:40:14,A,600,13675,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3030,,14792,Room and Bed Charges,01/09/2013 00:00,219,3540,,
4762,OBSERVATION,07/25/2012 10:54:40:14,A,600,16803,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3030,,14791,Charge,01/12/2015 00:00,762,240,G0378,
5109,R/B ISOLATION  MED SURG,07/18/2013 10:53:14:977,A,600,9662,25,smcshane,07/18/2013 10:53:14:977,Unassigned,HEMET VALLEY MEDICAL CENTER,3167,,14792,Room and Bed Charges,25/10/2012 00:00,129,2100,,
5111,R/B PRIVATE,07/25/2012 10:54:40:14,A,600,13676,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3167,,14792,Room and Bed Charges,01/09/2013 00:00,111,2520,,
5113,R/B PRIVATE PEDIATRIC,02/01/2013 11:45:05:507,A,600,13806,25,smcshane,02/01/2013 11:45:05:507,Unassigned,HEMET VALLEY MEDICAL CENTER,3167,,14792,Room and Bed Charges,01/09/2013 00:00,113,2520,,
5121,R/B SEMI PRIVATE,07/25/2012 10:54:40:14,A,600,13698,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3167,,14792,Room and Bed Charges,01/09/2013 00:00,121,2400,,
5123,R/B SEMI PRIVATE PEDIATRIC,02/01/2013 11:45:05:507,A,600,13807,25,smcshane,02/01/2013 11:45:05:507,Unassigned,HEMET VALLEY MEDICAL CENTER,3167,,14792,Room and Bed Charges,01/09/2013 00:00,123,2400,,
5130,R/B SEMI PRIVATE 3 BEDS,08/28/2013 10:22:29:623,A,600,490,25,alopez,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3167,,14792,Room and Bed Charges,01/01/1960 00:00,130,0,,
5169,ADMIN DAY LEVEL 1,06/27/2013 15:18:26:283,A,600,11994,25,smcshane,06/27/2013 15:18:26:283,Unassigned,HEMET VALLEY MEDICAL CENTER,3167,,14792,Room and Bed Charges,27/06/2013 00:00,169,1500,,
5199,ADMIN DAY LEVEL 2,06/27/2013 15:18:26:283,A,600,11995,25,smcshane,06/27/2013 15:18:26:283,Unassigned,HEMET VALLEY MEDICAL CENTER,3167,,14792,Room and Bed Charges,27/06/2013 00:00,199,2000,,
5200,R/B ICU,07/25/2012 10:54:40:14,A,600,13677,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3167,,14792,Room and Bed Charges,01/09/2013 00:00,200,5760,,
5206,R/B DOU,07/25/2012 10:54:40:14,A,600,13678,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3167,,14792,Room and Bed Charges,01/09/2013 00:00,206,3540,,
5231,SEMI-PRIVATE TELEMETRY,11/05/2013 11:29:35:637,A,600,10282,25,smcshane,02/11/2013 06:29:58:05,Unassigned,HEMET VALLEY MEDICAL CENTER,3168,,14792,Room and Bed Charges,01/01/1960 00:00,206,2950,,
5272,R/B DOU,08/28/2013 10:22:39:933,A,600,13848,25,alopez,02/11/2013 06:29:58:05,Unassigned,HEMET VALLEY MEDICAL CENTER,3168,,14792,Room and Bed Charges,01/09/2013 00:00,206,3540,,
5762,OBSERVATION,07/25/2012 10:54:40:14,A,600,16804,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3167,,14791,Charge,01/12/2015 00:00,762,240,G0378,
6109,R/B ISOLATION,07/25/2012 10:54:40:14,A,600,13938,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3166,,14792,Room and Bed Charges,01/09/2013 00:00,119,2520,,
6111,R/B PRIVATE,07/25/2012 10:54:40:14,A,600,13679,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3166,,14792,Room and Bed Charges,01/09/2013 00:00,111,2520,,
6121,R/B SEMI PRIVATE,07/25/2012 10:54:40:14,A,600,13680,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3166,,14792,Room and Bed Charges,01/09/2013 00:00,121,2400,,
6169,ADMIN DAY LEVEL 1,06/27/2013 15:18:26:283,A,600,11992,25,smcshane,06/27/2013 15:18:26:283,Unassigned,HEMET VALLEY MEDICAL CENTER,3166,,14792,Room and Bed Charges,27/06/2013 00:00,169,1500,,
6199,ADMIN DAY LEVEL 2,06/27/2013 15:18:26:283,A,600,11993,25,smcshane,06/27/2013 15:18:26:283,Unassigned,HEMET VALLEY MEDICAL CENTER,3166,,14792,Room and Bed Charges,27/06/2013 00:00,199,2000,,
6200,R/B ICU,07/25/2012 10:54:40:14,A,600,13681,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3166,,14792,Room and Bed Charges,01/09/2013 00:00,200,5760,,
6206,R/B DOU,07/25/2012 10:54:40:14,A,600,13693,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3166,,14792,Room and Bed Charges,01/09/2013 00:00,206,3540,,
6762,OBSERVATION,07/25/2012 10:54:40:14,A,600,16805,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3166,,14791,Charge,01/12/2015 00:00,762,240,G0378,
7111,R/B PRIVATE,07/25/2012 10:54:40:14,A,600,13694,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3165,,14792,Room and Bed Charges,01/09/2013 00:00,111,2520,,
7119,R/B ISOLATION MED SURG,08/28/2013 10:22:48:693,A,600,13695,25,alopez,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3165,,14792,Room and Bed Charges,01/09/2013 00:00,119,2520,,
7121,R/B SEMI PRIVATE,07/25/2012 10:54:40:14,A,600,13696,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3165,,14792,Room and Bed Charges,01/09/2013 00:00,121,2400,,
7169,ADMIN DAY LEVEL 1,06/27/2013 15:18:26:283,A,600,11990,25,smcshane,06/27/2013 15:18:26:283,Unassigned,HEMET VALLEY MEDICAL CENTER,3165,,14792,Room and Bed Charges,27/06/2013 00:00,169,1500,,
7199,ADMIN DAY LEVEL 2,06/27/2013 15:18:26:283,A,600,11991,25,smcshane,06/27/2013 15:18:26:283,Unassigned,HEMET VALLEY MEDICAL CENTER,3165,,14792,Room and Bed Charges,27/06/2013 00:00,199,2000,,
7200,R/B ICU,07/25/2012 10:54:40:14,A,600,13697,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3165,,14792,Room and Bed Charges,01/09/2013 00:00,200,5760,,
7206,R/B DOU,07/25/2012 10:54:40:14,A,600,13699,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3165,,14792,Room and Bed Charges,01/09/2013 00:00,206,3540,,
7762,OBSERVATION,09/10/2012 08:17:57:11,A,600,16806,25,CLIENT,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3165,,14791,Charge,01/12/2015 00:00,762,240,G0378,
8111,R/B PRIVATE,07/25/2012 10:54:40:14,A,600,13700,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3168,,14792,Room and Bed Charges,01/09/2013 00:00,111,2520,,
8119,R/B ISOLATION MED SURG,07/25/2012 10:54:40:14,A,600,13701,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3168,,14792,Room and Bed Charges,01/09/2013 00:00,119,2520,,
8121,R/B SEMI PRIVATE,07/25/2012 10:54:40:14,A,600,13702,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3168,,14792,Room and Bed Charges,01/09/2013 00:00,121,2400,,
8169,ADMIN DAY LEVEL 1,06/27/2013 15:18:26:283,A,600,11996,25,smcshane,06/27/2013 15:18:26:283,Unassigned,HEMET VALLEY MEDICAL CENTER,3168,,14792,Room and Bed Charges,27/06/2013 00:00,169,1500,,
8199,ADMIN DAY LEVEL 2,06/27/2013 15:18:26:283,A,600,11997,25,smcshane,06/27/2013 15:18:26:283,Unassigned,HEMET VALLEY MEDICAL CENTER,3168,,14792,Room and Bed Charges,27/06/2013 00:00,199,2000,,
8200,R/B ICU,07/25/2012 10:54:40:14,A,600,13703,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3168,,14792,Room and Bed Charges,01/09/2013 00:00,200,5760,,
8206,R/B DOU,07/25/2012 10:54:40:14,A,600,13704,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3168,,14792,Room and Bed Charges,01/09/2013 00:00,206,3540,,
8762,OBSERVATION,09/10/2012 08:17:57:11,A,600,16807,25,CLIENT,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3168,,14791,Charge,01/12/2015 00:00,762,240,G0378,
8763,OBSERVATION DIRECT ADMIT,11/24/2014 13:34:38:673,A,600,15124,25,smcshane,11/24/2014 13:34:38:673,Unassigned,HEMET VALLEY MEDICAL CENTER,3168,,14791,Charge,01/01/2010 00:00,762,1885.9,G0379,
9111,R/B PRIVATE,07/25/2012 10:54:40:14,A,600,13705,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3169,,14792,Room and Bed Charges,01/09/2013 00:00,111,2520,,
9119,R/B ISOLATION DOU,08/28/2013 10:22:57:583,A,600,13706,25,alopez,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3169,,14792,Room and Bed Charges,01/09/2013 00:00,119,3540,,
9121,R/B SEMI PRIVATE,07/25/2012 10:54:40:14,A,600,13707,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3169,,14792,Room and Bed Charges,01/09/2013 00:00,121,2520,,
9169,ADMIN DAY LEVEL 1,06/27/2013 15:18:26:283,A,600,12004,25,smcshane,06/27/2013 15:18:26:283,Unassigned,HEMET VALLEY MEDICAL CENTER,3169,,14792,Room and Bed Charges,27/06/2013 00:00,169,1500,,
9199,ADMIN DAY LEVEL 2,06/27/2013 15:18:26:297,A,600,12005,25,smcshane,06/27/2013 15:18:26:297,Unassigned,HEMET VALLEY MEDICAL CENTER,3169,,14792,Room and Bed Charges,27/06/2013 00:00,199,2000,,
9200,R/B ICU/CCU,07/25/2012 10:54:40:14,A,600,13708,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3169,,14792,Room and Bed Charges,01/09/2013 00:00,200,5760,,
9206,R/B DOU,07/25/2012 10:54:40:14,A,600,13709,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3169,,14792,Room and Bed Charges,01/09/2013 00:00,206,3540,,
9762,OBSERVATION,09/10/2012 08:17:57:11,A,600,16808,25,CLIENT,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3169,,14791,Charge,01/12/2015 00:00,762,240,G0378,
10171,R/B NURSERY,07/25/2012 10:54:40:14,A,600,13710,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3530,,14792,Room and Bed Charges,01/09/2013 00:00,171,1380,,
11126,R/B SEMI PRIVATE REHAB,07/25/2012 10:54:40:14,A,600,13711,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3420,,14792,Room and Bed Charges,01/09/2013 00:00,128,1500,,
11128,R/B SEMI PRIVATE DETOX,07/25/2012 10:54:40:14,A,600,13712,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3420,,14792,Room and Bed Charges,01/09/2013 00:00,126,2040,,
12112,R/B PRIVATE OBSTETRICS,07/25/2012 10:54:40:14,A,600,13713,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3380,,14792,Room and Bed Charges,01/09/2013 00:00,112,2220,,
12119,R/B ISOLATIONN OB,07/25/2012 10:54:40:14,A,600,13714,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3380,,14792,Room and Bed Charges,01/09/2013 00:00,119,2220,,
12122,R/B SEMI PRIVATE OBSTETRICS,07/25/2012 10:54:40:14,A,600,13715,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3380,,14792,Room and Bed Charges,01/09/2013 00:00,122,2040,,
12762,OBSERVATION,09/10/2012 08:17:57:127,A,600,16809,25,CLIENT,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3380,,14791,Charge,01/12/2015 00:00,762,240,G0378,
12763,OBSERVATION DIRECT ADMIT,11/24/2014 13:44:26:103,A,600,15125,25,smcshane,11/24/2014 13:44:26:103,Unassigned,HEMET VALLEY MEDICAL CENTER,3380,,14791,Charge,01/10/2010 00:00,762,1885.9,G0379,
15002,R/B SEMI PRIVATE RESIDENTIAL,07/25/2012 10:54:40:14,A,600,13729,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3430,,14792,Room and Bed Charges,01/09/2013 00:00,1002,1260,,
15003,R/B PRIVATE RESIDENTIAL,07/25/2012 10:54:40:14,A,600,13730,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3430,,14792,Room and Bed Charges,01/09/2013 00:00,1002,1500,,
17111,R/B PRIVATE,07/25/2012 10:54:40:14,A,600,13716,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3163,,14792,Room and Bed Charges,01/09/2013 00:00,111,2520,,
17119,R/B ISOLATION MED SURG,07/25/2012 10:54:40:14,A,600,13717,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3163,,14792,Room and Bed Charges,01/09/2013 00:00,119,2520,,
17121,R/B SEMI PRIVATE,07/25/2012 10:54:40:14,A,600,13718,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3163,,14792,Room and Bed Charges,01/09/2013 00:00,121,2400,,
17169,ADMIN DAY LEVEL 1,08/28/2013 10:23:08:933,A,600,13970,25,alopez,08/28/2013 10:23:08:933,Unassigned,HEMET VALLEY MEDICAL CENTER,3163,,14792,Room and Bed Charges,01/09/2013 00:00,169,1800,,
17199,ADMIN DAY LEVEL 2,08/28/2013 10:23:08:943,A,600,13971,25,alopez,08/28/2013 10:23:08:943,Unassigned,HEMET VALLEY MEDICAL CENTER,3163,,14792,Room and Bed Charges,01/09/2013 00:00,199,2400,,
17206,R/B DOU,07/25/2012 10:54:40:14,A,600,13719,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3163,,14792,Room and Bed Charges,01/09/2013 00:00,206,3540,,
17762,OBSERVATION,07/25/2012 10:54:40:14,A,600,16810,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3163,,14791,Charge,01/12/2015 00:00,762,240,G0378,
21111,R/B PRIVATE,07/25/2012 10:54:40:14,A,600,13720,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3162,,14792,Room and Bed Charges,01/09/2013 00:00,111,2520,,
21119,R/B ISOLATION MED SURG,07/25/2012 10:54:40:14,A,600,13721,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3162,,14792,Room and Bed Charges,01/09/2013 00:00,119,2520,,
21121,R/B SEMI PRIVATE,07/25/2012 10:54:40:14,A,600,13722,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3162,,14792,Room and Bed Charges,01/09/2013 00:00,121,2400,,
21169,ADMIN DAY LEVEL 1,08/28/2013 10:23:15:683,A,600,13968,25,alopez,08/28/2013 10:23:15:683,Unassigned,HEMET VALLEY MEDICAL CENTER,3162,,14792,Room and Bed Charges,01/09/2013 00:00,169,1800,,
21199,ADMIN DAY LEVEL 2,08/28/2013 10:23:15:693,A,600,13969,25,alopez,08/28/2013 10:23:15:693,Unassigned,HEMET VALLEY MEDICAL CENTER,3162,,14792,Room and Bed Charges,01/09/2013 00:00,199,2400,,
21206,R/B DOU,07/25/2012 10:54:40:14,A,600,13723,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3162,,14792,Room and Bed Charges,01/09/2013 00:00,206,3540,,
21762,OBSERVATION,07/25/2012 10:54:40:14,A,600,16811,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3162,,14791,Charge,01/12/2015 00:00,762,240,G0378,
23000,SURGERY INPT NO CHARGE,04/16/2013 08:11:48:003,A,600,11579,25,smcshane,04/08/2013 13:16:28:117,Unassigned,HEMET VALLEY MEDICAL CENTER,4421,,14792,Room and Bed Charges,01/01/1960 00:00,121,0,,
24018,OBSERVATION,02/11/2013 06:29:58:05,A,600,16812,25,CNV_CCM_APPEND,02/11/2013 06:29:58:05,Unassigned,HEMET VALLEY MEDICAL CENTER,3560,,14791,Charge,01/12/2015 00:00,762,240,G0378,
24026,OBSERVATION,02/11/2013 06:29:58:05,A,600,16813,25,CNV_CCM_APPEND,02/11/2013 06:29:58:05,Unassigned,HEMET VALLEY MEDICAL CENTER,3560,,14791,Charge,01/12/2015 00:00,762,240,G0378,
24034,OBSERVATION,02/11/2013 06:29:58:05,A,600,16814,25,CNV_CCM_APPEND,02/11/2013 06:29:58:05,Unassigned,HEMET VALLEY MEDICAL CENTER,3560,,14791,Charge,01/12/2015 00:00,762,240,G0378,
24042,OBSERVATION,02/11/2013 06:29:58:05,A,600,16815,25,CNV_CCM_APPEND,02/11/2013 06:29:58:05,Unassigned,HEMET VALLEY MEDICAL CENTER,3560,,14791,Charge,01/12/2015 00:00,762,240,G0378,
24059,OBSERVATION,02/11/2013 06:29:58:05,A,600,16816,25,CNV_CCM_APPEND,02/11/2013 06:29:58:05,Unassigned,HEMET VALLEY MEDICAL CENTER,3560,,14791,Charge,01/12/2015 00:00,762,240,G0378,
24067,OBSERVATION,02/11/2013 06:29:58:05,A,600,16817,25,CNV_CCM_APPEND,02/11/2013 06:29:58:05,Unassigned,HEMET VALLEY MEDICAL CENTER,3560,,14791,Charge,01/12/2015 00:00,762,240,G0378,
24075,OBSERVATION,02/11/2013 06:29:58:05,A,600,16818,25,CNV_CCM_APPEND,02/11/2013 06:29:58:05,Unassigned,HEMET VALLEY MEDICAL CENTER,3560,,14791,Charge,01/12/2015 00:00,762,240,G0378,
24083,OBSERVATION,02/11/2013 06:29:58:05,A,600,16819,25,CNV_CCM_APPEND,02/11/2013 06:29:58:05,Unassigned,HEMET VALLEY MEDICAL CENTER,3560,,14791,Charge,01/12/2015 00:00,762,240,G0378,
24091,OBSERVATION,02/11/2013 06:29:58:05,A,600,16820,25,CNV_CCM_APPEND,02/11/2013 06:29:58:05,Unassigned,HEMET VALLEY MEDICAL CENTER,3560,,14791,Charge,01/12/2015 00:00,762,240,G0378,
24109,OBSERVATION,02/11/2013 06:29:58:05,A,600,16821,25,CNV_CCM_APPEND,02/11/2013 06:29:58:05,Unassigned,HEMET VALLEY MEDICAL CENTER,3560,,14791,Charge,01/12/2015 00:00,762,240,G0378,
70762,OBSERVATION,09/10/2012 08:17:57:11,A,600,16822,25,CLIENT,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,4010,,14791,Charge,01/12/2015 00:00,762,240,G0378,
80010,OBSERVATION CARE PER HOUR,02/11/2013 06:29:58:05,A,600,16824,25,CNV_CCM_APPEND,02/11/2013 06:29:58:05,Unassigned,HEMET VALLEY MEDICAL CENTER,4230,,14791,Charge,01/12/2015 00:00,762,240,G0378,
320010,THROMBOLYTIC AGENT INF 1ST HR,07/25/2012 10:54:40:14,A,600,13286,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3010,,14791,Charge,01/09/2013 00:00,260,578.6,96365,
320036,ADMIN BLD TRANSFUSION 1-3 HRS,07/25/2012 10:54:40:14,A,600,12339,25,CNV_charge_master,07/25/2012 10:54:40:14,Unassigned,HEMET VALLEY MEDICAL CENTER,3010,,14791,Charge,01/09/2013 00:00,391,1335.8,,
