CDM NAME,HOSPITAL,TECHNICAL DESCRIPTION,TOTAL CHARGE
BMC,Brookwood Medical Center ,SEL DEB 1ST 20CM OR LESS,$692.73 
BMC,Brookwood Medical Center ,VAC WOUND TX < 50SQCM,$452.34 
BMC,Brookwood Medical Center ,VAC WND TX >50,$796.25 
BMC,Brookwood Medical Center ,RBC WASHED AUTO,"$1,808.50 "
BMC,Brookwood Medical Center ,RECOVERY INIT 30 MIN,"$1,712.07 "
BMC,Brookwood Medical Center ,RECOVERY EA ADDL 15 MIN,$635.36 
BMC,Brookwood Medical Center ,OH SURG INT 30 MIN,"$6,879.31 "
BMC,Brookwood Medical Center ,OH SURG EA ADD 15MIN,"$3,056.97 "
BMC,Brookwood Medical Center ,RBTCS DAVN OH INT 30,"$7,292.07 "
BMC,Brookwood Medical Center ,RBTCS DAVN OH EA 15,"$3,240.39 "
BMC,Brookwood Medical Center ,BLD AUTOSLV INTRA/PSOP,"$1,495.55 "
BMC,Brookwood Medical Center ,RBC WASHED AUTO,"$1,196.42 "
BMC,Brookwood Medical Center ,INJ TX/PROPH/DX SQ/IM,$127.40 
BMC,Brookwood Medical Center ,ECT SNGL SEIZURE,"$2,309.22 "
BMC,Brookwood Medical Center ,OPTHAL EXAM W/ANES COMP,"$5,195.56 "
BMC,Brookwood Medical Center ,SURG LEVEL I INT 30 MIN,"$4,859.10 "
BMC,Brookwood Medical Center ,SURG LEVEL I EA ADD 15,"$2,304.17 "
BMC,Brookwood Medical Center ,SURG LEVEL II INT 30MIN,"$6,344.89 "
BMC,Brookwood Medical Center ,SURG LEVEL II EA ADD 15,"$3,074.55 "
BMC,Brookwood Medical Center ,SURG LEVEL III INT 30MIN,"$5,388.01 "
BMC,Brookwood Medical Center ,SURG LEVEL III EA ADD 15,"$2,616.27 "
BMC,Brookwood Medical Center ,SURG LEVEL IV INT 30 MIN,"$5,700.10 "
BMC,Brookwood Medical Center ,SURG LEVEL IV EA ADD 15,"$2,771.74 "
BMC,Brookwood Medical Center ,ANESTHESIA INIT 30 MIN,"$1,398.77 "
BMC,Brookwood Medical Center ,ANESTHESIA EA ADD 15MIN,$667.54 
BMC,Brookwood Medical Center ,RECOVERY INIT 30 MIN,"$1,135.85 "
BMC,Brookwood Medical Center ,RECOVERY EA ADD 15 MIN,$530.22 
BMC,Brookwood Medical Center ,REFILL/MAINT PMP ADM MD,$972.63 
BMC,Brookwood Medical Center ,MED NUTRTN TH INIT 15MIN,$98.21 
BMC,Brookwood Medical Center ,MED NUTRTN TH REEVAL15MN,$98.21 
BMC,Brookwood Medical Center ,DIAB SLFMGMT IND 30 MIN,$397.46 
BMC,Brookwood Medical Center ,DIAB SLFMGMT GRP 30 MIN,$102.31 
BMC,Brookwood Medical Center ,GLUCOSE MNTR CONTINOUS,$834.90 
BMC,Brookwood Medical Center ,E&M-NEW PATIENT-LVL I,$126.07 
BMC,Brookwood Medical Center ,E&M-NEW PATIENT-LVL II,$176.50 
BMC,Brookwood Medical Center ,E&M-NEW PATIENT-LVL III,$246.84 
BMC,Brookwood Medical Center ,E&M-NEW PATIENT-LVL IV,$315.85 
BMC,Brookwood Medical Center ,E&M-NEW PATIENT-LVL V,$368.94 
BMC,Brookwood Medical Center ,E&M-EST. PATIENT-LVL I,$200.38 
BMC,Brookwood Medical Center ,E&M-EST. PATIENT-LVL II,$240.21 
BMC,Brookwood Medical Center ,E&M-EST. PATIENT-LVL III,$281.35 
BMC,Brookwood Medical Center ,E&M-EST. PATIENT-LVL IV,$426.00 
BMC,Brookwood Medical Center ,E&M-EST. PATIENT-LVL V,$536.15 
BMC,Brookwood Medical Center ,L&D EPIDURAL,"$1,015.40 "
BMC,Brookwood Medical Center ,ANESTHSIA INIT 30 MIN,"$1,622.04 "
BMC,Brookwood Medical Center ,ANESTHESIA EA ADD 15 MIN,$747.50 
BMC,Brookwood Medical Center ,DFB AMPLIA MRI DTMB1D1,"$209,061.96 "
BMC,Brookwood Medical Center ,DFB AMPLIA MRI DTMB1D4,"$219,515.05 "
BMC,Brookwood Medical Center ,DFB AMPLIA MRI DTMB1QQ,"$252,649.82 "
BMC,Brookwood Medical Center ,DFIB ATLAS+ HF V340,"$63,540.97 "
BMC,Brookwood Medical Center ,DFIB ATLAS+ HF V343,"$90,221.58 "
BMC,Brookwood Medical Center ,DFB CONSULTA CRTD 204TRM,"$80,534.50 "
BMC,Brookwood Medical Center ,DFIB COGNIS HE N118,"$78,505.68 "
BMC,Brookwood Medical Center ,DFIB CONCERTO CRTD,"$140,651.53 "
BMC,Brookwood Medical Center ,DFIB COGNIS HE N119,"$113,657.80 "
BMC,Brookwood Medical Center ,DFIB CONCERTO II CRT-D,"$76,653.42 "
BMC,Brookwood Medical Center ,DFIB CONSULTA D224TRK,"$80,534.50 "
BMC,Brookwood Medical Center ,DFIB CURRENT DR RF 2207,"$60,273.08 "
BMC,Brookwood Medical Center ,DFIB CURRENT VR RF120736,"$58,120.46 "
BMC,Brookwood Medical Center ,DFIB CURRENT DR RF220730,"$60,273.08 "
BMC,Brookwood Medical Center ,DFIB DC CONFIENT E030,"$83,727.92 "
BMC,Brookwood Medical Center ,DFIB DC ATLAS II+ V268,"$76,656.51 "
BMC,Brookwood Medical Center ,DFIB DC ATLAS DR V242,"$66,421.06 "
BMC,Brookwood Medical Center ,DFIB DC ATLAS+ DR V243,"$64,127.74 "
BMC,Brookwood Medical Center ,DFIB DC ATLAS II HFV365,"$86,521.99 "
BMC,Brookwood Medical Center ,DFIB DC CURRENT DR 2107,"$67,626.40 "
BMC,Brookwood Medical Center ,DFIB DC EPIC+ DR V239,"$66,421.06 "
BMC,Brookwood Medical Center ,DFIB DYNAGEN CRT-D G150,"$65,679.83 "
BMC,Brookwood Medical Center ,DFIB DYNAGEN CRT-D G154,"$200,597.75 "
BMC,Brookwood Medical Center ,DFIB DYNAGEN CRT-D G151,"$64,826.84 "
BMC,Brookwood Medical Center ,DFIB DC LIVIAN H220,"$105,464.98 "
BMC,Brookwood Medical Center ,DFIB DC MARQ DR IS-1,"$94,517.83 "
BMC,Brookwood Medical Center ,DFIB DC MAXIMO DR,"$79,480.90 "
BMC,Brookwood Medical Center ,DFIB DC PROTECTA DR,"$60,137.08 "
BMC,Brookwood Medical Center ,DFIB DC VENTAK VR HE1857,"$62,295.84 "
BMC,Brookwood Medical Center ,DFIB DC VENTAK PRIZM HE,"$64,443.98 "
BMC,Brookwood Medical Center ,DFIB DC VENTAK PRIZM2,"$64,443.98 "
BMC,Brookwood Medical Center ,DFIB DC VIRTUOSO,"$98,266.66 "
BMC,Brookwood Medical Center ,DFIB DC VITALTY DS T125,"$85,925.31 "
BMC,Brookwood Medical Center ,DFIB DC VITALITY 2 T180,"$83,777.16 "
BMC,Brookwood Medical Center ,DFB ELLIPSE DR CD241136C,"$48,371.06 "
BMC,Brookwood Medical Center ,DFB ELLIPSE DR CD241136Q,"$50,789.61 "
BMC,Brookwood Medical Center ,DFIB FORTIFY DR SJ4 CONN,"$64,578.28 "
BMC,Brookwood Medical Center ,DFIB FORTIFY VR SJ4 CONN,"$60,273.08 "
BMC,Brookwood Medical Center ,DFB INCEPTA CRTD DF4N160,"$77,903.99 "
BMC,Brookwood Medical Center ,DFB INCEPTA CRTD DF1N161,"$76,892.24 "
BMC,Brookwood Medical Center ,DFIB INCEPTA DR DF4 E162,"$59,130.13 "
BMC,Brookwood Medical Center ,DFIB INSYNC SENTRY 7299,"$124,484.29 "
BMC,Brookwood Medical Center ,DEFIB MAXIO II D284VRC,"$89,505.52 "
BMC,Brookwood Medical Center ,DEFIB MAXIMO II D284TRK,"$77,450.91 "
BMC,Brookwood Medical Center ,DFIB PROMOTE RF 3207-36,"$100,060.53 "
BMC,Brookwood Medical Center ,DFIB PROMOTE 3107,"$78,565.97 "
BMC,Brookwood Medical Center ,DFIB RENEWAL 3 H170,"$90,221.58 "
BMC,Brookwood Medical Center ,DFIB RENEWAL 3 RF HE,"$104,862.69 "
BMC,Brookwood Medical Center ,DFIB RENEWAL 3 RF,"$100,566.43 "
BMC,Brookwood Medical Center ,DFIB RENEWAL 3 RF H215,"$100,962.24 "
BMC,Brookwood Medical Center ,DFIB SC ATLAS+ VR V193,"$96,343.75 "
BMC,Brookwood Medical Center ,DFIB SC CURRENT VR 1107,"$57,681.34 "
BMC,Brookwood Medical Center ,DFIB SC PROTECTA VR,"$46,467.10 "
BMC,Brookwood Medical Center ,DFIB SC VITALTY VR T135,"$66,592.10 "
BMC,Brookwood Medical Center ,DFIB SECURA DR D204DRM,"$64,346.66 "
BMC,Brookwood Medical Center ,DFIB TELIGEN VR HE E102,"$81,549.47 "
BMC,Brookwood Medical Center ,DFIB TELIGEN DR HE E110,"$92,157.53 "
BMC,Brookwood Medical Center ,DFIB UNIFY CRT-D SJ4 CON,"$75,341.36 "
BMC,Brookwood Medical Center ,DFIB UNIFY CRT-D DF1/IS1,"$74,868.78 "
BMC,Brookwood Medical Center ,DFB UNIFY QUADRA CRT-D,"$74,868.78 "
BMC,Brookwood Medical Center ,IMP POCKET ADPTR SPINAL,"$1,781.54 "
BMC,Brookwood Medical Center ,IMP RCRD CRD REVEAL LINQ,"$17,452.18 "
BMC,Brookwood Medical Center ,LD ATTAIN PERFORMA 4298,"$8,907.75 "
BMC,Brookwood Medical Center ,LD DFIB ACUITY 4592,"$7,231.91 "
BMC,Brookwood Medical Center ,LD DFIB DURATA 7120,"$44,568.61 "
BMC,Brookwood Medical Center ,LD DFIB DURATA 7122,"$32,321.45 "
BMC,Brookwood Medical Center ,LD PM CAPSURE FIX 5568,"$2,401.40 "
BMC,Brookwood Medical Center ,LD PM CAPSURE SP NOV5594,"$1,540.41 "
BMC,Brookwood Medical Center ,LD PM DEXTRUS 4136,"$2,359.37 "
BMC,Brookwood Medical Center ,LD PM DEXTRUS 4135,"$2,278.87 "
BMC,Brookwood Medical Center ,LD PM ELAFIX P2P758,"$2,841.46 "
BMC,Brookwood Medical Center ,LD PM ELA PASS P752,"$2,367.86 "
BMC,Brookwood Medical Center ,LD PM MYOPORE EPI 511211,"$2,031.59 "
BMC,Brookwood Medical Center ,LD PM SETROX S 350973,"$1,662.78 "
BMC,Brookwood Medical Center ,PM ALTRUA DDDR DC S205,"$12,214.73 "
BMC,Brookwood Medical Center ,PM ALTRUA DDDR S603,"$25,951.86 "
BMC,Brookwood Medical Center ,PM ADVANTIO DR K063,"$14,447.65 "
BMC,Brookwood Medical Center ,PM ADVANTIO SR K062,"$12,274.43 "
BMC,Brookwood Medical Center ,PM ASSURITY DR-RF PM2240,"$17,272.07 "
BMC,Brookwood Medical Center ,PM ASSURITY SR-RF PM1240,"$15,213.35 "
BMC,Brookwood Medical Center ,PM ADVISA SR MRI A3SR01,"$20,594.00 "
BMC,Brookwood Medical Center ,PM ASSURITY MRI PM2272,"$45,902.61 "
BMC,Brookwood Medical Center ,PM AZURE XT DR MRI W1DR01,"$45,706.52 "
BMC,Brookwood Medical Center ,PM AZURE XT SR MRI W1SR01,"$35,923.91 "
BMC,Brookwood Medical Center ,PM CONSULTA CRT-P C4TR01,"$28,378.83 "
BMC,Brookwood Medical Center ,PM CONTAK RENEWAL H120,"$30,726.97 "
BMC,Brookwood Medical Center ,PM CONTAK RENEWAL H125,"$32,263.34 "
BMC,Brookwood Medical Center ,PM DC ACCENT DR PM2210,"$17,384.47 "
BMC,Brookwood Medical Center ,PM DC ALTRUA 60 S602,"$25,951.86 "
BMC,Brookwood Medical Center ,PM DC ALTRUA 60 S606,"$15,088.77 "
BMC,Brookwood Medical Center ,PM ALLURE QUADRA 3242,"$26,763.62 "
BMC,Brookwood Medical Center ,PM ESSENTIO EL DR L121,"$12,156.55 "
BMC,Brookwood Medical Center ,PM ESSENTIO DR IS1 L101,"$11,824.59 "
BMC,Brookwood Medical Center ,PM DC RR ADAPTA ADDRL101,"$20,880.33 "
BMC,Brookwood Medical Center ,PM DC RR ADAPTA 0101ID,"$32,203.05 "
BMC,Brookwood Medical Center ,PM DC RR SENSIA SEDR01,"$14,573.17 "
BMC,Brookwood Medical Center ,PM DC RR ATR/VNT BI/UNI,"$28,755.14 "
BMC,Brookwood Medical Center ,PM DC RR ENRYTHM P1501,"$24,359.41 "
BMC,Brookwood Medical Center ,PM DC RR ENTRA INSG1295,"$20,742.57 "
BMC,Brookwood Medical Center ,PM DC RR IDENTITY ADX,"$28,755.14 "
BMC,Brookwood Medical Center ,PM DC RR INSIGN ULTR DR,"$23,868.14 "
BMC,Brookwood Medical Center ,PM DC RR INSIGNA ULTRA,"$25,777.59 "
BMC,Brookwood Medical Center ,PM DC RR INSIGNA ENTR DR,"$21,481.33 "
BMC,Brookwood Medical Center ,PM DC RR SYMPHONY,"$27,710.92 "
BMC,Brookwood Medical Center ,PM DC RR VERSA VEDR01ID,"$26,254.95 "
BMC,Brookwood Medical Center ,PM DC RR VICTORY DR,"$15,731.27 "
BMC,Brookwood Medical Center ,PM DC RR VICTORY XLDR,"$15,731.27 "
BMC,Brookwood Medical Center ,PM DC VERITY MS DR,"$21,147.19 "
BMC,Brookwood Medical Center ,PM DC RR ZEPHYR 5826,"$16,562.16 "
BMC,Brookwood Medical Center ,PM DC RR ZEPHYR 5820,"$16,562.16 "
BMC,Brookwood Medical Center ,PM DR REPLY ICV1011,"$27,940.88 "
BMC,Brookwood Medical Center ,PM FRONTIER II 5586,"$22,845.66 "
BMC,Brookwood Medical Center ,PM INGENIO SR IS-1 K172,"$24,962.57 "
BMC,Brookwood Medical Center ,PM INGENIO DR IS-1 K173,"$28,555.66 "
BMC,Brookwood Medical Center ,PM INVIVE CRT-P IS1 V173,"$26,507.30 "
BMC,Brookwood Medical Center ,PM INTUA CRT-P V272,"$26,507.30 "
BMC,Brookwood Medical Center ,PM REVO MRI SRSCN RVDR01,"$22,141.13 "
BMC,Brookwood Medical Center ,PM SC RR ADAPTA ADSR01,"$27,778.15 "
BMC,Brookwood Medical Center ,PM SC RR ADAPTA SR03,"$39,672.60 "
BMC,Brookwood Medical Center ,PM SC RR ATR/VNT BI,"$20,192.46 "
BMC,Brookwood Medical Center ,PM SC RR IDENTITY ADX,"$18,666.88 "
BMC,Brookwood Medical Center ,PM SC RR IDENTITY UNI/BI,"$17,980.67 "
BMC,Brookwood Medical Center ,PM SC RR INSIGNA ENTR,"$18,259.15 "
BMC,Brookwood Medical Center ,PM SC RR INSIGNIA ULTRA,"$23,629.46 "
BMC,Brookwood Medical Center ,PM SC RR SENSIA SESR01,"$26,046.60 "
BMC,Brookwood Medical Center ,PM SC RR VERITY ADX MS,"$11,634.08 "
BMC,Brookwood Medical Center ,PM SC RR VERITY ADX XL,"$15,353.18 "
BMC,Brookwood Medical Center ,PM SC RR VICTORY,"$21,612.61 "
BMC,Brookwood Medical Center ,PM SC RR ZEPHYR XL 5626,"$14,073.76 "
BMC,Brookwood Medical Center ,PM SC ACCENT SR PM1210,"$14,779.82 "
BMC,Brookwood Medical Center ,PM SR REPLY ICV1017,"$12,670.26 "
BMC,Brookwood Medical Center ,PM VALITUDE X4 CRTP U128,"$26,507.30 "
BMC,Brookwood Medical Center ,RCRDR LOOP REVEAL,"$15,308.91 "
BMC,Brookwood Medical Center ,PM ACCOLADE DR MRI L311,"$46,007.90 "
BMC,Brookwood Medical Center ,PM ACCOLADE SR L300,"$10,689.31 "
BMC,Brookwood Medical Center ,PM ACCOLADE DR L301,"$12,521.24 "
BMC,Brookwood Medical Center ,PM ACCOLADE EL DR L321,"$42,723.37 "
BMC,Brookwood Medical Center ,PM ACCOLADE MRI SR L310,"$40,384.33 "
BMC,Brookwood Medical Center ,PM ADVISA DR MRI A2DR01,"$15,849.25 "
BMC,Brookwood Medical Center ,PM ALTRUA SSIR SC S601,"$23,678.70 "
BMC,Brookwood Medical Center ,PM ALLURE RF PM3222,"$55,684.57 "
BMC,Brookwood Medical Center ,PM ANTHEM RF DC PM3210,"$25,868.22 "
BMC,Brookwood Medical Center ,PM ENTOVIS PROMRI 404655,"$14,907.45 "
BMC,Brookwood Medical Center ,PM ELUNA PROMRI 394969,"$47,181.52 "
BMC,Brookwood Medical Center ,PM PERCEPTA QUAD MRI W4TR01,"$83,693.91 "
BMC,Brookwood Medical Center ,PM PERCEPTA MRI CRTP W1TR01,"$83,693.91 "
BMC,Brookwood Medical Center ,PM REPLY DR ICV1258,"$14,148.16 "
BMC,Brookwood Medical Center ,PM REPLY SR V3 TPM002U,"$14,148.16 "
BMC,Brookwood Medical Center ,PM SYNCRA CRT-P C2TR01,"$32,494.16 "
BMC,Brookwood Medical Center ,PM SOLARA QUAD MRI W4TR03,"$76,780.87 "
BMC,Brookwood Medical Center ,PM SERENA MRI CRTP W1TR02,"$81,389.57 "
BMC,Brookwood Medical Center ,PM SOLARA MRI CRTP W1TR03,"$76,780.87 "
BMC,Brookwood Medical Center ,SYS HEART FAILURE MONITR,"$238,338.09 "
BMC,Brookwood Medical Center ,EPIFIX PER SQ CM,$662.81 
BMC,Brookwood Medical Center ,DFB DYNAGEN EL DR D153,"$156,666.84 "
BMC,Brookwood Medical Center ,DFB DYNAGEN X4 CRTD G156,"$190,867.41 "
BMC,Brookwood Medical Center ,DFB DYNAGEN EL DR D152,"$48,854.06 "
BMC,Brookwood Medical Center ,DFB DYNAGEN EL VR D150,"$129,296.96 "
BMC,Brookwood Medical Center ,DFB DYNAGEN X4 CRTD G158,"$166,304.78 "
BMC,Brookwood Medical Center ,DFIB CURRENT PLUS DR SJ4,"$64,578.28 "
BMC,Brookwood Medical Center ,DFIB ENERGEN DR DF4 E142,"$55,204.59 "
BMC,Brookwood Medical Center ,DFB INCEPTA VR DF4 E160,"$55,868.29 "
BMC,Brookwood Medical Center ,DFB INCEPTA VR DF1 E161,"$54,888.92 "
BMC,Brookwood Medical Center ,DFB INCEPTA CRTD LV1N164,"$76,892.24 "
BMC,Brookwood Medical Center ,DFB INCEPTA DR DF1 E163,"$58,150.77 "
BMC,Brookwood Medical Center ,DFB FORTFY ASSURA VR DF4,"$52,950.88 "
BMC,Brookwood Medical Center ,DFB FORTFY ASSR DR DFIS1,"$56,733.10 "
BMC,Brookwood Medical Center ,DFB FORTFY ASR DR DF4IS1,"$56,733.10 "
BMC,Brookwood Medical Center ,DFIB EVERA S DR DDBC3D4,"$79,266.39 "
BMC,Brookwood Medical Center ,DFIB EVERA S VR DVBC3D4,"$94,145.03 "
BMC,Brookwood Medical Center ,DFIB EVERA XT VR DVBB1D4,"$47,526.00 "
BMC,Brookwood Medical Center ,DFIB EVERA S VR DVBC3D1,"$94,145.03 "
BMC,Brookwood Medical Center ,DFIB EVERA S DR DDBC3D1,"$79,266.39 "
BMC,Brookwood Medical Center ,DFIB EVERA XT DR DDBB1D4,"$54,364.27 "
