MS-DRG,MS-DRG Title,2019 avg,
0036,CAROTID ARTERY STENT PROCEDURE W/O CC/MCC,"$33,038.01",
0037,EXTRACRANIAL PROCEDURES W MCC,"$127,522.59",
0038,EXTRACRANIAL PROCEDURES W CC,"$65,385.57",
0039,EXTRACRANIAL PROCEDURES W/O CC/MCC,"$56,204.69",
0040,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W MCC,"$76,125.64",
0041,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W CC OR PERIPH NEUROSTIM,"$70,305.76",
0042,PERIPH/CRANIAL NERVE & OTHER NERV SYST PROC W/O CC/MCC,"$30,404.03",
0052,SPINAL DISORDERS & INJURIES W CC/MCC,"$12,055.65",
0054,NERVOUS SYSTEM NEOPLASMS W MCC,"$36,252.10",
0055,NERVOUS SYSTEM NEOPLASMS W/O MCC,"$13,536.75",
0056,DEGENERATIVE NERVOUS SYSTEM DISORDERS W MCC,"$62,454.08",
0057,DEGENERATIVE NERVOUS SYSTEM DISORDERS W/O MCC,"$26,072.39",
0058,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W MCC,"$39,757.47",
0059,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W CC,"$90,593.50",
0060,MULTIPLE SCLEROSIS & CEREBELLAR ATAXIA W/O CC/MCC,"$34,330.22",
0061,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA W THROMBOLYTIC AGENT W MCC","$80,512.75",
0062,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA W THROMBOLYTIC AGENT W CC","$58,406.79",
0063,"ISCHEMIC STROKE, PRECEREBRAL OCCLUSION OR TRANSIENT ISCHEMIA W THROMBOLYTIC AGENT W/O CC/MCC","$57,967.16",
0064,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W MCC,"$47,543.26",
0065,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W CC OR TPA IN 24 HRS,"$41,907.31",
0066,INTRACRANIAL HEMORRHAGE OR CEREBRAL INFARCTION W/O CC/MCC,"$36,392.12",
0067,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W MCC,"$69,355.02",
0068,NONSPECIFIC CVA & PRECEREBRAL OCCLUSION W/O INFARCT W/O MCC,"$27,296.04",
0069,TRANSIENT ISCHEMIA W/O THROMBOLYTIC,"$28,100.27",
0070,NONSPECIFIC CEREBROVASCULAR DISORDERS W MCC,"$52,599.61",
0071,NONSPECIFIC CEREBROVASCULAR DISORDERS W CC,"$34,046.43",
0072,NONSPECIFIC CEREBROVASCULAR DISORDERS W/O CC/MCC,"$23,293.38",
0073,CRANIAL & PERIPHERAL NERVE DISORDERS W MCC,"$34,384.76",
0074,CRANIAL & PERIPHERAL NERVE DISORDERS W/O MCC,"$25,917.33",
0075,VIRAL MENINGITIS W CC/MCC,"$20,423.68",
0076,VIRAL MENINGITIS W/O CC/MCC,"$12,250.95",
0077,HYPERTENSIVE ENCEPHALOPATHY W MCC,"$36,582.10",
0078,HYPERTENSIVE ENCEPHALOPATHY W CC,"$44,087.35",
0079,HYPERTENSIVE ENCEPHALOPATHY W/O CC/MCC,"$20,674.20",
0080,NONTRAUMATIC STUPOR & COMA W MCC,"$45,157.24",
0082,"TRAUMATIC STUPOR & COMA, COMA >1 HR W MCC","$42,843.44",
0083,"TRAUMATIC STUPOR & COMA, COMA >1 HR W CC","$26,971.31",
0084,"TRAUMATIC STUPOR & COMA, COMA >1 HR W/O CC/MCC","$25,320.80",
0085,"TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC","$60,207.45",
0086,"TRAUMATIC STUPOR & COMA, COMA <1 HR W CC","$38,289.09",
0087,"TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC","$16,781.13",
0088,CONCUSSION W MCC,"$12,228.49",
0089,CONCUSSION W CC,"$16,791.18",
0090,CONCUSSION W/O CC/MCC,"$20,500.17",
0091,OTHER DISORDERS OF NERVOUS SYSTEM W MCC,"$63,134.52",
0092,OTHER DISORDERS OF NERVOUS SYSTEM W CC,"$42,533.65",
0093,OTHER DISORDERS OF NERVOUS SYSTEM W/O CC/MCC,"$12,702.56",
0094,BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W MCC,"$116,371.69",
0095,BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W CC,"$81,430.44",
0096,BACTERIAL & TUBERCULOUS INFECTIONS OF NERVOUS SYSTEM W/O CC/MCC,"$115,100.08",
0097,NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W MCC,"$93,112.97",
0098,NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W CC,"$49,848.25",
0099,NON-BACTERIAL INFECT OF NERVOUS SYS EXC VIRAL MENINGITIS W/O CC/MCC,"$26,952.42",
0100,SEIZURES W MCC,"$54,554.92",
0101,SEIZURES W/O MCC,"$23,320.80",
0102,HEADACHES W MCC,"$27,749.40",
0103,HEADACHES W/O MCC,"$29,524.82",
0115,EXTRAOCULAR PROCEDURES EXCEPT ORBIT,"$23,712.86",
0116,INTRAOCULAR PROCEDURES W CC/MCC,"$48,547.71",
0123,NEUROLOGICAL EYE DISORDERS,"$17,689.75",
0125,OTHER DISORDERS OF THE EYE W/O MCC,"$39,387.77",
0131,CRANIAL/FACIAL PROCEDURES W CC/MCC,"$26,612.39",
0132,CRANIAL/FACIAL PROCEDURES W/O CC/MCC,"$31,627.58",
0133,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W CC/MCC","$51,178.08",
0134,"OTHER EAR, NOSE, MOUTH & THROAT O.R. PROCEDURES W/O CC/MCC","$5,436.00",
0138,MOUTH PROCEDURES W/O CC/MCC,"$40,575.14",
0139,SALIVARY GLAND PROCEDURES,"$25,376.79",
0146,"EAR, NOSE, MOUTH & THROAT MALIGNANCY W MCC","$112,277.15",
0149,DYSEQUILIBRIUM,"$28,488.05",
0151,EPISTAXIS W/O MCC,"$23,630.19",
0152,OTITIS MEDIA & URI W MCC,"$53,525.70",
0153,OTITIS MEDIA & URI W/O MCC,"$10,060.32",
0155,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W CC","$21,222.86",
0156,"OTHER EAR, NOSE, MOUTH & THROAT DIAGNOSES W/O CC/MCC","$19,570.42",
0157,DENTAL & ORAL DISEASES W MCC,"$70,254.60",
0158,DENTAL & ORAL DISEASES W CC,"$19,259.86",
0159,DENTAL & ORAL DISEASES W/O CC/MCC,"$19,546.08",
0163,MAJOR CHEST PROCEDURES W MCC,"$237,080.69",
0164,MAJOR CHEST PROCEDURES W CC,"$75,150.22",
0165,MAJOR CHEST PROCEDURES W/O CC/MCC,"$64,491.53",
0166,OTHER RESP SYSTEM O.R. PROCEDURES W MCC,"$132,499.45",
0167,OTHER RESP SYSTEM O.R. PROCEDURES W CC,"$98,090.66",
0168,OTHER RESP SYSTEM O.R. PROCEDURES W/O CC/MCC,"$30,883.94",
0175,PULMONARY EMBOLISM W MCC,"$43,217.47",
0176,PULMONARY EMBOLISM W/O MCC,"$33,101.01",
0177,RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,"$83,546.92",
0178,RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,"$55,427.27",
0179,RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,"$21,899.35",
0180,RESPIRATORY NEOPLASMS W MCC,"$53,108.18",
0181,RESPIRATORY NEOPLASMS W CC,"$33,909.35",
0182,RESPIRATORY NEOPLASMS W/O CC/MCC,"$61,595.99",
0183,MAJOR CHEST TRAUMA W MCC,"$68,132.13",
0184,MAJOR CHEST TRAUMA W CC,"$36,598.63",
0185,MAJOR CHEST TRAUMA W/O CC/MCC,"$22,686.38",
0186,PLEURAL EFFUSION W MCC,"$91,308.75",
0187,PLEURAL EFFUSION W CC,"$24,819.76",
0189,PULMONARY EDEMA & RESPIRATORY FAILURE,"$40,611.41",
0190,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,"$30,018.61",
0191,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,"$24,184.85",
0192,CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,"$17,992.58",
0193,SIMPLE PNEUMONIA & PLEURISY W MCC,"$29,189.64",
0194,SIMPLE PNEUMONIA & PLEURISY W CC,"$22,370.13",
0195,SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,"$18,754.47",
0196,INTERSTITIAL LUNG DISEASE W MCC,"$51,994.59",
0197,INTERSTITIAL LUNG DISEASE W CC,"$27,161.22",
0198,INTERSTITIAL LUNG DISEASE W/O CC/MCC,"$19,335.12",
0199,PNEUMOTHORAX W MCC,"$30,812.40",
0200,PNEUMOTHORAX W CC,"$28,453.24",
0201,PNEUMOTHORAX W/O CC/MCC,"$26,605.74",
0202,BRONCHITIS & ASTHMA W CC/MCC,"$24,901.68",
0203,BRONCHITIS & ASTHMA W/O CC/MCC,"$14,229.03",
0204,RESPIRATORY SIGNS & SYMPTOMS,"$19,958.70",
0205,OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,"$32,609.88",
0206,OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,"$19,326.53",
0207,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT >96 HOURS,"$236,612.58",
0208,RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <=96 HOURS,"$80,755.36",
0215,OTHER HEART ASSIST SYSTEM IMPLANT,"$170,801.20",
0216,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,"$327,471.64",
0217,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W CC,"$168,671.98",
0219,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,"$262,348.36",
0220,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,"$147,272.77",
0221,CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W/O CC/MCC,"$114,945.21",
0222,CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W MCC,"$186,355.04",
0223,CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W/O MCC,"$157,822.32",
0224,CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W MCC,"$215,401.38",
0225,CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W/O MCC,"$145,909.64",
0226,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,"$134,659.54",
0227,CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,"$162,317.85",
0228,OTHER CARDIOTHORACIC PROCEDURES W MCC,"$203,496.08",
0229,OTHER CARDIOTHORACIC PROCEDURES W/O MCC,"$150,861.77",
0231,CORONARY BYPASS W PTCA W MCC,"$189,091.53",
0232,CORONARY BYPASS W PTCA W/O MCC,"$160,160.61",
0233,CORONARY BYPASS W CARDIAC CATH W MCC,"$206,010.82",
0234,CORONARY BYPASS W CARDIAC CATH W/O MCC,"$142,348.63",
0235,CORONARY BYPASS W/O CARDIAC CATH W MCC,"$184,615.26",
0236,CORONARY BYPASS W/O CARDIAC CATH W/O MCC,"$115,385.32",
0239,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,"$62,370.30",
0240,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,"$55,487.71",
0241,AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W/O CC/MCC,"$43,472.73",
0242,PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,"$91,872.42",
0243,PERMANENT CARDIAC PACEMAKER IMPLANT W CC,"$99,459.08",
0244,PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,"$69,969.18",
0245,AICD GENERATOR PROCEDURES,"$135,252.68",
0246,PERCUTANEOUS CARDIOVASCULAR PROCEDURES W DRUG-ELUTING STENT W MCC OR 4+ ARTERIES OR STENTS,"$111,377.55",
0247,PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,"$77,865.33",
0248,PERCUTANEOUS CARDIOVASCULAR PROCEDURES W NON-DRUG-ELUTING STENT W MCC OR 4+ ARTERIES OR STENTS,"$72,747.40",
0249,PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,"$81,969.98",
0250,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,"$65,739.27",
0251,PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,"$68,034.08",
0252,OTHER VASCULAR PROCEDURES W MCC,"$87,471.93",
0253,OTHER VASCULAR PROCEDURES W CC,"$89,303.38",
0254,OTHER VASCULAR PROCEDURES W/O CC/MCC,"$78,385.00",
0255,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,"$31,657.27",
0256,UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,"$47,167.81",
0258,CARDIAC PACEMAKER DEVICE REPLACEMENT W MCC,"$89,913.32",
0259,CARDIAC PACEMAKER DEVICE REPLACEMENT W/O MCC,"$88,954.92",
0260,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,"$75,397.43",
0261,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,"$69,996.69",
0262,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W/O CC/MCC,"$78,764.84",
0264,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,"$82,173.24",
0266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT W MCC,"$97,863.59",
0267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT W/O MCC,"$103,692.28",
0268,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W MCC,"$156,417.82",
0269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,"$83,124.08",
0270,OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,"$173,161.81",
0271,OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,"$97,777.53",
0272,OTHER MAJOR CARDIOVASCULAR PROCEDURES W/O CC/MCC,"$139,244.48",
0273,PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC,"$125,528.03",
0274,PERCUTANEOUS INTRACARDIAC PROCEDURES W/O MCC,"$102,703.57",
0280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","$42,443.33",
0281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC","$34,009.13",
0282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC","$29,478.59",
0283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W MCC","$93,590.42",
0284,"ACUTE MYOCARDIAL INFARCTION, EXPIRED W CC","$15,414.61",
0286,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC","$61,145.79",
0287,"CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC","$39,578.59",
0288,ACUTE & SUBACUTE ENDOCARDITIS W MCC,"$48,518.65",
0289,ACUTE & SUBACUTE ENDOCARDITIS W CC,"$34,985.32",
0291,HEART FAILURE & SHOCK W MCC,"$32,263.56",
0292,HEART FAILURE & SHOCK W CC,"$21,915.98",
0293,HEART FAILURE & SHOCK W/O CC/MCC,"$22,303.92",
0294,DEEP VEIN THROMBOPHLEBITIS W CC/MCC,"$43,492.51",
0296,"CARDIAC ARREST, UNEXPLAINED W MCC","$80,267.45",
0297,"CARDIAC ARREST, UNEXPLAINED W CC","$7,682.17",
0299,PERIPHERAL VASCULAR DISORDERS W MCC,"$8,701.74",
0300,PERIPHERAL VASCULAR DISORDERS W CC,"$23,630.06",
0301,PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,"$19,396.45",
0302,ATHEROSCLEROSIS W MCC,"$39,166.92",
0303,ATHEROSCLEROSIS W/O MCC,"$41,098.04",
0304,HYPERTENSION W MCC,"$23,725.63",
0305,HYPERTENSION W/O MCC,"$22,002.06",
0306,CARDIAC CONGENITAL & VALVULAR DISORDERS W MCC,"$20,616.26",
0307,CARDIAC CONGENITAL & VALVULAR DISORDERS W/O MCC,"$13,959.57",
0308,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,"$35,640.67",
0309,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,"$20,959.53",
0310,CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,"$15,278.43",
0311,ANGINA PECTORIS,"$21,465.42",
0312,SYNCOPE & COLLAPSE,"$24,693.58",
0313,CHEST PAIN,"$19,666.56",
0314,OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,"$40,961.88",
0315,OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,"$17,813.09",
0316,OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,"$20,993.59",
0326,"STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC","$133,258.39",
0327,"STOMACH, ESOPHAGEAL & DUODENAL PROC W CC","$61,930.82",
0328,"STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC","$55,442.09",
0329,MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,"$105,724.67",
0330,MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,"$73,923.93",
0331,MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,"$51,539.22",
0333,RECTAL RESECTION W CC,"$38,754.05",
0334,RECTAL RESECTION W/O CC/MCC,"$32,945.70",
0335,PERITONEAL ADHESIOLYSIS W MCC,"$94,753.75",
0336,PERITONEAL ADHESIOLYSIS W CC,"$45,358.55",
0337,PERITONEAL ADHESIOLYSIS W/O CC/MCC,"$39,303.47",
0338,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,"$108,253.91",
0339,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,"$46,330.78",
0340,APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC,"$28,228.05",
0341,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W MCC,"$150,232.85",
0342,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC,"$30,221.69",
0343,APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC,"$27,951.27",
0344,MINOR SMALL & LARGE BOWEL PROCEDURES W MCC,"$85,281.00",
0345,MINOR SMALL & LARGE BOWEL PROCEDURES W CC,"$46,929.70",
0346,MINOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,"$22,017.24",
0347,ANAL & STOMAL PROCEDURES W MCC,"$57,677.70",
0348,ANAL & STOMAL PROCEDURES W CC,"$38,597.50",
0349,ANAL & STOMAL PROCEDURES W/O CC/MCC,"$53,093.56",
0351,INGUINAL & FEMORAL HERNIA PROCEDURES W CC,"$36,363.24",
0352,INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC,"$31,207.91",
0353,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,"$100,695.39",
0354,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,"$96,988.39",
0355,HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,"$37,358.31",
0356,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,"$60,886.09",
0357,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,"$68,476.76",
0358,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,"$28,609.17",
0368,MAJOR ESOPHAGEAL DISORDERS W MCC,"$64,670.97",
0369,MAJOR ESOPHAGEAL DISORDERS W CC,"$34,075.57",
0370,MAJOR ESOPHAGEAL DISORDERS W/O CC/MCC,"$22,475.52",
0371,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,"$47,444.10",
0372,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,"$28,855.15",
0373,MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,"$28,470.69",
0374,DIGESTIVE MALIGNANCY W MCC,"$22,681.41",
0375,DIGESTIVE MALIGNANCY W CC,"$22,034.06",
0376,DIGESTIVE MALIGNANCY W/O CC/MCC,"$47,045.32",
0377,G.I. HEMORRHAGE W MCC,"$48,969.04",
0378,G.I. HEMORRHAGE W CC,"$34,021.89",
0379,G.I. HEMORRHAGE W/O CC/MCC,"$17,927.19",
0380,COMPLICATED PEPTIC ULCER W MCC,"$79,928.77",
0381,COMPLICATED PEPTIC ULCER W CC,"$28,978.46",
0382,COMPLICATED PEPTIC ULCER W/O CC/MCC,"$19,291.34",
0383,UNCOMPLICATED PEPTIC ULCER W MCC,"$17,488.70",
0384,UNCOMPLICATED PEPTIC ULCER W/O MCC,"$20,153.34",
0385,INFLAMMATORY BOWEL DISEASE W MCC,"$56,110.45",
0386,INFLAMMATORY BOWEL DISEASE W CC,"$38,647.26",
0387,INFLAMMATORY BOWEL DISEASE W/O CC/MCC,"$20,683.59",
0388,G.I. OBSTRUCTION W MCC,"$45,935.37",
0389,G.I. OBSTRUCTION W CC,"$26,908.15",
0390,G.I. OBSTRUCTION W/O CC/MCC,"$17,704.17",
0391,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC","$38,205.25",
0392,"ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC","$22,344.48",
0393,OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,"$63,097.41",
0394,OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,"$24,963.80",
0395,OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,"$27,038.72",
0405,"PANCREAS, LIVER & SHUNT PROCEDURES W MCC","$129,484.05",
0406,"PANCREAS, LIVER & SHUNT PROCEDURES W CC","$44,513.96",
0411,CHOLECYSTECTOMY W C.D.E. W MCC,"$76,939.42",
0414,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC,"$64,313.84",
0415,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,"$47,462.11",
0416,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W/O CC/MCC,"$44,806.83",
0417,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,"$46,688.46",
0418,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,"$52,169.97",
0419,LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,"$48,505.18",
0421,HEPATOBILIARY DIAGNOSTIC PROCEDURES W CC,"$46,452.53",
0423,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,"$47,141.55",
0425,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W/O CC/MCC,"$34,945.98",
0432,CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,"$45,580.35",
0433,CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,"$35,642.47",
0434,CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,"$38,466.17",
0435,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,"$46,404.32",
0436,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC,"$29,801.36",
0438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,"$26,657.71",
0439,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,"$30,309.50",
0440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,"$27,010.97",
0441,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W MCC","$41,833.45",
0442,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W CC","$40,619.03",
0443,"DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W/O CC/MCC","$18,038.49",
0444,DISORDERS OF THE BILIARY TRACT W MCC,"$57,703.23",
0445,DISORDERS OF THE BILIARY TRACT W CC,"$49,311.98",
0446,DISORDERS OF THE BILIARY TRACT W/O CC/MCC,"$45,867.22",
0453,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC,"$151,233.94",
0454,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,"$103,775.35",
0455,COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,"$88,382.32",
0456,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W MCC,"$190,210.79",
0457,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W CC,"$135,396.13",
0458,SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W/O CC/MCC,"$115,178.95",
0459,SPINAL FUSION EXCEPT CERVICAL W MCC,"$139,042.02",
0460,SPINAL FUSION EXCEPT CERVICAL W/O MCC,"$86,905.35",
0462,BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,"$60,986.76",
0463,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC","$98,640.89",
0464,"WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC","$75,910.93",
