HSP,CHARGE CODE,BILLING DESCRIPTION,HOSPITAL CHARGE,,,,,,,,,,,,,,,,,,,
FVR,0021700257,SEMI-PRIV OTHER,"$3,812.00",,,,,,,,,,,,,,,,,,,
FVR,0021700620,ICU INTERMED,"$5,725.00",,,,,,,,,,,,,,,,,,,
FVR,0021700638,ICU INTERMED SP,"$4,799.00",,,,,,,,,,,,,,,,,,,
FVR,0021700851,PRIV OTHER,"$5,022.00",,,,,,,,,,,,,,,,,,,
FVR,0022000012,PRIVATE,"$3,903.00",,,,,,,,,,,,,,,,,,,
FVR,0022000020,SEMI-PRIVATE,"$3,448.00",,,,,,,,,,,,,,,,,,,
FVR,0022000343,ICU PEDS,"$6,638.00",,,,,,,,,,,,,,,,,,,
FVR,0022000483,PRIV PEDS,"$3,329.00",,,,,,,,,,,,,,,,,,,
FVR,0022000491,SEMI-PRIV PEDS,"$3,239.00",,,,,,,,,,,,,,,,,,,
FVR,0022000632,ICU INTERMED SP,"$4,799.00",,,,,,,,,,,,,,,,,,,
FVR,0022100101,NEWBORN LVL I,"$2,288.00",,,,,,,,,,,,,,,,,,,
FVR,0022100119,NEWBORN OTHER,"$2,632.00",,,,,,,,,,,,,,,,,,,
FVR,0022100127,NEWBORN LVL II,"$4,739.00",,,,,,,,,,,,,,,,,,,
FVR,0022100135,NICU NB LVL II,"$4,363.00",,,,,,,,,,,,,,,,,,,
FVR,0022100200,NICU NB LVL IV,"$6,987.00",,,,,,,,,,,,,,,,,,,
FVR,0022100705,NICU NB LVL III,"$5,865.00",,,,,,,,,,,,,,,,,,,
FVR,0023100019,PRIVATE,"$3,903.00",,,,,,,,,,,,,,,,,,,
FVR,0023100027,SEMI-PRIVATE,"$3,448.00",,,,,,,,,,,,,,,,,,,
FVR,0023100258,SEMI-PRIV OTHER,"$3,812.00",,,,,,,,,,,,,,,,,,,
FVR,0023100498,SEMI-PRIV PEDS,"$3,239.00",,,,,,,,,,,,,,,,,,,
FVR,0023100852,PRIV OTHER,"$5,022.00",,,,,,,,,,,,,,,,,,,
FVR,0023200017,PRIVATE,"$3,903.00",,,,,,,,,,,,,,,,,,,
FVR,0023200025,SEMI-PRIVATE,"$3,448.00",,,,,,,,,,,,,,,,,,,
FVR,0023200256,SEMI-PRIV OTHER,"$3,812.00",,,,,,,,,,,,,,,,,,,
FVR,0023200447,SEMI-PRIV O B,"$2,765.00",,,,,,,,,,,,,,,,,,,
FVR,0023200850,PRIV OTHER,"$5,022.00",,,,,,,,,,,,,,,,,,,
FVR,0023400013,PRIVATE,"$3,903.00",,,,,,,,,,,,,,,,,,,
FVR,0023400021,SEMI-PRIVATE,"$3,448.00",,,,,,,,,,,,,,,,,,,
FVR,0023400211,PRIV ONCOLOGY,"$3,540.00",,,,,,,,,,,,,,,,,,,
FVR,0023400237,SEMI-PRIV ONCOL,"$3,209.00",,,,,,,,,,,,,,,,,,,
FVR,0023400252,SEMI-PRIV OTHER,"$3,812.00",,,,,,,,,,,,,,,,,,,
FVR,0023400856,PRIV OTHER,"$5,022.00",,,,,,,,,,,,,,,,,,,
FVR,0023500010,PRIVATE,"$3,903.00",,,,,,,,,,,,,,,,,,,
FVR,0023500028,SEMI-PRIVATE,"$3,448.00",,,,,,,,,,,,,,,,,,,
FVR,0023500218,PRIV ONCOLOGY,"$3,540.00",,,,,,,,,,,,,,,,,,,
FVR,0023500234,SEMI-PRIV ONCOL,"$3,209.00",,,,,,,,,,,,,,,,,,,
FVR,0023500259,SEMI-PRIV OTHER,"$3,812.00",,,,,,,,,,,,,,,,,,,
FVR,0023500853,PRIV OTHER,"$5,022.00",,,,,,,,,,,,,,,,,,,
FVR,0024000028,SEMI-PRIVATE,"$3,448.00",,,,,,,,,,,,,,,,,,,
FVR,0024000440,SEMI-PRIV O B,"$2,765.00",,,,,,,,,,,,,,,,,,,
FVR,0024000481,PRIV PEDS,"$3,329.00",,,,,,,,,,,,,,,,,,,
FVR,0024000499,SEMI-PRIV PEDS,"$3,239.00",,,,,,,,,,,,,,,,,,,
FVR,0024000630,ICU INTERMED SP,"$4,799.00",,,,,,,,,,,,,,,,,,,
FVR,0025000027,SEMI-PRIVATE,"$3,448.00",,,,,,,,,,,,,,,,,,,
FVR,0025000431,PRIV O B,"$3,032.00",,,,,,,,,,,,,,,,,,,
FVR,0025000449,SEMI-PRIV O B,"$2,765.00",,,,,,,,,,,,,,,,,,,
FVR,0025100447,SEMI-PRIV O B,"$2,765.00",,,,,,,,,,,,,,,,,,,
FVR,0025500109,NEWBORN LVL I,"$2,288.00",,,,,,,,,,,,,,,,,,,
FVR,0025500117,NEWBORN OTHER,"$2,632.00",,,,,,,,,,,,,,,,,,,
FVR,0030700132,SURGICL SPECIMN,$835.78,,,,,,,,,,,,,,,,,,,
FVR,0030700165,US BREAST COM,$932.29,,,,,,,,,,,,,,,,,,,
FVR,0030700306,MAMM DUCT SNGL,$616.73,,,,,,,,,,,,,,,,,,,
FVR,0030700405,US GUIDANCE,"$2,405.99",,,,,,,,,,,,,,,,,,,
FVR,0030702021,SCRN MAMMO+CAD,"$1,098.75",,,,,,,,,,,,,,,,,,,
FVR,0030702047,DX MAMMO+CAD,"$1,419.86",,,,,,,,,,,,,,,,,,,
FVR,0030702062,DX MAMMO+CAD,"$1,005.75",,,,,,,,,,,,,,,,,,,
FVR,0030710016,INJ DUCTO/GALA,$596.28,,,,,,,,,,,,,,,,,,,
FVR,0030710040,ASP BREAST CYS,$688.68,,,,,,,,,,,,,,,,,,,
FVR,0030710099,ASP BREAST ADD,$602.60,,,,,,,,,,,,,,,,,,,
FVR,0030790810,BX BRST 1ST,"$2,869.83",,,,,,,,,,,,,,,,,,,
FVR,0030791834,BX BRST US 1ST,"$4,440.14",,,,,,,,,,,,,,,,,,,
FVR,0030792816,PERC DEVC 1ST,$621.33,,,,,,,,,,,,,,,,,,,
FVR,0030792832,PERC BRST 1ST,"$3,463.40",,,,,,,,,,,,,,,,,,,
FVR,0030792857,PERC BRST 1ST,$621.31,,,,,,,,,,,,,,,,,,,
FVR,0031000086,FLU VACC ADMIN,$154.12,,,,,,,,,,,,,,,,,,,
FVR,0031001753,FETAL BIOPHYS,"$1,471.86",,,,,,,,,,,,,,,,,,,
FVR,0031001761,NON-STRESS TEST,"$1,577.86",,,,,,,,,,,,,,,,,,,
FVR,0031003809,US AMNIO LOC,"$1,728.08",,,,,,,,,,,,,,,,,,,
FVR,0031004716,ADM SNGL VACC,$326.81,,,,,,,,,,,,,,,,,,,
FVR,0031004724,ADM EA ADD VACC,$164.39,,,,,,,,,,,,,,,,,,,
FVR,0031005002,US OB LTD 1OR>,"$1,331.86",,,,,,,,,,,,,,,,,,,
FVR,0031005101,US OB>14WK SGL,"$2,830.92",,,,,,,,,,,,,,,,,,,
FVR,0031007602,IV HYD INT>31M,$661.83,,,,,,,,,,,,,,,,,,,
FVR,0031007610,IV HYD ADD HR,$330.93,,,,,,,,,,,,,,,,,,,
FVR,0031007651,IV TX INIT 1 HR,$701.54,,,,,,,,,,,,,,,,,,,
FVR,0031007669,IV INF TX ADD H,$345.60,,,,,,,,,,,,,,,,,,,
FVR,0031007677,IV SEQUENTL 1HR,$330.93,,,,,,,,,,,,,,,,,,,
FVR,0031007685,IV CONCURRENT,$373.25,,,,,,,,,,,,,,,,,,,
FVR,0031007743,INJ T/P/D IVP,$431.05,,,,,,,,,,,,,,,,,,,
FVR,0031007750,INJ ADD SEQ IVP,$373.25,,,,,,,,,,,,,,,,,,,
FVR,0031007826,INJ T/P/D SQ/IM,$584.69,,,,,,,,,,,,,,,,,,,
FVR,0031012008,L&D TRIAGE NEW,$953.50,,,,,,,,,,,,,,,,,,,
FVR,0031012016,L&D TRIAGE EST,$726.98,,,,,,,,,,,,,,,,,,,
FVR,0031012024,SPEC PROC INT30,$439.82,,,,,,,,,,,,,,,,,,,
FVR,0031012032,SPEC PROC ADD15,$264.70,,,,,,,,,,,,,,,,,,,
FVR,0031012040,LBR SMPL 1ST HR,"$1,787.46",,,,,,,,,,,,,,,,,,,
FVR,0031012057,LBR SMPL ADD HR,$365.37,,,,,,,,,,,,,,,,,,,
FVR,0031012065,LBR INT 1ST HR,"$2,089.38",,,,,,,,,,,,,,,,,,,
FVR,0031012073,LBR INT ADD HR,$457.37,,,,,,,,,,,,,,,,,,,
FVR,0031012081,LBR CPX 1ST HR,"$2,887.79",,,,,,,,,,,,,,,,,,,
FVR,0031012099,LBR CPX ADD HR,$534.32,,,,,,,,,,,,,,,,,,,
FVR,0031012107,DELV SIMPLE,"$6,303.81",,,,,,,,,,,,,,,,,,,
FVR,0031012123,DELV COMPLEX,"$4,721.50",,,,,,,,,,,,,,,,,,,
FVR,0031012149,SURG LVI INT 30,"$3,498.99",,,,,,,,,,,,,,,,,,,
FVR,0031012156,SURG LVI EA 15,"$1,748.92",,,,,,,,,,,,,,,,,,,
FVR,0031012164,SURG LVII INT30,"$4,375.17",,,,,,,,,,,,,,,,,,,
FVR,0031012172,SURG LVII EA 15,"$2,186.43",,,,,,,,,,,,,,,,,,,
FVR,0031012180,SURG LVIII INT3,"$6,233.95",,,,,,,,,,,,,,,,,,,
FVR,0031012198,SURG LVIII EA15,"$2,733.61",,,,,,,,,,,,,,,,,,,
FVR,0031012206,SURG LVIV INT30,"$7,655.40",,,,,,,,,,,,,,,,,,,
FVR,0031012214,SURG LVIV EA 15,"$3,827.07",,,,,,,,,,,,,,,,,,,
FVR,0031012222,RECOVERY INT 30,$468.41,,,,,,,,,,,,,,,,,,,
FVR,0031012230,RECOVERY ADD 15,$256.82,,,,,,,,,,,,,,,,,,,
FVR,0031101504,CIRCUMCISION,$858.17,,,,,,,,,,,,,,,,,,,
FVR,0031101603,CPAP INITIAL,"$5,117.10",,,,,,,,,,,,,,,,,,,
FVR,0031101645,RESUSTN NEWBRN,"$1,641.14",,,,,,,,,,,,,,,,,,,
FVR,0031104714,HEP B VACC ADM,$164.39,,,,,,,,,,,,,,,,,,,
FVR,0031104722,ADM SNGL VACC,$316.64,,,,,,,,,,,,,,,,,,,
FVR,0031104730,ADM EA ADD VACC,$152.57,,,,,,,,,,,,,,,,,,,
FVR,0031105992,CPAP NEO SUBSQ,"$4,827.45",,,,,,,,,,,,,,,,,,,
FVR,0031106156,HI FRQ VNT INI,"$8,994.29",,,,,,,,,,,,,,,,,,,
FVR,0031106206,VENT INITIAL,"$8,485.16",,,,,,,,,,,,,,,,,,,
FVR,0031106214,VENT SUBSQ/DLY,"$7,326.46",,,,,,,,,,,,,,,,,,,
FVR,0031197254,HEARINGSCREEN,$378.00,,,,,,,,,,,,,,,,,,,
FVR,0032135501,SURG LVI INT30,"$5,176.12",,,,,,,,,,,,,,,,,,,
FVR,0032135519,SURG LVI EA 15,"$2,432.95",,,,,,,,,,,,,,,,,,,
FVR,0032135527,SURG LVII INT30,"$10,082.39",,,,,,,,,,,,,,,,,,,
FVR,0032135535,SURG LVII EA15,"$3,913.31",,,,,,,,,,,,,,,,,,,
FVR,0032135543,SURG LVIII IN30,"$8,267.04",,,,,,,,,,,,,,,,,,,
FVR,0032135550,SURG LVIII EA15,"$3,978.42",,,,,,,,,,,,,,,,,,,
FVR,0032135568,SURG LVIV INT30,"$9,812.52",,,,,,,,,,,,,,,,,,,
FVR,0032135576,SURG LVIV EA 15,"$4,751.84",,,,,,,,,,,,,,,,,,,
FVR,0032135600,MAKO LVII INT30,"$6,731.78",,,,,,,,,,,,,,,,,,,
FVR,0032135618,MAKO LVII EA15,"$3,209.86",,,,,,,,,,,,,,,,,,,
FVR,0032135642,MAKO LVIV INT30,"$9,827.39",,,,,,,,,,,,,,,,,,,
FVR,0032135659,MAKO LVIV EA 15,"$4,759.05",,,,,,,,,,,,,,,,,,,
FVR,0032135667,MAZR LVII INT30,"$6,721.59",,,,,,,,,,,,,,,,,,,
FVR,0032135675,MAZR LVII EA15,"$3,205.00",,,,,,,,,,,,,,,,,,,
FVR,0032135683,MAZR LVIII IN30,"$7,810.93",,,,,,,,,,,,,,,,,,,
FVR,0032135691,MAZR LVIII EA15,"$3,758.91",,,,,,,,,,,,,,,,,,,
FVR,0032135709,MAZR LVIV INT30,"$9,827.39",,,,,,,,,,,,,,,,,,,
FVR,0032135717,MAZR LVIV EA 15,"$4,759.05",,,,,,,,,,,,,,,,,,,
FVR,0032135725,DAVN LVII INT30,"$6,721.59",,,,,,,,,,,,,,,,,,,
FVR,0032135733,DAVN LVII EA15,"$3,205.00",,,,,,,,,,,,,,,,,,,
FVR,0032135741,DAVN LVIII IN30,"$8,267.04",,,,,,,,,,,,,,,,,,,
FVR,0032135758,DAVN LVIII EA15,"$3,978.42",,,,,,,,,,,,,,,,,,,
FVR,0032135766,DAVN LVIV INT30,"$9,827.39",,,,,,,,,,,,,,,,,,,
FVR,0032135774,DAVN LVIV EA 15,"$4,759.05",,,,,,,,,,,,,,,,,,,
FVR,0032168916,BLD AUTOSLV,$736.16,,,,,,,,,,,,,,,,,,,
FVR,0032190225,RBC WASH AUTO,$677.82,,,,,,,,,,,,,,,,,,,
FVR,0032235707,RECOVERY INT 30,"$2,068.92",,,,,,,,,,,,,,,,,,,
FVR,0032235715,RECOVERY EA 15M,$980.98,,,,,,,,,,,,,,,,,,,
FVR,0033035569,OH SURG INT 30,"$9,283.16",,,,,,,,,,,,,,,,,,,
FVR,0033035577,OH SURG EA15MIN,"$4,495.50",,,,,,,,,,,,,,,,,,,
FVR,0033068917,BLD AUTO SLV,$510.66,,,,,,,,,,,,,,,,,,,
FVR,0033090226,RBC WASH AUTO,$699.73,,,,,,,,,,,,,,,,,,,
FVR,0035000025,ANES 1/2 HR,"$2,158.02",,,,,,,,,,,,,,,,,,,
FVR,0035000058,ANES ADD MIN,$73.83,,,,,,,,,,,,,,,,,,,
FVR,0035000108,MAC 1ST 1/2 HR,$735.58,,,,,,,,,,,,,,,,,,,
FVR,0035000116,MAC EA ADDL MIN,$23.70,,,,,,,,,,,,,,,,,,,
FVR,0035000157,ANES BLOCK 1/2H,$426.30,,,,,,,,,,,,,,,,,,,
FVR,0035000165,ANES BLK ADD MN,$13.93,,,,,,,,,,,,,,,,,,,
FVR,0035001007,SURG 1/2 HR,"$7,396.32",,,,,,,,,,,,,,,,,,,
FVR,0035001023,SURG ADD MIN,$246.60,,,,,,,,,,,,,,,,,,,
FVR,0035002005,SURG 1/2HR MINR,"$4,721.44",,,,,,,,,,,,,,,,,,,
FVR,0035002047,SURG MINOR/MIN,$157.44,,,,,,,,,,,,,,,,,,,
FVR,0035004605,SURG LSR 1ST HR,"$11,195.48",,,,,,,,,,,,,,,,,,,
FVR,0035004704,SURG LSR MNR,"$5,594.96",,,,,,,,,,,,,,,,,,,
FVR,0035004761,SURG LSR MNR,$185.29,,,,,,,,,,,,,,,,,,,
FVR,0035006139,PACU 1/2 HR,"$1,299.81",,,,,,,,,,,,,,,,,,,
FVR,0035010123,SPEC PROC 1/2HR,"$1,160.51",,,,,,,,,,,,,,,,,,,
FVR,0035010149,SPEC PROC ADD/M,$59.91,,,,,,,,,,,,,,,,,,,
FVR,0035064500,CHEMO ADM CNS,"$3,671.91",,,,,,,,,,,,,,,,,,,
FVR,0035300367,MED NUTN INIT15,$195.13,,,,,,,,,,,,,,,,,,,
FVR,0035300375,MED NUTN REEVAL,$161.02,,,,,,,,,,,,,,,,,,,
FVR,0035301084,DIAB IND MGMT,$430.27,,,,,,,,,,,,,,,,,,,
FVR,0035301092,DIAB GRP MGMT,$262.27,,,,,,,,,,,,,,,,,,,
FVR,0035302702,MNT CHG DX,$84.59,,,,,,,,,,,,,,,,,,,
FVR,0035302710,MNT CHG DX GRP,$170.57,,,,,,,,,,,,,,,,,,,
FVR,0035352509,GLUCOSE MNTR,$652.83,,,,,,,,,,,,,,,,,,,
FVR,0036007748,INJ T/P/D IVP,$431.05,,,,,,,,,,,,,,,,,,,
FVR,0036030005,AMB PROC 1ST 30,"$1,722.84",,,,,,,,,,,,,,,,,,,
FVR,0036030021,AMB PROC,$55.94,,,,,,,,,,,,,,,,,,,
FVR,0036030229,AMB PROC LASER,"$3,007.40",,,,,,,,,,,,,,,,,,,
FVR,0036030245,AMB PROC LASER,$51.86,,,,,,,,,,,,,,,,,,,
FVR,0037022993,L&D EPIDURAL,"$2,281.75",,,,,,,,,,,,,,,,,,,
FVR,0037035607,ANESTH INT 30M,"$2,352.29",,,,,,,,,,,,,,,,,,,
FVR,0037035615,ANESTH EA ADD15,$927.95,,,,,,,,,,,,,,,,,,,
FVR,0040000879,DFB AMPLIA,"$186,420.62",,,,,,,,,,,,,,,,,,,
FVR,0040000887,DFB AMPLIA,"$172,676.95",,,,,,,,,,,,,,,,,,,
FVR,0040000903,DFIB ATLAS+ HF,"$73,204.84",,,,,,,,,,,,,,,,,,,
FVR,0040000929,DFB AMPLIA MRI,"$148,627.33",,,,,,,,,,,,,,,,,,,
FVR,0040000952,DFIB COGNIS HE,"$113,084.87",,,,,,,,,,,,,,,,,,,
FVR,0040000960,DFIB CONCERTO,"$144,269.73",,,,,,,,,,,,,,,,,,,
FVR,0040000978,DFIB COGNIS HE,"$113,084.87",,,,,,,,,,,,,,,,,,,
FVR,0040000994,DFIB CONSULTA,"$124,035.74",,,,,,,,,,,,,,,,,,,
FVR,0040001034,DFIB CURRENT DR,"$101,935.47",,,,,,,,,,,,,,,,,,,
FVR,0040001042,DFIB CONFIENT,"$88,370.94",,,,,,,,,,,,,,,,,,,
FVR,0040001067,DFIB DC ATLSII,"$105,797.30",,,,,,,,,,,,,,,,,,,
FVR,0040001091,DFIB DC ATLAS,"$63,147.25",,,,,,,,,,,,,,,,,,,
FVR,0040001117,DFIB DC ATLS HF,"$124,017.68",,,,,,,,,,,,,,,,,,,
FVR,0040001125,DFB DC ATLS HF$,"$112,672.79",,,,,,,,,,,,,,,,,,,
FVR,0040001141,DFIB DC ENTRUST,"$124,437.26",,,,,,,,,,,,,,,,,,,
FVR,0040001166,DFIB DC EPIC DR,"$71,613.79",,,,,,,,,,,,,,,,,,,
FVR,0040001182,DFIB DC EPIC II,"$105,797.30",,,,,,,,,,,,,,,,,,,
FVR,0040001232,DFIB DYNAGEN,"$59,288.03",,,,,,,,,,,,,,,,,,,
FVR,0040001273,DFIB DYNAGEN,"$58,518.03",,,,,,,,,,,,,,,,,,,
FVR,0040001281,DFIB DYNAGEN,"$58,518.03",,,,,,,,,,,,,,,,,,,
FVR,0040001620,DFIB PROTECTA,"$65,571.41",,,,,,,,,,,,,,,,,,,
FVR,0040001760,DFIB DC VNTK HE,"$54,107.74",,,,,,,,,,,,,,,,,,,
FVR,0040001786,DFIB DC VIRTUOS,"$124,151.53",,,,,,,,,,,,,,,,,,,
FVR,0040001794,DFIB DC VITALTY,"$95,485.55",,,,,,,,,,,,,,,,,,,
FVR,0040001828,DFIB DC VITALTY,"$114,051.81",,,,,,,,,,,,,,,,,,,
FVR,0040001851,DFIB DC VITALTY,"$112,889.37",,,,,,,,,,,,,,,,,,,
FVR,0040001927,DFIB EPIC II HF,"$138,177.72",,,,,,,,,,,,,,,,,,,
FVR,0040001935,DFIB FORTIFY,"$62,172.77",,,,,,,,,,,,,,,,,,,
FVR,0040001943,DFIB FORTIFY,"$66,524.84",,,,,,,,,,,,,,,,,,,
FVR,0040001976,DFIB INCEPTA,"$72,371.72",,,,,,,,,,,,,,,,,,,
FVR,0040001984,DFIB INCEPTA,"$62,308.13",,,,,,,,,,,,,,,,,,,
FVR,0040001992,DFIB INCEPTA DR,"$54,930.32",,,,,,,,,,,,,,,,,,,
FVR,0040002032,DFIB SENTRY,"$91,983.14",,,,,,,,,,,,,,,,,,,
FVR,0040002040,DFB INVENTRA,"$92,470.95",,,,,,,,,,,,,,,,,,,
FVR,0040002065,DFIB LUMAX HF-T,"$71,573.20",,,,,,,,,,,,,,,,,,,
FVR,0040002073,DFIB LUMAX VR-T,"$50,892.54",,,,,,,,,,,,,,,,,,,
FVR,0040002081,DFIB LUMAX DR-T,"$57,255.24",,,,,,,,,,,,,,,,,,,
FVR,0040002131,DFIB LUMAX HF-T,"$37,881.42",,,,,,,,,,,,,,,,,,,
FVR,0040002156,DFIB LUMAX DR-T,"$64,846.55",,,,,,,,,,,,,,,,,,,
FVR,0040002214,DFIB PROMOTE,"$119,021.97",,,,,,,,,,,,,,,,,,,
FVR,0040002222,DFIB PROMOTE RF,"$132,248.13",,,,,,,,,,,,,,,,,,,
FVR,0040002248,DFIB RENEWAL 3,"$75,591.42",,,,,,,,,,,,,,,,,,,
FVR,0040002255,DFIB RENEW 3 HE,"$75,591.42",,,,,,,,,,,,,,,,,,,
FVR,0040002297,DFIB RENEW 3 RF,"$129,965.31",,,,,,,,,,,,,,,,,,,
FVR,0040003329,DFIB SC MAXIMO,"$65,248.08",,,,,,,,,,,,,,,,,,,
FVR,0040003477,DFIB SC VITALTY,"$90,688.35",,,,,,,,,,,,,,,,,,,
FVR,0040003485,DFIB SC VITALTY,"$94,195.28",,,,,,,,,,,,,,,,,,,
FVR,0040003493,DFIB SC VITALTY,"$54,107.74",,,,,,,,,,,,,,,,,,,
FVR,0040003519,DFIB SC VIRTUOS,"$108,077.10",,,,,,,,,,,,,,,,,,,
FVR,0040003527,DFIB SECURA DR,"$105,764.22",,,,,,,,,,,,,,,,,,,
FVR,0040003535,DFIB SECURA VR,"$60,509.53",,,,,,,,,,,,,,,,,,,
FVR,0040003550,DFIB TELIGEN VR,"$86,497.15",,,,,,,,,,,,,,,,,,,
FVR,0040003568,DFIB TELIGEN DR,"$97,694.68",,,,,,,,,,,,,,,,,,,
FVR,0040003584,DFIB UNIFY,"$72,535.65",,,,,,,,,,,,,,,,,,,
FVR,0040003592,DFIB UNIFY,"$69,552.05",,,,,,,,,,,,,,,,,,,
FVR,0040003626,IMP PCKET ADPTR,"$2,461.77",,,,,,,,,,,,,,,,,,,
FVR,0040003642,IMP REVEAL LINQ,"$15,740.61",,,,,,,,,,,,,,,,,,,
FVR,0040003667,LD ATTAIN UNIPL,"$12,838.18",,,,,,,,,,,,,,,,,,,
FVR,0040003675,LD ATTAIN 4196,"$9,367.35",,,,,,,,,,,,,,,,,,,
FVR,0040003683,LD ATTAIN PERFR,"$8,040.89",,,,,,,,,,,,,,,,,,,
FVR,0040003717,LD COROX OTW,"$5,107.16",,,,,,,,,,,,,,,,,,,
FVR,0040003725,LD COROX OTW,"$9,138.77",,,,,,,,,,,,,,,,,,,
FVR,0040003741,LD COROX OTW,"$5,107.16",,,,,,,,,,,,,,,,,,,
FVR,0040003758,LD COROX OTW,"$5,107.16",,,,,,,,,,,,,,,,,,,
FVR,0040003790,LD DFIB ACUITY,"$5,799.13",,,,,,,,,,,,,,,,,,,
FVR,0040003808,LD DFIB ACUITY,"$6,717.60",,,,,,,,,,,,,,,,,,,
FVR,0040003816,LD DFIB ACUITY,"$5,503.52",,,,,,,,,,,,,,,,,,,
FVR,0040003873,LD DFIB DURATA,"$32,335.30",,,,,,,,,,,,,,,,,,,
FVR,0040003980,LD PM CAPSR SEN,"$2,893.37",,,,,,,,,,,,,,,,,,,
FVR,0040004004,LD PM DEXTRUS,"$3,216.92",,,,,,,,,,,,,,,,,,,
FVR,0040004012,LD PM DEXTRUS,"$2,191.07",,,,,,,,,,,,,,,,,,,
FVR,0040004020,LD PM DEXTRUS,"$1,988.69",,,,,,,,,,,,,,,,,,,
FVR,0040004053,LD PM ELAFIX,"$1,937.61",,,,,,,,,,,,,,,,,,,
FVR,0040004129,LD PM MYOPORE,"$1,699.15",,,,,,,,,,,,,,,,,,,
FVR,0040004186,LD PM SETROX S,"$1,801.15",,,,,,,,,,,,,,,,,,,
FVR,0040004244,PM ALTRUA DDDR,"$13,835.23",,,,,,,,,,,,,,,,,,,
FVR,0040004269,PM ADVANTIO DR,"$12,543.61",,,,,,,,,,,,,,,,,,,
FVR,0040004277,PM ADVANTIO SR,"$10,337.05",,,,,,,,,,,,,,,,,,,
FVR,0040004285,PM ADVANTIO DR,"$11,922.87",,,,,,,,,,,,,,,,,,,
FVR,0040004293,PM ASSURITY,"$16,234.45",,,,,,,,,,,,,,,,,,,
FVR,0040004301,PM ASSURITY,"$37,033.60",,,,,,,,,,,,,,,,,,,
FVR,0040004319,PM ADVISA,"$18,589.85",,,,,,,,,,,,,,,,,,,
FVR,0040004343,PM AZURE XT DR,"$28,412.16",,,,,,,,,,,,,,,,,,,
FVR,0040004483,PM CONSULTA,"$28,288.16",,,,,,,,,,,,,,,,,,,
FVR,0040004491,PACEMAKER CONTK,"$36,121.94",,,,,,,,,,,,,,,,,,,
FVR,0040004509,PACEMAKER CONTK,"$30,078.06",,,,,,,,,,,,,,,,,,,
FVR,0040004525,PM DC ACCENT,"$15,932.30",,,,,,,,,,,,,,,,,,,
FVR,0040004566,PM DC ALTRUA 60,"$27,656.91",,,,,,,,,,,,,,,,,,,
FVR,0040004574,PM DC ALTRUA 60,"$28,506.57",,,,,,,,,,,,,,,,,,,
FVR,0040004582,PM ALLURE QUAD,"$23,904.93",,,,,,,,,,,,,,,,,,,
FVR,0040004608,PM ESSENTIO,"$20,979.73",,,,,,,,,,,,,,,,,,,
FVR,0040004616,PM ESSENTIO SR,"$9,068.35",,,,,,,,,,,,,,,,,,,
FVR,0040004624,PM ESSENTIO EL,"$11,302.72",,,,,,,,,,,,,,,,,,,
FVR,0040004632,PM ESSENTIO DR,"$10,994.07",,,,,,,,,,,,,,,,,,,
