Hospital Name:  Huntington Memorial Hospital ,,,,,Price Differences:,
00305052,ULTRASOUND 1ST TIME MATERNITY,1328.35,,,,
00305060,ULTRASOUND REPEAT MATERNITY,522.97,,,,
00305094,AMNIOCENTESIS MATERNITY,824.57,,,,
00306118,Yes - L&D Circumcision,1959.62,,,,
00306124,Yes - Transcutaneous Bilirubin,157.85,,,,
00308130,Yes - L&D Ultrasound for Fluid Index,1009.36,,,,
00308131,Ultrasound guided - Insertion Interventions:,1754.83,,,,
00350222,ABDOMINAL HYSTERECTOMY,7768.85,,,,
00351333,Yes - L&D Ultrasound - Fetal ECHO,1602.95,,,,
00351344,Yes - L&D Ultrasound - DRI,962.38,,,,
00351355,BIOPHYSICAL PROFILE W/NST,1054.72,,,,
00351356,BIOPHYSICAL PROFILE W/O NST,896.74,,,,
00351357,L&D OUTPATENT LEVEL I,303.99,,,,
00351358,L&D OUTPATIENT LEVEL II,467.22,,,,
00351359,L&D OUTPATIENT LEVEL III,741.22,,,,
00351362,L&D OUTPATIENT LEVEL IV,1291.01,,,,
00351363,IV INF.HYDRATION INITIAL 31MINS UP TO 1 HR,387.12,,,,
00351364,IV Infus.Hydration ea Add'l 30mins &> 1hr,276.87,,,,
00351365,"IV Thpy,Prophylaxis Initial 16mins up to 1hr",305.62,,,,
00351366,"IV Thpy,Prophylaxis ea add'l 30mins &>1hr",291.96,,,,
00351367,IV THPY ADDL INFUSON UP TO 1HR,274.81,,,,
00351368,"IV THERAPY,CONCURRENT INFUSION (ONE PER DAY)",274.81,,,,
00351370,Block Epidural - Anesthesia Charge,4534.06,,,,
00351371,Surgery Caselevel:Level 1 L&D first 60 min,10109,,,,
00351372,Surgery Caselevel:Level 1 L&D ea addl 15 min,2527.25,,,,
00351373,Surgery Caselevel:Level 2 L&D first 60 min,11039.83,,,,
00351374,Surgery Caselevel:Level 2 L&D ea addl 15 min,2759.96,,,,
00351375,Surgery Caselevel:Level 3 L&D first 60 min,11970.62,,,,
00351376,Surgery Caselevel:Level 3 L&D ea addl 15 min,2992.65,,,,
00351377,Surgery Caselevel:Level 4 L&D first 60 min,12901.45,,,,
00351378,Surgery Caselevel:Level 4 L&D ea addl 15 min,3225.37,,,,
00370000,Yes - L&D Category Low (LWBS) OB Triage,138.3,,,,
00370001,Yes - L&D ED Category I Brief OB Triage,411.27,,,,
00370002,Yes - L&D Category II Limited OB Triage,632.12,,,,
00370003,Yes - L&D ED Category III Intermed OB Triage,1124.16,,,,
00370004,Yes - L&D ED Category IV Extended OB Triage,1748.36,,,,
00370005,Yes - L&D ED Category V Complex OB Triage,4330.31,,,,
00370006,Yes - L&D ED Category VI Critical Care OB,11370.7,,,,
00370007,Trauma Activation (OB ED),13355.36,,,,
00370008,Yes - L&D Amniocentesis OB Triage,824.57,,,,
00370009,Yes - L&D Cath Insertion Foley OB Triage,189.19,,,,
00370010,Yes - L&D Cath Insertion Temp OB Triage,189.19,,,,
00370011,Yes - L&D Contraction Stress Test OB Triage,600.27,,,,
00370012,Non Stress Test,677.28,,,,
00370013,Yes - L&D Collection: Finger Stick OB Triage,37.65,,,,
00370014,Yes - L&D Collection: Venous Draw OB Triage,11.06,,,,
00370015,Yes - L&D Injection IM/SQ OB Triage,121.03,,,,
00370016,US Obstetrical Transvaginal (OB ED),1323.02,,,,
00370017,Yes - L&D pH Body Fluid OB Triage,87.19,,,,
00370018,Yes - IV Inf.Hydration Initial 31min to 1Hr OB,387.12,,,,
00370019,Yes - IV Infus.Hydration ea Addl 30min&>1Hr OB,269.41,,,,
00370020,"Yes - IV Thpy,Prophylaxis Initial 16min to 1hr",284.04,,,,
00370021,"Yes - IV Thpy,Prophylaxis ea addl 30min&>1hr",271.35,,,,
00370022,Yes - L&D IV Thpy Addl Infusion up to 1hr OB,255.41,,,,
00370023,"Yes - IV Thpy,Concurrent Infusion(1per day)OB",255.41,,,,
00370024,"Yes - L&D IV Push, Single or Initial OB Triage",283.48,,,,
00370025,Yes - L&D Ea Addl Seq IV Push New RX OB Triage,121.03,,,,
00370026,Yes - L&D Ea Add IV Push Same RX>31 Min OB,121.03,,,,
00395095,AMNIOTIC FLUID INDEX,1328.35,,,,
00409045,Thoracentesis - Minor,886.09,,,,
00409046,Cardioversion - Minor,3736.56,,,,
00409048,Bronchoscopy Flexible - Minor,2241.17,,,,
00409051,Tattooing Nipple Areola - Minor,1428.7,,,,
00409052,SUR PSH Consult,151.1,,,,
00409055,ABDOMINAL PARACENTESIS - MINOR,886.09,,,,
00409056,BIOPSY - MINOR,886.09,,,,
00409057,BIOPSY BONE - MINOR,886.09,,,,
00409058,BIOPSY BONE MARROW - MINOR,886.09,,,,
00409059,BLOCK NERVE - MINOR,886.09,,,,
00409060,BRONCHOSCOPY FLEXIBLE - MINOR,2241.17,,,,
00409061,BRONCHOSCOPY NAVIGATIONAL - MINOR,2082.87,,,,
00409062,CARDIOVERSION - MINOR,3736.56,,,,
00409063,CYSTOSCOPY URODYNAMICS - MINOR,886.09,,,,
00409064,EXCISION LESION - MINOR,886.09,,,,
00409065,EXCISION MASS - MINOR,886.09,,,,
00409066,INJECTION BLOOD PATCH EPIDURAL - MINOR,886.09,,,,
00409067,MICROWAVE THERMOTHERAPY PROSTATE TRANSURETHRAL - MINOR,8083.18,,,,
00409068,TATTOOING NIPPLE AREOLA - MINOR,1428.7,,,,
00409069,THORACENTESIS - MINOR,886.09,,,,
00409070,ECHO TRANSESOPHAGEAL - MINOR,5372.01,,,,
00409071,"Bravo pH Recording, Analysis & Interpretation",1620.63,,,,
00409072,ManoScan HR Manometry & 24 Hr pH,PANEL,,,,
00409073,ManoScan HR Manometry & 24 Hr pH w Impedance,PANEL,,,,
00409074,ManoScan HR Manometry w 24 Hr pH & Impedance Analysis &  Interpretation,1551.23,,,,
00409075,ManoScan HR Manometry w 24 Hr pH Analysis & Interpretation,1106.83,,,,
00409076,Bronchoscopy EBUS - Minor,5617.87,,,,
00409077,Ultrasound Intraoperative,1956.8,,,,
00409078,ManoScan HR Manometry,PANEL,,,,
00409079,Esophageal Motility Study W Interp Rpt,4602.88,,,,
00409080,Esophageal Impedance Function Test,861.8,,,,
00409081,EGD w Bravo pH Electrode Placement,3433.72,,,,
00409519,Bronchoscopy Navigational - Minor,2082.87,,,,
00420015,PACU Time 1-60 min,923.36,,,,
00420016,PACU Time 61 - 120 min,1296.89,,,,
00420017,PACU Time 121 - 180 min,1772.49,,,,
00420018,PACU Time Over 180 min,2292.14,,,,
00420019,PACU Recovery Level 1 Endo First 60 min,923.36,,,,
00420020,PACU Recovery Level 1 Endo Addtl 15,230.84,,,,
00420021,PACU Recovery Level 2 Endo First 60 min,1296.89,,,,
00420022,PACU Recovery Level 2 Endo Addtl 15,324.23,,,,
00420023,PACU Recovery Level 3 Endo First 60 min,1772.49,,,,
00420024,PACU Recovery Level 3 Endo Addtl 15,443.12,,,,
00420025,PACU Recovery Level 4 Endo First 60 min,2292.14,,,,
00420026,PACU Recovery Level 4 Endo Addtl 15,573.03,,,,
00450020,pH Study,1176.05,,,,
00450023,Biofeedback.,1416.64,,,,
00450039,Electromyography Anal,376.61,,,,
00450041,PICC insertion 5yrs plus,4889.04,,,,
00450042,PICC insertion less than 5 yrs,5632.6,,,,
00450043,DECLOTTING THROMBO AGENT,706.91,,,,
00450046,Surgery Caselevel:Level 1 Endo first 60 min,2692.09,,,,
00450047,Surgery Caselevel:Level 1 Endo ea addl 15 min,672.5,,,,
00450048,Surgery Caselevel:Level 2 Endo first 60 min,3735.34,,,,
00450049,Surgery Caselevel:Level 2 Endo ea addl 15 min,933.84,,,,
00450050,Surgery Caselevel:Level 3 Endo first 60 min,4762.13,,,,
00450051,Surgery Caselevel:Level 3 Endo ea addl 15 min,1190.53,,,,
00450052,Surgery Caselevel:Level 4 Endo first 60 min,6357.34,,,,
00450053,Surgery Caselevel:Level 4 Endo ea addl 15 min,1589.34,,,,
00450059,Cardioversion,3736.56,,,,
00450060,Surgery Caselevel:EUS Level 1 first 60 min,5302.43,,,,
00450061,Surgery Caselevel:EUS Level 1 ea addl 15 min,1325.61,,,,
00450062,Surgery Caselevel:EUS Level 2 first 60 min,7028.63,,,,
00450063,Surgery Caselevel:EUS Level 2 ea addl 15 min,1757.15,,,,
00450064,Surgery Caselevel:EUS Level 3 first 60 min,7239.11,,,,
00450065,Surgery Caselevel:EUS Level 3 ea addl 15 min,1809.82,,,,
00450066,ENDO Remote Case,3558.63,,,,
00450067,ENDO Cancel Case,144.37,,,,
00500025,Miscellaneous Test,PANEL,,,,
00501007,SPECIMEN: Blood,11.9,3.75,,,
00501049,99000 PROCFEE,54.54,6.28,,,
00501061,FISH-NeoGenomics,PANEL,,,,
00501200,Maternal Draw,11.9,3.75,,,
00501250,TISSUE PROC HOMOGEN FOR CULT,58.86,9.08,,,
00501270,Mold Identification (Manual ID),147.68,15.93,,,
00501280,Yeast ID Panel (Phoenix),147.68,15.93,,,
00502013,Gram Stain,97.43,6.59,,,
00502021,Blood Culture,399.64,15.93,,,
00502047,Fungal Blood Culture,279.74,25.58,,,
00502088,Stool Culture,344.66,14.58,,,
00502092,"Campylobacter Antigen, Stool",179.56,18.5,,,
00502112,Cerebrospinal Fluid Culture and Gram Stain,PANEL,,,,
00502115,Fungal CSF Culture & India Ink,PANEL,,,,
00502121,Respiratory Syncytial Virus RSV,239.74,18.5,,,
00502139,Respiratory Viruses DFA-ARUP,77.6,,,,
00502146,AFB Blood Culture,337.04,16.68,,,
00502147,Quantiferon-TB Gold in Tube-ARUP,54.25,,,,
00502153,Herpes Simplex Virus Culture-ARUP,PANEL,,,,
00502156,Herpes Simplex Virus Culture ARUP,13.35,,,,
00502157,"Herpes Simplex Virus Culture, additional study ARUP",13.35,,,,
00502211,Strep A Antigen Direct (Rapid Test),297.18,20.66,,,
00502237,India ink,146.92,7.28,,,
00502245,Wet Mount,146.92,7.28,,,
00502251,Fungus Culture,212.21,12.98,,,
00502260,Rotavirus Direct Detection Stool,215.43,18.5,,,
00502278,Eosinophils (Wright Stain),97.94,6.59,,,
00502294,Legionella species Culture-ARUP,36.75,,,,
00502302,Acid Fast Bacilli Smear Only,97.94,8.31,,,
00502311,Acid Fast Bacilli Culture and AFB Stain,PANEL,,,,
00502326,Calprotectin Stool-ARUP,137.25,,,,
00502335,Vancomycin Screen Plate,40.95,7.33,,,
00502336,Vancomycin,40.95,,,,
00502337,Vancomycin,44.02,,,,
00502338,"Fungal Culture, Skin, Hair, Nails",212.21,11.89,,,
00502340,"Norovirus, Groups 1 and 2 by PCR-ARUP",PANEL,,,,
00502341,Norovirus 1 Pertussis CR STL-ARUP,116.37,,,,
00502342,Norovirus 2 Pertussis CR STL-ARUP,116.37,,,,
00502344,ANID,224.11,12.46,,,
00502350,"PRESUMPTIVE ID, AEROBIC",68.38,12.49,,,
00502427,Urine Culture,319.7,12.45,,,
00502450,Legionella pneumophila by DFA-ARUP,36.75,,,,
00502452,Legionella pneumophila 1-6 IgG Antibody-ARUP,11.1,,,,
00502453,Legionella pneumophila 1-6 IgM Antibody-ARUP,11.1,,,,
00502454,Myeloperox IgG Antibodies-ARUP,14.4,,,,
00502460,Wound Culture and Gram Stain,PANEL,,,,
00502480,"Beta Strep B Screen Culture, Genital",133.86,10.23,,,
00502490,"Beta Strep A Screen Culture, Throat",133.86,10.23,,,
00502500,Screen for Specified Organism,133.86,10.23,,,
00502512,Bordetella pertussis Culture-ARUP,40.13,,,,
00502581,Scabies Detection Skin,137.36,6.59,,,
00502591,Cytomegalovirus Rapid Culture-ARUP,PANEL,,,,
00502625,H pylori Screen,133.86,10.23,,,
00502632,Cryptosporidium Screen,PANEL,,,,
00502634,CONCENTRATIONS FOR SPEC AGNT,215.43,10.3,,,
00502770,AFBWORKUP,114.77,9.14,,,
00502812,Influenza A Virus H1/H3 Subtyping by RT-PCR-ARUP,216.13,,,,
00502828,INFLUENZA A/B VIR AG DET. DIR.,124.91,20.69,,,
00502831,Influenza A&B Antigen Detection,PANEL,,,,
00502835,"Influenza A, B Virus IgG, IgM Abs-ARUP",PANEL,,,,
00503011,Acid Phosphatase Total-ARUP,9.3,,,,
00503029,Albumin Level Body Fluid,130.59,9.73,,,
00503037,Albumin Level,118.15,7.64,,,
00503040,Prealbumin,179.56,22.51,,,
00503045,Immunofixation Electrophoresis Serum,PANEL,,,,
00503053,Aldolase-ARUP,7.69,,,,
00503060,Immunofixation Electrophoresis 24 Hour Urine,PANEL,,,,
00503078,Cancer Antigen 125,244.77,32.13,,,
00503088,"CA 15-3, Cancer Antigen - Breast-ARUP",13.48,,,,
00503099,Cancer Antigen-GI (CA 19-9)-ARUP,14.58,,,,
00503100,Creatine Kinase,158.1,10.05,,,
00503105,Creatine Kinase Isoenzymes-ARUP,PANEL,,,,
00503111,Cancer Antigen 27.29-ARUP,17.9,,,,
00503128,"Amino Acids Quantitative, Plasma-ARUP",94.88,,,,
00503144,Ammonia Level,247.26,22.49,,,
00503152,Cyclosporine A-ARUP,26.95,,,,
00503160,Sirolimus by Tandem Mass Spectrometry-ARUP,40,,,,
00503169,Amylase Level,227.27,10,,,
00503177,Amylase Level Body Fluid,227.27,10,,,
00503185,Aspartate Aminotransferase,118.15,7.99,,,
00503193,Alanine Aminotransferase,118.15,8.18,,,
00503235,Bicarbonate Level,118.15,7.54,,,
00503240,MICROALBUMIN - RANDOM URINE,125.69,8.93,,,
00503241,Microalbumin Urine,PANEL,,,,
00503250,Bilirubin Total,118.15,7.74,,,
00503276,Blood Urea Nitrogen,118.15,6.1,,,
00503284,Alkaline Phosphatase,118.15,7.99,,,
00503290,Urea Nitrogen Urine,118.15,6.1,,,
00503310,Creatinine Body Fluid,118.15,7.99,,,
00503320,Hepatitis A Antibody IgM,279.74,17.38,,,
00503340,HIV-1 RNA Qnt By Real-Time PCR-ARUP,100,,,,
00503360,Fetal Fibronectin,829.39,99.4,,,
00503380,Calcium Level Urine,118.15,7.96,,,
00503390,LDL direct,145.94,14.73,,,
00503391,LDL Cholesterol Direct-ARUP,PANEL,,,,
00503395,LDL Subclasses-ARUP,PANEL,,,,
00503396,LIPOPROTEIN SUBCLASSES-ARUP,30.5,,,,
00503397,CHOLESTEROL-ARUP,30.5,,,,
00503409,Calcium Level Total,118.15,7.96,,,
00503417,Calcium Level Ionized,149.42,21.1,,,
00503433,Calcitonin-ARUP,21.78,,,,
00503443,Carotene Level-ARUP,15.2,,,,
00503458,Ceruloplasmin-ARUP,8.35,,,,
00503466,C-1-Esterase Inhibitor Functional-ARUP,25.13,,,,
00503474,Chloride Level,121.63,7.1,,,
00503490,Chloride Level Urine,121.63,7.76,,,
00503524,Cholesterol Total,118.15,6.71,,,
00503532,Cholinesterase RBC and Hb Ratio-ARUP,16.5,,,,
00503540,Pseudocholinesterase Dib Inhib-ARUP,9.6,,,,
00503565,"Complement Activity, Total EIA-ARUP",13.38,,,,
00503631,Creatinine,118.15,7.91,,,
00503649,CREATININE RANDOM URINE,138.88,9.24,,,
00503672,Cryoglobulin,93.82,9.98,,,
00503698,Amylase Level Urine,229.79,10,,,
00503748,Gamma Glutamyl Transferase,118.15,11.11,,,
00503755,Gastrin Level-ARUP,14.73,,,,
00503854,Magnesium Level,202.42,10.34,,,
00503855,Magnesium Level Urine,202.42,10.34,,,
00503858,"Magnesium, RBC-ARUP",36.88,,,,
00503862,Glucose Body Fluid,174.85,6.06,,,
00503888,Glucose Cerebrospinal Fluid,174.85,6.06,,,
00503961,Iron Level,119.89,9.99,,,
00504019,HLA-B27-ARUP,32.5,,,,
00504043,Valproic Acid Level,302.19,20.9,,,
00504068,DHEA Sulfate-ARUP,9,,,,
00504076,Lactic Acid,209.78,16.49,,,
00504085,Lamotrigine Level-ARUP,18.05,,,,
00504101,Free T3,129.17,26.15,,,
00504107,"Triiodothyronine, Reverse by TMS - ARUP",23.83,,,,
00504118,Intrinsic Factor Blocking Antibody-ARUP,23.54,,,,
00504134,Prostate Specific Antigen,146.92,28.39,,,
00504142,Citric Acid Urine-ARUP,13.03,,,,
00504159,Lactate Dehydrogenase Body Fluid,118.15,9.31,,,
00504167,Lipase Level,217.29,10.64,,,
00504177,Osteocalcin by ECIA-ARUP,40.13,,,,
00504210,Free T4,161.47,13.91,,,
00504240,Acute Hepatitis Panel,691.49,73.51,,,
00504258,5' Nucleotidase-ARUP,14.03,,,,
00504266,Osmolality,222.27,10.2,,,
00504274,Osmolality Urine,154.62,10.53,,,
00504290,Protein Body Fluid,204.79,5.66,,,
00504308,Protein Total,176.3,5.66,,,
00504310,Renal Function Panel,300.57,13.4,,,
00504322,Protein C Total Antigen-ARUP,14.7,,,,
00504333,"Protein C, Functional-ARUP",26.75,,,,
00504344,Protein S Total Antigen-ARUP,22.28,,,,
00504355,"Protein S, Functional-ARUP",38.1,,,,
00504381,Protein Cerebrospinal Fluid,204.79,5.66,,,
00504420,Troponin-I,362.39,15.59,,,
00504430,Myoglobin,237.27,19.94,,,
00504449,Glucose Fasting,121.63,6.06,,,
00504450,Gestational Diabetes Screen,169.84,7.33,,,
00504555,Phosphorus,132.1,7.31,,,
00504558,Phosphorus Level Urine,151.16,7.99,,,
00504613,Potassium Level,171.4,7.1,,,
00504621,Potassium Level Urine,121.63,6.65,,,
00504662,Protein Urine,142.46,5.66,,,
00504688,Serotonin Level-ARUP,37.5,,,,
00504712,Sodium Level,174.85,7.43,,,
00504720,Sodium Level Urine,121.63,7.5,,,
00504787,Triglycerides,121.63,8.86,,,
00504803,Uric Acid,121.63,6.98,,,
00504804,Uric Acid Urine,121.63,6.98,,,
00504845,Glucose level,121.63,6.06,,,
00504846,POC Whole Blood Glucose,101.21,6.3,,,
00504847,Glucose Urine,121.63,6.06,,,
00504854,Vitamin A (Retinol)-ARUP,13.38,,,,
00504860,Vitamin C Level-ARUP,22.38,,,,
00504877,"Vitamin D, 1,25-Dihydroxy-ARUP",24.7,,,,
00504888,Vitamin D 25 Hydroxy Level,176.3,45.69,,,
00504892,Thyroglobulin Antibody-ARUP,11.55,,,,
00504894,Myoglobin Urine-ARUP,12.9,,,,
00504928,Lactate Dehydrogenase,118.15,9.31,,,
00504937,Librium and Nordiazepam Levels-ARUP,41.4,,,,
00504938,Librium ARUP Panel,21.26,,,,
00504939,Librium/Nordiazepam ARUP Panel,21.26,,,,
00504944,Vitamin E-ARUP,15.4,,,,
00504977,Cholesterol High Density Lipid,145.94,12.65,,,
00505008,TORCH IgM Antibodies-ARUP,PANEL,,,,
00505016,Entamoeba Antigen by EIA-ARUP,22.23,,,,
00505032,Alpha-1-Antitrypsin,12.48,,,,
00505057,DNase-B Antibody-ARUP,10.38,,,,
00505099,Anti U1-snRNP,279.74,27.68,,,
00505103,Histoplasma Antigen-ARUP,123,,,,
00505116,Antistreptolysin O Screen-ARUP,9.9,,,,
00505123,Thyroglobulin Antibody,267.29,24.55,,,
00505149,Anti-SCL-70,279.74,27.68,,,
00505150,Coxsackie B1 Virus Antibodies-ARUP Panel,21.22,,,,
00505151,Coxsackie B2 Virus Antibodies-ARUP Panel,21.22,,,,
00505152,Coxsackie B3 Virus Antibodies-ARUP Panel,21.22,,,,
00505153,Coxsackie B4 Virus Antibodies-ARUP Panel,21.22,,,,
00505154,Coxsackie B5 Virus Antibodies-ARUP Panel,21.22,,,,
00505155,Coxsackie B6 Virus Antibodies-ARUP Panel,21.22,,,,
00505157,Coxsackie B Virus Antibodies-ARUP,PANEL,,,,
00505159,Coxsackie A Serotype 9 Titer-ARUP,77.7,,,,
00505192,Albumin CSF ARUP Panel,9.2,,,,
00505193,Albumin Serum ARUP Panel,9.2,,,,
00505194,"IGG, CSF ARUP Panel",17.9,,,,
00505195,"IGG, Serum ARUP Panel",13.7,,,,
00505206,Cold Agglutinins,258.87,12.44,,,
00505215,Oligoclonal Band Profile-ARUP,PANEL,,,,
00505222,C3 Complement,172.34,18.51,,,
00505230,C4 Complement,172.34,18.51,,,
00505248,C-Reactive Protein high sensitivity,258.87,19.98,,,
00505263,"Cysticercosis IgG Ab by ELISA, CSF-ARUP",21.05,,,,
00505273,"Cytomegalovirus IgG, IgM Ab-ARUP",PANEL,,,,
00505289,Alpha Fetoprotein Tumor Marker,152.9,25.89,,,
00505293,Ehrlichia chaffeensis IgG Ab-ARUP,14.19,,,,
00505294,Ehrlichia chaffeensis IgM Ab-ARUP,12.6,,,,
00505325,West Nile Virus Ab IgG-ARUP,16.73,,,,
00505326,West Nile Virus Ab IgG CSF-ARUP,22.08,,,,
00505327,West Nile Virus IgM Antibody-ARUP,16.73,,,,
00505328,West Nile Virus IgM Ab CSF-ARUP,22.08,,,,
