C67,Other operations on ciliary body,,735,,£750,
C69,Other operations on anterior chamber of eye,633,,£646,,
C73,Incision of capsule of lens,1004,,"£1,025",,
C74,Other extraction of lens,2386,,"£2,436",,
C79,Operations on vitreous body,1545,"2,667","£1,577","£2,723",
C82,Destruction of lesion of retina,1474,,"£1,504",,
C86,Other operations on eye,990,,"£1,010",,
C89,Operations on posterior segment of eye,1330,,"£1,358",,
D01,Excision of external ear,1508,"3,054","£1,540","£3,118",
D02,Extirpation of lesion of external ear,1201,,"£1,226",,
D03,Plastic operations on external ear,1744,"2,674","£1,780","£2,730",
D05,Attachment of auricular prosthesis,,"3,350",,"£3,421",
D06,Other operations on external ear,1595,,"£1,629",,
D07,Clearance of external auditory canal,1144,"1,235","£1,168","£1,261",
D08,Other operations on external auditory canal,1112,"3,013","£1,136","£3,076",
D10,Exenteration of mastoid air cells,3600,"4,394","£3,675","£4,486",
D12,Other operations on mastoid,2017,"2,960","£2,059","£3,022",
D13,Attachment of bone anchored hearing prosthesis,2983,,"£3,046",,
D14,Repair of eardrum,2539,"3,016","£2,592","£3,079",
D15,Drainage of middle ear,1116,"1,444","£1,139","£1,475",
D16,Reconstruction of ossicular chain,2722,"4,431","£2,779","£4,524",
D17,Other operations on ossicle of ear,,"2,882",,"£2,942",
D19,Extirpation of lesion of middle ear,1373,,"£1,402",,
D20,Other operations on middle ear,1264,"1,768","£1,291","£1,805",
D26,Operations on vestibular apparatus,,"2,964",,"£3,026",
D28,Other operations on ear,1126,,"£1,149",,
E02,Plastic operations on nose,1438,"1,963","£1,468","£2,004",
E03,Operations on septum of nose,1246,"1,763","£1,273","£1,800",
E04,Operations on turbinate of nose,1311,"1,821","£1,338","£1,859",
E05,Surgical arrest of bleeding from internal nose,1376,,"£1,405",,
E07,Other plastic operations on nose,1305,"2,323","£1,333","£2,372",
E08,Other operations on internal nose,1639,"2,468","£1,674","£2,520",
E09,Operations on external nose,1130,"1,451","£1,154","£1,481",
E10,Other operations on nose,1430,,"£1,460",,
E12,Operations on maxillary antrum using sublabial approach,1514,"2,946","£1,546","£3,008",
E13,Other operations on maxillary antrum,1488,"2,625","£1,520","£2,681",
E14,Operations on frontal sinus,1757,"2,562","£1,794","£2,615",
E16,Other operations on frontal sinus,347,,£355,,
E17,Operations on unspecified nasal sinus,,"1,953",,"£1,994",
E20,Operations on adenoid,2128,"2,151","£2,173","£2,196",
E23,Other open operations on pharynx,,"13,398",,"£13,679",
E24,Therapeutic endoscopic operations on pharynx,1895,"1,946","£1,935","£1,987",
E25,Diagnostic endoscopic examination of pharynx,1290,"2,054","£1,317","£2,097",
E27,Other operations on pharynx,1437,"1,973","£1,468","£2,015",
E28,Operations on cricopharyngeus muscle,,"2,083",,"£2,127",
E29,Excision of larynx,,"19,277",,"£19,682",
E33,Other open operations on larynx,,"2,384",,"£2,434",
E34,Microtherapeutic endoscopic operations on larynx,1435,"2,168","£1,465","£2,213",
E35,Other therapeutic endoscopic operations on larynx,1680,"1,852","£1,715","£1,891",
E36,Diagnostic endoscopic examination of larynx,1353,"2,256","£1,382","£2,303",
E37,Diagnostic microendoscopic examination of larynx,1480,"1,922","£1,511","£1,962",
E38,Other operations on larynx,632,"2,479",£645,"£2,531",
E41,Open placement of prosthesis in trachea,,"2,145",,"£2,190",
E42,Exteriorisation of trachea,1359,"8,325","£1,387","£8,500",
E48,Therapeutic fibreoptic endoscopic operations on lower respiratory tract,914,"1,731",£933,"£1,767",
E49,Diagnostic fibreoptic endoscopic examination of lower respiratory tract,714,,£729,,
E50,Therapeutic endoscopic operations on lower respiratory tract using rigid sigmoidoscopy,1188,,"£1,212",,
E59,Other operations on lung,788,"1,314",£805,"£1,342",
E63,Diagnostic endoscopic examination of mediastinum,868,"1,745",£886,"£1,782",
E91,Oximetry testing,301,,£308,,
F02,Extirpation of lesion of lip,637,,£651,,
F05,Other repair of lip,882,"1,004",£901,"£1,025",
F06,Other operations on lip,333,,£340,,
F09,Surgical removal of tooth,918,"1,863",£937,"£1,902",
F10,Simple extraction of tooth,1066,"1,886","£1,088","£1,925",
F11,Preprosthetic oral surgery,883,"3,786",£901,"£3,866",
F12,Surgery on apex of tooth,516,"2,317",£527,"£2,365",
F13,Restoration of tooth,2005,,"£2,047",,
F14,Orthodontic operations,1438,,"£1,468",,
F15,Other orthodontic operations,1212,,"£1,237",,
F16,Other operations on tooth,1583,"1,935","£1,616","£1,976",
F18,Excision of dental lesion of jaw,1185,"2,402","£1,210","£2,453",
F20,Operations on gingiva,540,"1,138",£552,"£1,161",
F22,Excision of tongue,,"21,675",,"£22,130",
F23,Extirpation of lesion of tongue,717,"6,923",£732,"£7,069",
F24,Incision of tongue,649,"2,108",£663,"£2,153",
F26,Other operations on tongue,1312,,"£1,339",,
F28,Extirpation of lesion of palate,799,"9,281",£816,"£9,476",
F32,Other operations on palate,619,"1,661",£632,"£1,695",
F34,Excision of tonsil,1280,"1,716","£1,307","£1,752",
F36,Other operations on tonsil,1324,"1,929","£1,351","£1,970",
F38,Extirpation of lesion of other part of mouth,577,"11,360",£589,"£11,599",
F39,Reconstruction of other part of mouth,,"32,270",,"£32,948",
F42,Other operations on mouth,490,"5,276",£500,"£5,386",
F43,Other examinations of mouth,1214,"1,887","£1,239","£1,926",
F44,Excision of salivary gland,1255,"4,484","£1,281","£4,578",
F45,Extirpation of lesion of salivary gland,1141,"2,870","£1,165","£2,931",
F48,Other operations on salivary gland,668,,£682,,
F51,Open extraction of calculus from salivary duct,1109,,"£1,132",,
F55,Dilation of salivary duct,1592,,"£1,625",,
F58,Other operations on salivary duct,1333,,"£1,361",,
F63,Insertion of dental prosthesis,865,,£884,,
G10,Open operations on varices of oesophagus,239,,£244,,
G14,Fibreoptic endoscopic extirpation of lesion of oesophagus,470,,£480,,
G15,Other therapeutic fibreoptic endoscopic operations,954,"2,760",£975,"£2,818",
G16,Diagnostic fibreoptic endoscopic examination of oesophagus,704,"2,152",£719,"£2,197",
G21,Other operations on oesophagus,1236,"2,333","£1,262","£2,382",
G33,Other connection of stomach to jejunum,,"21,016",,"£21,457",
G34,Artificial opening into stomach,404,"3,468",£413,"£3,540",
G38,Other open operations on stomach,,"3,335",,"£3,405",
G42,Other fibreoptic endoscopic extirpation of lesion ,1037,"2,194","£1,059","£2,240",
G43,Fibreoptic endoscopic extirpation of lesion of upper gastrointestinal tract,797,"4,065",£814,"£4,150",
G44,Other therapeutic fibreoptic endoscopic operations,930,"5,190",£950,"£5,299",
G45,Diagnostic fibreoptic endoscopic examination of upper gastrointestinal tract,621,"2,191",£634,"£2,237",
G47,Intubation of stomach,424,754,£433,£770,
G54,Therapeutic endoscopic operations on duodenum,699,,£714,,
G55,Diagnostic endoscopic examination of duodenum,1677,,"£1,713",,
G58,Excision of jejunum,,"4,215",,"£4,304",
G61,Bypass of jejunum,,"5,020",,"£5,126",
G69,Excision of ileum,,"13,821",,"£14,111",
G70,Open extirpation of lesion of ileum,,"3,696",,"£3,774",
G71,Bypass of ileum,,"29,481",,"£30,100",
G73,Attention to connection of ileum,,"5,339",,"£5,451",
G75,Attention to artificial opening into ileum,2494,"6,705","£2,547","£6,845",
H01,Emergency excision of appendix,,"3,274",,"£3,342",
H02,Other excision of appendix,,"2,268",,"£2,315",
H04,Total excision of colon and rectum,,"9,426",,"£9,624",
H05,Total excision of colon,,"9,510",,"£9,710",
H06,Extended excision of right hemicolon,,"14,549",,"£14,855",
H07,Other excision of right hemicolon,,"10,695",,"£10,920",
H08,Excision of transverse colon,,"12,960",,"£13,232",
H09,Excision of left hemicolon,,"12,146",,"£12,401",
H10,Excision of sigmoid colon,,"14,647",,"£14,954",
H11,Other excision of colon,,"8,009",,"£8,177",
H12,Extirpation of lesion of colon,703,,£717,,
H15,Other exteriorisation of colon,,"7,516",,"£7,674",
H17,Intra-abdominal manipulation of colon,,"47,393",,"£48,388",
H20,Endoscopic extirpation of lesion of colon,1180,"2,067","£1,205","£2,110",
H21,Other therapeutic endoscopic operations on colon,1394,"2,075","£1,423","£2,118",
H22,Diagnostic endoscopic examination of colon,843,"1,870",£861,"£1,910",
H23,Endoscopic extirpation of lesion of lower bowel using fibreoptic sigmoidoscope,918,"1,392",£937,"£1,421",
H24,Other therapeutic endoscopic operations on lower bowel using fibreoptic sigmoidoscope,,"3,007",,"£3,070",
H25,Diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope,651,"2,190",£665,"£2,236",
H26,Endoscopic extirpation of lesion of sigmoid colon using fibreoptic sigmoidoscope ,1083,,"£1,106",,
H27,Other therapeutic endoscopic operations on sigmoid colon using rigid sigmoidoscope ,1065,,"£1,087",,
H28,Diagnostic endoscopic examination of sigmoid colon using rigid sigmoidoscope,1094,"1,824","£1,117","£1,863",
H29,Subtotal excision of colon,,"15,492",,"£15,817",
H33,Excision of rectum,,"13,350",,"£13,631",
H34,Open extirpation of lesion of rectum,1117,,"£1,141",,
H36,Other abdominal operations for prolapse of rectum,,"4,494",,"£4,589",
H40,Operations on rectum through anal sphincter,,"3,814",,"£3,894",
H41,Other operations on rectum through anus,1478,"4,002","£1,509","£4,086",
H42,Perineal operations for prolapse of rectum,1226,"2,220","£1,252","£2,266",
H44,Manipulation of rectum,1069,"2,368","£1,091","£2,418",
H46,Other operations on rectum,1422,"2,021","£1,451","£2,063",
H48,Excision of lesion of anus,1436,"2,956","£1,466","£3,018",
H49,Destruction of lesion of anus,,"1,940",,"£1,981",
H51,Excision of haemorrhoid,1401,"1,954","£1,431","£1,995",
H52,Destruction of haemorrhoid,605,"1,776",£618,"£1,813",
H54,Dilation of anal sphincter,945,"2,393",£965,"£2,443",
H55,Other operations on perianal region,1302,"1,970","£1,329","£2,011",
H56,Other operations on anus,1146,"2,003","£1,170","£2,045",
H58,Drainage through perineal region,1139,"4,539","£1,163","£4,635",
H59,Excision of pilonidal sinus,1296,"1,639","£1,324","£1,673",
H60,Other operations on pilonidal sinus,960,"2,100",£980,"£2,145",
H66,Therapeutic operations on ileoanal pouch,,"3,086",,"£3,150",
H68,Diagnostic endoscopic examination of enteric pouch using colonoscope,1652,,"£1,687",,
J02,Partial excision of liver,,"11,384",,"£11,623",
J03,Extirpation of lesion of liver,,"11,331",,"£11,569",
J05,Incision of liver,,"9,888",,"£10,095",
J08,Therapeutic endoscopic operations on liver using laparoscope,,"7,081",,"£7,229",
J09,Diagnostic endoscopic examination of liver using laparoscope,,"3,463",,"£3,535",
J10,Transluminal operations on blood vessel of liver,,"6,013",,"£6,140",
J12,Other therapeutic percutaneous operations on liver,,"8,486",,"£8,665",
J13,Diagnostic percutaneous operations on liver,572,"2,495",£584,"£2,547",
J14,Other puncture of liver,,"1,325",,"£1,352",
J18,Excision of gall bladder,2761,"4,097","£2,819","£4,183",
J24,Therapeutic percutaneous operations on gall bladder,,945,,£965,
J29,Connection of hepatic duct,,"20,264",,"£20,690",
J32,Repair of bile duct,,"10,411",,"£10,630",
J33,Incision of bile duct,,"5,780",,"£5,901",
J34,Plastic repair of sphincter of Oddi using duodenal,,"3,011",,"£3,074",
J38,Endoscopic incision of sphincter of Oddi,2453,"4,104","£2,505","£4,190",
J39,Other therapeutic endoscopic operations on ampulla of vater,2516,"4,017","£2,569","£4,102",
J40,Endoscopic retrograde placement of prosthesis in bile duct,2539,"4,700","£2,592","£4,799",
J41,Other therapeutic endoscopic retrograde operations on bile duct,,"3,334",,"£3,404",
J42,Therapeutic endoscopic retrograde operations on pancreatic duct,,"2,910",,"£2,971",
J43,Diagnostic endoscopic retrograde examination of bile duct and pancreatic duct,2634,"3,468","£2,690","£3,541",
J44,Diagnostic endoscopic retrograde examination of bile duct and pancreatic duct,,"11,509",,"£11,751",
J45,Diagnostic endoscopic retrograde examination of pancreatic duct,,"4,114",,"£4,201",
J47,Therapeutic percutaneous insertion of prosthesis into bile duct,,"7,275",,"£7,428",
J48,Other therapeutic percutaneous operations on bile duct,,"4,886",,"£4,988",
J50,Percutaneous examination of bile duct,,"10,263",,"£10,479",
J53,Endoscopic ultrasound examination of bile duct,324,,£331,,
J56,Excision of head of pancreas,,"19,884",,"£20,302",
J57,Other partial excision of pancreas,,"10,435",,"£10,654",
J58,Extirpation of lesion of pancreas,,"11,786",,"£12,033",
J59,Connection of pancreatic duct,,"8,514",,"£8,693",
J65,Other open operations on pancreas,,"11,127",,"£11,360",
J67,Diagnostic percutaneous operations on pancreas,,"2,171",,"£2,216",
J69,Total excision of spleen,,"6,419",,"£6,554",
J73,Laparoscopic ultrasound examination of pancreas,,"3,703",,"£3,781",
J74,Endoscopic ultrasound examination of pancreas,664,"1,869",£678,"£1,908",
J76,Therapeutic percutaneous operations on bile duct,,"9,487",,"£9,686",
K44,Other replacement of coronary artery,643,,£657,,
K49,Transluminal balloon angioplasty of coronary artery,1066,"6,465","£1,088","£6,601",
K51,Diagnostic transluminal operations on coronary artery,735,"1,659",£751,"£1,694",
K59,Cardioverter defibrillator introduced through the vein,565,"2,469",£577,"£2,521",
K60,Cardiac pacemaker system introduced through vein,1289,"2,931","£1,316","£2,993",
K61,Other cardiac pacemaker system,786,"1,581",£803,"£1,614",
K63,Contrast radiology of heart,1258,"2,168","£1,284","£2,213",
K65,Catheterisation of heart,505,"1,115",£516,"£1,139",
K75,Percutaneous transluminal balloon angioplasty and stenting of coronary artery,2688,"3,466","£2,745","£3,539",
L16,Extra-anatomic bypass of aorta,,"13,086",,"£13,360",
L26,Transluminal operations on aorta,,"1,983",,"£2,025",
L27,Transluminal insertion of stent graft for aneurysmal segment of aorta,,"19,846",,"£20,263",
L29,Reconstruction of carotid artery,,"4,810",,"£4,911",
L30,Other open operations on carotid artery,,"2,112",,"£2,156",
L37,Reconstruction of subclavian artery,,"7,986",,"£8,153",
L39,Transluminal operations on subclavian artery,,"2,545",,"£2,599",
L43,Transluminal operations on renal artery,,"3,579",,"£3,654",
L47,Transluminal operations on other visceral branch of abdominal aorta,,"2,782",,"£2,840",
L51,Other bypass of iliac artery,,"10,156",,"£10,370",
L54,Transluminal operations on iliac artery,,"3,314",,"£3,384",
L57,Other replacement of aneurysmal femoral artery,,"8,907",,"£9,094",
L58,Other emergency bypass of femoral artery,,"13,858",,"£14,149",
L59,Other bypass of femoral artery,,"9,099",,"£9,290",
L60,Reconstruction of femoral artery,,"6,574",,"£6,712",
L62,Other open operations on femoral artery,,"4,029",,"£4,114",
L63,Transluminal operations on femoral artery,1351,"3,051","£1,380","£3,115",
L66,Other therapeutic transluminal operations on artery,,"2,521",,"£2,574",
L67,Excision of other artery,1718,,"£1,754",,
L68,Repair of other artery,,"3,080",,"£3,145",
L70,Other open operations on other artery,1388,"2,785","£1,417","£2,843",
L71,Therapeutic transluminal operations on other artery,,"6,979",,"£7,126",
L79,Other operations on vena cava,,"2,147",,"£2,192",
L84,Combined operations on varicose vein of leg,1664,"2,006","£1,699","£2,048",
L85,Ligation of varicose vein of leg,1198,"1,470","£1,223","£1,501",
L86,Injection into varicose vein of leg,1373,,"£1,402",,
L87,Other operations on varicose vein of leg,1521,"2,479","£1,553","£2,531",
L88,Transluminal operations on varicose vein of leg,1362,"2,212","£1,391","£2,258",
L91,Other vein related operations,311,"7,132",£318,"£7,282",
L93,Other open operations on vein,1902,,"£1,942",,
L95,Diagnostic transluminal operations on vein,2100,,"£2,144",,
M02,Total excision of kidney,,"10,383",,"£10,601",
M05,Open repair of kidney,,"6,851",,"£6,995",
M06,Incision of kidney,,"2,099",,"£2,143",
M09,Therapeutic endoscopic operations on calculus of kidney,1115,"7,472","£1,139","£7,629",
M10,Other therapeutic endoscopic operations on kidney,,"5,971",,"£6,096",
M11,Diagnostic endoscopic examination of kidney,,"3,014",,"£3,077",
M13,Percutaneous puncture of kidney,,"2,750",,"£2,808",
M14,Extracorporeal fragmentation of calculus of kidney,980,"3,492","£1,001","£3,565",
M15,Operations on kidney along nephrostomy tube track,,"2,892",,"£2,953",
M16,Other operations on kidney,,"2,946",,"£3,008",
M19,Urinary diversion,,"6,522",,"£6,659",
M25,Other open operations on ureter,,"7,015",,"£7,162",
M27,Therapeutic ureteroscopic operations on ureter,1751,"4,096","£1,788","£4,182",
M28,Other endoscopic removal of calculus from ureter,,"3,844",,"£3,925",
M29,Other therapeutic endoscopic operations on ureter,529,"4,946",£540,"£5,050",
M30,Diagnostic endoscopic examination of ureter,632,"3,486",£645,"£3,559",
M31,Extracorporeal fragmentation of calculus of ureter,1174,"3,836","£1,199","£3,916",
M33,Percutaneous ureteric stent procedures,,"2,269",,"£2,316",
M38,Open drainage of bladder,857,"3,515",£875,"£3,589",
M42,Endoscopic extirpation of lesion of bladder,1366,"3,284","£1,395","£3,352",
M43,Endoscopic operations to increase capacity of bladder,928,"2,928",£947,"£2,990",
M44,Other therapeutic endoscopic operations on bladder,953,"4,185",£973,"£4,273",
M45,Diagnostic endoscopic examination of bladder,465,"2,029",£474,"£2,072",
M47,Urethral catheterisation of bladder,702,"2,806",£716,"£2,865",
M48,Operations on bladder,385,,£393,,
M49,Other operations on bladder,304,"2,785",£310,"£2,843",
M53,Vaginal operations to support outlet of female bladder,1817,"2,664","£1,855","£2,720",
M56,Therapaeutic endoscopic operations on outlet of female bladder,1046,,"£1,068",,
M58, Other operations on outlet of female bladder,733,"1,152",£748,"£1,176",
M65, Endoscopic resection of outlet of male bladder,,"4,411",,"£4,503",
M66, Other therapeutic endoscopic operations on outlet of male bladder,,"3,181",,"£3,247",
M70, Other operations on outlet of male bladder,616,"2,036",£629,"£2,079",
M76,Therapeutic endoscopic operations on urethra,937,"2,350",£957,"£2,399",
M77,Diagnostic endoscopic examination of urethra,372,"1,761",£379,"£1,798",
M79,Other operations on urethra,807,"2,302",£824,"£2,350",
M81,Operations on urethral orifice,846,"1,964",£863,"£2,006",
N01, Extirpation of scrotum,1041,,"£1,063",,
N06, Other excision of testis,1860,"2,954","£1,899","£3,017",
N09, Other placement of testis in scrotum,1526,"2,461","£1,558","£2,512",
N10,Prosthesis of testis,,"1,663",,"£1,698",
N11, Operations on hydrocele sac,1336,"2,271","£1,364","£2,319",
N13, Other operations on testis,1535,,"£1,567",,
N15, Operations on epididymis,1526,"2,003","£1,558","£2,045",
N17,Excision of Vas deferens,1168,"1,169","£1,193","£1,193",
N19, Operations on varicocele,1213,"2,892","£1,238","£2,953",
N20, Other operations on spermatic cord,1902,"2,323","£1,942","£2,371",
N24, Operations on male perineum,,"1,940",,"£1,981",
N27, Extirpation of lesion of penis,857,"1,529",£875,"£1,561",
N28, Plastic operations on penis,1243,"2,018","£1,269","£2,061",
N30, Operations on prepuce,1271,"1,952","£1,298","£1,993",
N32,Other operations on penis,592,"2,370",£604,"£2,420",
O01,Transluminal coil embolisation of aneurysm of artery,,"11,217",,"£11,453",
O04,Other transluminal embolisation of aneurysm of artery,,"2,549",,"£2,602",
O17,Secondary closed reduction of fracture of bone and fixation,2630,"3,237","£2,685","£3,305",
O19,Other therapeutic endoscopic operations on other joint,1474,"2,777","£1,505","£2,835",
O21,Total prosthetic replacement of elbow joint using cement,,"3,831",,"£3,912",
O26,Other prosthetic replacement of head of radius,,"2,891",,"£2,951",
O27,Other stabilising operations on joint,2672,"4,273","£2,728","£4,362",
O29,Excision of bone,1927,"2,151","£1,967","£2,196",
P03, Operations on Bartholin gland,1268,"1,776","£1,294","£1,813",
P05, Excision of vulva,1349,"2,775","£1,377","£2,834",
P06, Extirpation of lesion of vulva,1369,"1,740","£1,397","£1,777",
P07,Repair of vulva,1689,,"£1,725",,
P09,Other operations on vulva,1233,"1,736","£1,259","£1,772",
P11,Extirpation of lesion of female perineum,1234,"2,455","£1,260","£2,506",
P13, Other operations on female perineum,1235,"1,794","£1,261","£1,832",
P15,Other operations on introitus of vagina,1252,,"£1,278",,
P17, Excision of vagina,1636,,"£1,670",,
P19,Excision of band of vagina,1157,,"£1,182",,
P20,Extirpation of lesion of vagina,1161,"1,454","£1,186","£1,484",
P22,Repair of prolapse of vagina and amputation of cervix uteri,,"2,667",,"£2,723",
P23, Other repair of prolapse of vagina,,"3,264",,"£3,332",
P24,Repair of vault of vagina,,"4,460",,"£4,553",
P25, Other repair of vagina,,"2,624",,"£2,679",
P26,Introduction of supporting pessary into vagina,914,"1,481",£933,"£1,512",
P29,Other operations on vagina,1074,"1,845","£1,096","£1,883",
P31,Operations on pouch of Douglas,1790,"1,954","£1,827","£1,995",
Q01,Excision of cervix uteri,1413,"2,175","£1,443","£2,220",
Q02, Destruction of lesion of cervix uteri,1368,"1,587","£1,396","£1,621",
Q03,Biopsy of cervix uteri,1377,"1,765","£1,406","£1,802",
Q05,Other operations on cervix uteri,1189,,"£1,214",,
Q07, Abdominal excision of uterus,2435,"4,332","£2,486","£4,423",
Q08, Vaginal excision of uterus,,"3,787",,"£3,866",
Q09,Other open operations on uterus,,"4,632",,"£4,730",
Q10,Curettage of uterus,924,,£943,,
Q11, Other evacuation of contents of uterus,1044,"1,396","£1,066","£1,426",
Q12, Intrauterine contraceptive device,1046,"1,958","£1,068","£1,999",
Q14,Introduction of abortifacient into uterine cavity,470,716,£480,£731,
Q15,Introduction of other substance into uterine cavit,,490,,£501,
Q16, Other vaginal operations on uterus,1403,"2,359","£1,432","£2,408",
Q17, Therapeutic endoscopic operations on uterus,1362,"1,791","£1,390","£1,829",
Q18, Diagnostic endoscopic examination of uterus,999,"1,630","£1,019","£1,664",
Q20, Other operations on uterus,917,"2,642",£936,"£2,697",
Q22, Bilateral excision of adnexa of uterus,2443,"4,292","£2,494","£4,382",
Q23,Unilateral excision of adnexa of uterus,2050,"3,452","£2,093","£3,524",
Q24,Other excision of adnexa of uterus,,"2,332",,"£2,381",
Q25,Partial excision of fallopian tube,,"2,805",,"£2,863",
Q27,Open bilateral occlusion of fallopian tubes,1426,"2,238","£1,456","£2,285",
Q32, Operations on fimbria,2010,"2,633","£2,052","£2,688",
Q35, Endoscopic bilateral occlusion of fallopian tubes,1582,"1,969","£1,616","£2,010",
Q36,Other endoscopic occlusion of fallopian tube,1133,,"£1,157",,
Q38, Other therapeutic endoscopic operations on fallop,1201,"4,561","£1,226","£4,657",
Q41,Other operations on fallopian tube,1426,"1,614","£1,456","£1,648",
Q43, Partial excision of ovary,1902,"4,758","£1,942","£4,858",
Q45,Repair of ovary,1841,,"£1,880",,
Q49,Therapeutic endoscopic operations on ovary,1697,"2,319","£1,733","£2,368",
Q52,Operations on broad ligament of uterus,912,"3,872",£931,"£3,953",
Q54,Operations on other ligament of uterus,1151,"1,359","£1,175","£1,387",
Q55,Other examination of female genital tract,987,"1,109","£1,008","£1,133",
R10,Other operations on amniotic cavity,1164,,"£1,188",,
R12,Operations on gravid uterus,,"1,267",,"£1,293",
R17,Elective caesarean delivery,,"2,251",,"£2,299",
R18,Other caesarean delivery,,"2,077",,"£2,121",
R22,Vacuum delivery,,"4,244",,"£4,333",
R24,Normal delivery,,"1,551",,"£1,583",
S01,Plastic excision of skin of head or neck,2264,"2,847","£2,312","£2,906",
S04,Other excision of skin,1134,"1,352","£1,158","£1,380",
S06,Other excision of lesion of skin,1168,"2,012","£1,193","£2,054",
S10,Other destruction of lesion of skin of head or neck,1602,,"£1,636",,
S12,Phototherapy to skin,764,769,£780,£785,
S13,Punch biopsy of skin,1033,,"£1,055",,
S15,Other biopsy of skin,1065,"4,657","£1,087","£4,754",
S24,Local flap of skin and muscle,,"3,602",,"£3,677",
S30,Other operations on flap of skin to head or neck,1422,,"£1,452",,
S35,Split autograft of skin,,"11,811",,"£12,059",
S37,Other graft of skin,,"6,216",,"£6,347",
S41,Suture of skin of head or neck,1361,,"£1,390",,
S42,Suture of skin of other site,1510,"18,080","£1,542","£18,459",
S43,Removal of repair material from skin,595,,£607,,
S44,Removal of other inorganic substance from skin,1585,"3,257","£1,618","£3,325",
S45,Removal of other substance from skin,1270,,"£1,297",,
S47,Opening of skin,1121,"2,016","£1,144","£2,058",
S49,Attention to skin expander in subcutaneous tissue,3029,"3,149","£3,093","£3,215",
S52,Introduction of therapeutic substance into subcutaneous tissue,957,,£977,,
S53,Introduction of substance into skin,618,,£631,,
S57,Exploration of other skin of other site,1224,"4,832","£1,250","£4,934",
S60,Other operations on skin,1319,,"£1,347",,
S62,Other operations on subcutaneous tissue,875,"1,124",£894,"£1,147",
S64,Extirpation of nail bed,1261,"2,225","£1,288","£2,272",
