HSP,CHARGE CODE,BILLING DESCRIPTION,HOSPITAL CHARGE,,,,,,,,,,,,,,,,,,,
MAN,0030702062,DX MAMMO+CAD,$504.19,,,,,,,,,,,,,,,,,,,
MAN,0030766422,US BREAST LTD,$772.90,,,,,,,,,,,,,,,,,,,
MAN,0030790810,BX BRST 1ST,"$4,745.36",,,,,,,,,,,,,,,,,,,
MAN,0030791826,BX BRST ADD,$348.48,,,,,,,,,,,,,,,,,,,
MAN,0030792816,PERC DEVC 1ST,$664.70,,,,,,,,,,,,,,,,,,,
MAN,0030792824,PERC DEVC ADD,$328.77,,,,,,,,,,,,,,,,,,,
MAN,0030792832,PERC BRST 1ST,$664.70,,,,,,,,,,,,,,,,,,,
MAN,0030792840,PERC BRST ADD,$328.77,,,,,,,,,,,,,,,,,,,
MAN,0030800155,LITHOTRIPSY,"$15,883.72",,,,,,,,,,,,,,,,,,,
MAN,0030805907,LITHOTRIPSY,"$12,966.98",,,,,,,,,,,,,,,,,,,
MAN,0030830103,SP PROC W/LITHO,"$2,293.26",,,,,,,,,,,,,,,,,,,
MAN,0031001761,NON-STRESS TEST,"$3,006.14",,,,,,,,,,,,,,,,,,,
MAN,0031004716,ADM SNGL VACC,$86.47,,,,,,,,,,,,,,,,,,,
MAN,0031005002,US OB LTD 1OR>,$407.13,,,,,,,,,,,,,,,,,,,
MAN,0031007602,IV HYD INT>31M,"$1,057.25",,,,,,,,,,,,,,,,,,,
MAN,0031007610,IV HYD ADD HR,$527.17,,,,,,,,,,,,,,,,,,,
MAN,0031007651,IV TX INIT 1 HR,$914.93,,,,,,,,,,,,,,,,,,,
MAN,0031007669,IV INF TX ADD H,$668.92,,,,,,,,,,,,,,,,,,,
MAN,0031007677,IV SEQUENTL 1HR,$482.79,,,,,,,,,,,,,,,,,,,
MAN,0031007685,IV CONCURRENT,$417.79,,,,,,,,,,,,,,,,,,,
MAN,0031007743,INJ T/P/D IVP,$349.38,,,,,,,,,,,,,,,,,,,
MAN,0031007750,INJ ADD SEQ IVP,$349.38,,,,,,,,,,,,,,,,,,,
MAN,0031007768,SEQ IVP SAME DR,$123.49,,,,,,,,,,,,,,,,,,,
MAN,0031007826,INJ T/P/D SQ/IM,$455.61,,,,,,,,,,,,,,,,,,,
MAN,0031012008,L&D TRIAGE NEW,"$1,383.00",,,,,,,,,,,,,,,,,,,
MAN,0031012016,L&D TRIAGE EST,$984.92,,,,,,,,,,,,,,,,,,,
MAN,0031012024,SPEC PROC INT30,$453.47,,,,,,,,,,,,,,,,,,,
MAN,0031012032,SPEC PROC ADD15,$277.74,,,,,,,,,,,,,,,,,,,
MAN,0031012040,LBR SMPL 1ST HR,"$1,649.71",,,,,,,,,,,,,,,,,,,
MAN,0031012057,LBR SMPL ADD HR,"$1,237.01",,,,,,,,,,,,,,,,,,,
MAN,0031012065,LBR INT 1ST HR,"$2,006.73",,,,,,,,,,,,,,,,,,,
MAN,0031012073,LBR INT ADD HR,"$1,609.82",,,,,,,,,,,,,,,,,,,
MAN,0031012081,LBR CPX 1ST HR,"$3,197.88",,,,,,,,,,,,,,,,,,,
MAN,0031012099,LBR CPX ADD HR,"$2,398.68",,,,,,,,,,,,,,,,,,,
MAN,0031012107,DELV SIMPLE,"$4,097.53",,,,,,,,,,,,,,,,,,,
MAN,0031012123,DELV COMPLEX,"$5,460.09",,,,,,,,,,,,,,,,,,,
MAN,0031012222,RECOVERY INT 30,$150.67,,,,,,,,,,,,,,,,,,,
MAN,0031012230,RECOVERY ADD 15,$146.30,,,,,,,,,,,,,,,,,,,
MAN,0031101504,CIRCUMCISION,$701.43,,,,,,,,,,,,,,,,,,,
MAN,0031101645,RESUSTN NEWBRN,$674.65,,,,,,,,,,,,,,,,,,,
MAN,0031192578,EVOKD AUDT EVAL,$361.39,,,,,,,,,,,,,,,,,,,
MAN,0031203250,E&M-EP LVL I,$292.56,,,,,,,,,,,,,,,,,,,
MAN,0031292014,E&M-NP LVL I,$572.49,,,,,,,,,,,,,,,,,,,
MAN,0032102329,INJ-PLTRICHPLAS,"$1,476.24",,,,,,,,,,,,,,,,,,,
MAN,0032120198,OPTH EXAM LTD,"$6,951.06",,,,,,,,,,,,,,,,,,,
MAN,0032125023,EAR EXAM W/ANES,"$6,003.52",,,,,,,,,,,,,,,,,,,
MAN,0032129603,CARDVRT ELECTRC,"$2,201.33",,,,,,,,,,,,,,,,,,,
MAN,0032135501,SURG LVI INT30,"$2,548.91",,,,,,,,,,,,,,,,,,,
MAN,0032135519,SURG LVI EA 15,"$1,326.01",,,,,,,,,,,,,,,,,,,
MAN,0032135527,SURG LVII INT30,"$5,793.54",,,,,,,,,,,,,,,,,,,
MAN,0032135535,SURG LVII EA15,"$2,931.76",,,,,,,,,,,,,,,,,,,
MAN,0032135543,SURG LVIII IN30,"$6,818.78",,,,,,,,,,,,,,,,,,,
MAN,0032135550,SURG LVIII EA15,"$3,272.38",,,,,,,,,,,,,,,,,,,
MAN,0032135568,SURG LVIV INT30,"$7,495.25",,,,,,,,,,,,,,,,,,,
MAN,0032135576,SURG LVIV EA 15,"$3,607.79",,,,,,,,,,,,,,,,,,,
MAN,0032135600,MAKO LVII INT30,"$6,859.88",,,,,,,,,,,,,,,,,,,
MAN,0032135618,MAKO LVII EA15,"$3,276.71",,,,,,,,,,,,,,,,,,,
MAN,0032135626,MAKO LVIII IN30,"$6,818.78",,,,,,,,,,,,,,,,,,,
MAN,0032135634,MAKO LVIII EA15,"$3,272.38",,,,,,,,,,,,,,,,,,,
MAN,0032135642,MAKO LVIV INT30,"$7,495.25",,,,,,,,,,,,,,,,,,,
MAN,0032135659,MAKO LVIV EA 15,"$3,607.79",,,,,,,,,,,,,,,,,,,
MAN,0032168916,BLD AUTOSLV,"$2,873.62",,,,,,,,,,,,,,,,,,,
MAN,0032210007,SPEC PROC INT30,"$2,194.60",,,,,,,,,,,,,,,,,,,
MAN,0032210155,SPEC PROC EA15M,"$1,054.87",,,,,,,,,,,,,,,,,,,
MAN,0032229601,CARDVRT ELECTRC,"$1,797.10",,,,,,,,,,,,,,,,,,,
MAN,0032235707,RECOVERY INT 30,"$1,883.44",,,,,,,,,,,,,,,,,,,
MAN,0032235715,RECOVERY EA 15M,$823.73,,,,,,,,,,,,,,,,,,,
MAN,0034127852,CORNEAL TISSUE,$0.01,,,,,,,,,,,,,,,,,,,
MAN,0035007657,IV TX INIT 1 HR,"$1,057.29",,,,,,,,,,,,,,,,,,,
MAN,0035007665,IV INF TX ADD H,$729.25,,,,,,,,,,,,,,,,,,,
MAN,0035007749,INJ T/P/D IVP,$403.74,,,,,,,,,,,,,,,,,,,
MAN,0035007822,INJ T/P/D SQ/IM,$393.64,,,,,,,,,,,,,,,,,,,
MAN,0035007889,INJ ANTIBIOTIC,$393.64,,,,,,,,,,,,,,,,,,,
MAN,0035035500,SURG LV I INT30,"$2,488.48",,,,,,,,,,,,,,,,,,,
MAN,0035035518,SURG LV I EA 15,"$1,120.26",,,,,,,,,,,,,,,,,,,
MAN,0035035526,SURG LV II IN30,"$5,992.20",,,,,,,,,,,,,,,,,,,
MAN,0035035534,SURG LVII EA 15,"$2,862.25",,,,,,,,,,,,,,,,,,,
MAN,0035035542,SURG LVIII IN30,"$8,322.34",,,,,,,,,,,,,,,,,,,
MAN,0035035559,SURG LVIII EA15,"$3,994.61",,,,,,,,,,,,,,,,,,,
MAN,0035035567,SURG LVIV INT30,"$6,844.43",,,,,,,,,,,,,,,,,,,
MAN,0035035575,SURG LVIV EA 15,"$3,297.12",,,,,,,,,,,,,,,,,,,
MAN,0035035609,ANES INT 30MIN,"$1,504.14",,,,,,,,,,,,,,,,,,,
MAN,0035035617,ANESTH EA ADD15,$763.88,,,,,,,,,,,,,,,,,,,
MAN,0035035708,RECOVERY INT 30,"$1,883.44",,,,,,,,,,,,,,,,,,,
MAN,0035035716,RECOVERY EA 15,"$1,090.82",,,,,,,,,,,,,,,,,,,
MAN,0035035906,SPEC PROC INT30,"$2,194.60",,,,,,,,,,,,,,,,,,,
MAN,0035035914,SPEC PROC ADD15,$995.17,,,,,,,,,,,,,,,,,,,
MAN,0036007656,IV TX INIT 1 HR,$914.93,,,,,,,,,,,,,,,,,,,
MAN,0036007664,IV INF TX ADD H,$631.06,,,,,,,,,,,,,,,,,,,
MAN,0036007748,INJ T/P/D IVP,$370.34,,,,,,,,,,,,,,,,,,,
MAN,0036007888,INJ ANTIBIOTIC,$340.64,,,,,,,,,,,,,,,,,,,
MAN,0036030724,INJ T/P/D SQ/IM,$455.61,,,,,,,,,,,,,,,,,,,
MAN,0036030757,E&M-NP LVL I,$223.39,,,,,,,,,,,,,,,,,,,
MAN,0036030799,E&M-EP LVL I,$203.94,,,,,,,,,,,,,,,,,,,
MAN,0036035905,SPEC PROC INT30,"$2,194.60",,,,,,,,,,,,,,,,,,,
MAN,0036035913,SPEC PROC ADD15,"$1,054.87",,,,,,,,,,,,,,,,,,,
MAN,0036065233,IRRIGATE VAD,$380.71,,,,,,,,,,,,,,,,,,,
MAN,0036091957,PHLEBOTOMY,"$1,402.96",,,,,,,,,,,,,,,,,,,
MAN,0037022993,L&D EPIDURAL,"$2,931.90",,,,,,,,,,,,,,,,,,,
MAN,0037035607,ANESTH INT 30M,"$1,504.14",,,,,,,,,,,,,,,,,,,
MAN,0037035615,ANESTH EA ADD15,$680.24,,,,,,,,,,,,,,,,,,,
MAN,0040001117,DFIB DC ATLS HF,"$17,457.69",,,,,,,,,,,,,,,,,,,
MAN,0040003659,IMP RECRDR CARD,"$18,433.80",,,,,,,,,,,,,,,,,,,
MAN,0040004244,PM ALTRUA DDDR,"$17,092.03",,,,,,,,,,,,,,,,,,,
MAN,0040004525,PM DC ACCENT,"$29,869.76",,,,,,,,,,,,,,,,,,,
MAN,0040004566,PM DC ALTRUA 60,"$32,674.18",,,,,,,,,,,,,,,,,,,
MAN,0040004574,PM DC ALTRUA 60,"$15,791.54",,,,,,,,,,,,,,,,,,,
MAN,0040004764,PM EVIA DR-T,"$21,798.52",,,,,,,,,,,,,,,,,,,
MAN,0040004772,PM EVIA DR,"$15,481.90",,,,,,,,,,,,,,,,,,,
MAN,0040004939,PACEMAKER DC RR,"$22,748.92",,,,,,,,,,,,,,,,,,,
MAN,0040004947,PACEMAKER DC RR,"$34,857.98",,,,,,,,,,,,,,,,,,,
MAN,0040004954,PACEMAKER DC RR,"$38,038.30",,,,,,,,,,,,,,,,,,,
MAN,0040004988,PACEMAKER DC RR,"$26,822.02",,,,,,,,,,,,,,,,,,,
MAN,0040005076,PACEMAKER DC RR,"$29,614.67",,,,,,,,,,,,,,,,,,,
MAN,0040005134,PACEMAKER DC RR,"$11,654.19",,,,,,,,,,,,,,,,,,,
MAN,0040005142,PACEMAKER DC RR,"$21,798.52",,,,,,,,,,,,,,,,,,,
MAN,0040005266,PACEMAKER DC RR,"$44,792.84",,,,,,,,,,,,,,,,,,,
MAN,0040005308,PACEMAKER DC RR,"$44,792.84",,,,,,,,,,,,,,,,,,,
MAN,0040005316,PACEMAKER DC RR,"$34,518.75",,,,,,,,,,,,,,,,,,,
MAN,0040005878,PACEMAKER DC RR,"$19,274.25",,,,,,,,,,,,,,,,,,,
MAN,0040005886,PACEMAKER DC RR,"$25,359.36",,,,,,,,,,,,,,,,,,,
MAN,0040006009,PACEMAKER DC RR,"$36,326.45",,,,,,,,,,,,,,,,,,,
MAN,0040006223,PACEMAKER DC RR,"$34,955.18",,,,,,,,,,,,,,,,,,,
MAN,0040006249,PACEMAKER DC RR,"$34,964.04",,,,,,,,,,,,,,,,,,,
MAN,0040006413,PM DC RR ZEPHYR,"$27,270.28",,,,,,,,,,,,,,,,,,,
MAN,0040009011,PM REVO MRI,"$27,867.43",,,,,,,,,,,,,,,,,,,
MAN,0040009102,PM ACCENT SR,"$14,462.43",,,,,,,,,,,,,,,,,,,
MAN,0040009201,PM EVIA SR-T,"$19,476.24",,,,,,,,,,,,,,,,,,,
MAN,0040010472,PACEMAKER SC RR,"$27,796.65",,,,,,,,,,,,,,,,,,,
MAN,0040010688,PACEMAKER SC RR,"$19,799.15",,,,,,,,,,,,,,,,,,,
MAN,0040010902,PACEMAKER SC RR,"$27,088.91",,,,,,,,,,,,,,,,,,,
MAN,0040010910,PACEMAKER SC RR,"$37,992.60",,,,,,,,,,,,,,,,,,,
MAN,0040011116,PACEMAKER SC RR,"$34,964.04",,,,,,,,,,,,,,,,,,,
MAN,0040011306,PACEMAKER SC RR,"$15,716.34",,,,,,,,,,,,,,,,,,,
MAN,0040011652,PACEMAKER SC RR,"$23,895.21",,,,,,,,,,,,,,,,,,,
MAN,0040012015,PM SC RR ZPHYR$,"$20,468.55",,,,,,,,,,,,,,,,,,,
MAN,0040012023,PM SC RR ZEPHYR,"$20,057.18",,,,,,,,,,,,,,,,,,,
MAN,0040012031,PM SC ACCENT,"$17,537.32",,,,,,,,,,,,,,,,,,,
MAN,0040040891,PM ACCOLADE,"$44,952.57",,,,,,,,,,,,,,,,,,,
MAN,0040041204,PM ANTHEM RF,"$32,233.31",,,,,,,,,,,,,,,,,,,
MAN,0040083214,DFIB EVERA,"$64,973.45",,,,,,,,,,,,,,,,,,,
MAN,0040083263,DFIB EVERA,"$66,982.94",,,,,,,,,,,,,,,,,,,
MAN,0040083289,DFIB EVERA,"$58,557.41",,,,,,,,,,,,,,,,,,,
MAN,0040083487,DFIB ILESTO 7,"$65,297.82",,,,,,,,,,,,,,,,,,,
MAN,0040083503,DFIB ILESTO 7,"$53,712.74",,,,,,,,,,,,,,,,,,,
MAN,0040083511,DFIB ILESTO 7,"$53,712.74",,,,,,,,,,,,,,,,,,,
MAN,0040084253,DFIB ELLIPSE,"$55,439.95",,,,,,,,,,,,,,,,,,,
MAN,0040084790,DFIB UNIFY ASSU,"$69,299.94",,,,,,,,,,,,,,,,,,,
MAN,0040087017,LD PM CAPSR SP,"$2,502.06",,,,,,,,,,,,,,,,,,,
MAN,0040087066,LD PM CAPSRFIX,"$3,482.70",,,,,,,,,,,,,,,,,,,
MAN,0040109993,BN GRFT INFS LG,"$23,619.50",,,,,,,,,,,,,,,,,,,
MAN,0040110009,BN GRAFT KIT,"$20,613.05",,,,,,,,,,,,,,,,,,,
MAN,0040110017,BN GRAFT KIT,"$14,538.25",,,,,,,,,,,,,,,,,,,
MAN,0040110025,BN GRAFT KIT,"$8,015.21",,,,,,,,,,,,,,,,,,,
MAN,0040111007,DVC FUSION,"$2,003.80",,,,,,,,,,,,,,,,,,,
MAN,0040112021,SP SET S/B/C/N,$814.56,,,,,,,,,,,,,,,,,,,
MAN,0040112039,SP BN EXTN ALGF,"$1,856.74",,,,,,,,,,,,,,,,,,,
MAN,0040112062,SP CERV INTB DV,"$4,212.76",,,,,,,,,,,,,,,,,,,
MAN,0040112070,SP DRILL BIT,"$1,137.44",,,,,,,,,,,,,,,,,,,
MAN,0040112112,SP ROD STANDARD,"$1,334.78",,,,,,,,,,,,,,,,,,,
MAN,0040112146,SP ANT CRV PLT1,"$3,942.08",,,,,,,,,,,,,,,,,,,
MAN,0040112153,SP ANT CRV PLT2,"$8,659.33",,,,,,,,,,,,,,,,,,,
MAN,0040112161,SP ANT CRV PLT3,"$9,200.68",,,,,,,,,,,,,,,,,,,
MAN,0040112187,SP ANT SCREW,"$1,321.59",,,,,,,,,,,,,,,,,,,
MAN,0040112195,SP CROSS ASMBLY,"$6,463.44",,,,,,,,,,,,,,,,,,,
MAN,0040112203,SP EXP/STK DEV,"$21,059.60",,,,,,,,,,,,,,,,,,,
MAN,0040112211,SP GWR MIS PROC,$280.85,,,,,,,,,,,,,,,,,,,
MAN,0040112229,SP IBF GRF CERV,"$5,897.87",,,,,,,,,,,,,,,,,,,
MAN,0040112260,SP LUM DEV PLIF,"$12,638.28",,,,,,,,,,,,,,,,,,,
MAN,0040112294,SP PED SCRW ADV,"$6,779.58",,,,,,,,,,,,,,,,,,,
MAN,0040112302,SP PED SCRW STD,"$5,378.30",,,,,,,,,,,,,,,,,,,
MAN,0040112310,SP ROD ADVANCED,"$1,301.75",,,,,,,,,,,,,,,,,,,
MAN,0040112377,SP TEMP FIX PIN,$422.48,,,,,,,,,,,,,,,,,,,
MAN,0040112401,SP LUM LAT OTHR,"$21,063.82",,,,,,,,,,,,,,,,,,,
MAN,0040112435,SP RETRACT & GD,"$3,221.76",,,,,,,,,,,,,,,,,,,
MAN,0040112450,SP ART DSC CERV,"$11,710.01",,,,,,,,,,,,,,,,,,,
MAN,0040112732,SP CELL BN MTRX,"$10,981.55",,,,,,,,,,,,,,,,,,,
MAN,0040118051,SCRW BN CAN MAK,$966.91,,,,,,,,,,,,,,,,,,,
MAN,0040118101,HP CONSMBL MAKO,"$2,523.37",,,,,,,,,,,,,,,,,,,
MAN,0040118168,KNE UNONLY MAKO,"$13,500.00",,,,,,,,,,,,,,,,,,,
MAN,0040118192,KNE BIONLY MAKO,"$13,500.00",,,,,,,,,,,,,,,,,,,
MAN,0040118200,KNE CONSUM MAKO,"$2,808.51",,,,,,,,,,,,,,,,,,,
MAN,0040118218,KNE CONSMPF MAK,"$2,808.51",,,,,,,,,,,,,,,,,,,
MAN,0040120206,IMP CERV FUSION,"$1,395.50",,,,,,,,,,,,,,,,,,,
MAN,0040120990,IMP HIP BIPOLAR,"$6,441.06",,,,,,,,,,,,,,,,,,,
MAN,0040121006,IMP HIP HIGH,"$12,327.87",,,,,,,,,,,,,,,,,,,
MAN,0040121048,IMP HIP REVSN,"$3,976.41",,,,,,,,,,,,,,,,,,,
MAN,0040122012,IMP KNEE HIGH,"$15,157.80",,,,,,,,,,,,,,,,,,,
MAN,0040122053,IMP KNEE REVSN,"$39,237.00",,,,,,,,,,,,,,,,,,,
MAN,0040123002,IMP LUMB FUSION,"$3,201.68",,,,,,,,,,,,,,,,,,,
MAN,0040126005,IMP SHOULDER,"$4,454.46",,,,,,,,,,,,,,,,,,,
MAN,0040143125,PLT LC MED DIST,"$6,862.18",,,,,,,,,,,,,,,,,,,
MAN,0040180002,SCRW TENDONESIS,"$2,235.30",,,,,,,,,,,,,,,,,,,
MAN,0040180655,SYS MENISCAL,"$2,118.80",,,,,,,,,,,,,,,,,,,
MAN,0040204968,ALLODERM SQ CM,$171.04,,,,,,,,,,,,,,,,,,,
MAN,0040205155,FIBER FLEXIGRFT,"$2,568.30",,,,,,,,,,,,,,,,,,,
MAN,0040205908,AMINOEXCL SQ CM,$598.86,,,,,,,,,,,,,,,,,,,
MAN,0040206005,ANCH CORKSCREW,"$2,192.53",,,,,,,,,,,,,,,,,,,
MAN,0040212466,MSH PLVC FLR RP,"$9,265.55",,,,,,,,,,,,,,,,,,,
MAN,0040214801,GEN INTERSTIM,"$46,914.59",,,,,,,,,,,,,,,,,,,
MAN,0040214934,GRFT ALLOMAX,"$16,194.06",,,,,,,,,,,,,,,,,,,
MAN,0040215030,GRAFIX PRIME,$512.50,,,,,,,,,,,,,,,,,,,
MAN,0040215055,GRAFIX CORE,$512.50,,,,,,,,,,,,,,,,,,,
MAN,0040230013,IMP GEN NSTIM,"$80,078.31",,,,,,,,,,,,,,,,,,,
MAN,0040233900,KT ANCH PUSHLK,"$2,157.15",,,,,,,,,,,,,,,,,,,
MAN,0040237406,LD NSTIM LINEAR,"$9,878.94",,,,,,,,,,,,,,,,,,,
MAN,0040239139,MATRX OASIS WND,$206.80,,,,,,,,,,,,,,,,,,,
MAN,0040240780,MESH HERNIA,"$2,654.03",,,,,,,,,,,,,,,,,,,
MAN,0040240905,MSH PLVC FLR RP,"$9,386.47",,,,,,,,,,,,,,,,,,,
MAN,0040241820,MESH PARIETEX,"$2,055.42",,,,,,,,,,,,,,,,,,,
MAN,0040241929,MESH POLYPRO,$590.55,,,,,,,,,,,,,,,,,,,
MAN,0040242505,MSH VENTRALEX,"$2,235.30",,,,,,,,,,,,,,,,,,,
MAN,0040246167,PTCH H VENTRIO,"$3,501.86",,,,,,,,,,,,,,,,,,,
MAN,0040246175,PTCH H VENTRIO,"$4,423.40",,,,,,,,,,,,,,,,,,,
MAN,0040246183,PTCH H VENTRIO,"$2,372.43",,,,,,,,,,,,,,,,,,,
MAN,0040246191,PTCH H MESH,"$2,674.68",,,,,,,,,,,,,,,,,,,
MAN,0040246217,PTCH H VENTRIO,"$6,502.41",,,,,,,,,,,,,,,,,,,
MAN,0040247959,STNT CTTN LEUNG,$682.69,,,,,,,,,,,,,,,,,,,
MAN,0040248189,STNT WALLFLX RX,"$11,959.41",,,,,,,,,,,,,,,,,,,
MAN,0040254005,STNT TBRNCH,"$12,608.81",,,,,,,,,,,,,,,,,,,
MAN,0040255168,SYS SLNG URETH,"$6,803.19",,,,,,,,,,,,,,,,,,,
MAN,0040285405,MATRX OVATION,"$8,004.25",,,,,,,,,,,,,,,,,,,
MAN,0040312506,CATH NEPHROMAX,"$1,936.48",,,,,,,,,,,,,,,,,,,
MAN,0040313405,CATH DRAINAGE,$544.54,,,,,,,,,,,,,,,,,,,
MAN,0041000043,ELECTROLYTE PAN,$461.17,,,,,,,,,,,,,,,,,,,
MAN,0041000258,RSV,$397.21,,,,,,,,,,,,,,,,,,,
MAN,0041000316,VANCOMYCIN,$481.22,,,,,,,,,,,,,,,,,,,
MAN,0041000324,VANCMYCN TROUGH,$556.96,,,,,,,,,,,,,,,,,,,
MAN,0041000332,VANCOMYCIN PEAK,$472.31,,,,,,,,,,,,,,,,,,,
MAN,0041000563,CBC WO DIFF,$434.93,,,,,,,,,,,,,,,,,,,
MAN,0041000621,LIPID PANEL,$666.17,,,,,,,,,,,,,,,,,,,
MAN,0041000696,RENAL FUNCT PNL,$771.03,,,,,,,,,,,,,,,,,,,
MAN,0041000746,ACUTE HEP PANEL,$659.04,,,,,,,,,,,,,,,,,,,
MAN,0041000803,PSA SCREEN TEST,$563.44,,,,,,,,,,,,,,,,,,,
MAN,0041001090,HEPATC FUNC PNL,$831.41,,,,,,,,,,,,,,,,,,,
MAN,0041001116,COMP METABLC PN,"$1,304.37",,,,,,,,,,,,,,,,,,,
MAN,0041001660,BSC METABLC PNL,$830.61,,,,,,,,,,,,,,,,,,,
MAN,0041004029,DRGSCRN DIR OPT,$602.70,,,,,,,,,,,,,,,,,,,
MAN,0041010018,UA AUTO W/MICRO,$336.95,,,,,,,,,,,,,,,,,,,
MAN,0041010042,UR WO MICRO AUT,$262.14,,,,,,,,,,,,,,,,,,,
MAN,0041010059,URIN CHEM/QUAL,$67.55,,,,,,,,,,,,,,,,,,,
MAN,0041010265,UR PREG TST QL,$848.44,,,,,,,,,,,,,,,,,,,
MAN,0041010984,UR SP GR NONAUT,$219.18,,,,,,,,,,,,,,,,,,,
MAN,0041020033,ACETAMNOPHN,$976.54,,,,,,,,,,,,,,,,,,,
MAN,0041020090,KETONES SER QL,$338.54,,,,,,,,,,,,,,,,,,,
MAN,0041020116,SALICYLATE,$800.21,,,,,,,,,,,,,,,,,,,
MAN,0041020405,ALBUMIN SERUM,$290.64,,,,,,,,,,,,,,,,,,,
MAN,0041020553,ALCOHOL ETHYL,$810.18,,,,,,,,,,,,,,,,,,,
MAN,0041021379,THEOPHYLLINE,$453.97,,,,,,,,,,,,,,,,,,,
MAN,0041021403,AMMONIA,$354.30,,,,,,,,,,,,,,,,,,,
MAN,0041021502,AMYLASE,$544.34,,,,,,,,,,,,,,,,,,,
MAN,0041021544,AMYLASE BDY FLD,$564.91,,,,,,,,,,,,,,,,,,,
MAN,0041022500,BILIRUBN TOTAL,$518.26,,,,,,,,,,,,,,,,,,,
MAN,0041022534,BILIRUBN DIRECT,$414.23,,,,,,,,,,,,,,,,,,,
MAN,0041022708,OCC BL ST1-3SIM,$180.43,,,,,,,,,,,,,,,,,,,
MAN,0041022724,OCC BLD QL,$175.06,,,,,,,,,,,,,,,,,,,
MAN,0041022732,OCC BLD OTH SRC,$134.83,,,,,,,,,,,,,,,,,,,
MAN,0041023102,CALCIUM,$343.48,,,,,,,,,,,,,,,,,,,
MAN,0041023300,CALCIUM IONIZED,$106.88,,,,,,,,,,,,,,,,,,,
MAN,0041023722,CARBAMAZAPINE,$445.57,,,,,,,,,,,,,,,,,,,
MAN,0041023748,CARBON DIOXIDE,$342.44,,,,,,,,,,,,,,,,,,,
MAN,0041023987,COTININE,$174.14,,,,,,,,,,,,,,,,,,,
MAN,0041024357,CHLORD 24HR URN,$395.73,,,,,,,,,,,,,,,,,,,
MAN,0041024365,CHLORIDE URINE,$323.06,,,,,,,,,,,,,,,,,,,
