HospitalCode,Description,Price
BBH PRINCETON,HC PT EVAL LOW COMPLEX,401.00
BBH PRINCETON,HCX POC CG4+ PANEL X,0.00
BBH PRINCETON,HC DRUG SCREEN AMPHETAMINES 1/2,460.00
BBH PRINCETON,HC ANALGESICS NON-OPIOID 1 OR 2 SALICYLATE,207.00
BBH PRINCETON,HC PT EVAL MOD COMPLEX,401.00
BBH PRINCETON,HC ANTIDEPRESSANT TRICYCLIC 1/2,177.00
BBH PRINCETON,HC ANTIPSYCHOTICS NOS 1-3,231.00
BBH PRINCETON,HC PT EVAL HIGH COMPLEX,401.00
BBH PRINCETON,HC BENZODIAZEPINES1-12,95.00
BBH PRINCETON,HC DRUG SCREENING METHADONE,191.00
BBH PRINCETON,HC PT RE-EVAL EST PLAN CARE,197.00
BBH PRINCETON,HC OPIATES 1 OR MORE,269.00
BBH PRINCETON,HC ANTIEPILEPTICS NOS 7/MORE,507.00
BBH PRINCETON,OT EVAL LOW COMPLEX,396.00
BBH PRINCETON,HC DRUG SCREEN ONE/MULT CLASS,223.00
BBH PRINCETON,OT EVAL MOD COMPLEX,396.00
BBH PRINCETON,OT EVAL HIGH COMPLEX,396.00
BBH PRINCETON,OT RE-EVAL EST PLAN CARE,197.00
BBH PRINCETON,HC M/PHMTRC ALYS ISHQUANT/SEMIQ,800.00
BBH PRINCETON,HC PERQ TRANSCATH CLS PARAVALVR LEAK 1 AORTIC VALV,33668.00
BBH PRINCETON,HC IMMUNOHISTO ANTIBODY SLIDE PER SPEC ADD'L,507.00
BBH PRINCETON,HC IMMUNOHISTO ANTIBODY SLIDE PER SPEC,507.00
BBH PRINCETON,HC PERQ TRANSCATH CLS PARAVALVR LEAK EACH OCCLS DE,33668.00
BBH PRINCETON,HC NEG PRESS WND TX </=50 SQ CM,310.00
BBH PRINCETON,HC NEG PRESS WOUND TX >50 CM,460.00
BBH PRINCETON,HC MOD SED 1ST 15 MINS 5 YRS AND OLDER,3879.00
BBH PRINCETON,HC MOD SED EA ADD 15 MINUTES,783.00
BBH PRINCETON,HC FECAL MICROBIOTA PREP INSTILL,3437.00
BBH PRINCETON,HCS ALLOGRAFT DEMINERALIZED FIBER OS 5CC,2050.00
BBH PRINCETON,HCX DENGUE FEVER ANTIBODIES IGG AND IGM - QUEST,0.00
BBH PRINCETON,HC HLA II TYPE 1 AG EQUIV LR,544.00
BBH PRINCETON,HCS TACTICATH CONTACT FORCE ABLATION CATHETER,4503.00
BBH PRINCETON,HCS DEVICE LAA CLOSURE WATCHMAN,26475.00
BBH PRINCETON,HCS STENT PANC ADVANIX,402.00
BBH PRINCETON,HCS CATH 7.5FR EAUCATH JL4,325.00
BBH PRINCETON,HCS SHEATH ACCESS WATCHMAN,2225.00
BBH PRINCETON,HCS CATHETER IVUS OPTICROSS 5FR,1643.00
BBH PRINCETON,"HCS CROSSBOSS CATHETER, ANGIO PERIPHERAL 3.0F,2.2F,3.4F 135CM",2392.00
BBH PRINCETON,HC STAT HC DRUG SCREEN CLASS LIST A,0.00
BBH PRINCETON,"HCS CATHETER, ANGIOPLASTY TRANSLUMINAL STINGRAY LP 6F",2659.00
BBH PRINCETON,HC MRI CARDIAC WO+W CONTRAST,6575.00
BBH PRINCETON,HCS SLED PULLBACK IVUS,120.00
BBH PRINCETON,HC MRI CARDIAC W/O CONTRAST,6073.00
BBH PRINCETON,"HCS GUIDEWIRE, CORONARY STINGRAY HYDRO COAT 300CM",720.00
BBH PRINCETON,HC STAT CT RADIATION THERAPY FIELDS,0.00
BBH PRINCETON,"HCS GUIDEWIRE, HYDROPHILIC COAT STINGRAY .014"" 185CM",720.00
BBH PRINCETON,HCS CATH MICRO PROGREAT HC W/ RO 2.8F 130CM,1774.00
BBH PRINCETON,HCS CATH VENTURE 6F 140CM OTW,2027.00
BBH PRINCETON,HCS CATH GUIDING GUIDELINER 8FR 150CM,1105.00
BBH PRINCETON,HC INS/REP SUBQ DEFIBRILLATOR,47548.00
BBH PRINCETON,HCS CATH GUIDELINER NAVIGATION 6FR 163CM,332.00
BBH PRINCETON,HCS CATH TURNPIKE 5FR 155CM,1808.00
BBH PRINCETON,"HC NICOTINE AND COTININE, URINE",218.00
BBH PRINCETON,HC DRUG SCREENING PREGABALIN,298.00
BBH PRINCETON,HC ANALGESICS NON-OPIOID ACETOMINOPHEN,207.00
BBH PRINCETON,HC FLU VAC NO PRSV 4 VAL 3 YRS +,68.00
BBH PRINCETON,HC SLEEP STUDY UNATT&RESP EFFT,1454.00
BBH PRINCETON,HC LOW DOSE CT LUNG SCREENING,3650.00
BBH PRINCETON,HC BONE MARROW ASPIRATE AND BIOPSY,1867.00
BBH PRINCETON,HC ANALYSIS NERVE,1142.00
BBH PRINCETON,HC TUMOR IMMUNOHISTOCHEM/MANUAL TC,290.00
BBH PRINCETON,HC GENET VIRUS ISOLATE HSV,121.00
BBH PRINCETON,HC SPECIMEN FAT STAIN,35.00
BBH PRINCETON,HC TUMOR IMMUNOHISTOCHEM/MANUAL,290.00
BBH PRINCETON,HC EGFR GENE COM VARIANTS,614.00
BBH PRINCETON,HC BCKDHB GENE,460.00
BBH PRINCETON,HC BCR/ABL1 GENE MAJOR BP,460.00
BBH PRINCETON,HC BCR/ABL1 GENE MAJOR BP,460.00
BBH PRINCETON,HC BCR/ABL1 GENE OTHER BP,815.00
BBH PRINCETON,HC BRAF GENE,460.00
BBH PRINCETON,HC BRCA1&2 SEQ & COM DUP/DEL,460.00
BBH PRINCETON,HC CFTR GENE KNOWN FAM VARIANTS,767.00
BBH PRINCETON,HC CFTR GENE DUP/DELET VARIANTS,767.00
BBH PRINCETON,HC CFTR GENE FULL SEQUENCE,3303.00
BBH PRINCETON,HC CFTR GENE INTRON POLY T,3303.00
BBH PRINCETON,HC CYP2C19 GENE COM VARIANTS,1044.00
BBH PRINCETON,HC CYP2D6 GENE COM VARIANTS,438.00
BBH PRINCETON,HC CYP2C9 GENE COM VARIANTS,1044.00
BBH PRINCETON,HC CYTOGEN MICRARRAY COPY NMBR,1534.00
BBH PRINCETON,HC CYTOGEN M ARRAY COPY NO&SNP,4777.00
BBH PRINCETON,HC FLT3 GENE,614.00
BBH PRINCETON,HC IGH GENE REARRANGE AMP METH,1279.00
BBH PRINCETON,HC IGH VARI REGIONAL MUTATION,614.00
BBH PRINCETON,HCS CATH VALVULOPL Z-MED 30MM X 100CM,2163.00
BBH PRINCETON,HC JAK2 GENE,1116.00
BBH PRINCETON,HC KRAS GENE,614.00
BBH PRINCETON,HC MICROSATELLITE INSTABILITY,752.00
BBH PRINCETON,HC NPM1 GENE,614.00
BBH PRINCETON,HCS GUIDEWIRE ASAHI MIRACLEBOS 12 300CM,376.00
BBH PRINCETON,HC PMS2 GENE FULL SEQ ANALYSIS,2147.00
BBH PRINCETON,HC PMS2 KNOWN FAMILIAL VARIANTS,1150.00
BBH PRINCETON,HC PMS2 GENE DUP/DELET VARIANTS,1075.00
BBH PRINCETON,HC UGT1A1 GENE,614.00
BBH PRINCETON,HCS GUIDEWIRE ASAHI SION BLU 300CM J,376.00
BBH PRINCETON,HC HLA II TYPING AG EQUIV LR,614.00
BBH PRINCETON,HC MOPATH PROCEDURE LEVEL 1,189.00
BBH PRINCETON,HC MOPATH PROCEDURE LEVEL 2,614.00
BBH PRINCETON,HC MOPATH PROCEDURE LEVEL 3,614.00
BBH PRINCETON,HCS GUIDEWIRE ASAHI SION BLU 180CM J,376.00
BBH PRINCETON,HC MOPATH PROCEDURE LEVEL 5,614.00
BBH PRINCETON,HC MOPATH PROCEDURE LEVEL 6,1408.00
BBH PRINCETON,HC MOPATH PROCEDURE LEVEL 7,1408.00
BBH PRINCETON,HC MOPATH PROCEDURE LEVEL 8,1533.00
BBH PRINCETON,HC MOPATH PROCEDURE LEVEL 9,3210.00
BBH PRINCETON,HCS MITRACLIP SYSTEM NT 1 SGC 0 CDS FDS HCNTMSK0100,66744.00
BBH PRINCETON,HCX PROLONGED CLOT TIME PROFILE X,0.00
BBH PRINCETON,HC CULTURE ISOLATOR FUNGUS BLOOD CULTURE - UAB,182.00
BBH PRINCETON,HCS MITRACLIP NT SYSTEM 1 SGC & 1 CDS FDA,66744.00
BBH PRINCETON,HC CULTURE ISOLATOR AFB BLOOD CULTURE - UAB,172.00
BBH PRINCETON,HCS CONNECTING TUBE (VINYL),48.00
BBH PRINCETON,HCS PROBE MAMMOTOME,767.00
BBH PRINCETON,HCS DEVICE BIOPSY BREAST VACUUM AS,730.00
BBH PRINCETON,HCS INTRODCR BX CELERO 12G,72.00
BBH PRINCETON,HCS HANDPIECE ATEC 9GAX12CMX20,772.00
BBH PRINCETON,HCS MITRACLIP NT SYSTEM 1 SGC & 2 CDS FDA,66744.00
BBH PRINCETON,HCS MITRACLIP NT SYSTEM 1 SGC & 3 CDS FDA,66744.00
BBH PRINCETON,HCS C.T.O. .018 GUIDE WIRE,5404.00
BBH PRINCETON,HCS BANDAGE ELASTIC STERILE,9.00
BBH PRINCETON,HCS CATHETER PERFUSION CARDIOPLEGIA,6132.00
BBH PRINCETON,HC BONE MARROW ASPIRATION,4120.00
BBH PRINCETON,HCS SHEATH GORE DRYSEAL 16F,567.00
BBH PRINCETON,HC CARDIAC MRI FOR MORPH,3059.00
BBH PRINCETON,HC CARDIAC MRI W/STRESS IMG,3251.00
BBH PRINCETON,HC CARD MRI W/STRESS IMG & DYE,4634.00
BBH PRINCETON,HC STREPT GP B SUSCEPTABILITY REFLEX - QUEST,126.00
BBH PRINCETON,HC BX BREAST 1ST LESION STRTCTC,7049.00
BBH PRINCETON,HC BX BREAST ADD LESION STRTCT,2777.00
BBH PRINCETON,HC EVASC RPR DTA EXP COVERAGE ART ORIGIN 1ST ENDOPROSTH,28980.00
BBH PRINCETON,HC BX BREAST 1ST LESION MR IMAG,6005.00
BBH PRINCETON,HC BX BREAST ADD LESION MR IMAG,2777.00
BBH PRINCETON,HC PERQ DEV BREAST 1ST STRTCTC,2777.00
BBH PRINCETON,HC PERQ DEV BREAST ADD STRTCTC,2777.00
BBH PRINCETON,HC PERQ DEV BREAST 1ST US,1725.00
BBH PRINCETON,HC PERQ DEV BREAST ADD US,2777.00
BBH PRINCETON,HC PERQ DEV BREAST 1ST MR GUIDE,2777.00
BBH PRINCETON,HC PERQ DEV BREAST ADD MR GUIDE,2777.00
BBH PRINCETON,HC BX BREAST ADD LESION US IMAG,3496.00
BBH PRINCETON,HC PERQ DEVICE BREAST 1ST IMAG,1996.00
BBH PRINCETON,HC BX BREAST 1ST LESION US IMAG,2989.00
BBH PRINCETON,HC IMAGE CATH FLUID COLXN VISC,3169.00
BBH PRINCETON,HC IMAGE CATH FLUID PERI/RETRO,3169.00
BBH PRINCETON,HC IMAGE CATH FLUID TRNS/VGNL,5630.00
BBH PRINCETON,HC VASC EMBOLIZE/OCCLUDE VENOUS,12230.00
BBH PRINCETON,HC VASC EMBOLIZE/OCCLUDE ARTERY,12230.00
BBH PRINCETON,HC VASC EMBOLIZE/OCCLUDE ORGAN,12230.00
BBH PRINCETON,HC VASC EMBOLIZE/OCCLUDE BLEED,12230.00
BBH PRINCETON,HCS CATHETER PERF VALVU TRUE FLOW 23MM 4.5CM 110CM,2156.00
BBH PRINCETON,HC OPEN/PERQ PLACE STENT 1ST,15789.00
BBH PRINCETON,HC OPEN/PERQ ARTERY PLACE STENT EA ADD,3152.00
BBH PRINCETON,HCS CATH PERF VALVU TRUE FLOW 20MM 4.5CM,2156.00
BBH PRINCETON,HC OPEN/PERQ PLACE STENT SAME,15789.00
BBH PRINCETON,HC OPEN/PERQ VEIN PLACE STENT EA ADD,3152.00
BBH PRINCETON,HCS CATHETER PERF VALVU TRUE FLOW 21MM 4.5CM 100 CM,2156.00
BBH PRINCETON,HC EVALUATION OF SPEECH FLUENCY,337.00
BBH PRINCETON,HC EVALUATE SPEECH PRODUCTION,337.00
BBH PRINCETON,HC SPEECH SOUND LANG COMPREHEN,337.00
BBH PRINCETON,HCS CATHETER PERFUSION VALVULOPLASTY TRUE FLOW 18MM 4.5CM 110CM,2156.00
BBH PRINCETON,HC BEHAVRAL QUALIT ANALYS VOICE,337.00
BBH PRINCETON,HCS CATH PERF VALVU TRUE FLOW 22MM 4.5CM,2156.00
BBH PRINCETON,HCS CATH PERF VALVU TRUE FLOW 24MM 4.5CM 110CM,2156.00
BBH PRINCETON,HC GUIDE CATHET FLUID DRAINAGE,3189.00
BBH PRINCETON,HCS ALLOGRAFT FIBEROS 2CC NUTECH,2280.00
BBH PRINCETON,HCS CATH PERF VALVU TRUE FLOW 25MM 4.5CM 110CM,2156.00
BBH PRINCETON,HCS GUIDEWIRE PIGTAIL PROTRACK,598.00
BBH PRINCETON,HCS STENT CORONARY RESOLUTE ONYX DES OTW,2250.00
BBH PRINCETON,HCS ARTHREX BIRMINGHAM BICEPS IMPLANT SYSTEM,1750.00
BBH PRINCETON,HCS PCV13 VACCINE FOR INTRAMUSCULAR,440.00
BBH PRINCETON,HCS FILTER VENA CAVA RETRIEVAL GUNTHER TULIP SET,946.00
BBH PRINCETON,HCS ARTHREX SCORPION MULTIFIRE NEEDLE,488.00
BBH PRINCETON,HCS IMPLANT SINUS PROPEL MOMETASONE FUROATE,2768.00
BBH PRINCETON,HCS IMPLANT SINUS PROPEL MINI MOMETASONE FUROATE,2212.00
BBH PRINCETON,HC DRUG SCRN QUAN MYCOPHENOLATE,117.00
BBH PRINCETON,HC DRUG SCRN QUANT OXCARBAZEPIN,102.00
BBH PRINCETON,HC DRUG SCREEN QUANT TIAGABINE,196.00
BBH PRINCETON,HC DRUG SCREEN QUANT ZONISAMIDE,182.00
BBH PRINCETON,HC ONCOLOGY TISSUE OF ORIGIN,460.00
BBH PRINCETON,HC DRUG SCREEN QUANT CAFFEINE,119.00
BBH PRINCETON,HC DRUG SCREEN QUANT CLOZAPINE,111.00
BBH PRINCETON,HC DRUG SCREEN QUANT EVEROLIMUS,734.00
BBH PRINCETON,HC DRUG SCREEN QUANT GABAPENTIN,95.00
BBH PRINCETON,HC DRUG SCREEN QUAN LAMOTRIGINE,83.00
BBH PRINCETON,HC IMMUNOHISTO/CYTO CHEM ADD,507.00
BBH PRINCETON,HC IMMUNOHISTO ANTIBOD ADD SLID,507.00
BBH PRINCETON,"HCX HISTOPLASMOSIS SEROLOGY, BL.X",0.00
BBH PRINCETON,HC TRNSCTH RENAL SYMP DENRV UNL,11291.00
BBH PRINCETON,HC TRNSCTH RENAL SYMP DENRV BIL,22585.00
BBH PRINCETON,HC TRICHOMONAS VAGINALIS AMPLIF,437.00
BBH PRINCETON,HC MGMT GENE METHYLATION ANAL,1495.00
BBH PRINCETON,HC FETAL ANEUPLOIDY TRISOM RISK,1722.00
BBH PRINCETON,HC IMMUNOHISTO/CYTO CHEM 1ST ST,476.00
BBH PRINCETON,HC DRUG SCRN QUAN LEVETIRACETAM,106.00
BBH PRINCETON,HC SKIN SUB GRAFT TRNK/ARM/LEG LOW COST,1995.00
BBH PRINCETON,HC SKIN SUB GRAFT T/A/L ADD-ON LOW COST,998.00
BBH PRINCETON,HC SKIN SUB GRAFT FACE/NK/HF/G LOW COST,1612.00
BBH PRINCETON,HC SKIN SUB GRAFT F/N/HF/G ADDL LOW COST,998.00
BBH PRINCETON,HC SKIN SUB GRFT T/ARM/LG CHILD LOW COST,3222.00
BBH PRINCETON,HC SKN SUB GRFT T/A/L CHILD ADD LOW COST,349.00
BBH PRINCETON,HC SKN SUB GRFT F/N/HF/G CHILD LOW COST,1995.00
BBH PRINCETON,HC SKN SUB GRFT F/N/HF/G CH ADD LOW COST,998.00
BBH PRINCETON,HCS CANNULA SELF INFLATING,332.00
BBH PRINCETON,HCS TUBING SET ASPIRATOR,1137.00
BBH PRINCETON,HCS TIP UNIVERSAL ASPIRATOR,1914.00
BBH PRINCETON,HC MUSK ANTIBODY (QUEST REFLEX),2552.00
BBH PRINCETON,HCS AIGIS RESORBABLE ANTIBACTERIAL MESH,3645.00
BBH PRINCETON,HCS CATH BAL DIL PTV Z-MED,1944.00
BBH PRINCETON,HCS DEVICE INDEFLATOR ATRION QL 4015,303.00
BBH PRINCETON,HCS EXTRA STIFF AMPLATZ WIRE,99.00
BBH PRINCETON,HC APPLY SHORT LEG CAST,495.00
BBH PRINCETON,HCS DEVICE AMPLATZER PFO OCCLUDER 25 MM,18000.00
BBH PRINCETON,HCS SAPIEN TRANSCATHETER HEART VALVE & DEL SYS,91467.00
BBH PRINCETON,HCS ATRICLIP,1759.00
BBH PRINCETON,HCS DEVICE AMPLATZER PFO OCCLUDER 35 MM,18000.00
BBH PRINCETON,HCS GUIDEWIRE BRACHTHERAPY,515.00
BBH PRINCETON,HCS DILATOR COONS TAPER 10F,59.00
BBH PRINCETON,HC LIPOPROTEIN BLD BY NMR,173.00
BBH PRINCETON,HCS DILATOR COONS TAPER 12F,59.00
BBH PRINCETON,HC SAT BIOPSY 10-20,536.00
BBH PRINCETON,HCS DILATOR COONS TAPER  14F,59.00
BBH PRINCETON,HCS DILATOR COONS TAPER 16F,59.00
BBH PRINCETON,HCS DILATOR COONS TAPER 18F,59.00
BBH PRINCETON,HCS ATRICLIP PRO,7036.00
BBH PRINCETON,HCS DILATOR COONS TAPER 20F,86.00
BBH PRINCETON,HC STRESS TTE COMPLETE,1995.00
BBH PRINCETON,HCS DILATOR COONS TAPPER 22F,85.00
BBH PRINCETON,HC ILEOSTOMY SMALL BOWEL ENTEROSCOPY,2448.00
BBH PRINCETON,HC PROCTOSIGMOIDOSCOPY,2624.00
BBH PRINCETON,HC SMALL BOWEL ENTEROSCOPY W/BX,3253.00
BBH PRINCETON,HC ORGAN PROCUREMENT OR LEVEL PER HOUR,250.00
BBH PRINCETON,HC TISSUE PROCUREMENT OR LEVEL FLAT RATE,1000.00
BBH PRINCETON,HCS ESTECH DILATOR KIT,647.00
BBH PRINCETON,HCS CANNULA RETROGRADE,393.00
