"Hospital
Code",Hospital Description,"Chargemaster
Department
Code",Chargemaster Department Description,"Charge
Code",Charge Description,Price,Zero-Price Explanation
305,East Morgan County Hospital,249,OBSERVATION PROCEDURES,7690431,PROCEDURE UNLIST OBSRV LVL 02 INTRM," 1,112.00 ",
305,East Morgan County Hospital,249,OBSERVATION PROCEDURES,7690449,PROCEDURE UNLIST OBSRV LVL 03 CMPLX," 2,348.00 ",
305,East Morgan County Hospital,249,OBSERVATION PROCEDURES,7690324,PUNCT LUMBAR, 772.00 ,
305,East Morgan County Hospital,249,OBSERVATION PROCEDURES,7690357,SPLINT/STRAP EXTREMITY LOWER, 158.00 ,
305,East Morgan County Hospital,249,OBSERVATION PROCEDURES,7690365,SPLINT/STRAP EXTREMITY UPPER, 250.00 ,
305,East Morgan County Hospital,249,OBSERVATION PROCEDURES,7690373,THORACENT/TUBE CHEST/DRN PLEURAL, 617.00 ,
305,East Morgan County Hospital,249,OBSERVATION PROCEDURES,7690381,TRANSFUSION BLOOD/COMP 1 UNIT, 411.00 ,
305,East Morgan County Hospital,249,OBSERVATION PROCEDURES,7690399,TRANSFUSION BLOOD/COMP 2 UNITS, 614.00 ,
305,East Morgan County Hospital,249,OBSERVATION PROCEDURES,7690407,TRANSFUSION BLOOD/COMP 3+ UNITS, 817.00 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6832075,ABATACEPT/10MG INJ IV, 81.20 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6827091,ACAMPROSATE 333MG TAB TR, 5.90 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6807135,ACARBOSE 100MG TAB, 7.00 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6807119,ACARBOSE 50MG TAB, 6.70 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760045,ACEBUTOLOL 200MG CAP, 5.20 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760110,ACETAMINOPHEN 120MG SUPP RECT, 2.30 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6801245,ACETAMINOPHEN 160MG/5ML 120ML LIQ, 2.20 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760102,ACETAMINOPHEN 160MG/5ML LIQ, 17.10 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760128,ACETAMINOPHEN 325MG SUPP RECT, 2.30 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760144,ACETAMINOPHEN 325MG TAB, 0.40 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760136,ACETAMINOPHEN 650MG SUPP RECT, 2.60 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760086,ACETAMINOPHEN 650MG/20ML LIQ, 9.90 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760169,ACETAMINOPHEN 80MG TAB CHEW, 1.00 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760094,ACETAMINOPHEN 80MG/0.8ML LIQ DROP, 9.90 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760151,ACETAMINOPHEN ES 500MG TAB, 0.40 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6774103,ACETAMINOPHEN/ASA/CAFFEINE TAB ES, 3.70 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760219,ACETAMINOPHEN/CODEINE 30MG TAB, 7.40 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760193,ACETAMINOPHEN/CODEINE 5ML LIQ, 6.20 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760250,ACETAZOLAMIDE 250MG TAB, 6.90 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760268,ACETAZOLAMIDE 500MG CAP TR, 7.90 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6836753,ACETAZOLAMIDE SOD 100MG/ML 5ML SYI, 146.40 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760318,ACETIC ACID 2% 15ML SOLN OTIC, 85.30 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6772008,ACETIC ACID/ALUM 2% 60ML SOLN OTIC, 121.00 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760367,ACETYLCHOLINE 1% 2ML SOLN OPH, 136.60 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760383,ACETYLCYSTEINE 10% 10ML LIQ INH, 15.20 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6853014,ACETYLCYSTEINE 10% 10ML LIQ ORAL, 15.20 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760417,ACETYLCYSTEINE 20% 30ML LIQ INH, 119.20 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6853055,ACETYLCYSTEINE 20% 30ML LIQ ORAL, 119.20 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6851794,ACETYLCYSTEINE/100MG INJ, 8.10 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760458,ACYCLOVIR 200MG CAP, 8.20 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760508,ACYCLOVIR 5% 15GM OINT TOP, 500.30 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760490,ACYCLOVIR 800MG TAB, 16.70 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6850069,ACYCLOVIR/5MG INJ, 0.40 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6838585,ADALIMUMAB/20MG INJ," 2,362.90 ",
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6857064,ADENOSINE/1MG INJ, 9.10 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6824478,ADMINISTRATION FEE HEPATITIS B, 58.00 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6824379,ADMINISTRATION FEE INFLUENZA, 58.00 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6824361,ADMINISTRATION FEE PNEUMOCOCCAL, 58.00 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6849764,ADRENALIN EPINEPHRINE/0.1MG INJ, 3.60 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760607,ALBUMIN HUMAN 25% 50ML INJ, 425.10 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6838577,ALBUMIN HUMAN 25%/50ML INJ, 425.10 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760615,ALBUMIN HUMAN 5% 250ML INJ, 158.10 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6818934,ALBUTEROL 0.63MG/3ML SOLN INH, 7.90 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760656,ALBUTEROL 2.5MG/3ML SOLN INH, 2.80 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760698,ALBUTEROL 4MG TAB, 6.80 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760664,ALBUTEROL 5MG/1ML 20ML SOLN INH, 99.30 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6824619,ALBUTEROL ER 4MG TAB TR, 7.20 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6817308,ALBUTEROL/HFA 8GM INH ORAL, 151.50 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6809131,ALBUTEROL/IPRATROPIUM 14GM MDI, 454.30 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6818892,ALBUTEROL/IPRATROPIUM 3ML SOLN INH, 12.20 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6855472,ALBUTEROL/IPRATROPIUM 4GM MDI, 586.80 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6806657,ALENDRONATE 10MG TAB, 10.00 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6820591,ALENDRONATE 35MG TAB, 29.60 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6815062,ALENDRONATE 70MG TAB, 64.40 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6837512,ALENDRONATE/VIT D3 2800U TAB, 91.00 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760805,ALFENTANIL 500MCG/1ML 5ML INJ, 106.20 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6826044,ALFUZOSIN 10MG TAB TR, 9.10 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6835623,ALISKIREN 150MG TAB, 9.80 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760847,ALLOPURINOL 100MG TAB, 5.20 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760854,ALLOPURINOL 300MG TAB, 6.80 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6839617,ALOE VESTA 240GM OINT TOP, 22.40 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760888,ALPRAZOLAM 0.25MG TAB, 7.10 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6760896,ALPRAZOLAM 0.5MG TAB, 6.80 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6838155,ALTEPLASE RECOMBINANT/1MG 2MG INJ, 148.00 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6817811,ALTEPLASE RECOMBINANT/1MG INJ, 166.80 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6817092,ALUM/MAG/SIMETH 200MG 30ML LIQ, 4.10 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6761035,ALUM/MAG/SIMETH XS 400MG 360ML LIQ, 24.20 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6761159,AMANTADINE HCL 100MG CAP, 7.50 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6850176,AMIKACIN SULFATE/100MG INJ, 6.20 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6850184,AMIKACIN SULFATE/100MG PB, 14.70 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6761233,AMILORIDE 5MG TAB, 6.40 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6761241,AMILORIDE 5MG/HCTZ 50MG TAB, 6.60 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6834196,AMINO ACIDS 5%/DEXT 15% 1000ML, 320.90 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6839641,AMINO ACIDS 5%/DEXT 15%/LYTES 1L, 320.90 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6839633,AMINO ACIDS 8%/DEXT 50% 1000ML, 320.90 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6834204,AMINO ACIDS 8%/DEXT 50%/LYTES 1L, 77.20 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6847792,AMINOCAPROIC ACID 10GM/250ML D5W, 201.00 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6761399,AMINOCAPROIC ACID 500MG TAB, 9.10 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6761431,AMINOPHYLLIN 25MG/1ML 10ML INJ, 33.40 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6850192,AMINOPHYLLIN<=250MG INJ, 20.80 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6850200,AMINOPHYLLIN<=250MG PB, 20.80 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6761530,AMIODARONE 200MG TAB, 14.20 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6858294,AMIODARONE HCL/30MG 360MG PB, 6.00 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6851398,AMIODARONE HCL/30MG 900MG PB, 1.60 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6850739,AMIODARONE HCL/30MG INJ, 8.10 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6850754,AMIODARONE HCL/30MG PB, 6.00 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6761555,AMITRIPTYLINE 10MG TAB, 6.30 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6761589,AMITRIPTYLINE 25MG TAB, 6.20 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6761597,AMITRIPTYLINE 50MG TAB, 6.50 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6802235,AMLODIPINE 2.5MG TAB, 8.70 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6801880,AMLODIPINE 5MG TAB, 8.30 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6761613,AMMONIA AROMATIC 0.33ML INH NAS, 1.00 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6824197,AMMONIUM LACTATE 12% 140GM CR TOP, 46.20 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6779870,AMMONIUM LACTATE 12% 225GM LOT TOP, 46.40 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6761720,AMOXICILLIN 125MG/5ML 80ML LIQ, 57.80 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6761696,AMOXICILLIN 250MG CAP, 7.10 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6761795,AMOXICILLIN 250MG TAB CHEW, 3.40 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6761753,AMOXICILLIN 250MG/5ML 100ML LIQ, 49.00 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6761704,AMOXICILLIN 500MG CAP, 8.00 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6832299,AMOXICILLIN 875MG TAB, 4.70 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6761811,AMOXIL/CLAV 125MG/5ML 75ML LIQ, 876.70 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6822951,AMOXIL/CLAV 1GM TAB TR, 14.00 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6761852,AMOXIL/CLAV 250MG TAB, 15.20 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6761837,AMOXIL/CLAV 250MG/5ML 75ML LIQ, 108.70 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6808216,AMOXIL/CLAV 400MG TAB CHEW, 7.50 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6761860,AMOXIL/CLAV 500MG TAB, 13.30 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6819577,AMOXIL/CLAV 600MG/5ML 75ML LIQ, 65.60 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6807242,AMOXIL/CLAV 875MG TAB, 16.80 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6761910,AMPICILLIN 250MG CAP, 3.30 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6761928,AMPICILLIN 500MG CAP, 0.80 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6833958,AMPICILLIN SOD 125MG INJ, 36.90 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6762066,AMPICILLIN SOD 250MG NS 50ML PB, 98.20 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6761969,AMPICILLIN SOD 500MG INJ, 96.50 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6762074,AMPICILLIN SOD 500MG NS 50ML PB, 109.30 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6850226,AMPICILLIN SOD/500MG INJ, 6.50 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6850234,AMPICILLIN SOD/500MG PB, 21.90 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6762090,AMPICILLIN/SULBACT 1.5GM INJ, 108.90 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6850275,AMPICILLIN/SULBACT/1.5GM PB, 32.90 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6762140,AMYL NITRITE 0.3ML INH NAS, 6.50 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6808299,ANASTROZOLE 1MG TAB, 17.60 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6833172,ANTICOAG SOD CITRATE 4% 500ML SOLN, 45.80 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6855449,APIXABAN 2.5MG TAB, 18.60 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6849996,APREPITANT/5MG CAP, 27.30 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6851737,A-PROTEINASE INHIB GLASSIA/10MG INJ, 17.50 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6817720,A-PROTEINASE INHIB HUMAN/10MG INJ, 8.30 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6835326,ARFORMOTEROL 15MCG/2ML SOLN INH, 26.40 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6807036,ARGININE 10% 30GM/300ML INJ, 74.50 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6822555,ARIPIPRAZOLE 10MG TAB, 24.60 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6830533,ARIPIPRAZOLE 2MG TAB, 77.00 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6830541,ARIPIPRAZOLE 5MG TAB, 58.10 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6810881,ARTIFICIAL TEAR .5% REFRSH 15ML OPH, 26.40 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6792303,ARTIFICIAL TEAR 0.4ML REFRESH 30/BX, 3.70 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6762306,ARTIFICIAL TEAR PF 15ML SOLN OPH, 3.90 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6798730,ASCORBIC ACID 500MG TAB, 0.40 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6762421,ASPIRIN 300MG SUPP RECT, 2.30 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6762462,ASPIRIN 325MG TAB, 0.40 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6762397,ASPIRIN 325MG TAB EC, 0.40 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6762439,ASPIRIN 600MG SUPP RECT, 2.40 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6762470,ASPIRIN 81MG TAB, 0.40 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6803688,ASPIRIN 81MG TAB EC, 0.40 ,
305,East Morgan County Hospital,250,PHARMACY HOSPITAL,6762553,ATENOLOL 100MG TAB, 8.20 ,
