HSP,CHARGE CODE,BILLING DESCRIPTION,HOSPITAL CHARGE,,,,,,,,,,,,,,,,,,,
TWI,0031007826,INJ T/P/D SQ/IM,$104.96,,,,,,,,,,,,,,,,,,,
TWI,0031012008,L&D TRIAGE NEW,$737.92,,,,,,,,,,,,,,,,,,,
TWI,0031012016,L&D TRIAGE EST,$715.34,,,,,,,,,,,,,,,,,,,
TWI,0031012024,SPEC PROC INT30,$577.98,,,,,,,,,,,,,,,,,,,
TWI,0031012032,SPEC PROC ADD15,$289.64,,,,,,,,,,,,,,,,,,,
TWI,0031012040,LBR SMPL 1ST HR,$592.04,,,,,,,,,,,,,,,,,,,
TWI,0031012057,LBR SMPL ADD HR,$499.47,,,,,,,,,,,,,,,,,,,
TWI,0031012065,LBR INT 1ST HR,$760.00,,,,,,,,,,,,,,,,,,,
TWI,0031012073,LBR INT ADD HR,$644.28,,,,,,,,,,,,,,,,,,,
TWI,0031012081,LBR CPX 1ST HR,"$1,064.90",,,,,,,,,,,,,,,,,,,
TWI,0031012099,LBR CPX ADD HR,$897.84,,,,,,,,,,,,,,,,,,,
TWI,0031012107,DELV SIMPLE,"$3,556.79",,,,,,,,,,,,,,,,,,,
TWI,0031012123,DELV COMPLEX,"$5,269.33",,,,,,,,,,,,,,,,,,,
TWI,0031012222,RECOVERY INT 30,$562.46,,,,,,,,,,,,,,,,,,,
TWI,0031012230,RECOVERY ADD 15,$362.50,,,,,,,,,,,,,,,,,,,
TWI,0031101504,CIRCUMCISION,$935.22,,,,,,,,,,,,,,,,,,,
TWI,0031101645,RESUSTN NEWBRN,"$1,150.25",,,,,,,,,,,,,,,,,,,
TWI,0031102759,SURG PROC INT30,"$2,675.64",,,,,,,,,,,,,,,,,,,
TWI,0031104714,HEP B VACC ADM,$151.55,,,,,,,,,,,,,,,,,,,
TWI,0031125875,AUD EVK PTL COM,"$1,134.60",,,,,,,,,,,,,,,,,,,
TWI,0031147804,CAR/BED TEST 60,$193.70,,,,,,,,,,,,,,,,,,,
TWI,0031147812,CAR/BEDTEST 30,$96.85,,,,,,,,,,,,,,,,,,,
TWI,0031192586,EVOKD AUDT COMP,$318.63,,,,,,,,,,,,,,,,,,,
TWI,0031203250,E&M-EP LVL I,$89.52,,,,,,,,,,,,,,,,,,,
TWI,0031203300,E&M-EP LVL II,$152.71,,,,,,,,,,,,,,,,,,,
TWI,0031203359,E&M-EP LVL IV,$315.57,,,,,,,,,,,,,,,,,,,
TWI,0031203367,E&M-EP LVL V,$412.50,,,,,,,,,,,,,,,,,,,
TWI,0031203409,E&M-EP LVL III,$218.63,,,,,,,,,,,,,,,,,,,
TWI,0031292022,E&M-NP LVL II,$152.71,,,,,,,,,,,,,,,,,,,
TWI,0031292030,E&M-NP LVL III,$218.63,,,,,,,,,,,,,,,,,,,
TWI,0031292048,E&M-NP LVL IV,$315.57,,,,,,,,,,,,,,,,,,,
TWI,0031292055,E&M-NP LVL V,$412.50,,,,,,,,,,,,,,,,,,,
TWI,0032135501,SURG LVI INT30,"$5,116.08",,,,,,,,,,,,,,,,,,,
TWI,0032135519,SURG LVI EA 15,"$2,118.29",,,,,,,,,,,,,,,,,,,
TWI,0032135527,SURG LVII INT30,"$5,407.99",,,,,,,,,,,,,,,,,,,
TWI,0032135535,SURG LVII EA15,"$2,264.25",,,,,,,,,,,,,,,,,,,
TWI,0032135543,SURG LVIII IN30,"$5,699.92",,,,,,,,,,,,,,,,,,,
TWI,0032135550,SURG LVIII EA15,"$2,411.45",,,,,,,,,,,,,,,,,,,
TWI,0032135568,SURG LVIV INT30,"$5,993.08",,,,,,,,,,,,,,,,,,,
TWI,0032135576,SURG LVIV EA 15,"$2,557.42",,,,,,,,,,,,,,,,,,,
TWI,0032158602,EMG 1 EXTREMITY,$802.82,,,,,,,,,,,,,,,,,,,
TWI,0032158610,EMG 2 EXTRMTIES,$250.75,,,,,,,,,,,,,,,,,,,
TWI,0032158644,EMG 4 EXTRMTIES,$261.07,,,,,,,,,,,,,,,,,,,
TWI,0032158701,NEURO MUSC TEST,$76.30,,,,,,,,,,,,,,,,,,,
TWI,0032159071,NERVE STDY 1-2,$173.00,,,,,,,,,,,,,,,,,,,
TWI,0032159253,SENSORY EPU/LMB,$253.60,,,,,,,,,,,,,,,,,,,
TWI,0032159261,SENSORY EPL/LMB,$288.21,,,,,,,,,,,,,,,,,,,
TWI,0032159287,CNT M EP T/C UL,$133.78,,,,,,,,,,,,,,,,,,,
TWI,0032159295,CNT M EP T/C LL,$133.78,,,,,,,,,,,,,,,,,,,
TWI,0032159378,NEUROMUSCLR JNC,$233.43,,,,,,,,,,,,,,,,,,,
TWI,0032159386,SOMATO UPP/LWR,$546.42,,,,,,,,,,,,,,,,,,,
TWI,0032159394,EP UPP/LOWER,$133.78,,,,,,,,,,,,,,,,,,,
TWI,0032159410,IONM OR 15 MIN,$236.58,,,,,,,,,,,,,,,,,,,
TWI,0032159428,IONM REMOTE,"$1,002.06",,,,,,,,,,,,,,,,,,,
TWI,0032159550,EEG SURG,$959.29,,,,,,,,,,,,,,,,,,,
TWI,0032168916,BLD AUTOSLV,$271.58,,,,,,,,,,,,,,,,,,,
TWI,0032190217,PRBC AUTO,$271.58,,,,,,,,,,,,,,,,,,,
TWI,0032210007,SPEC PROC INT30,$579.30,,,,,,,,,,,,,,,,,,,
TWI,0032210155,SPEC PROC EA15M,$289.64,,,,,,,,,,,,,,,,,,,
TWI,0032235707,RECOVERY INT 30,"$1,665.83",,,,,,,,,,,,,,,,,,,
TWI,0032235715,RECOVERY EA 15M,$658.56,,,,,,,,,,,,,,,,,,,
TWI,0036007607,IV HYD INT >31M,$763.62,,,,,,,,,,,,,,,,,,,
TWI,0036007615,IV HYD ADD HR,$374.85,,,,,,,,,,,,,,,,,,,
TWI,0036007656,IV TX INIT 1 HR,$774.33,,,,,,,,,,,,,,,,,,,
TWI,0036007664,IV INF TX ADD H,$374.85,,,,,,,,,,,,,,,,,,,
TWI,0036007672,IV SEQUENTL 1HR,$395.20,,,,,,,,,,,,,,,,,,,
TWI,0036007680,IV CONCURRENT,$397.34,,,,,,,,,,,,,,,,,,,
TWI,0036007748,INJ T/P/D IVP,$199.21,,,,,,,,,,,,,,,,,,,
TWI,0036007755,INJ ADD SEQ IVP,$199.21,,,,,,,,,,,,,,,,,,,
TWI,0036007763,SEQ IVP SAME DR,$204.67,,,,,,,,,,,,,,,,,,,
TWI,0036029601,CARDIO ELECTIVE,"$4,007.60",,,,,,,,,,,,,,,,,,,
TWI,0036030724,INJ T/P/D SQ/IM,$104.96,,,,,,,,,,,,,,,,,,,
TWI,0036030757,E&M-NP LVL I,$283.38,,,,,,,,,,,,,,,,,,,
TWI,0036030799,E&M-EP LVL I,$222.77,,,,,,,,,,,,,,,,,,,
TWI,0036035905,SPEC PROC INT30,$397.03,,,,,,,,,,,,,,,,,,,
TWI,0036035913,SPEC PROC ADD15,$172.27,,,,,,,,,,,,,,,,,,,
TWI,0036058576,CHOL INHIB TST,$537.93,,,,,,,,,,,,,,,,,,,
TWI,0036065233,IRRIGATE VAD,$89.06,,,,,,,,,,,,,,,,,,,
TWI,0036091528,MOD SED INIT15,$116.25,,,,,,,,,,,,,,,,,,,
TWI,0036091536,MOD SED ADD15,$116.25,,,,,,,,,,,,,,,,,,,
TWI,0036091957,PHLEBOTOMY,$468.27,,,,,,,,,,,,,,,,,,,
TWI,0037000205,ANES W/RAD 1/2H,"$1,558.62",,,,,,,,,,,,,,,,,,,
TWI,0037000239,ANES W/RAD 15M,$649.43,,,,,,,,,,,,,,,,,,,
TWI,0037022993,L&D EPIDURAL,"$1,589.99",,,,,,,,,,,,,,,,,,,
TWI,0037035607,ANESTH INT 30M,"$1,558.62",,,,,,,,,,,,,,,,,,,
TWI,0037035615,ANESTH EA ADD15,$649.43,,,,,,,,,,,,,,,,,,,
TWI,0037091527,MOD SED INIT15,$116.25,,,,,,,,,,,,,,,,,,,
TWI,0037091535,MOD SED ADD15,$116.25,,,,,,,,,,,,,,,,,,,
TWI,0040001505,DFIB DC MAXIMO,"$84,963.67",,,,,,,,,,,,,,,,,,,
TWI,0040004277,PM ADVANTIO SR,"$10,463.01",,,,,,,,,,,,,,,,,,,
TWI,0040004525,PM DC ACCENT,"$16,065.35",,,,,,,,,,,,,,,,,,,
TWI,0040004566,PM DC ALTRUA 60,"$13,296.29",,,,,,,,,,,,,,,,,,,
TWI,0040004939,PACEMAKER DC RR,"$25,406.22",,,,,,,,,,,,,,,,,,,
TWI,0040004954,PACEMAKER DC RR,"$25,406.22",,,,,,,,,,,,,,,,,,,
TWI,0040004962,PACEMAKER DC RR,"$16,999.96",,,,,,,,,,,,,,,,,,,
TWI,0040005183,PACEMAKER DC RR,"$22,503.26",,,,,,,,,,,,,,,,,,,
TWI,0040005266,PACEMAKER DC RR,"$22,503.26",,,,,,,,,,,,,,,,,,,
TWI,0040005340,PACEMAKER DC RR,"$27,975.77",,,,,,,,,,,,,,,,,,,
TWI,0040005555,PACEMAKER DC RR,"$19,063.36",,,,,,,,,,,,,,,,,,,
TWI,0040006215,PACEMAKER DC RR,"$21,081.25",,,,,,,,,,,,,,,,,,,
TWI,0040006223,PACEMAKER DC RR,"$25,923.08",,,,,,,,,,,,,,,,,,,
TWI,0040006249,PACEMAKER DC RR,"$25,474.51",,,,,,,,,,,,,,,,,,,
TWI,0040006413,PM DC RR ZEPHYR,"$15,302.10",,,,,,,,,,,,,,,,,,,
TWI,0040006421,PM DC RR ZEPHYR,"$15,302.10",,,,,,,,,,,,,,,,,,,
TWI,0040006991,PM INGENIO DR,"$12,905.93",,,,,,,,,,,,,,,,,,,
TWI,0040007007,PACEMAKER INSNC,"$43,322.07",,,,,,,,,,,,,,,,,,,
TWI,0040009011,PM REVO MRI,"$19,522.65",,,,,,,,,,,,,,,,,,,
TWI,0040010472,PACEMAKER SC RR,"$11,716.27",,,,,,,,,,,,,,,,,,,
TWI,0040010480,PACEMAKER SC RR,"$17,290.71",,,,,,,,,,,,,,,,,,,
TWI,0040010803,PACEMAKER SC RR,"$21,137.49",,,,,,,,,,,,,,,,,,,
TWI,0040011116,PACEMAKER SC RR,"$21,232.54",,,,,,,,,,,,,,,,,,,
TWI,0040011652,PACEMAKER SC RR,"$15,162.86",,,,,,,,,,,,,,,,,,,
TWI,0040012106,PACEMAKER SC RR,"$10,811.10",,,,,,,,,,,,,,,,,,,
TWI,0040040701,MESH COMPOSXKUG,"$5,781.81",,,,,,,,,,,,,,,,,,,
TWI,0040040982,PM ADVISA DR,"$15,937.72",,,,,,,,,,,,,,,,,,,
TWI,0040055345,EPIFIX SQ CM,$726.18,,,,,,,,,,,,,,,,,,,
TWI,0040085003,GEN INTERSTIM,"$31,769.16",,,,,,,,,,,,,,,,,,,
TWI,0040086985,LD INTERSTIM,"$10,540.62",,,,,,,,,,,,,,,,,,,
TWI,0040087058,LD PM CAPSR NOV,"$1,782.22",,,,,,,,,,,,,,,,,,,
TWI,0040087066,LD PM CAPSRFIX,"$3,615.31",,,,,,,,,,,,,,,,,,,
TWI,0040106858,ANCH PUSH LCK,"$1,843.80",,,,,,,,,,,,,,,,,,,
TWI,0040107104,ANCH FOOTPRINT,"$1,487.63",,,,,,,,,,,,,,,,,,,
TWI,0040107229,ANCH SUT Q-FIX,"$2,759.40",,,,,,,,,,,,,,,,,,,
TWI,0040107237,ANCH SUT Q-FIX,"$2,912.70",,,,,,,,,,,,,,,,,,,
TWI,0040109993,BN GRFT INFS LG,"$19,558.79",,,,,,,,,,,,,,,,,,,
TWI,0040110017,BN GRAFT KIT,"$13,020.46",,,,,,,,,,,,,,,,,,,
TWI,0040110546,BUTTON PLATE,"$1,907.33",,,,,,,,,,,,,,,,,,,
TWI,0040111023,DVC ULTRABUTTON,"$3,721.97",,,,,,,,,,,,,,,,,,,
TWI,0040111908,IMP BLD SPIRAL,"$1,894.69",,,,,,,,,,,,,,,,,,,
TWI,0040112013,IMP BN SUBST FM,"$7,137.04",,,,,,,,,,,,,,,,,,,
TWI,0040117699,KT ACHL SPDBRDG,"$10,677.35",,,,,,,,,,,,,,,,,,,
TWI,0040117996,HP PRIM TTL SH,"$10,412.00",,,,,,,,,,,,,,,,,,,
TWI,0040118515,HP HEMI BI STRY,"$9,720.00",,,,,,,,,,,,,,,,,,,
TWI,0040118556,KNE PRM TTL STY,"$43,412.31",,,,,,,,,,,,,,,,,,,
TWI,0040118630,CMT BN PFUL STY,"$2,119.43",,,,,,,,,,,,,,,,,,,
TWI,0040118655,CMT BN ANTF STY,"$2,119.43",,,,,,,,,,,,,,,,,,,
TWI,0040118754,HP REV BMT OLP,"$36,700.63",,,,,,,,,,,,,,,,,,,
TWI,0040118812,SHLDR PRMPT BMT,"$15,351.00",,,,,,,,,,,,,,,,,,,
TWI,0040118838,SHLDR PRMRV BMT,"$32,300.00",,,,,,,,,,,,,,,,,,,
TWI,0040119000,EXTENDER BUTTON,"$1,225.06",,,,,,,,,,,,,,,,,,,
TWI,0040119208,HP PRM TTL ZIMM,"$15,824.00",,,,,,,,,,,,,,,,,,,
TWI,0040119216,HP HEM BPLR ZIM,"$11,436.56",,,,,,,,,,,,,,,,,,,
TWI,0040119232,HP PREM ZIMMER,"$15,471.69",,,,,,,,,,,,,,,,,,,
TWI,0040119240,HP REV ZIM OLP,"$8,834.37",,,,,,,,,,,,,,,,,,,
TWI,0040119257,KNE PRM TTL ZIM,"$12,870.00",,,,,,,,,,,,,,,,,,,
TWI,0040119265,KNE UNICND ZIMM,"$12,210.00",,,,,,,,,,,,,,,,,,,
TWI,0040119273,KNE PREM ZIMMER,"$12,802.12",,,,,,,,,,,,,,,,,,,
TWI,0040119281,KNE REV ZIM OLP,"$10,698.29",,,,,,,,,,,,,,,,,,,
TWI,0040119307,SHLDR PRMTTL ZM,"$17,000.00",,,,,,,,,,,,,,,,,,,
TWI,0040119323,SHLDR PRMRV ZIM,"$34,070.83",,,,,,,,,,,,,,,,,,,
TWI,0040119331,SHLDR RV ZM OLP,"$8,242.68",,,,,,,,,,,,,,,,,,,
TWI,0040119349,CMT BN PLFL ZIM,$652.75,,,,,,,,,,,,,,,,,,,
TWI,0040119356,CMT BN ANTF ZIM,"$2,119.43",,,,,,,,,,,,,,,,,,,
TWI,0040119554,HP PRIM TTL DPY,"$13,072.50",,,,,,,,,,,,,,,,,,,
TWI,0040119653,KNE PRM TTL DPY,"$14,432.00",,,,,,,,,,,,,,,,,,,
TWI,0040119711,SHLDR PRMTL DPY,"$14,320.00",,,,,,,,,,,,,,,,,,,
TWI,0040119760,BN CMT PLFL DPY,"$2,119.43",,,,,,,,,,,,,,,,,,,
TWI,0040119786,BN CMT ANT DPY,"$2,119.43",,,,,,,,,,,,,,,,,,,
TWI,0040120057,IMP BUTTON AC,"$1,902.26",,,,,,,,,,,,,,,,,,,
TWI,0040120206,IMP CERV FUSION,"$6,900.00",,,,,,,,,,,,,,,,,,,
TWI,0040120321,IMP DISC ARTFCL,"$42,403.81",,,,,,,,,,,,,,,,,,,
TWI,0040122061,IMP KNEE UNI,"$12,567.82",,,,,,,,,,,,,,,,,,,
TWI,0040123002,IMP LUMB FUSION,"$59,573.16",,,,,,,,,,,,,,,,,,,
TWI,0040125502,IMP SCRW BIOTEN,"$1,711.24",,,,,,,,,,,,,,,,,,,
TWI,0040126054,IMP SPEEDLOCK,"$4,038.46",,,,,,,,,,,,,,,,,,,
TWI,0040130908,KT ANCH SUTR,"$1,684.86",,,,,,,,,,,,,,,,,,,
TWI,0040131203,KT LIGAMNT REPR,"$4,805.47",,,,,,,,,,,,,,,,,,,
TWI,0040131211,KT MCL INTRNBRC,"$16,094.60",,,,,,,,,,,,,,,,,,,
TWI,0040131500,KT SUBCHONDPLTY,"$11,337.51",,,,,,,,,,,,,,,,,,,
TWI,0040141509,MOLD CEMNT KNEE,"$8,056.06",,,,,,,,,,,,,,,,,,,
TWI,0040143026,PK MPFL,"$8,729.52",,,,,,,,,,,,,,,,,,,
TWI,0040143125,PLT LC MED DIST,"$6,451.52",,,,,,,,,,,,,,,,,,,
TWI,0040143133,PLT LC MD DIST,"$3,593.88",,,,,,,,,,,,,,,,,,,
TWI,0040144990,PUTTY OP-1 BMP7,"$18,065.82",,,,,,,,,,,,,,,,,,,
TWI,0040180689,SYS ACHILLES,"$15,337.67",,,,,,,,,,,,,,,,,,,
TWI,0040180697,SYS MINI SCORPN,"$4,920.53",,,,,,,,,,,,,,,,,,,
TWI,0040180705,SYS SPEEDBRIDGE,"$8,591.88",,,,,,,,,,,,,,,,,,,
TWI,0040180804,TIGHTROPE ABS,$780.76,,,,,,,,,,,,,,,,,,,
TWI,0040204968,ALLODERM SQ CM,$234.26,,,,,,,,,,,,,,,,,,,
TWI,0040204992,ALLODERM MATRX,"$7,617.58",,,,,,,,,,,,,,,,,,,
TWI,0040205007,ALLODERM SQ CM,$248.50,,,,,,,,,,,,,,,,,,,
TWI,0040205098,CARTIFORM,"$62,050.00",,,,,,,,,,,,,,,,,,,
TWI,0040205981,ANCH SWIVELOCK,"$1,877.27",,,,,,,,,,,,,,,,,,,
TWI,0040207003,ANCH SUT,"$1,657.69",,,,,,,,,,,,,,,,,,,
TWI,0040207201,ARTHROFLX SQ CM,$923.96,,,,,,,,,,,,,,,,,,,
TWI,0040210312,ENDOPROSTH VIAB,"$12,899.19",,,,,,,,,,,,,,,,,,,
TWI,0040214801,GEN INTERSTIM,"$31,117.04",,,,,,,,,,,,,,,,,,,
TWI,0040214827,GRFT ALLOMAX,"$6,113.89",,,,,,,,,,,,,,,,,,,
TWI,0040214850,GRFT ALLOMAX,"$18,654.96",,,,,,,,,,,,,,,,,,,
TWI,0040214884,GRFT ALLOMAX,"$3,822.85",,,,,,,,,,,,,,,,,,,
TWI,0040214934,GRFT ALLOMAX,"$15,632.31",,,,,,,,,,,,,,,,,,,
TWI,0040220121,GRFT AXIS DERMI,"$6,584.03",,,,,,,,,,,,,,,,,,,
TWI,0040229874,IMP SCAFLD TISS,"$20,075.00",,,,,,,,,,,,,,,,,,,
TWI,0040230104,IMP RETROBUTTON,"$1,308.20",,,,,,,,,,,,,,,,,,,
TWI,0040231789,INJ BULK AGNT,"$4,531.18",,,,,,,,,,,,,,,,,,,
TWI,0040233900,KT ANCH PUSHLK,$950.70,,,,,,,,,,,,,,,,,,,
TWI,0040233975,KT PLVC FLR RPR,"$6,519.59",,,,,,,,,,,,,,,,,,,
TWI,0040238883,MATRX COLLAGEN,"$27,342.41",,,,,,,,,,,,,,,,,,,
TWI,0040238974,MATRX AMNION,"$27,010.00",,,,,,,,,,,,,,,,,,,
TWI,0040239006,MATRX COLLAMEND,"$7,964.40",,,,,,,,,,,,,,,,,,,
TWI,0040239014,MATRX COLLAMEND,"$19,712.78",,,,,,,,,,,,,,,,,,,
TWI,0040239022,MATRX COLLAMEND,"$13,369.93",,,,,,,,,,,,,,,,,,,
TWI,0040239030,MATRX PROLAYER,"$29,127.00",,,,,,,,,,,,,,,,,,,
TWI,0040239097,MATRX PLST SURG,"$4,366.56",,,,,,,,,,,,,,,,,,,
TWI,0040239113,MARSTEM 1MG,$15.30,,,,,,,,,,,,,,,,,,,
TWI,0040239196,MATRISTEM PSM,"$7,788.43",,,,,,,,,,,,,,,,,,,
TWI,0040239204,MATRISTEM MSPL,"$34,769.76",,,,,,,,,,,,,,,,,,,
TWI,0040239956,MESH BARD 3DMAX,"$1,610.45",,,,,,,,,,,,,,,,,,,
TWI,0040239980,MESH COMPSX LP,"$6,290.63",,,,,,,,,,,,,,,,,,,
TWI,0040240020,MESH COMPSX KGL,"$7,226.60",,,,,,,,,,,,,,,,,,,
TWI,0040240681,MESH SYMBOTEX,"$4,465.51",,,,,,,,,,,,,,,,,,,
TWI,0040240715,MESH HERNIA,"$1,522.52",,,,,,,,,,,,,,,,,,,
TWI,0040240780,MESH HERNIA,"$2,281.67",,,,,,,,,,,,,,,,,,,
TWI,0040240905,MSH PLVC FLR RP,"$9,485.49",,,,,,,,,,,,,,,,,,,
TWI,0040240954,MSH PROGRIP,"$2,045.57",,,,,,,,,,,,,,,,,,,
TWI,0040242026,MSH PROCEED 4X6,"$2,703.46",,,,,,,,,,,,,,,,,,,
TWI,0040242158,MESH PHASIX,"$6,896.44",,,,,,,,,,,,,,,,,,,
TWI,0040242505,MSH VENTRALEX,"$1,707.24",,,,,,,,,,,,,,,,,,,
TWI,0040246167,PTCH H VENTRIO,"$3,003.38",,,,,,,,,,,,,,,,,,,
TWI,0040246175,PTCH H VENTRIO,"$3,615.31",,,,,,,,,,,,,,,,,,,
TWI,0040246183,PTCH H VENTRIO,"$2,033.94",,,,,,,,,,,,,,,,,,,
TWI,0040246217,PTCH H VENTRIO,"$5,681.19",,,,,,,,,,,,,,,,,,,
TWI,0040246266,PTCH HEMACAROTD,$633.89,,,,,,,,,,,,,,,,,,,
TWI,0040248072,STNT B RX,$548.99,,,,,,,,,,,,,,,,,,,
TWI,0040248114,STNT CTN HUIBRG,$308.49,,,,,,,,,,,,,,,,,,,
TWI,0040253312,STNT P ZIMMON,$287.88,,,,,,,,,,,,,,,,,,,
TWI,0040255002,STNT UROLUME,"$19,872.12",,,,,,,,,,,,,,,,,,,
TWI,0040255184,SYS SLNG PREFYX,"$3,765.27",,,,,,,,,,,,,,,,,,,
TWI,0040255242,SYS REP VAG,"$7,576.07",,,,,,,,,,,,,,,,,,,
TWI,0040255317,TISSUE MATRIX,$171.38,,,,,,,,,,,,,,,,,,,
TWI,0040270506,ALLOGRFT DENOVO,"$16,051.95",,,,,,,,,,,,,,,,,,,
TWI,0040280026,CYTAL PER SQ CM,$72.10,,,,,,,,,,,,,,,,,,,
TWI,0040280059,CYTAL PER SQ CM,$85.84,,,,,,,,,,,,,,,,,,,
TWI,0040285066,IMP SHEET MEDPR,"$1,099.32",,,,,,,,,,,,,,,,,,,
TWI,0040285462,MSH RESTORELLE,"$8,457.03",,,,,,,,,,,,,,,,,,,
TWI,0040285470,MSH RESTORELLE,"$8,457.03",,,,,,,,,,,,,,,,,,,
TWI,0040287401,STRATTICE SQ CM,$198.14,,,,,,,,,,,,,,,,,,,
TWI,0040288151,SYS SLNG SUPRIS,"$5,204.54",,,,,,,,,,,,,,,,,,,
TWI,0040288177,SYS SLING ALTIS,"$10,968.46",,,,,,,,,,,,,,,,,,,
TWI,0040315012,CATH PWR PICC,"$1,337.24",,,,,,,,,,,,,,,,,,,
TWI,0040315020,CATH PWR PICC,"$1,414.85",,,,,,,,,,,,,,,,,,,
TWI,0040315038,CATH PWR PICC,"$1,545.72",,,,,,,,,,,,,,,,,,,
TWI,0040327504,INTEGRA SQ CM,$128.54,,,,,,,,,,,,,,,,,,,
TWI,0041000043,ELECTROLYTE PAN,$613.97,,,,,,,,,,,,,,,,,,,
TWI,0041000316,VANCOMYCIN,$498.18,,,,,,,,,,,,,,,,,,,
TWI,0041000563,CBC WO DIFF,$439.66,,,,,,,,,,,,,,,,,,,
TWI,0041000621,LIPID PANEL,$538.50,,,,,,,,,,,,,,,,,,,
TWI,0041000696,RENAL FUNCT PNL,"$1,143.16",,,,,,,,,,,,,,,,,,,
TWI,0041000746,ACUTE HEP PANEL,$571.65,,,,,,,,,,,,,,,,,,,
TWI,0041001017,PHENCYCLINDN QL,$396.74,,,,,,,,,,,,,,,,,,,
TWI,0041001025,AMPHETAMINE QL,$396.74,,,,,,,,,,,,,,,,,,,
TWI,0041001090,HEPATC FUNC PNL,$929.37,,,,,,,,,,,,,,,,,,,
TWI,0041001116,COMP METABLC PN,"$1,398.41",,,,,,,,,,,,,,,,,,,
TWI,0041001660,BSC METABLC PNL,$960.70,,,,,,,,,,,,,,,,,,,
TWI,0041002155,OB PROFILE,"$1,503.66",,,,,,,,,,,,,,,,,,,
TWI,0041004045,DRGSCRN INSTR,$255.97,,,,,,,,,,,,,,,,,,,
TWI,0041010000,UA W/MICRO,$325.52,,,,,,,,,,,,,,,,,,,
TWI,0041010018,UA AUTO W/MICRO,$375.51,,,,,,,,,,,,,,,,,,,
TWI,0041010026,UA W/O MICRO,$312.64,,,,,,,,,,,,,,,,,,,
TWI,0041010042,UR WO MICRO AUT,$312.64,,,,,,,,,,,,,,,,,,,
TWI,0041010117,KETONES QUAL UR,$25.40,,,,,,,,,,,,,,,,,,,
