"YTD Average MS-DRG Charges
12/31/2018 10:01:19 AM",,
MS158,MS158 - DENTAL & ORAL DISEASES W CC,"15,234.51"
MS159,MS159 - DENTAL & ORAL DISEASES W/O CC/MCC,"32,518.44"
MS163,MS163 - MAJOR CHEST PROCEDURES W MCC,"105,776.41"
MS164,MS164 - MAJOR CHEST PROCEDURES W CC,"63,856.02"
MS165,MS165 - MAJOR CHEST PROCEDURES W/O CC/MCC,"49,264.77"
MS166,MS166 - OTHER RESP SYSTEM O.R. PROCEDURES W MCC,"69,183.21"
MS167,MS167 - OTHER RESP SYSTEM O.R. PROCEDURES W CC,"41,868.15"
MS175,MS175 - PULMONARY EMBOLISM W MCC,"28,544.98"
MS176,MS176 - PULMONARY EMBOLISM W/O MCC,"26,437.79"
MS177,MS177 - RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,"29,619.50"
MS178,MS178 - RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,"21,238.10"
MS179,MS179 - RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,"21,203.81"
MS180,MS180 - RESPIRATORY NEOPLASMS W MCC,"37,974.31"
MS181,MS181 - RESPIRATORY NEOPLASMS W CC,"18,622.42"
MS182,MS182 - RESPIRATORY NEOPLASMS W/O CC/MCC,"11,662.97"
MS183,MS183 - MAJOR CHEST TRAUMA W MCC,"7,423.57"
MS184,MS184 - MAJOR CHEST TRAUMA W CC,"33,126.78"
MS185,MS185 - MAJOR CHEST TRAUMA W/O CC/MCC,"29,992.30"
MS186,MS186 - PLEURAL EFFUSION W MCC,"38,830.75"
MS187,MS187 - PLEURAL EFFUSION W CC,"26,810.29"
MS189,MS189 - PULMONARY EDEMA & RESPIRATORY FAILURE,"24,306.78"
MS190,MS190 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W MCC,"24,359.71"
MS191,MS191 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W CC,"18,881.15"
MS192,MS192 - CHRONIC OBSTRUCTIVE PULMONARY DISEASE W/O CC/MCC,"19,377.00"
MS193,MS193 - SIMPLE PNEUMONIA & PLEURISY W MCC,"25,454.79"
MS194,MS194 - SIMPLE PNEUMONIA & PLEURISY W CC,"19,306.32"
MS195,MS195 - SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,"13,604.47"
MS196,MS196 - INTERSTITIAL LUNG DISEASE W MCC,"33,663.87"
MS197,MS197 - INTERSTITIAL LUNG DISEASE W CC,"10,115.85"
MS199,MS199 - PNEUMOTHORAX W MCC,"40,476.93"
MS200,MS200 - PNEUMOTHORAX W CC,"24,515.65"
MS201,MS201 - PNEUMOTHORAX W/O CC/MCC,"11,913.58"
MS202,MS202 - BRONCHITIS & ASTHMA W CC/MCC,"18,005.72"
MS203,MS203 - BRONCHITIS & ASTHMA W/O CC/MCC,"12,135.00"
MS204,MS204 - RESPIRATORY SIGNS & SYMPTOMS,"31,263.03"
MS205,MS205 - OTHER RESPIRATORY SYSTEM DIAGNOSES W MCC,"36,872.38"
MS206,MS206 - OTHER RESPIRATORY SYSTEM DIAGNOSES W/O MCC,"23,891.94"
MS207,MS207 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT >96 HOURS OR PERIPHERAL EXTRACORPOREAL MEMBRANE OXYGENATION (ECMO),"100,082.04"
MS208,MS208 - RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <=96 HOURS,"51,360.29"
MS215,MS215 - OTHER HEART ASSIST SYSTEM IMPLANT,"254,469.62"
MS216,MS216 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W MCC,"241,526.81"
MS217,MS217 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W CARD CATH W CC,"272,124.55"
MS219,MS219 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W MCC,"220,629.34"
MS220,MS220 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W CC,"126,811.94"
MS221,MS221 - CARDIAC VALVE & OTH MAJ CARDIOTHORACIC PROC W/O CARD CATH W/O CC/MCC,"136,422.06"
MS222,MS222 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W MCC,"250,507.02"
MS223,MS223 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W AMI/HF/SHOCK W/O MCC,"211,848.84"
MS225,MS225 - CARDIAC DEFIB IMPLANT W CARDIAC CATH W/O AMI/HF/SHOCK W/O MCC,"229,101.27"
MS226,MS226 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W MCC,"222,802.46"
MS227,MS227 - CARDIAC DEFIBRILLATOR IMPLANT W/O CARDIAC CATH W/O MCC,"208,413.77"
MS228,MS228 - OTHER CARDIOTHORACIC PROCEDURES W MCC,"99,289.69"
MS229,MS229 - OTHER CARDIOTHORACIC PROCEDURES W/O MCC,"125,367.55"
MS233,MS233 - CORONARY BYPASS W CARDIAC CATH W MCC,"184,641.52"
MS234,MS234 - CORONARY BYPASS W CARDIAC CATH W/O MCC,"144,961.12"
MS235,MS235 - CORONARY BYPASS W/O CARDIAC CATH W MCC,"149,947.96"
MS236,MS236 - CORONARY BYPASS W/O CARDIAC CATH W/O MCC,"106,366.73"
MS239,MS239 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W MCC,"105,966.74"
MS240,MS240 - AMPUTATION FOR CIRC SYS DISORDERS EXC UPPER LIMB & TOE W CC,"70,426.60"
MS242,MS242 - PERMANENT CARDIAC PACEMAKER IMPLANT W MCC,"74,543.30"
MS243,MS243 - PERMANENT CARDIAC PACEMAKER IMPLANT W CC,"84,764.12"
MS244,MS244 - PERMANENT CARDIAC PACEMAKER IMPLANT W/O CC/MCC,"63,820.62"
MS245,MS245 - AICD GENERATOR PROCEDURES,"168,116.24"
MS246,MS246 - PERCUTANEOUS CARDIOVASCULAR PROCEDURES W DRUG-ELUTING STENT W MCC OR 4+ ARTERIES OR STENTS,"109,322.33"
MS247,MS247 - PERC CARDIOVASC PROC W DRUG-ELUTING STENT W/O MCC,"72,440.85"
MS248,MS248 - PERCUTANEOUS CARDIOVASCULAR PROCEDURES W NON-DRUG-ELUTING STENT W MCC OR 4+ ARTERIES OR STENTS,"99,794.19"
MS249,MS249 - PERC CARDIOVASC PROC W NON-DRUG-ELUTING STENT W/O MCC,"86,309.08"
MS250,MS250 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W MCC,"75,082.25"
MS251,MS251 - PERC CARDIOVASC PROC W/O CORONARY ARTERY STENT W/O MCC,"57,587.83"
MS252,MS252 - OTHER VASCULAR PROCEDURES W MCC,"81,832.13"
MS253,MS253 - OTHER VASCULAR PROCEDURES W CC,"83,526.07"
MS254,MS254 - OTHER VASCULAR PROCEDURES W/O CC/MCC,"58,038.28"
MS255,MS255 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W MCC,"46,717.33"
MS256,MS256 - UPPER LIMB & TOE AMPUTATION FOR CIRC SYSTEM DISORDERS W CC,"31,093.90"
MS260,MS260 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W MCC,"77,123.76"
MS261,MS261 - CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT W CC,"49,332.81"
MS264,MS264 - OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,"78,008.17"
MS268,MS268 - AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W MCC,"101,124.39"
MS269,MS269 - AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON W/O MCC,"139,191.07"
MS270,MS270 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W MCC,"127,560.70"
MS271,MS271 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W CC,"122,282.32"
MS272,MS272 - OTHER MAJOR CARDIOVASCULAR PROCEDURES W/O CC/MCC,"93,569.53"
MS273,MS273 - PERCUTANEOUS INTRACARDIAC PROCEDURES W MCC,"58,993.44"
MS274,MS274 - PERCUTANEOUS INTRACARDIAC PROCEDURES W/O MCC,"63,465.88"
MS280,"MS280 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W MCC","41,140.79"
MS281,"MS281 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W CC","26,319.20"
MS282,"MS282 - ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE W/O CC/MCC","24,998.17"
MS283,"MS283 - ACUTE MYOCARDIAL INFARCTION, EXPIRED W MCC","37,454.65"
MS284,"MS284 - ACUTE MYOCARDIAL INFARCTION, EXPIRED W CC","1,591.88"
MS285,"MS285 - ACUTE MYOCARDIAL INFARCTION, EXPIRED W/O CC/MCC","32,929.64"
MS286,"MS286 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W MCC","47,319.63"
MS287,"MS287 - CIRCULATORY DISORDERS EXCEPT AMI, W CARD CATH W/O MCC","34,825.70"
MS291,MS291 - HEART FAILURE & SHOCK W MCC OR PERIPHERAL EXTRACORPOREAL MEMBRANE OXYGENATION (ECMO),"24,592.90"
MS292,MS292 - HEART FAILURE & SHOCK W CC,"18,756.68"
MS293,MS293 - HEART FAILURE & SHOCK W/O CC/MCC,"12,819.51"
MS296,"MS296 - CARDIAC ARREST, UNEXPLAINED W MCC OR PERIPHERAL EXTRACORPOREAL MEMBRANE OXYGENATION (ECMO)","52,238.10"
MS297,"MS297 - CARDIAC ARREST, UNEXPLAINED W CC","15,159.28"
MS299,MS299 - PERIPHERAL VASCULAR DISORDERS W MCC,"23,895.76"
MS300,MS300 - PERIPHERAL VASCULAR DISORDERS W CC,"21,231.23"
MS301,MS301 - PERIPHERAL VASCULAR DISORDERS W/O CC/MCC,"14,281.81"
MS302,MS302 - ATHEROSCLEROSIS W MCC,"27,259.85"
MS303,MS303 - ATHEROSCLEROSIS W/O MCC,"11,922.21"
MS304,MS304 - HYPERTENSION W MCC,"26,010.26"
MS305,MS305 - HYPERTENSION W/O MCC,"18,864.76"
MS307,MS307 - CARDIAC CONGENITAL & VALVULAR DISORDERS W/O MCC,"29,248.21"
MS308,MS308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,"23,641.88"
MS309,MS309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,"15,429.92"
MS310,MS310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,"13,665.89"
MS311,MS311 - ANGINA PECTORIS,"33,332.65"
MS312,MS312 - SYNCOPE & COLLAPSE,"22,440.23"
MS313,MS313 - CHEST PAIN,"16,755.59"
MS314,MS314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,"59,315.99"
MS315,MS315 - OTHER CIRCULATORY SYSTEM DIAGNOSES W CC,"16,497.57"
MS316,MS316 - OTHER CIRCULATORY SYSTEM DIAGNOSES W/O CC/MCC,"12,130.71"
MS326,"MS326 - STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC","103,814.04"
MS327,"MS327 - STOMACH, ESOPHAGEAL & DUODENAL PROC W CC","64,162.66"
MS328,"MS328 - STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC","50,418.26"
MS329,MS329 - MAJOR SMALL & LARGE BOWEL PROCEDURES W MCC,"90,481.08"
MS330,MS330 - MAJOR SMALL & LARGE BOWEL PROCEDURES W CC,"53,241.17"
MS331,MS331 - MAJOR SMALL & LARGE BOWEL PROCEDURES W/O CC/MCC,"45,637.31"
MS333,MS333 - RECTAL RESECTION W CC,"47,005.57"
MS335,MS335 - PERITONEAL ADHESIOLYSIS W MCC,"72,435.29"
MS336,MS336 - PERITONEAL ADHESIOLYSIS W CC,"51,160.12"
MS337,MS337 - PERITONEAL ADHESIOLYSIS W/O CC/MCC,"46,523.26"
MS338,MS338 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W MCC,"75,903.50"
MS339,MS339 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W CC,"56,592.06"
MS340,MS340 - APPENDECTOMY W COMPLICATED PRINCIPAL DIAG W/O CC/MCC,"38,274.85"
MS341,MS341 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W MCC,"42,119.72"
MS342,MS342 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W CC,"47,933.30"
MS343,MS343 - APPENDECTOMY W/O COMPLICATED PRINCIPAL DIAG W/O CC/MCC,"27,025.90"
MS344,MS344 - MINOR SMALL & LARGE BOWEL PROCEDURES W MCC,"50,339.15"
MS345,MS345 - MINOR SMALL & LARGE BOWEL PROCEDURES W CC,"76,203.57"
MS347,MS347 - ANAL & STOMAL PROCEDURES W MCC,"22,881.08"
MS348,MS348 - ANAL & STOMAL PROCEDURES W CC,"31,242.58"
MS349,MS349 - ANAL & STOMAL PROCEDURES W/O CC/MCC,"30,348.66"
MS350,MS350 - INGUINAL & FEMORAL HERNIA PROCEDURES W MCC,"56,712.44"
MS351,MS351 - INGUINAL & FEMORAL HERNIA PROCEDURES W CC,"41,411.72"
MS352,MS352 - INGUINAL & FEMORAL HERNIA PROCEDURES W/O CC/MCC,"40,405.30"
MS353,MS353 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W MCC,"98,686.13"
MS354,MS354 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W CC,"60,652.36"
MS355,MS355 - HERNIA PROCEDURES EXCEPT INGUINAL & FEMORAL W/O CC/MCC,"30,319.84"
MS356,MS356 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W MCC,"83,945.20"
MS357,MS357 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W CC,"44,628.96"
MS358,MS358 - OTHER DIGESTIVE SYSTEM O.R. PROCEDURES W/O CC/MCC,"44,928.34"
MS368,MS368 - MAJOR ESOPHAGEAL DISORDERS W MCC,"47,584.12"
MS369,MS369 - MAJOR ESOPHAGEAL DISORDERS W CC,"31,167.17"
MS371,MS371 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W MCC,"31,708.27"
MS372,MS372 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W CC,"23,534.30"
MS373,MS373 - MAJOR GASTROINTESTINAL DISORDERS & PERITONEAL INFECTIONS W/O CC/MCC,"26,858.44"
MS374,MS374 - DIGESTIVE MALIGNANCY W MCC,"31,152.30"
MS375,MS375 - DIGESTIVE MALIGNANCY W CC,"26,902.50"
MS376,MS376 - DIGESTIVE MALIGNANCY W/O CC/MCC,"22,216.43"
MS377,MS377 - G.I. HEMORRHAGE W MCC,"40,507.50"
MS378,MS378 - G.I. HEMORRHAGE W CC,"28,210.31"
MS379,MS379 - G.I. HEMORRHAGE W/O CC/MCC,"16,072.80"
MS380,MS380 - COMPLICATED PEPTIC ULCER W MCC,"39,576.80"
MS381,MS381 - COMPLICATED PEPTIC ULCER W CC,"30,672.12"
MS382,MS382 - COMPLICATED PEPTIC ULCER W/O CC/MCC,"19,471.40"
MS384,MS384 - UNCOMPLICATED PEPTIC ULCER W/O MCC,"30,675.51"
MS385,MS385 - INFLAMMATORY BOWEL DISEASE W MCC,"24,216.49"
MS386,MS386 - INFLAMMATORY BOWEL DISEASE W CC,"22,364.77"
MS387,MS387 - INFLAMMATORY BOWEL DISEASE W/O CC/MCC,"18,968.57"
MS388,MS388 - G.I. OBSTRUCTION W MCC,"36,978.90"
MS389,MS389 - G.I. OBSTRUCTION W CC,"19,035.28"
MS390,MS390 - G.I. OBSTRUCTION W/O CC/MCC,"18,765.92"
MS391,"MS391 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W MCC","32,232.61"
MS392,"MS392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC","25,264.48"
MS393,MS393 - OTHER DIGESTIVE SYSTEM DIAGNOSES W MCC,"34,161.59"
MS394,MS394 - OTHER DIGESTIVE SYSTEM DIAGNOSES W CC,"24,122.07"
MS395,MS395 - OTHER DIGESTIVE SYSTEM DIAGNOSES W/O CC/MCC,"27,203.46"
MS414,MS414 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W MCC,"262,288.47"
MS415,MS415 - CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE W/O C.D.E. W CC,"59,202.91"
MS417,MS417 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W MCC,"59,886.16"
MS418,MS418 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W CC,"58,384.68"
MS419,MS419 - LAPAROSCOPIC CHOLECYSTECTOMY W/O C.D.E. W/O CC/MCC,"38,876.45"
MS423,MS423 - OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES W MCC,"209,820.81"
MS432,MS432 - CIRRHOSIS & ALCOHOLIC HEPATITIS W MCC,"32,297.50"
MS433,MS433 - CIRRHOSIS & ALCOHOLIC HEPATITIS W CC,"23,746.58"
MS434,MS434 - CIRRHOSIS & ALCOHOLIC HEPATITIS W/O CC/MCC,"9,880.43"
MS435,MS435 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W MCC,"36,176.00"
MS436,MS436 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W CC,"26,876.98"
MS437,MS437 - MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS W/O CC/MCC,859.00
MS438,MS438 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W MCC,"44,999.05"
MS439,MS439 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W CC,"22,776.81"
MS440,MS440 - DISORDERS OF PANCREAS EXCEPT MALIGNANCY W/O CC/MCC,"23,224.17"
MS441,"MS441 - DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W MCC","43,315.53"
MS442,"MS442 - DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W CC","22,329.54"
MS443,"MS443 - DISORDERS OF LIVER EXCEPT MALIG,CIRR,ALC HEPA W/O CC/MCC","13,260.63"
MS444,MS444 - DISORDERS OF THE BILIARY TRACT W MCC,"40,446.96"
MS445,MS445 - DISORDERS OF THE BILIARY TRACT W CC,"29,690.59"
MS446,MS446 - DISORDERS OF THE BILIARY TRACT W/O CC/MCC,"29,174.06"
MS453,MS453 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W MCC,"121,679.92"
MS454,MS454 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W CC,"98,258.10"
MS455,MS455 - COMBINED ANTERIOR/POSTERIOR SPINAL FUSION W/O CC/MCC,"92,343.09"
MS458,MS458 - SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR EXT FUS W/O CC/MCC,"143,695.50"
MS459,MS459 - SPINAL FUSION EXCEPT CERVICAL W MCC,"197,438.64"
MS460,MS460 - SPINAL FUSION EXCEPT CERVICAL W/O MCC,"98,619.89"
MS462,MS462 - BILATERAL OR MULTIPLE MAJOR JOINT PROCS OF LOWER EXTREMITY W/O MCC,"348,671.14"
MS463,"MS463 - WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W MCC","115,915.52"
MS464,"MS464 - WND DEBRID & SKN GRFT EXC HAND, FOR MUSCULO-CONN TISS DIS W CC","64,727.34"
MS466,MS466 - REVISION OF HIP OR KNEE REPLACEMENT W MCC,"156,216.18"
MS467,MS467 - REVISION OF HIP OR KNEE REPLACEMENT W CC,"109,460.35"
MS468,MS468 - REVISION OF HIP OR KNEE REPLACEMENT W/O CC/MCC,"73,633.89"
MS469,MS469 - MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W MCC OR TOTAL ANKLE REPLACEMENT,"81,059.28"
MS470,MS470 - MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY W/O MCC,"56,173.17"
MS471,MS471 - CERVICAL SPINAL FUSION W MCC,"104,562.49"
