HospitalCode,Description,Price
BBH WALKER,oxyCODONE-acetaminophen 2.5-325 mg Tab 100 each Bottle,13.69
BBH WALKER,iodine strong (Lugols) 5 % Soln 14 mL Bottle,105.63
BBH WALKER,oxaprozin 600 mg Tab 100 each Bottle,19.56
BBH WALKER,oxaprozin 600 mg Tab 100 each Bottle,19.56
BBH WALKER,acetaminophen-codeine 120-12 mg/5 mL Soln 12.5 mL Syringe,15.65
BBH WALKER,dextromethorphan-guaifenesin 10-100 mg/5 mL Liqd 10 mL Cup,19.56
BBH WALKER,dextroamphetamine-amphetamine 10 mg Tab 100 each Bottle,19.56
BBH WALKER,dextroamphetamine-amphetamine 10 mg Tab 100 each Bottle,19.56
BBH WALKER,dextroamphetamine-amphetamine 10 mg Tab 100 each Bottle,19.56
BBH WALKER,dextroamphetamine-amphetamine 10 mg Tab 100 each Bottle,19.56
BBH WALKER,estradiol 0.05 mg/24 hr Ptwk 4 each Box,27.39
BBH WALKER,estradiol 0.05 mg/24 hr Ptwk 1 each Box,27.39
BBH WALKER,estradiol 0.05 mg/24 hr Ptwk 4 each Box,27.39
BBH WALKER,erythromycin 500 mg Tbec 100 each Bottle,15.65
BBH WALKER,paroxetine 20 MG Tab 90 each Bottle,29.34
BBH WALKER,paroxetine 20 MG Tab 1 each BLIST PACK,29.34
BBH WALKER,paroxetine 20 MG Tab 100 each BLIST PACK,29.34
BBH WALKER,paroxetine 20 MG Tab 100 each Bottle,29.34
BBH WALKER,paroxetine 20 MG Tab 1 each BLIST PACK,29.34
BBH WALKER,paroxetine 20 MG Tab 100 each BLIST PACK,29.34
BBH WALKER,erythromycin 250 mg Tbec 100 each Bottle,19.56
BBH WALKER,calcium carbonate 300 mg (750 mg) Chew 96 each Bottle,15.65
BBH WALKER,wound dressings Pste 170 g Tube,47.85
BBH WALKER,wound dressings Pste 71 g Tube,29.92
BBH WALKER,multivitamin liquid Liqd 5 mL Cup,19.56
BBH WALKER,magnesium hydroxide 400 mg/5 mL Susp 30 mL BLIST PACK,48.90
BBH WALKER,magnesium hydroxide 400 mg/5 mL Susp 355 mL Bottle,15.65
BBH WALKER,bismuth subsalicylate 262 mg/15 mL Susp 473 mL Bottle,24.46
BBH WALKER,bismuth subsalicylate 262 mg/15 mL Susp 30 mL Cup,29.34
BBH WALKER,bismuth subsalicylate 262 mg/15 mL Susp 236 mL Bottle,48.90
BBH WALKER,pentoxifylline 400 mg Tbsr 100 each BLIST PACK,19.56
BBH WALKER,pentoxifylline 400 mg Tbsr 1 each BLIST PACK,19.56
BBH WALKER,pentoxifylline 400 mg Tbsr 100 each Bottle,19.56
BBH WALKER,opium-belladonna 16.2-30 mg Supp 12 each Box,29.34
BBH WALKER,phenylephrine 1 % Spry 15 mL SQUEEZ BTL,46.95
BBH WALKER,permethrin 5 % Crea 60 g Tube,166.27
BBH WALKER,permethrin 5 % Crea 60 g Tube,166.27
BBH WALKER,permethrin 1 % Liqd 59 mL Bottle,29.34
BBH WALKER,permethrin 1 % Liqd 59 mL Bottle,29.34
BBH WALKER,perphenazine-amitriptyline 2-25 mg Tab 100 each Bottle,19.56
BBH WALKER,perphenazine-amitriptyline 4-25 mg Tab 100 each Bottle,19.56
BBH WALKER,phenelzine 15 mg Tab 60 each Bottle,19.56
BBH WALKER,phenoxybenzamine 10 mg Cap 100 each Bottle,19.56
BBH WALKER,lidocaine HCl 2 % Soln 100 mL Bottle,125.19
BBH WALKER,lidocaine HCl 2 % Soln 15 mL Cup,19.56
BBH WALKER,lidocaine HCl 2 % Soln 15 mL Cup,19.56
BBH WALKER,lidocaine HCl 2 % Soln 100 mL Bottle,125.19
BBH WALKER,lidocaine HCl 2 % Soln 100 mL Bottle,125.19
BBH WALKER,coal tar 1 % Sham 177 mL Bottle,18.84
BBH WALKER,phenylephrine HCL 0.25 % Supp 12 each Box,15.65
BBH WALKER,phenylephrine HCL 0.25 % Supp 12 each Box,15.65
BBH WALKER,carBAMazepine 100 mg/5 mL Susp 30 mL Cup,23.47
BBH WALKER,carBAMazepine 100 mg/5 mL Susp 450 mL Bottle,880.65
BBH WALKER,estradiol 0.1 mg/24 hr Ptwk 4 each Box,46.95
BBH WALKER,estradiol 0.1 mg/24 hr Ptwk 1 each Box,46.95
BBH WALKER,estradiol 0.1 mg/24 hr Ptwk 1 each Box,46.95
BBH WALKER,estradiol 0.1 mg/24 hr Ptwk 4 each Box,46.95
BBH WALKER,bismuth subsalicylate 525 mg/15 mL Susp 30 mL Cup,29.34
BBH WALKER,bismuth subsalicylate 525 mg/15 mL Susp 236 mL Bottle,19.56
BBH WALKER,pimozide 2 MG Tab 100 each Bottle,19.56
BBH WALKER,polycarbophil 625 mg Tab 90 each Bottle,19.56
BBH WALKER,polycarbophil 625 mg Tab 90 each Bottle,19.56
BBH WALKER,polycarbophil 625 mg Tab 90 each Bottle,19.56
BBH WALKER,polycarbophil 625 mg Tab 90 each Bottle,19.56
BBH WALKER,iron polysaccharides 150 mg iron Cap 100 each Bottle,19.56
BBH WALKER,k-phos di & mono-sod phos mono 250 mg Tab 100 each Bottle,19.56
BBH WALKER,potassium bicarbonate & potassium chloride 25 mEq Tbef 30 each Bottle,15.65
BBH WALKER,potassium phosphate (monobasic) 500 mg Tbso 100 each Bottle,19.56
BBH WALKER,pramoxine-hydrocortisone 1-1 % Foam 10 g Can,297.34
BBH WALKER,pramoxine-hydrocortisone 1-1 % Foam 10 g Can,297.34
BBH WALKER,pravastatin 10 MG Tab 90 each Bottle,35.21
BBH WALKER,pravastatin 10 MG Tab 100 each BLIST PACK,35.21
BBH WALKER,pravastatin 10 MG Tab 1 each BLIST PACK,35.21
BBH WALKER,pravastatin 20 MG Tab 1 each BLIST PACK,35.21
BBH WALKER,pravastatin 20 MG Tab 100 each BLIST PACK,35.21
BBH WALKER,pravastatin 20 MG Tab 100 each BLIST PACK,35.21
BBH WALKER,pravastatin 20 MG Tab 1 each BLIST PACK,35.21
BBH WALKER,pravastatin 40 MG Tab 90 each Bottle,19.56
BBH WALKER,pravastatin 40 MG Tab 90 each Bottle,19.56
BBH WALKER,pravastatin 40 MG Tab 1 each BLIST PACK,19.56
BBH WALKER,pravastatin 40 MG Tab 100 each BLIST PACK,19.56
BBH WALKER,pravastatin 40 MG Tab 100 each BLIST PACK,19.56
BBH WALKER,pravastatin 40 MG Tab 100 each BLIST PACK,19.56
BBH WALKER,pravastatin 40 MG Tab 1 each BLIST PACK,19.56
BBH WALKER,prednisoLONE 15 mg/5 mL Soln 240 mL Bottle,36149.76
BBH WALKER,prednisoLONE 15 mg/5 mL Soln 5 mL Cup,68.47
BBH WALKER,primidone 50 MG Tab 100 each Bottle,19.56
BBH WALKER,primidone 50 MG Tab 100 each BLIST PACK,19.56
BBH WALKER,primidone 50 MG Tab 50 each BLIST PACK,19.56
BBH WALKER,primidone 50 MG Tab 100 each Bottle,19.56
BBH WALKER,prochlorperazine 25 MG Supp 12 each Box,35.21
BBH WALKER,prochlorperazine 25 MG Supp 12 each Box,35.21
BBH WALKER,promethazine 12.5 MG Supp 1 each Box,29.34
BBH WALKER,promethazine 12.5 MG Supp 12 each Box,29.34
BBH WALKER,promethazine 12.5 MG Supp 1 each Box,29.34
BBH WALKER,cholecalciferol (vitamin D3) 400 unit Cap 100 each Bottle,15.65
BBH WALKER,promethazine 25 MG Supp 1 each Box,29.34
BBH WALKER,promethazine 25 MG Supp 12 each Box,29.34
BBH WALKER,promethazine-dextromethorphan 6.25-15 mg/5 mL Syrp 473 mL Bottle,25.43
BBH WALKER,propafenone 150 MG Tab 1 each BLIST PACK,19.56
BBH WALKER,propafenone 150 MG Tab 100 each BLIST PACK,19.56
BBH WALKER,propafenone 225 MG Tab 100 each Bottle,19.56
BBH WALKER,protriptyline 10 MG Tab 100 each Bottle,19.56
BBH WALKER,protriptyline 5 MG Tab 100 each Bottle,19.56
BBH WALKER,medroxyPROGESTERone 150 mg/mL Syrg 1 mL Syringe,117.37
BBH WALKER,pyridostigmine 60 mg Tab 100 each Bottle,31.55
BBH WALKER,pyridostigmine 60 mg Tab 100 each BLIST PACK,31.55
BBH WALKER,quinapril 10 MG Tab 100 each BLIST PACK,19.56
BBH WALKER,quinapril 20 MG Tab 100 each BLIST PACK,19.56
BBH WALKER,quinapril 5 MG Tab 90 each Bottle,19.56
BBH WALKER,quinapril 5 MG Tab 100 each BLIST PACK,19.56
BBH WALKER,ramipril 1.25 MG Cap 100 each Bottle,19.56
BBH WALKER,ramipril 10 MG Cap 100 each BLIST PACK,19.56
BBH WALKER,ramipril 10 MG Cap 100 each Bottle,19.56
BBH WALKER,ramipril 10 MG Cap 100 each Bottle,19.56
BBH WALKER,ramipril 2.5 MG Cap 100 each BLIST PACK,19.56
BBH WALKER,ramipril 5 MG Cap 100 each BLIST PACK,19.56
BBH WALKER,"insulin aspart protamine-insulin aspart 100 unit/mL (70-30) Soln 1,000 Units Vial",885.00
BBH WALKER,rifAMPin 300 MG Cap 100 each BLIST PACK,35.21
BBH WALKER,rifAMPin 300 MG Cap 100 each BLIST PACK,35.21
BBH WALKER,rifAMPin 300 MG Cap 1 each BLIST PACK,35.21
BBH WALKER,acetaZOLAMIDE 250 MG Tab 100 each BLIST PACK,19.56
BBH WALKER,acetaZOLAMIDE 250 MG Tab 100 each Bottle,19.56
BBH WALKER,"bacitracin-polymyxin B 500-10,000 unit/gram Pack 144 each Packet",19.56
BBH WALKER,senna 8.6 mg Tab 100 each Bottle,19.56
BBH WALKER,senna 8.6 mg Tab 50 each Bottle,19.56
BBH WALKER,senna 8.6 mg Tab 100 each BLIST PACK,19.56
BBH WALKER,senna 8.6 mg Tab 100 each BLIST PACK,19.56
BBH WALKER,senna 8.6 mg Tab 100 each Bottle,19.56
BBH WALKER,sertraline 100 MG Tab 100 each BLIST PACK,48.90
BBH WALKER,sertraline 100 MG Tab 30 each Bottle,48.90
BBH WALKER,sertraline 100 MG Tab 100 each BLIST PACK,48.90
BBH WALKER,sertraline 100 MG Tab 90 each Bottle,48.90
BBH WALKER,sertraline 100 MG Tab 100 each BLIST PACK,48.90
BBH WALKER,sertraline 50 MG Tab 100 each BLIST PACK,48.90
BBH WALKER,sertraline 50 MG Tab 30 each Bottle,48.90
BBH WALKER,sertraline 50 MG Tab 100 each BLIST PACK,48.90
BBH WALKER,sertraline 50 MG Tab 90 each Bottle,48.90
BBH WALKER,sertraline 50 MG Tab 1 each BLIST PACK,48.90
BBH WALKER,sertraline 50 MG Tab 100 each BLIST PACK,48.90
BBH WALKER,white petrolatum 41 % Oint 50 g Tube,21.52
BBH WALKER,vit E-glycerin-dimethicone Lotn 237 mL Bottle,171.42
BBH WALKER,sodium chloride 2 % Drop 15 mL DROP BTL,93.90
BBH WALKER,artificial saliva (yerbas-lyt) Spra 60 mL SQUEEZ BTL,33.26
BBH WALKER,artificial saliva (yerbas-lyt) Spra 240 mL SQUEEZ BTL,133.02
BBH WALKER,sotalol 160 MG Tab 1 each BLIST PACK,19.56
BBH WALKER,sotalol 160 MG Tab 100 each Bottle,19.56
BBH WALKER,sotalol 240 MG Tab 100 each Bottle,19.56
BBH WALKER,sotalol 80 MG Tab 100 each BLIST PACK,19.56
BBH WALKER,sotalol 80 MG Tab 1 each BLIST PACK,19.56
BBH WALKER,sotalol 80 MG Tab 1 each BLIST PACK,19.56
BBH WALKER,sotalol 80 MG Tab 100 each Bottle,19.56
BBH WALKER,spironolactone 100 MG Tab 1 each BLIST PACK,19.56
BBH WALKER,spironolactone 50 MG Tab 1 each BLIST PACK,19.56
BBH WALKER,spironolactone 50 MG Tab 100 each BLIST PACK,19.56
BBH WALKER,spironolactone 50 MG Tab 100 each Bottle,19.56
BBH WALKER,sucralfate 100 mg/mL Susp 10 mL Cup,19.56
BBH WALKER,sucralfate 100 mg/mL Susp 420 mL Bottle,43.04
BBH WALKER,sucralfate 100 mg/mL Susp 10 mL Cup,19.56
BBH WALKER,sucralfate 100 mg/mL Susp 10 mL Cup,19.56
BBH WALKER,sucralfate 1 gram Tab 100 each Bottle,19.56
BBH WALKER,sucralfate 1 gram Tab 500 each Bottle,19.56
BBH WALKER,sucralfate 1 gram Tab 1 each BLIST PACK,19.56
BBH WALKER,sucralfate 1 gram Tab 100 each Bottle,19.56
BBH WALKER,sulfacetaminde-prednisolone 10-0.2 % Oint 3.5 g Tube,121.28
BBH WALKER,temazepam 7.5 MG Cap 100 each Bottle,7.83
BBH WALKER,temazepam 7.5 MG Cap 30 each BLIST PACK,7.83
BBH WALKER,temazepam 7.5 MG Cap 30 each BLIST PACK,7.83
BBH WALKER,terbutaline 2.5 MG Tab 100 each Bottle,19.56
BBH WALKER,terbutaline 2.5 MG Tab 100 each Bottle,19.56
BBH WALKER,terconazole 0.4 % Crea 45 g TUBE/KIT,230.83
BBH WALKER,terconazole 0.8 % Crea 20 g Tube,230.83
BBH WALKER,terconazole 80 mg Supp 3 each Box,230.83
BBH WALKER,fluocinonide-emollient 0.05 % Crea 15 g Tube,133.02
BBH WALKER,timolol 0.25 % Drop 5 mL DROP BTL,228.87
BBH WALKER,timolol 0.25 % Drop 5 mL DROP BTL,228.87
BBH WALKER,timolol 0.25 % Drop 10 mL DROP BTL,19.39
BBH WALKER,timolol 0.5 % Drop 5 mL DROP BTL,281.69
BBH WALKER,timolol 0.5 % Drop 5 mL DROP BTL,281.69
BBH WALKER,timolol 0.5 % Drop 10 mL DROP BTL,14.20
BBH WALKER,timolol 0.5 % Drop 5 mL DROP BTL,281.69
BBH WALKER,tobramycin-dexamethasone 0.3-0.1 % Oint 3.5 g Tube,207.35
BBH WALKER,tobramycin-dexamethasone 0.3-0.1 % Drps 2.5 mL DROP BTL,127.15
BBH WALKER,tobramycin-dexamethasone 0.3-0.1 % Drps 2.5 mL DROP BTL,127.15
BBH WALKER,tobramycin-dexamethasone 0.3-0.1 % Drps 5 mL DROP BTL,201.48
BBH WALKER,tobramycin-dexamethasone 0.3-0.1 % Drps 2.5 mL DROP BTL,127.15
BBH WALKER,NaCl-aloe vera Gel 14.1 g Jar,43.04
BBH WALKER,triamterene 50 MG Cap 100 each Bottle,19.56
BBH WALKER,trifluridine 1 % Drop 7.5 mL DROP BTL,350.15
BBH WALKER,mometasone 220 mcg (14 doses) Aepb 1 each CANISTER,348.20
BBH WALKER,"vitamin E (dl, acetate) 100 unit Cap 100 each Bottle",19.56
BBH WALKER,glycerin-witch hazel 12.5-50 % Padm 40 each Box,1095.44
BBH WALKER,trypsin-balsam-castor oil 0.12-87 mg/gram Spra 56.7 g SQUEEZ BTL,244.52
BBH WALKER,trypsin-balsam-castor oil 0.12-87 mg/gram Spra 113.4 g SQUEEZ BTL,44.99
BBH WALKER,calcium carbonate-vitamin D3 250-125 mg-unit Tab 100 each Bottle,19.56
BBH WALKER,calcium carbonate-vitamin D3 250-125 mg-unit Tab 100 each BLIST PACK,19.56
BBH WALKER,urea 40 % Crea 28.35 g Bottle,38.36
BBH WALKER,ursodiol 300 mg Cap 100 each Bottle,29.34
BBH WALKER,verapamil 120 MG Tbsr 1 each BLIST PACK,29.34
BBH WALKER,verapamil 180 MG Tbsr 100 each Bottle,29.34
BBH WALKER,verapamil 180 MG Tbsr 100 each Bottle,29.34
BBH WALKER,verapamil 180 MG Tbsr 1 each BLIST PACK,29.34
BBH WALKER,warfarin 1 MG Tab 100 each Bottle,19.56
BBH WALKER,warfarin 1 MG Tab 100 each BLIST PACK,19.56
BBH WALKER,iron aspgly-C-B12-Ca-suc-stoma 70 mg-150 mg-10 mcg-2 mg-75 mg Tab 90 each Bottle,19.56
BBH WALKER,"neomycin-bacitracnZn-polymyxnB 3.5-400-5,000 mg-unit-unit Oipk 144 each Packet",19.56
BBH WALKER,"omega-3 fatty acids-fish oil 340-1,000 mg Cap 100 each Bottle",19.56
BBH WALKER,zidovudine 100 mg Cap 100 each Bottle,19.56
BBH WALKER,zidovudine 100 mg Cap 30 each BLIST PACK,19.56
BBH WALKER,zidovudine 10 mg/mL Syrp 240 mL Bottle,939.12
BBH WALKER,acetylcysteine 600 mg Cap 60 each Bottle,11.74
BBH WALKER,acetylcysteine 600 mg Cap 100 each Bottle,11.74
BBH WALKER,zolpidem 10 mg Tab 1 each BLIST PACK,19.56
BBH WALKER,zolpidem 10 mg Tab 100 each BLIST PACK,19.56
BBH WALKER,zolpidem 10 mg Tab 100 each BLIST PACK,19.56
BBH WALKER,zolpidem 5 MG Tab 1 each BLIST PACK,19.56
BBH WALKER,"zolpidem 5 MG Tab 1,000 each Bottle",19.56
BBH WALKER,zolpidem 5 MG Tab 100 each Bottle,19.56
BBH WALKER,zolpidem 5 MG Tab 100 each BLIST PACK,19.56
BBH WALKER,benzoin-aloe vera-storax-tolu 10-2-8-4 % Tinc 59 mL Bottle,14.20
BBH WALKER,benzoin-aloe vera-storax-tolu 10-2-8-4 % Tinc 30 mL Bottle,469.47
BBH WALKER,white petrolatum-mineral oil 83-15 % Oint 3.5 g Tube,15.65
BBH WALKER,white petrolatum-mineral oil 83-15 % Oint 3.5 g Tube,15.65
BBH WALKER,white petrolatum-mineral oil 83-15 % Oint 3.5 g Tube,15.65
BBH WALKER,white petrolatum-mineral oil 56.8-42.5 % Oint 3.5 g Tube,111.50
BBH WALKER,phenytoin 100 mg/4 mL Susp 4 mL Cup,19.56
BBH WALKER,Bifidobacterium infantis 4 mg Cap 28 each BLIST PACK,15.65
BBH WALKER,Bifidobacterium infantis 4 mg Cap 42 each BLIST PACK,15.65
BBH WALKER,Bifidobacterium infantis 4 mg Cap 30 capsule Bottle,469.47
BBH WALKER,FA-arginine-B12-B6-blackpepper 2-500-500-50 mg-mg-mcg-mg Tab 30 each Bottle,13.69
BBH WALKER,Lactobacillus acidoph-L.bulgar 1 million cell Chew 50 each Bottle,19.56
BBH WALKER,saliva stimulant comb. no.3 Spry 44.3 mL Bottle,26.62
BBH WALKER,biotin-calcium carbonate 800-195 mcg-mg Tab 110 each Bottle,15.65
BBH WALKER,"vitamin E (dl, acetate) 400 unit Cap 100 each Bottle",19.56
BBH WALKER,magnesium chloride 64 mg Tbec 60 each Bottle,15.65
BBH WALKER,multivitamin-iron-folic acid 18-400 mg-mcg Tab 100 each Bottle,15.65
BBH WALKER,vitamin A & D Oint 113.4 g Jar,17.61
BBH WALKER,diltiazem 120 MG Cp12 1 each BLIST PACK,19.56
BBH WALKER,multivitamin-iron-minerals-FA-Ca 9 mg iron-400 mcg Tab 130 each Bottle,15.65
BBH WALKER,multivitamin-iron-minerals-FA-Ca 9 mg iron-400 mcg Tab 100 each BLIST PACK,15.65
BBH WALKER,"cholecalciferol 5,000 unit Tab 100 each Bottle",15.65
BBH WALKER,"cholecalciferol 5,000 unit Tab 1 each BLIST PACK",15.65
BBH WALKER,miconazole applicators-wipes 2 % (100 mg)- 2 % Kit 1 each KIT,36.53
BBH WALKER,thyroid (pork) 30 mg Tab 100 each Bottle,7.83
BBH WALKER,thyroid (pork) 60 mg Tab 100 each Bottle,19.56
BBH WALKER,thyroid (pork) 60 mg Tab 100 each Bottle,19.56
BBH WALKER,Lactobacillus acidoph-L.bulgar 1 million cell Tab 50 each Bottle,19.56
BBH WALKER,carBAMazepine 100 mg/5 mL (5 mL) Susp 5 mL Cup,14.20
BBH WALKER,"lipase-protease-amylase 5,000-17,000 -27,000 unit Cpdr 100 each Bottle",15.65
BBH WALKER,"lipase-protease-amylase 5,000-17,000 -27,000 unit Cpdr 100 each Bottle",15.65
BBH WALKER,acetaminophen 160 mg/5 mL (5 mL) Soln 5 mL Cup,19.56
BBH WALKER,acetaminophen 160 mg/5 mL (5 mL) Soln 5 mL Cup,19.56
BBH WALKER,"omega 3-dha-epa-fish oil 300-1,000 mg Cap 120 each Bottle",15.65
BBH WALKER,"omega 3-dha-epa-fish oil 300-1,000 mg Cap 120 each Bottle",15.65
BBH WALKER,tetracaine HCl 0.5 % Dpvs 1 each DROP BTL,111.50
BBH WALKER,witch hazel 50 % Padm 40 each Box,847.76
BBH WALKER,witch hazel 50 % Padm 40 each Jar,847.76
BBH WALKER,witch hazel 50 % Padm 100 each Box,3624.90
BBH WALKER,calcium gluconate 45 mg (500 mg) Tab 100 each BLIST PACK,19.56
BBH WALKER,multivitamin with minerals 9 mg iron/15 mL Liqd 237 mL Bottle,20.38
BBH WALKER,thiamine mononitrate (vit B1) 100 mg Tab 100 each Bottle,19.56
BBH WALKER,thiamine mononitrate (vit B1) 100 mg Tab 1 each BLIST PACK,19.56
BBH WALKER,thiamine mononitrate (vit B1) 100 mg Tab 1 each BLIST PACK,19.56
BBH WALKER,meclizine 12.5 mg Tab 100 each BLIST PACK,19.56
BBH WALKER,meclizine 12.5 mg Tab 100 each Bottle,19.56
BBH WALKER,venlafaxine 25 MG Tab 100 each Bottle,19.56
BBH WALKER,venlafaxine 50 MG Tab 100 each Bottle,19.56
BBH WALKER,venlafaxine 50 MG Tab 100 each Bottle,19.56
BBH WALKER,venlafaxine 75 MG Tab 100 each Bottle,19.56
BBH WALKER,venlafaxine 75 MG Tab 100 each Bottle,19.56
BBH WALKER,venlafaxine 75 MG Tab 1 each BLIST PACK,19.56
BBH WALKER,venlafaxine 75 MG Tab 100 each Bottle,19.56
BBH WALKER,venlafaxine 75 MG Tab 1 each BLIST PACK,19.56
BBH WALKER,venlafaxine 75 MG Tab 1 each BLIST PACK,19.56
BBH WALKER,venlafaxine 37.5 MG Tab 100 each Bottle,19.56
BBH WALKER,venlafaxine 37.5 MG Tab 1 each BLIST PACK,19.56
BBH WALKER,venlafaxine 37.5 MG Tab 100 each Bottle,19.56
BBH WALKER,venlafaxine 37.5 MG Tab 100 each Bottle,19.56
BBH WALKER,venlafaxine 37.5 MG Tab 1 each BLIST PACK,19.56
BBH WALKER,carbidopa-levodopa 25-100 mg Tbsr 1 each BLIST PACK,19.56
BBH WALKER,carbidopa-levodopa 25-100 mg Tbsr 100 each Bottle,19.56
BBH WALKER,carbidopa-levodopa 25-100 mg Tbsr 100 each BLIST PACK,19.56
