HospitalCode,Description,Price
BBH WALKER,HC PHENOTYPE INFECT AGENT DRUG XX,892.00
BBH WALKER,HC GENOTYPE DNA HIV REVERSE T XX,2512.00
BBH WALKER,HC PERQ THRMBC/NFS DIALYSIS CIRCUIT IMG DX ANGRPH,573.00
BBH WALKER,HC PHENOTYPE DNA HIV W/CULTURE XX,5350.00
BBH WALKER,HC PHENOTYPE DNA HIV W/CLT ADD XX,1942.00
BBH WALKER,HC PERQ THRMBC/NFS DIAL CIRCUIT TRLUML BALO ANGIOP,26600.00
BBH WALKER,HC ENCEPHALTIS EAST EQNE ANBDY- IGG XX,160.00
BBH WALKER,HC ENCEPHALTIS WEST EQNE ANTBDY- IGG XX,160.00
BBH WALKER,HC PERQ THRMBC/NFS DIAL CIRCUIT TCAT PLMT IV STENT,46972.00
BBH WALKER,HC BONE MARROW INTERPRETATION,664.00
BBH WALKER,HC FNA W/IMAGE,5228.00
BBH WALKER,HC TRLUML BALO ANGIOP CTR DIALYSIS SEG,10971.00
BBH WALKER,HC ULTRASOUND BREAST COMPLETE,1364.00
BBH WALKER,HC STENT PLMT CTR DIALYSIS SEG,10971.00
BBH WALKER,HC ULTRASOUND BREAST LIMITED,937.00
BBH WALKER,HC DRAIN/INJ SMALL JOINT/BURSA W/US,2966.00
BBH WALKER,HC DIALYSIS CIRCUIT EMBOLJ,9330.00
BBH WALKER,HC DRAIN/INJ INTERMEDIATE JOINT/BURSA W/US,3390.00
BBH WALKER,HC DRAIN/INJ MAJOR JOINT/BURSA W/US,3817.00
BBH WALKER,HC MYELOGRAPHY LUMBAR INJECTION,4104.00
BBH WALKER,HC MYELOGRAPHY VIA LUMBAR INJECTION; THORACIC,4104.00
BBH WALKER,HC MYELOGRAPHY VIA LUMBAR INJECTION; LUMBOSACRAL,4104.00
BBH WALKER,HC MYELOGRAPHY VIA LUMBAR INJECTION; > 2 OR MORE REGIONS,5871.00
BBH WALKER,HC DRAIN/INJECT JOINT/BURSA W/0 U/S GUIDANCE,3390.00
BBH WALKER,HC INTRO CATH DIALYSIS CIRCUIT W/TRLUML BALO ANGIOP,46972.00
BBH WALKER,HC PSYTX PT 30 MINUTES,514.00
BBH WALKER,HC PSYTX PT 45 MINUTES,758.00
BBH WALKER,HC PSYTX PT 60 MINUTES,567.00
BBH WALKER,HC DRUG SCREEN NON TLC DEVICES,117.00
BBH WALKER,"HC FAMILY PSYTX W/O PATIENT, 50 MINUTES",656.00
BBH WALKER,HC DRUG SCREEN CLASS LIST A,1493.00
BBH WALKER,"HC FAMILY PSYTX W/PATIENT, 50 MINUTES",656.00
BBH WALKER,HC DRUG SCREEN QUANTALCOHOLS,299.00
BBH WALKER,HC PT EVAL LOW COMPLEX,535.00
BBH WALKER,HCX POC CG4+ PANEL X,0.00
BBH WALKER,HC DRUG SCREEN AMPHETAMINES 1/2,641.00
BBH WALKER,HCS BIOCOMPOSITE SWIVEL LOCK ANCHOR,2348.00
BBH WALKER,HC ANALGESICS NON-OPIOID 1 OR 2 SALICYLATE,620.00
BBH WALKER,HC PT EVAL MOD COMPLEX,535.00
BBH WALKER,HC ANTIDEPRESSANT TRICYCLIC 1/2,124.00
BBH WALKER,HC ANTIPSYCHOTICS NOS 1-3,395.00
BBH WALKER,HC PT EVAL HIGH COMPLEX,535.00
BBH WALKER,HC BENZODIAZEPINES1-12,235.00
BBH WALKER,HC DRUG SCREENING METHADONE,416.00
BBH WALKER,HC PT RE-EVAL EST PLAN CARE,95.00
BBH WALKER,HC OPIATES 1 OR MORE,230.00
BBH WALKER,HC ANTIEPILEPTICS NOS 7/MORE,705.00
BBH WALKER,OT EVAL LOW COMPLEX,556.00
BBH WALKER,HC DRUG SCREEN ONE/MULT CLASS,310.00
BBH WALKER,OT EVAL MOD COMPLEX,556.00
BBH WALKER,OT EVAL HIGH COMPLEX,556.00
BBH WALKER,OT RE-EVAL EST PLAN CARE,217.00
BBH WALKER,HC M/PHMTRC ALYS ISHQUANT/SEMIQ,1113.00
BBH WALKER,HC IMMUNOHISTO ANTIBODY SLIDE PER SPEC ADD'L,705.00
BBH WALKER,HC IMMUNOHISTO ANTIBODY SLIDE PER SPEC,705.00
BBH WALKER,HC CDU ROOM/BED,1493.00
BBH WALKER,HC MOD SED 1ST 15 MINS 5 YRS AND OLDER,4658.00
BBH WALKER,HC MOD SED EA ADD 15 MINUTES,1042.00
BBH WALKER,HC SUBS INTERV 15-30MN,404.00
BBH WALKER,HCX DENGUE FEVER ANTIBODIES IGG AND IGM - QUEST,0.00
BBH WALKER,HC SUBS INTERV >30 MIN,630.00
BBH WALKER,HC HLA II TYPE 1 AG EQUIV LR,755.00
BBH WALKER,HCS BIOCOMPOSITE SUTURE TAK ANCHOR,1383.00
BBH WALKER,HC ALCOHOL INTERV 15-30MN,404.00
BBH WALKER,HC ALCOHOL INTERV >30 MIN,630.00
BBH WALKER,HC STAT HC DRUG SCREEN CLASS LIST A,0.00
BBH WALKER,"HC NICOTINE AND COTININE, URINE",304.00
BBH WALKER,HC DRUG SCREENING PREGABALIN,416.00
BBH WALKER,HC ANALGESICS NON-OPIOID ACETOMINOPHEN,620.00
BBH WALKER,HCS SYMPHION RESECTING DEVICE,4890.00
BBH WALKER,HCS XPRESS LOPROFILE WITH PASSIST LED LIGHT,5869.00
BBH WALKER,HCS LIQUID SKIN ADHESIVE,117.00
BBH WALKER,HC LOW DOSE CT LUNG SCREENING,5075.00
BBH WALKER,HC BONE MARROW ASPIRATE AND BIOPSY,2596.00
BBH WALKER,HC ANALYSIS NERVE,1587.00
BBH WALKER,HC TUMOR IMMUNOHISTOCHEM/MANUAL TC,290.00
BBH WALKER,HC GENET VIRUS ISOLATE HSV,170.00
BBH WALKER,HC SPECIMEN FAT STAIN,49.00
BBH WALKER,HC TUMOR IMMUNOHISTOCHEM/MANUAL,290.00
BBH WALKER,HC EGFR GENE COM VARIANTS,852.00
BBH WALKER,HC BCKDHB GENE,641.00
BBH WALKER,HC BCR/ABL1 GENE MAJOR BP,641.00
BBH WALKER,HC BCR/ABL1 GENE MAJOR BP,641.00
BBH WALKER,HC BCR/ABL1 GENE OTHER BP,1136.00
BBH WALKER,HC BRAF GENE,641.00
BBH WALKER,HC BRCA1&2 SEQ & COM DUP/DEL,5781.00
BBH WALKER,HC CFTR GENE KNOWN FAM VARIANTS,1066.00
BBH WALKER,HC CFTR GENE DUP/DELET VARIANTS,1066.00
BBH WALKER,HC CFTR GENE FULL SEQUENCE,4590.00
BBH WALKER,HC CFTR GENE INTRON POLY T,4590.00
BBH WALKER,HC CYP2C19 GENE COM VARIANTS,1451.00
BBH WALKER,HC CYP2D6 GENE COM VARIANTS,1342.00
BBH WALKER,HC CYP2C9 GENE COM VARIANTS,1451.00
BBH WALKER,HC CYTOGEN MICRARRAY COPY NMBR,2133.00
BBH WALKER,HC CYTOGEN M ARRAY COPY NO&SNP,6641.00
BBH WALKER,HC FLT3 GENE,852.00
BBH WALKER,HC IGH GENE REARRANGE AMP METH,1522.00
BBH WALKER,HC IGH VARI REGIONAL MUTATION,852.00
BBH WALKER,HC JAK2 GENE,1549.00
BBH WALKER,HC KRAS GENE,852.00
BBH WALKER,HC MICROSATELLITE INSTABILITY,1045.00
BBH WALKER,HC NPM1 GENE,852.00
BBH WALKER,HC PMS2 GENE FULL SEQ ANALYSIS,2986.00
BBH WALKER,HC PMS2 KNOWN FAMILIAL VARIANTS,1599.00
BBH WALKER,HC PMS2 GENE DUP/DELET VARIANTS,1493.00
BBH WALKER,HC UGT1A1 GENE,852.00
BBH WALKER,HC HLA II TYPING AG EQUIV LR,852.00
BBH WALKER,HC MOPATH PROCEDURE LEVEL 1,261.00
BBH WALKER,HC MOPATH PROCEDURE LEVEL 2,852.00
BBH WALKER,HC MOPATH PROCEDURE LEVEL 3,852.00
BBH WALKER,HC MOPATH PROCEDURE LEVEL 5,852.00
BBH WALKER,HC MOPATH PROCEDURE LEVEL 6,1955.00
BBH WALKER,HC MOPATH PROCEDURE LEVEL 7,1955.00
BBH WALKER,HC MOPATH PROCEDURE LEVEL 8,2129.00
BBH WALKER,HC MOPATH PROCEDURE LEVEL 9,4462.00
BBH WALKER,HCX PROLONGED CLOT TIME PROFILE X,0.00
BBH WALKER,HC CULTURE ISOLATOR FUNGUS BLOOD CULTURE - UAB,251.00
BBH WALKER,HC CULTURE ISOLATOR AFB BLOOD CULTURE - UAB,239.00
BBH WALKER,HC INJ PARAVERT F JNT C/T 3 LEV,1277.00
BBH WALKER,HC INJ PARAVERT F JNT L/S 1 LEV,2555.00
BBH WALKER,HC INJ PARAVERT F JNT L/S 2 LEV,1277.00
BBH WALKER,HC INJ PARAVERT F JNT L/S 3 LEV,1277.00
BBH WALKER,HC INJ PARAVERT F JNT C/T 2 LEV,2555.00
BBH WALKER,HC STAT BARIUM SWALLOW NO CHG,0.00
BBH WALKER,HCS RETRACTOR ABD MOBIUS 12-17CM,734.00
BBH WALKER,HC LITHOTRIPSY ANY METHOD,24297.00
BBH WALKER,HC STREPT GP B SUSCEPTABILITY REFLEX - QUEST,169.00
BBH WALKER,HC BX BREAST 1ST LESION STRTCTC,7998.00
BBH WALKER,HC BX BREAST ADD LESION STRTCT,2863.00
BBH WALKER,HC BX BREAST 1ST LESION MR IMAG,2398.00
BBH WALKER,HC BX BREAST ADD LESION MR IMAG,2863.00
BBH WALKER,HC PERQ DEV BREAST 1ST STRTCTC,2863.00
BBH WALKER,HC PERQ DEV BREAST ADD STRTCTC,2863.00
BBH WALKER,HC PERQ DEV BREAST 1ST US,2904.00
BBH WALKER,HC PERQ DEV BREAST ADD US,2863.00
BBH WALKER,HC PERQ DEV BREAST 1ST MR GUIDE,2863.00
BBH WALKER,HC PERQ DEV BREAST ADD MR GUIDE,2863.00
BBH WALKER,HC BX BREAST ADD LESION US IMAG,4859.00
BBH WALKER,HC PERQ DEVICE BREAST 1ST IMAG,3706.00
BBH WALKER,HC BX BREAST 1ST LESION US IMAG,4114.00
BBH WALKER,HC IMAGE CATH FLUID COLXN VISC,1545.00
BBH WALKER,HC IMAGE CATH FLUID PERI/RETRO,4554.00
BBH WALKER,HC IMAGE CATH FLUID TRNS/VGNL,1000.00
BBH WALKER,HC OPEN/PERQ PLACE STENT 1ST,20372.00
BBH WALKER,HC OPEN/PERQ ARTERY PLACE STENT EA ADD,20372.00
BBH WALKER,HC EVALUATION OF SPEECH FLUENCY,470.00
BBH WALKER,HC EVALUATE SPEECH PRODUCTION,470.00
BBH WALKER,HC SPEECH SOUND LANG COMPREHEN,470.00
BBH WALKER,HC BEHAVRAL QUALIT ANALYS VOICE,470.00
BBH WALKER,HC GUIDE CATHET FLUID DRAINAGE,1029.00
BBH WALKER,HC DRUG SCRN QUAN MYCOPHENOLATE,161.00
BBH WALKER,HC DRUG SCRN QUANT OXCARBAZEPIN,141.00
BBH WALKER,HC DRUG SCREEN QUANT TIAGABINE,273.00
BBH WALKER,HC DRUG SCREEN QUANT ZONISAMIDE,251.00
BBH WALKER,HC ONCOLOGY TISSUE OF ORIGIN,641.00
BBH WALKER,HC DRUG SCREEN QUANT CAFFEINE,164.00
BBH WALKER,HC DRUG SCREEN QUANT CLOZAPINE,154.00
BBH WALKER,HC DRUG SCREEN QUANT EVEROLIMUS,1020.00
BBH WALKER,HC DRUG SCREEN QUANT GABAPENTIN,133.00
BBH WALKER,HC DRUG SCREEN QUAN LAMOTRIGINE,116.00
BBH WALKER,HC IMMUNOHISTO/CYTO CHEM ADD,705.00
BBH WALKER,HC IMMUNOHISTO ANTIBOD ADD SLID,705.00
BBH WALKER,"HCX HISTOPLASMOSIS SEROLOGY, BL.X",0.00
BBH WALKER,HC TRICHOMONAS VAGINALIS AMPLIF,606.00
BBH WALKER,HC MGMT GENE METHYLATION ANAL,2078.00
BBH WALKER,HC FETAL ANEUPLOIDY TRISOM RISK,2394.00
BBH WALKER,HC IMMUNOHISTO/CYTO CHEM 1ST ST,663.00
BBH WALKER,HC DRUG SCRN QUAN LEVETIRACETAM,147.00
BBH WALKER,HC MUSK ANTIBODY (QUEST REFLEX),3394.00
BBH WALKER,HCS SILICONE SHEETING,169.00
BBH WALKER,HCS GRAFT DERMIS 8X12,8216.00
BBH WALKER,HCS SUTURE STRATAFIX,126.00
BBH WALKER,HCS NAIL HINDFOOT,5571.00
BBH WALKER,HC BRAIN IMAGE W/FLOW 4 + VIEWS,2560.00
BBH WALKER,HC INJ FORAMEN EPIDURAL C/T 2ND LEVEL,1280.00
BBH WALKER,HC INJ FORAMEN EPIDURAL C/T ADDITIONAL LEVELS,852.00
BBH WALKER,HC INJ FORAMEN EPIDURAL L/S 2ND LEVEL,1280.00
BBH WALKER,HC INJ FORAMEN EPIDURAL L/S ADDITIONAL LEVEL,852.00
BBH WALKER,HCS 4.0MM X 50MM N-FORCE PC SCREW & SHEATH,3531.00
BBH WALKER,HCS GRAFT BONE DEMINERALIZED,6359.00
BBH WALKER,HC LIPOPROTEIN BLD BY NMR,242.00
BBH WALKER,HC SAT BIOPSY 10-20,747.00
BBH WALKER,HCS PRECISION SAW BLADE,1607.00
BBH WALKER,HCS 3-0 VLOC SUTURE,169.00
BBH WALKER,HCS ROUND BLAKE DRAIN,239.00
BBH WALKER,"HCS STRATAFIX SIZE 1,2,2-0,3-0",126.00
BBH WALKER,HC ORGAN PROCUREMENT OR LEVEL PER HOUR,250.00
BBH WALKER,HC TISSUE PROCUREMENT OR LEVEL FLAT RATE,1000.00
BBH WALKER,HC INJ PLTLT PLASMA W/IMG HARVEST/PREPARATION,382.00
BBH WALKER,HCS MICRO SUTURE ANCHOR,1202.00
BBH WALKER,HCS SUTURE TAK DISPOSABLE INSTRUMENT KIT,858.00
BBH WALKER,HC L&D OBSERVATION PER HR,273.00
BBH WALKER,HC PARTICLE AGGLUT ANTBDY TITR,150.00
BBH WALKER,HC VIRUS INOCULATION SHELL VIA,170.00
BBH WALKER,HCS ACTIVE ICE,88.00
BBH WALKER,HC CCP ANTIBODY,255.00
BBH WALKER,HC STAT MOPATH 4,0.00
BBH WALKER,HC HEXAGNAL PHOSPH PLTLT NEUTRL,104.00
BBH WALKER,HCX BIOLOGICAL FLUID DRUG SCREEN,0.00
BBH WALKER,HC CLOT INHIBIT PROT C ACTIVITY,90.00
BBH WALKER,HCX DRUG SCREEN 9 - MECONIUM,0.00
BBH WALKER,HCS PEAK PLASMA BLADE,1527.00
BBH WALKER,HC COLLECT BLOOD FROM PICC,863.00
BBH WALKER,HC BLOOD TRANSFUSION SERVICE CANCER CENTER,544.00
BBH WALKER,HC STAT CYTO/MOLECULAR REPORT,0.00
BBH WALKER,HCX ANA W/RA PROGRESSIVE,0.00
BBH WALKER,HC HIV-1 AG W/HIV-1 & HIV-2 AB,310.00
BBH WALKER,HC HIV-1ANTIBODY,164.00
BBH WALKER,HC HIV-1 QUANT&REVRSE TRNSCRPJ,1121.00
BBH WALKER,HC CONSULT PATH SURGERY,194.00
BBH WALKER,HCS CVS TEMPORARY PACEMAKER CATHETER,499.00
BBH WALKER,HC HEMODIALYSIS ONE EVALUATION,2772.00
BBH WALKER,HCS CATHETER PRE-CURVED HEMODIALYSIS,1664.00
BBH WALKER,HCS WOUND VAC,3541.00
BBH WALKER,HCS LOCKING SCREWS,614.00
BBH WALKER,HCS INTERJECT CONTRAST NEEDLE,147.00
BBH WALKER,HC CULTURE AFB - QUEST,147.00
BBH WALKER,HC DRUG ABUSE SCREEN - QUEST,372.00
BBH WALKER,HC RPLCMT COMPL TUN CVC W/O SUBQ PORT/PMP,4626.00
BBH WALKER,HCS GRAFT AFLEX,275.00
BBH WALKER,HC FENTANYL,169.00
BBH WALKER,HC AMPHETAMINES,126.00
BBH WALKER,HC BARBITUATES,126.00
BBH WALKER,HC BENZODIAZAPINES,150.00
BBH WALKER,HC CARISOPRODOL,126.00
BBH WALKER,"HCS ISOVUE 300-399 MG/ML IODINE, 1ML",27.00
BBH WALKER,"HCS ISOVUE 200-299 MG/ML IODINE CONCENTRATION, PER ML",12.00
BBH WALKER,HC OPIOIDS & OPIATE ANALOGS 1 OR 2,130.00
BBH WALKER,HC STIMULANTS SYNTHETIC,130.00
BBH WALKER,HC HEROIN METABOLITE,130.00
BBH WALKER,HC OXYCODONE SCREEN,130.00
BBH WALKER,HC IMMUNOASSAY ANALYTE QUANTITATIVE NOS,15.00
BBH WALKER,HCS TISSUE CONNECTIVE LATERA,3000.00
BBH WALKER,HC B-CELL GENE REARRANGEMENT,675.00
BBH WALKER,HC REFRACTION INTRAOPERATIVE BIOMETRY,100.00
BBH WALKER,HCS IMPLANT HUMERAL INSERT,4725.00
BBH WALKER,HC PET IMAGE FULL BODY,15216.00
BBH WALKER,HC PET IMAGE W/CT FULL BODY,15216.00
BBH WALKER,HC PET IMAGE W/CT SKULL-THIGH,15216.00
BBH WALKER,HC PET FDG UP TO 45MCI,3430.00
BBH WALKER,HC ANES LEVEL I 1/4 HR,313.00
BBH WALKER,HC ANES LEVEL I 1ST HR,1285.00
BBH WALKER,HC ANES LEVEL II 1/4 HR,453.00
BBH WALKER,HC ANES LEVEL II 1ST HR,1822.00
BBH WALKER,HC ANES LEVEL III 1/4 HR,581.00
BBH WALKER,HC ANES LEVEL III 1ST HR,2322.00
BBH WALKER,HC ANES LEVEL IV 1/4 HR,700.00
BBH WALKER,HC ANES LEVEL IV 1ST HR,2814.00
BBH WALKER,HC ANES LEVEL V 1/4 HR,827.00
BBH WALKER,HC ANES LEVEL V 1ST HR,3471.00
BBH WALKER,HC ANES LEVEL VI 1/4 HR,953.00
BBH WALKER,HC ANES LEVEL VI 1ST HR,3815.00
BBH WALKER,HC ANESTHESIA GENERAL,3453.00
BBH WALKER,HC DIAGNOSTIC COLONOSCOPY,3792.00
BBH WALKER,HC UPPER GI ENDOSCOPY BIOPSY,4648.00
BBH WALKER,HC UPPR GI ENDOSCOPY DIAGNOSIS,3880.00
BBH WALKER,HC CERVICAL/THORACIC BLOCK,2202.00
BBH WALKER,HC INJ FOR SACROILIAC JT ANESTH,3855.00
BBH WALKER,HC INJ FORAMEN EPIDURAL C/T,2555.00
BBH WALKER,HC INJ FORAMEN EPIDURAL L/S,2555.00
BBH WALKER,HC INJ STEROID L/S W/IMAG,1581.00
BBH WALKER,HC INJECT EPIDURAL PATCH,3371.00
BBH WALKER,HC INJECT SPINE C/T,2906.00
BBH WALKER,HC INJECT SPINE L/S (CD) ASC,3260.00
BBH WALKER,HC LUMBAR PUNCTURE,1643.00
BBH WALKER,HC LUMBAR SYMPATHETIC EPIDURAL,3502.00
BBH WALKER,HC NBLOCK INJ BRACHIAL PLEXUS,3064.00
BBH WALKER,HC NBLOCK INJ OCCIPITAL,1373.00
BBH WALKER,HC NBLOCK STELLATE GANGLION,3064.00
BBH WALKER,HC OCCIPITAL BLOCK,1373.00
BBH WALKER,HC SI JOINT INJECTION,858.00
BBH WALKER,HC NBLOCK INJ INTERCOST MLT,2202.00
BBH WALKER,HC NBLOCK INJ INTERCOST SNG,2202.00
BBH WALKER,HC INJ PARAVERT F JNT C/T 1 LEV - ASC,2555.00
BBH WALKER,HC HYDRATE IV INFUSION ADD-ON,299.00
BBH WALKER,HC HYDRATION IV INFUSION INIT,594.00
BBH WALKER,HC THER/DIAG CONCURRENT INF,299.00
BBH WALKER,HC THER/PROPH/DIAG INJ IV PUSH,301.00
BBH WALKER,HC TX/PRO/DX INJ NEW DRUG ADDON,301.00
BBH WALKER,HC TX/PRO/DX INJ SAME DRUG ADON,301.00
BBH WALKER,HC TX/PROPH/DG ADDL SEQ IV INF,299.00
BBH WALKER,HC INSERT PICC CATH,2839.00
BBH WALKER,HC REPLACE PICC CATH,3074.00
BBH WALKER,HC OFFICE/OUTPATIENT VISIT EST LEVEL 1,157.00
BBH WALKER,HC OFFICE/OUTPATIENT VISIT EST LEVEL 2,532.00
BBH WALKER,HC OFFICE/OUTPATIENT VISIT EST LEVEL 3,710.00
BBH WALKER,HC OFFICE/OUTPATIENT VISIT EST LEVEL 4,1262.00
BBH WALKER,HC OFFICE/OUTPATIENT VISIT EST LEVEL 5,1212.00
BBH WALKER,HC OFFICE/OUTPATIENT VISIT NEW LEVEL 1,98.00
BBH WALKER,HC ADMIN INFLUENZA A (H1N1),109.00
BBH WALKER,HC IMMUNIZATION ADMIN,109.00
BBH WALKER,HC IMMUNIZATION ADMIN (HEP B),109.00
BBH WALKER,HC IMMUNIZATION ADMIN (INFLUENZA),109.00
BBH WALKER,HC IMMUNIZATION ADMIN (PNUEMOCOCCAL),109.00
BBH WALKER,HC IMMUNIZATION ADMIN EACH ADD,109.00
BBH WALKER,HC THER/PROPH/DIAG INJ SC/IM,301.00
BBH WALKER,HC THER/PROPH/DIAG IV INF ADDON,299.00
BBH WALKER,HC THER/PROPH/DIAG IV INF INIT,594.00
BBH WALKER,HC IP HEMODIALYSIS - LEVEL I,2772.00
BBH WALKER,HC IP HEMODIALYSIS- Level II,4922.00
BBH WALKER,HC OP HEMODIALYSIS,2772.00
BBH WALKER,HC STRAIGHT CATH/SPECI COLLECTION,137.00
BBH WALKER,HC APPL OF SPLINT/CASTING/STRAP,243.00
BBH WALKER,HC ER PROCEDURE LEVEL I,584.00
BBH WALKER,HC ER PROCEDURE LEVEL II,602.00
BBH WALKER,HC ER PROCEDURE LEVEL III,912.00
BBH WALKER,HC CARDIOVERSION ELECTRIC EXT - ER,2476.00
BBH WALKER,HC CPR,1345.00
BBH WALKER,HC CRITICAL CARE FIRST HOUR,2790.00
BBH WALKER,HC EMERGENCY DEPT VISIT LEVEL 1,358.00
BBH WALKER,HC EMERGENCY DEPT VISIT LEVEL 2,578.00
BBH WALKER,HC EMERGENCY DEPT VISIT LEVEL 3,889.00
BBH WALKER,HC EMERGENCY DEPT VISIT LEVEL 4,1333.00
BBH WALKER,HC EMERGENCY DEPT VISIT LEVEL 5,2302.00
BBH WALKER,HC HYDRATE IV INFUSION ADD-ON - ER,299.00
BBH WALKER,HC HYDRATION IV INFUSION INIT - ER,581.00
BBH WALKER,HC IMMUNIZATION ADMIN - ER,141.00
BBH WALKER,HC IMMUNIZATION ADMIN EACH ADD - ER,141.00
BBH WALKER,HC THER/DIAG CONCURRENT INF - ER,299.00
BBH WALKER,HC THER/PROPH/DIAG INJ IA - ER,301.00
BBH WALKER,HC THER/PROPH/DIAG INJ IV PUSH - ER,301.00
BBH WALKER,HC THER/PROPH/DIAG INJ SC/IM - ER,301.00
BBH WALKER,HC THER/PROPH/DIAG IV INF ADDON - ER,299.00
BBH WALKER,HC THER/PROPH/DIAG IV INF INIT - ER,594.00
BBH WALKER,HC TX/PRO/DX INJ NEW DRUG ADDON - ER,301.00
BBH WALKER,HC TX/PRO/DX INJ SAME DRUG ADON - ER,301.00
BBH WALKER,HC TX/PROPH/DG ADDL SEQ IV INF - ER,299.00
BBH WALKER,HC BOUGIE DILATION,2969.00
BBH WALKER,HC BRONCH W/ASPIRATION BIOPSY,2324.00
BBH WALKER,HC BRONCH W/FB REMOVAL,4203.00
BBH WALKER,HC BRONCH WITH ASPIRATE/PLUG,4203.00
BBH WALKER,HC BRONCH WITH BRONCHIAL LAVAGE,4203.00
BBH WALKER,HC BRONCHOSCOPY,4203.00
BBH WALKER,HC BRONCHOSCOPY W WASH/BRUSH,4203.00
BBH WALKER,HC BRONCHOSCOPY WITH BIOPSY W/WO FLUORO,4203.00
BBH WALKER,HC CHEST TUBE INSERTION,718.00
BBH WALKER,HC COLONOSCOPY,3792.00
BBH WALKER,HC COLONOSCOPY BIOPSY,4797.00
BBH WALKER,HC COLONOSCOPY BLEEDING CONTROL,4797.00
BBH WALKER,HC COLONOSCOPY COLOSTOMY,5310.00
BBH WALKER,HC COLONOSCOPY COLOSTOMY ABLATION,5310.00
BBH WALKER,HC COLONOSCOPY COLOSTOMY HOT BX,5310.00
BBH WALKER,HC COLONOSCOPY COLOSTOMY SNARE POLYP,5310.00
BBH WALKER,HC COLONOSCOPY DECOMPRESSION,4797.00
BBH WALKER,HC COLONOSCOPY DILATION,5310.00
BBH WALKER,HC COLONOSCOPY FOREIGN BODY REMOVAL,4797.00
BBH WALKER,HC COLONOSCOPY HOT BX,4797.00
BBH WALKER,HC COLONOSCOPY SNARE POLYP,4797.00
BBH WALKER,HC COLONOSCOPY WITH ARGON PLASMA PX,5310.00
BBH WALKER,HC EGD,3880.00
BBH WALKER,HC EGD/ABLATION,4648.00
BBH WALKER,HC EGD BALLOON DILATION <=30MM,4648.00
BBH WALKER,HC EGD BAND LIGATION W/KIT,4648.00
BBH WALKER,HC EGD BIOPSY,4648.00
