Mnemonic,Name, Std Price 
3010070809,METABOLIC PANEL IONIZED CA,$83.00 
3010070812,CHEM BASIC PANEL,$86.00 
3010070816,ELECTROLYTE PANEL,$73.00 
3010070820,COMPREHEN METABOLIC PANEL,$149.00 
3010070825,LIPID PANEL,$171.00 
3010070828,RENAL PANEL,$109.00 
3010070829,HEPATITIS PANEL,$377.00 
3010070833,HEPATIC FUNCTION PANEL,$96.00 
3010070865,ASSAY OF AMIKACIN,$111.00 
3010070871,DRUG SCREEN QUANT CAFFEINE,$95.00 
3010070874,ASSAY CARBAMAZEPINE TOTAL,$118.00 
3010070877,ASSAY OF CYCLOSPORINE,$220.00 
3010070880,ASSAY OF DIGOXIN,$106.00 
3010070883,ASSAY DIPROPYLACETIC ACID,$143.00 
3010070891,ASSAY OF GENTAMICIN,$141.00 
3010070895,ASSAY OF HALOPERIDOL,$253.00 
3010070899,ASSAY OF LIDOCAINE,$109.00 
3010070900,LEVETIRACETAM,$150.00 
3010070902,ASSAY OF LITHIUM,$79.00 
3010070908,ASSAY OF PHENOBARBITAL,$131.00 
3010070909,ASSAY OF PHENYTOIN TOTAL,$143.00 
3010070913,DILANTIN LEVEL FREE,$51.00 
3010070914,PRIMIDONE,$124.00 
3010070918,PROCAINAMIDE & NAPA,$105.00 
3010070919,RAPAMYCIN LEVEL,$157.00 
3010070922,ASSAY OF TACROLIMUS,$109.00 
3010070923,THEOPHYLLINE LEVEL,$123.00 
3010070927,ASSAY OF TOBRAMYCIN,$142.00 
3010070928,ASSAY OF TOPIRAMATE,$122.00 
3010070938,ASSAY OF VANCOMYCIN,$171.00 
3010070942,NEURONTIN LEVEL,$73.00 
3010070943,"QUANTITATION OF DRUG, NOS",$89.00 
3010070946,ETHOTOIN LEVEL,$121.00 
3010070948,LAMOTRIGINE LEVEL,$95.00 
3010070949,FLECAINIDE LEVEL,$143.00 
3010070951,"DRUG SCREEN, CLASS LIST A",$114.00 
3010070952,ETHYL ALCOHOL LEVEL,$211.00 
3010070953,"ALCOHOL,COC",$192.00 
3010070954,NICOTINE AND METABOLITES LVL,$157.00 
3010070955,ASSAY OF DIHYDROTESTOSTERONE,$99.00 
3010070956,ACETOMINOPHEN LEVEL,$165.00 
3010070957,SALYCYLATE LEVEL,$113.00 
3010070958,PROZAC,$199.00 
3010070959,AMITRIPTYL & NORTRIPTYL,$284.00 
3010070960,DOXEPIN,$131.00 
3010070961,IMIPRAMINE & DESIPRAMINE LVL,$149.00 
3010070962,NORTRIPTYLINE LEVEL,$118.00 
3010070964,CLOZAPINE&NORCLOZAPINE BLD,$199.00 
3010070965,"MERCURY, BLD",$92.00 
3010070966,ACTH STIMULATION TEST,$414.00 
3010070967,"HCG,URINE",$97.00 
3010070968,"HCG,POCT",$72.00 
3010070969,BCR/ABL MAJ BREAKPOINT,$341.00 
3010070970,BCR/ABL MINOR BREAKPOINT,$244.00 
3010070971,H BCR/ABL OTHER BREAKPOINT,$212.00 
3010070972,FMR1 GENE CHARACTERIZATION,$241.00 
3010070973,HEMOCHROMATOSIS/GENE ANAYLYSIS,$341.00 
3010070974,PROTHROMBIN G20210A,$385.00 
3010070975,BCGR,$721.00 
3010070976,EGFR,$879.00 
3010070977,IGVH,$499.00 
3010070978,"FACTOR V LEIDEN, PCR",$385.00 
3010070980,JAK2 MUTATION GENOPTIX,$497.00 
3010070983,KRAS GENE VARIANTS EXON 2,$442.00 
3010070985,MTHFR GENE ZBOWQ,$382.00 
3010070987,PML/RARA GENOPTIX,$385.00 
3010070988,SERPINA1 GENE,$480.00 
3010070991,TCGR,$420.00 
3010070992,MOLECULAR PATH PROC (DPD),$420.00 
3010070995,TPMT GENETICS,"$1,091.00 "
3010070996,MOLECULAR PATH PROC (MPL),$420.00 
3010070999,PROMETHEUS MOLECULAR PATHOLOGY,$120.00 
3010071003,TEST FOR ACETONE/KETONES,$44.00 
3010071006,ACETONE ASSAY,$164.00 
3010071008,"ACETYLCHOLINESTERASE, AMN FLD",$69.00 
3010071010,ACYLCARNITINES QUANT,$85.00 
3010071012,"ACTH, BLOOD",$210.00 
3010071016,ALBUMIN,$40.00 
3010071021,"ALBUMIN,BODY FLUID",$40.00 
3010071024,MICROALBUMINURIA CHG,$80.00 
3010071025,MICROALBUMIN 24HR URN,$119.00 
3010071031,ASSAY OF BREATH ETHANOL,$61.00 
3010071032,ALDOLASE,$83.00 
3010071035,"ALDOSTERONE, URINE",$131.00 
3010071036,"ALDOSTERONE, BLOOD",$216.00 
3010071039,ALPHA-1-ANTITRYSPIN,$122.00 
3010071042,ALPHA-1-ANTITRYPSIN PHENO,$326.00 
3010071044,ALPHA FETO PROTEIN,$137.00 
3010071048,ASSAY OF ALUMINUM,$94.00 
3010071055,"CYSTINE,24 HR URINE",$182.00 
3010071057,D-ALA,$142.00 
3010071058,"AMINO ACID FRACTIONATED, BLD",$208.00 
3010071063,AMMONIA,$112.00 
3010071065,DELTA OD450,$74.00 
3010071066,AMYLASE ISOENZYMES,$47.00 
3010071069,ASSAY OF AMYLASE,$131.00 
3010071070,"AMYLASE,BODY FLUID",$126.00 
3010071075,ASSAY OF ANDROSTENEDIONE,$108.00 
3010071078,ANGIOTENSIN-1-CONVERT ENZYMES,$130.00 
3010071080,"ACE,CSF",$180.00 
3010071082,Assay of Arsenic,$124.00 
3010071084,ASSAY OF ASCORBIC ACID,$98.00 
3010071087,"BETA 2 MICROGLOBULIN, BLD",$141.00 
3010071088,"BETA 2 MICROGLOBULIN, URN",$146.00 
3010071091,BILIRUBIN TOT NEONATAL,$26.00 
3010071092,BILIRUBIN TOTAL,$31.00 
3010071096,BILIRUBIN DIRECT,$45.00 
3010071097,"BILIRUBIN DIRECT,NEONATAL",$46.00 
3010071102,OCCULT BLOOD CANCER SCR,$46.00 
3010071116,OCCULT BLOOD,$42.00 
3010071136,CADMIUM CHG,$70.00 
3010071138,VITAMIN D HYDROXY,$79.00 
3010071139,VITAMIN D (25 HYDROXY),$164.00 
3010071142,ASSAY OF CALCITONIN,$148.00 
3010071147,CALCIUM,$48.00 
3010071148,"CALCIUM,URINE",$79.00 
3010071152,"CALCIUM, IONIZED",$114.00 
3010071154,ASSAY OF CALCIUM IN URINE,$79.00 
3010071156,STONE ANALYSIS,$83.00 
3010071160,CO2,$34.00 
3010071164,CARBOXYHEMOGLOBIN,$48.00 
3010071169,CEA,$131.00 
3010071171,CARNITINE LEVEL,$114.00 
3010071172,CARNITINE URINE,$330.00 
3010071174,ASSAY THREE CATECHOLAMINES,$204.00 
3010071180,CERULOPLASMIN,$92.00 
3010071182,CHEMILUMINESCENT ASSAY CHG,$82.00 
3010071183,INHIBIN B,$175.00 
3010071185,CHLORIDE,$31.00 
3010071187,ASSAY OF URINE CHLORIDE,$78.00 
3010071190,ASSAY OTHER FLUID CHLORIDES,$73.00 
3010071194,CHOLESTEROL,$48.00 
3010071196,ASSAY SERUM CHOLINESTERASE,$79.00 
3010071201,ASSAY RBC CHOLINESTERASE,$76.00 
3010071204,CHROMATOGRAPHY QUANT CHG,$40.00 
3010071208,QUANTITATIVE HPLC X2,$184.00 
3010071209,"DIURETIC PANEL,URN",$110.00 
3010071210,AMIODARONE LEVEL,$148.00 
3010071211,ASSAY OF CITRATE,$70.00 
3010071212,CTX-COLLAGEN TYPE I,$315.00 
3010071213,OSTEOMARK/C TELOPEPTIDE CHG,$154.00 
3010071214,ASSAY OF COPPER,$81.00 
3010071218,"CORTISOL, URN",$98.00 
3010071223,CORTISOL,$142.00 
3010071227,ASSAY OF CK,$62.00 
3010071232,CK ELECTROPHORESIS CHG,$83.00 
3010071235,MB FRACTION,$146.00 
3010071236,ISTAT CREATININE,$19.00 
3010071241,CREATININE BLD,$58.00 
3010071244,CREATININE UR,$51.00 
3010071245,"CREATININE,BODY FLUID",$58.00 
3010071250,CREATININE CLEARANCE,$92.00 
3010071251,ASSAY OF CRYOGLOBULIN,$55.00 
3010071254,ASSAY OF CYANIDE,$116.00 
3010071255,VITAMIN B-12,$122.00 
3010071258,B-12 BINDING CAPACITY,$127.00 
3010071260,"DHEA, UNCONJUGATED",$94.00 
3010071264,DHEA-S,$145.00 
3010071268,"VITAMIN D 1,25 DIHYROXY",$187.00 
3010071270,PANCREATIC ELASTASE FECAL,$355.00 
3010071271,ENZYME CELL ACTIVITY,$237.00 
3010071272,ELECTROPHORETIC TEST,$187.00 
3010071273,ASSAY OF ERYTHROPOIETIN,$156.00 
3010071276,ASSAY OF ESTRADIOL,$146.00 
3010071280,ASSAY OF ESTROGENS,$173.00 
3010071281,ASSAY OF ESTROGEN TOTAL,$98.00 
3010071282,ASSAY OF ESTRIOL,$108.00 
3010071283,ASSAY OF ETHYLENE GLYCOL,$52.00 
3010071284,"FAT QUALITATIVE, STL",$288.00 
3010071286,"FAT QUANTITATIVE, STL",$184.00 
3010071288,LONG CHAIN FATTY ACIDS,$412.50 
3010071289,ASSAY OF FERRITIN,$99.00 
3010071292,ASSAY OF FETAL FIBRONECTIN,$360.00 
3010071293,ASSAY OF FOLIC ACID SERUM,$121.00 
3010071297,ASSAY OF FOLIC ACID RBC,$192.00 
3010071300,GAMMAGLOBULINS X3,$33.00 
3010071301,"IGG,BLOOD/URINE",$45.00 
3010071303,"IGM, BLOOD/URINE",$47.00 
3010071304,ASSAY IGA EACH,$74.00 
3010071306,ASSAY IGD EACH,$48.00 
3010071308,"IGA,CSF",$78.00 
3010071309,ASSAY IGM EACH,$78.00 
3010071312,"IGG, CSF",$94.00 
3010071313,ASSAY OF IGE,$127.00 
3010071317,IMMUNOGLOBULIN SUBCLA CHG,$104.00 
3010071322,BLOOD GASES ANY COMB,$184.00 
3010071325,ASSAY OF GASTRIN,$117.00 
3010071328,ASSAY OF GLUCAGON,$55.00 
3010071331,"GLUCOSE,BODY FLUID",$61.00 
3010071332,POC Glucose,$79.00 
3010071335,GLUCOSE,$51.00 
3010071338,GLUCOSE AND POST DOSE CHARGE,$91.00 
3010071340,GLUCOSE GEST SCRE W/O FASTING,$96.00 
3010071341,GLUCOSE TOL (GTT) 3 SPEC,$76.00 
3010071342,GLUCOSE TOLERANCE TEST(GTT),$64.00 
3010071343,GLUCOSE TOL EA ADDTL BEYOND 3,$34.00 
3010071347,ASSAY OF G6PD ENZYME,$88.00 
3010071351,REAGENT STRIP/BLOOD GLUCOSE,$22.00 
3010071352,I-STAT GLUCOSE,$30.00 
3010071355,ASSAY OF GGT,$55.00 
3010071358,FRUCTOSAMINE,$51.00 
3010071359,ASSAY OF GONADOTROPIN (FSH),$69.00 
3010071363,ASSAY OF GONADOTROPIN (LH),$69.00 
3010071367,ASSAY GROWTH HORMONE (HGH),$111.00 
3010071372,HAPTOGLOBIN,$105.00 
3010071380,HEMOGLOBIN CHOMOTOGRAPHY,$58.00 
3010071381,HEMOGLOBIN ELECTROPHORESIS,$90.00 
3010071382,"HEMOGLOBIN F, QUANT",$82.00 
3010071384,GLYCOSYLATED HEMOGLOBIN TEST,$71.00 
3010071394,ASSAY OF HEMOSIDERIN QUAL,$61.00 
3010071395,"HOMOCYSTEINE, BLD",$104.00 
3010071397,"HOMOCYSTEINE, URN",$215.00 
3010071398,ASSAY OF HOMOVANILLIC ACID,$80.00 
3010071400,ASSAY OF CORTICOSTEROIDS 17,$193.00 
3010071401,ASSAY OF 5-HIAA,$104.00 
3010071405,ASSAY OF PROGESTERONE 17-D NB,$89.00 
3010071406,17 HYDROXYPROGESTERONE,$167.00 
3010071408,PHOSPHATIDYL/GLYCEROL CHG,$149.00 
3010071409,RIBOSOMAL P ABS,$167.00 
3010071410,HISTONE AB,$72.00 
3010071411,IMMUNOASSAY NONANTIBODY,$90.00 
3010071412,RIA NONANTIBODY,$85.00 
3010071413,TSH RECEPTOR AB,$177.00 
3010071416,ACETYLCHOLINE RECEPTOR ABS,$220.00 
3010071417,TRYPSIN,$227.00 
3010071418,GAD-65,$295.00 
3010071419,PTH RELATED PROTEIN,$460.00 
3010071420,IMMUNOASSAY NOS CHG,$46.00 
3010071422,TRYPTASE,$124.00 
3010071423,ANTI GBM ABS,$153.00 
3010071425,METHOTREXATE LEVEL,$167.00 
3010071426,ANTI-MAG ABS,$266.00 
3010071427,GANGLIOSIDE AB,$272.00 
3010071430,INSULIN,$38.00 
3010071431,"ASSAY OF INSULIN, TOTAL",$78.00 
3010071438,IRON TISSUE INDEX,$188.00 
3010071439,IRON BINDING TEST,$58.00 
3010071443,ASSAY 17- KETOSTEROIDS,$52.00 
3010071444,ASSAY OF LACTIC ACID,$83.00 
3010071449,LD,$49.00 
3010071451,"LD,BODY FLUID",$50.00 
3010071452,ASSAY OF LDH ENZYMES,$63.00 
3010071454,LEAD FOR STATE USE ONLY,$28.00 
3010071455,ASSAY OF LEAD,$77.00 
3010071462,L/S RATIO FETAL LUNG,$149.00 
3010071463,ASSAY OF LIPASE,$86.00 
3010071466,LIPOPROTEIN A,$84.00 
3010071469,LIPOPROTEIN BLD BY NMR,$83.00 
3010071471,ASSAY OF LIPOPROTEIN,$54.00 
3010071478,ASSAY BLOOD LIPOPROTEIN W/MOD,$53.00 
3010071482,MAGNESIUM,$72.00 
3010071483,MG ON MAGSULFATE,$72.00 
3010071486,"MAGNESIUM, RBC",$68.00 
3010071489,OXYCARBAZEPINE LEVEL,$103.00 
3010071490,"BILE ACID,FRACT & TOT",$294.00 
3010071491,"Assay of Mercury, Urine",$90.00 
3010071499,"METANEPHRINES, PLASMA",$250.00 
3010071501,"MYELIN BASIC PROTEIN, CSF",$86.00 
3010071509,MYOGLOBIN,$107.00 
3010071512,BNP,$66.00 
3010071514,"BNP, POCT",$89.00 
3010071516,NEPHELOMETRY,$87.00 
3010071522,ASSAY OF NUCLEOTIDASE,$88.00 
3010071525,OLIGOCLONAL BANDING,$107.00 
3010071527,"ORGANIC ACID, URN",$413.00 
3010071528,"METHYLMALONIC ACID, URN",$143.00 
3010071529,ORGANIC ACID SINGLE QUANT,$156.00 
3010071533,ASSAY OF BLOOD OSMOLALIT,$60.00 
3010071536,ASSAY OF URINE OSMOLALITY,$60.00 
3010071539,"OXALATES, URN",$104.00 
3010071541,ASSAY OF PARATHORMONE,$111.00 
3010071549,PH BODY FLUID NOS,$72.00 
3010071550,CALPROTECTIN,$286.00 
3010071551,THIORADAZINE LEVEL,$142.00 
3010071554,NEWBORN METABOLIC SCREENING,$126.00 
3010071555,"ACID PHOSPHATASE, PROSTATIC",$59.00 
3010071558,ALKALINE PHOSPHATASE,$45.00 
3010071561,ASSAY ALKALINE PHOS ISOENZYMES,$80.00 
3010071565,ASSAY OF PHOSPHORUS,$44.00 
3010071569,ASSAY OF URINE PHOSPHORUS,$42.00 
3010071573,ASSAY OF URINE PORPHYRINS,$194.00 
3010071577,ASSAY OF SERUM POTASSIUM,$46.00 
3010071581,ASSAY OF URINE POTASSIUM,$38.00 
3010071585,ASSAY OF PREALBUMIN,$76.00 
3010071588,ASSAY OF PROGESTERONE,$59.00 
3010071591,ASSAY OF PROLACTIN,$65.00 
3010071594,ASSAY OF PSA TOTAL,$104.00 
3010071597,ASSAY OF PSA FREE,$97.00 
3010071601,ASSAY OF PROTEIN SERUM,$43.00 
3010071604,"PROTEIN, TOTAL URN",$46.00 
3010071608,ASSAY OF PROTEIN OTHER,$57.00 
3010071610,"PROTEIN, CSF",$71.00 
3010071615,PROTEIN E-PHORESIS SERUM,$61.00 
3010071619,"PROTEIN ELEC OTHER SRC-UR,FLD",$61.00 
3010071621,WESTERN BLOT TEST,$285.00 
3010071622,NERUONAL NUCLEAR(HU) ABS,$225.00 
3010071623,PROTEIN WESTERN BLOT TEST,$294.00 
3010071624,PROINSULIN,$194.00 
3010071625,ASSAY OF VITAMIN B-6,$205.00 
3010071628,PYRUVIC ACID,$105.00 
3010071632,ASSAY OF RENIN,$102.00 
3010071636,ASSAY OF SEROTONIN,$181.00 
3010071639,ASSAY OF SEX HORMONE GLOBUL,$66.00 
3010071641,ASSAY OF SERUM SODIUM,$32.00 
3010071646,ASSAY OF URINE SODIUM,$39.00 
3010071650,"SODIUM,24HR URINE",$41.00 
3010071651,"SODIUM,CSF",$35.00 
3010071652,"SODIUM, OTHER SOURCE",$40.00 
3010071653,ASSAY OF SOMATOMEDIN,$130.00 
3010071654,SPECTROPHOTOMETRY NOS,$61.00 
3010071655,"TRYPSIN, STL",$125.00 
3010071656,ADENOSINE DEAMINASE,$105.00 
3010071657,ASSAY OF FREE TESTOSTERONE,$127.00 
3010071658,"SPECIFIC GRAVITY,BODY FLUID",$19.00 
3010071659,"TESTOSTERONE, TOTAL",$132.00 
3010071661,ASSAY OF TOTAL TESTOSTERONE,$132.00 
3010071664,ASSAY OF VITAMIN B-1,$154.00 
3010071665,THIOCYANATE LEVEL BLD,$87.00 
3010071666,THIOCYANATE LEVEL URN,$118.00 
3010071670,THYROGLOBULIN QUANT,$153.00 
3010071671,ASSAY OF TOTAL THYROXINE,$76.00 
3010071674,ASSAY OF FREE THYROXINE,$101.00 
3010071678,THYROXINE BINDING GLOBUIN,$63.00 
3010071679,ASSAY THYROID STIM HORMONE,$112.00 
3010071682,ASSAY OF TSI GLOBULIN,$165.00 
3010071683,ASSAY OF VITAMIN E,$40.00 
3010071685,TRANSFERASE (AST) (SGOT),$44.00 
3010071688,ALANINE AMINO (ALT) (SGPT),$44.00 
3010071692,ASSAY OF TRANSFERRIN,$80.00 
3010071697,ASSAY OF TRIGLYCERIDES,$41.00 
3010071700,ASSAY OF THYROID (T3 OR T4),$75.00 
3010071703,ASSAY TRIIODOTHYRONINE (T3),$50.00 
3010071707,FREE ASSAY (FT-3),$84.00 
3010071710,T3 REVERSE,$185.00 
3010071711,POCT TROPONIN,$51.00 
3010071714,ASSAY OF TROPONIN QUANT,$129.00 
3010071720,ASSAY OF UREA NITROGEN,$44.00 
3010071723,ASSAY OF URINE/UREA-N,$47.00 
3010071728,ASSAY OF BLOOD/URIC ACID,$44.00 
3010071731,ASSAY OF URINE/URIC ACID,$76.00 
3010071736,ASSAY OF URINE VMA,$83.00 
3010071739,ASSAY OF VIP,$175.00 
3010071742,ANTIDIURETIC HORMONE,$219.00 
3010071743,ASSAY OF VITAMIN A,$97.00 
3010071747,ASSAY OF NOS VITAMIN,$262.50 
3010071749,ASSAY OF VITAMIN K,$274.00 
3010071750,"VOLATILES, CHARGE ONLY",$80.00 
3010071751,BENZENE LEVEL,$103.00 
3010071755,"ZINC, SERUM",$72.00 
3010071756,"ZINC, PLASMA",$74.00 
3010071758,"ZINC, RBC",$75.00 
3010071759,C PEPTIDE,$46.00 
3010071761,CHORIONIC GONADOTROPIN,$110.00 
3010071765,QUAD SCREEN HCG,$135.00 
3010071770,"OSMOLALITY, STOOL ZB516",$143.00 
3010071777,AB ID LEUKOCYTE AB W/MOD,$62.00 
3010071779,HEPARIN INDUCED AB,$430.00 
3010071783,CC3P ABS,$205.00 
3010071796,NEURONAL NUCLEAR (HU) AB,$323.00 
3010071797,NEURON SPECIFIC ENOLASE,$108.00 
3010071798,CHROMOGRANIN A,$132.00 
3010071800,IMMUNOASSAY QUANT-SEND OUT,$15.00 
3010071801,IMMUNOASSAY INFECTIOUS AGENT,$85.00 
3010071802,OCCULT BLOOD OTHER SOURCES,$48.00 
3010071803,INHIBIN A,$101.00 
3010071805,ISLET CELL ANTIBODY,$410.00 
3010071806,LEUKOCYTE HISTAMINE RELEASE,$243.00 
3010071813,RH PHENOTYPE,$178.00 
3010071814,RBC PRETX INCUBATJ W/CHEMICL,$119.00 
3010071815,ENZYME PRETREATMENT OF RBCS,$54.00 
3010071817,RBC PRETX INCUBATJ W/DENSITY,$161.00 
3010071820,AFB ID,$240.00 
3010071829,ASPERGILLUS AG,$388.00 
3010071832,INFLUENZA A/B RNA BY PCR,$92.00 
3010071837,HIV-1 GENTYP R PLUS,$800.00 
3010071841,GENOPTX TISSUE CULT BM,$224.00 
3010071842,GENOPTX CHROM ANA 20-25,$390.00 
3010071843,CYTOGENETICS DNA PROBE,$300.00 
3010071847,GENOPTX CHROM KARHO EA,$80.00 
3010071943,LYME DISEASE ABS IGG IGM CSF,$64.00 
3010071973,MOLECULAR PATH INTERP,$59.00 
3010071975,ALCOHOL INDUSTRY,$66.00 
3010071976,ALCOHOL INDUSTRY CONFIRMAT,$138.00 
3010071977,ALCOLOL URINE INDUSTRY CHAR,$36.00 
3010071978,BREATH ALCOHOL TEST,$18.00 
3010071979,BREATH ALCOHOL TEST CONFIRM,$20.00 
