HospitalCode,Description,Price
BBH PRINCETON,"heparin sodium, per 1000 units, inj",31.70
BBH PRINCETON,"heparin sodium, per 1000 units, inj",31.70
BBH PRINCETON,"heparin sodium, per 1000 units, inj",31.70
BBH PRINCETON,"Zidovudine, 10 MG",65.43
BBH PRINCETON,teriparatide 20 mcg/dose - 600 mcg/2.4 mL Pnij 2.4 mL Syringe,6419.70
BBH PRINCETON,"Paliperidone palmitate inj, 1 MG",2392.55
BBH PRINCETON,"Paliperidone palmitate inj, 1 MG",3588.84
BBH PRINCETON,"Paliperidone palmitate inj, 1 MG",1.01
BBH PRINCETON,"Paliperidone palmitate inj, 1 MG",1.01
BBH PRINCETON,"Hydrocortisone sodium succ i, 100 MG",119.13
BBH PRINCETON,"Amikacin sulfate, injection, 100 mg",34.77
BBH PRINCETON,"Amikacin sulfate, injection, 100 mg",34.77
BBH PRINCETON,"Amikacin sulfate, injection, 100 mg",34.77
BBH PRINCETON,"Amikacin sulfate, injection, 100 mg",34.77
BBH PRINCETON,"Amikacin sulfate, injection, 100 mg",34.77
BBH PRINCETON,"Amikacin sulfate, injection, 100 mg",65.45
BBH PRINCETON,"Piperacillin/tazobactam, 1.125 GM",4200.66
BBH PRINCETON,"Piperacillin/tazobactam, 1.125 GM",4200.66
BBH PRINCETON,"Piperacillin/tazobactam, 1.125 GM",4200.66
BBH PRINCETON,"Inj, epirubicin hcl, 2 mg",349.22
BBH PRINCETON,"Acetaminophen, injection, 10 mg",153.50
BBH PRINCETON,"Amiodarone hcl, injection, 30 mg",65.45
BBH PRINCETON,"Amiodarone hcl, injection, 30 mg",151.34
BBH PRINCETON,"Chloroprocaine hcl injection, 30 ML",150.32
BBH PRINCETON,"Docetaxel injection, 1 MG",1844.69
BBH PRINCETON,"Docetaxel injection, 1 MG",14728.89
BBH PRINCETON,"Dexrazoxane HCl injection, 250 MG",2427.55
BBH PRINCETON,"Ropivacaine HCl injection, 1 MG",153.38
BBH PRINCETON,"Ropivacaine HCl injection, 1 MG",230.07
BBH PRINCETON,"Ropivacaine HCl injection, 1 MG",766.92
BBH PRINCETON,"Ropivacaine HCl injection, 1 MG",230.07
BBH PRINCETON,"Ropivacaine HCl injection, 1 MG",153.38
BBH PRINCETON,"Ropivacaine HCl injection, 1 MG",230.07
BBH PRINCETON,"Ropivacaine HCl injection, 1 MG",230.07
BBH PRINCETON,"Ropivacaine HCl injection, 1 MG",230.07
BBH PRINCETON,"Ropivacaine HCl injection, 1 MG",230.07
BBH PRINCETON,"Topotecan injection, 0.1 MG",4360.18
BBH PRINCETON,"Ringers lactate infusion, 1000 CC",220.36
BBH PRINCETON,"Ringers lactate infusion, 1000 CC",249.51
BBH PRINCETON,"Ringers lactate infusion, 1000 CC",257.18
BBH PRINCETON,"Ringers lactate infusion, 1000 CC",257.18
BBH PRINCETON,"Ringers lactate infusion, 1000 CC",249.51
BBH PRINCETON,"Ringers lactate infusion, 1000 CC",220.36
BBH PRINCETON,"heparin sodium, per 1000 units, inj",17.90
BBH PRINCETON,"heparin sodium, per 1000 units, inj",17.90
BBH PRINCETON,"heparin sodium, per 1000 units, inj",17.90
BBH PRINCETON,"heparin sodium, per 1000 units, inj",17.90
