 1200610,EF CONTROL NASAL HEM POST,450,30905, $234.00 ,
 1200822,POC URINE PREGNANCY,307,81025, $68.00 ,
 1200901,EF DEB SUBQTISSUE 20 SQ CM<,450,11042, $630.00 ,
 1200902,EF DEBRIDE REM OF FORE MAT OPEN/DISLO,450,11010," $1,136.00 ",
 1200903,EF REMOVAL SKIN TAGS,450,11200, $216.00 ,
 1200904,EF INJ INTERMEDIATE JOINT,450,20605, $549.00 ,
 1200905,EF INTUBATION ENDOTRACH EME,450,31500, $483.00 ,
 1200906,EF INJECTION SINGLE OR MULT TRIG  1 OR 2,450,20552, $663.00 ,
 1200950,EF STRAPPING OF CHEST,450,29200, $167.00 ,
 1201000,EF STRAPPING TOES,450,29550, $162.00 ,
 1201012,EF TX 1ST DEGREE BURN INT,450,16000, $216.00 ,
 1201025,EF DRESSING AND OR DEBRIDEM,450,16020, $321.00 ,
 1201042,EF TRACHEOSTOMY EM TRANSTRA,450,31603," $1,497.00 ",
 1201200,EF INSERT BLADDER CATHETER,450,51701, $150.00 ,
 1201300,EF INSERT BLADDER CATH,450,51703, $246.00 ,
 1201500,EF AVULSION NAIL PLATE,450,11730, $216.00 ,
 1201600,EF EVAC OF SUBUNGUAL HEMATO,450,11740, $84.00 ,
 1201602,EF EXCIS NAIL PARTIAL COMPL,450,11750," $1,008.00 ",
 1201603,EF REPAIR NAIL BED,450,11760, $258.00 ,
 1201701,EF EXCISION OF NAIL FOLD TOE,450,11765, $216.00 ,
 1201703,EF LAC REP SIMPLE 2.5CM OR LESS,450,12001, $258.00 ,
 1201730,EF LAC REP SIMPLE 2.6CM TO 7.5CM,450,12002, $258.00 ,
 1201740,EF LAC REP SIMPLE 7.6CM TO 12.5CM,450,12004, $258.00 ,
 1201750,EF LAC REP SIMPLE 12.6CM TO 20CM,450,12005, $258.00 ,
 1201760,EF LAC REP SIMPLE 20.1CM TO 30.0CM,450,12006, $258.00 ,
 1201765,EF LAC REP SIMPLE 2.5CM OR LESS,450,12011, $258.00 ,
 1201800,EF LAC REP SIMPLE 2.6CM TO 5.0CM,450,12013, $258.00 ,
 1202001,EF LAC REP SIMPLE 5.1CM TO 7.5CM,450,12014, $258.00 ,
 1202002,EF LAC REP SIMPLE 7.6CM TO 12.5CM,450,12015, $258.00 ,
 1202003,EP SIMPLE REPAIR 7.6CM TO 12.5CM,981,12015, $293.00 ,
 1202004,EF LAC REP SIMPLE 12.6CM TO 20CM,450,12016, $258.00 ,
 1202005,EF LAC REP INTERMED 2.5CM OR LESS,450,12031, $753.00 ,
 1202006,EF LAC REP INTERMED 2.6CM TO 7.5CM,450,12032, $753.00 ,
 1202007,EF CLOSURE OF SPLIT WOUND,450,12020," $1,179.00 ",
 1202011,EF LAC REP INTERMED 7.6CM TO 12.5CM,450,12034, $753.00 ,
 1202012,EF LAC REP INTERMED 12.6CM TO 20.0CM,450,12055, $754.00 ,
 1202013,EF LAC REP INTERMED 12.6CM TO 20.0CM,450,12035, $753.00 ,
 1202014,EF LAC REP INTERMED OVER 30,450,12037, $753.00 ,
 1202015,EF LAC REP INTERMED 2.5CM OR LESS,450,12041, $258.00 ,
 1202016,EF LAC REP INTERMED 2.6CM TO 7.5CM,450,12042, $753.00 ,
 1202031,EF LAC REP INTERMED 7.6CM TO 12.5CM,450,12044, $753.00 ,
 1202032,EF LAC REP INTERMED 2.5CM OR LESS,450,12051, $753.00 ,
 1202033,EF LAC REP INTERMED OVER 30.0CM,450,12047, $753.00 ,
 1202034,EF LAC REP INTERMED 2.6CM TO 5.0CM,450,12052, $753.00 ,
 1202035,EF LAC REP INTERMED 5.1CM TO 7.5CM,450,12053, $753.00 ,
 1202037,EF LAC REP INTERMED 7.6CM TO 12.5CM,450,12054, $258.00 ,
 1202041,EF LUMBAR PUNTURE,450,62270, $876.00 ,
 1202044,EF TUBE THORACOSTOMY W OR WO,450,32551," $1,236.00 ",
 1202050,"EF LAC REP COMPL 1.1CM TO 2.5CM f,c,c,m,",450,13131, $765.00 ,
 1202051,EF DRAINAGE FINGER ABSC SIM,450,26010, $375.00 ,
 1202052,EF ARRTYTHMIA CONVERSION,450,92960," $1,323.00 ",
 1202053,EF TELEHEALTH FAC FEE,450,Q3014, $45.00 ,
 1202054,EF LAC REP COMPLEX 2.6CM TO 7.5CM,450,13121, $753.00 ,
 1202055,EP LAC REP COMPLEX 2.6CM TO 7.5CM,981,13121, $824.00 ,
 1202270,EF LAC REP COMPLEX ADD 5CM,450,13122, $258.00 ,
 1202421,EF LAC REP COMPLEX 2.6CM TO 7.5CM,450,13132," $1,179.00 ",
 1202551,EF LAC REP COMPLEX ADD 5CM,450,13133, $753.00 ,
 1202559,"EF LAC REP COMPLEX 1.1CM TO 2.5CM e,n,l",450,13151, $906.00 ,
 1202600,EP COMPLEX REPAIR 2.6CM TO 7.5CM,981,13152, $988.00 ,
 1202601,EF LAC REP COMPLEX 2.6CM TO 7.5CM,450,13152," $1,179.00 ",
 1202605,EF LAC REP COMPLEX ADD 5CM,450,13153, $753.00 ,
 1202700,EF FRACTURE CLAVICLE,450,23500, $402.00 ,
 1202701,EF CLOSED TREAT OF MANDIBULAR FRACT W/O,450,21450, $157.00 ,
 1202702,EF CLOSED TREAT OF TIBIAL SHAFT  FX MANI,450,27752, $504.00 ,
 1202703,EF CLOSED TREAT OF STERNUM FRACTURE,450,21820, $325.00 ,
 1202803,EF CL SHOU DISLOC W M W OAN,450,23650, $402.00 ,
 1202960,EF CL SHOU DISLOC W M W ANE,450,23655," $3,117.00 ",
 1203010,EF CATHERTER PLACEMENT,450,51702, $150.00 ,
 1203014,EF GASTRIC INTUBATION,450,43753, $150.00 ,
 1203120,"EF LAC REP COMPLEX  S,A,L 1.1CM TO 2.5CM",450,13120, $741.00 ,
 1203121,EF NERVE BLOCK INJ PERIPH,450,64450, $876.00 ,
 1203122,EF CL ELBOW DISLOC W O ANES,450,24600, $402.00 ,
 1203131,EP ELBOW DISLOC W / ANES,981,24605," $1,459.00 ",
 1203132,EF CL ELBOW DISLOC W / ANES,450,24605," $3,117.00 ",
 1203133,EF CLO RADIAL HEAD SUBL W M,450,24640, $402.00 ,
 1203152,EF ANOSCOPY,450,46600, $150.00 ,
 1203153,EF FB REMOVAL CONJ,450,65205, $222.00 ,
 1203500,EF REM FOREIGN BODY FR EYE,450,65210, $222.00 ,
 1203540,EF REM FOREIGN BDY EXT EYE,450,65220, $222.00 ,
 1203650,EF REM CORNEAL FOR BDY W LA,450,65222, $222.00 ,
 1203655,EF CLO TX RAD ULNAR SHAF FX,450,25560, $402.00 ,
 1203670,EF CLO DISTAL RAD FX COLOR,450,25600, $402.00 ,
 1203753,EF FRAC RAD COLLES W/MAN,450,25605," $1,197.00 ",
 1203754,EF GASTRIC INTUBATION AND ASPIRATION,450,43754, $150.00 ,
 1203755,EP GASTRIC INTUBATION AND ASPIRATION,981,43754, $107.00 ,
 1204450,EF ED INTERMEDIATE WITH PRO,450,9928325, $429.00 ,
 1204600,DIR ADMIT HOSP OBS,762,G0379, $110.00 ,
 1204605,HOSP OBS PER HOUR,762,G0378, $121.00 ,
 1204640,BLOOD ALCOHOL,300,82055, $79.00 ,
 1204660,EF ED EXTENDED WITH PROC,450,9928425, $687.00 ,
 1205050,EF ED LIMITED WITH PROC,450,9928225, $276.00 ,
 1205205,EF ED BRIEF WITH PROCEDURE,450,9928125, $156.00 ,
 1205210,EF ED COMPREHENSIVE W PROC,450,9928525," $1,035.00 ",
 1205220,EF ED CRITICAL CARE W PROC,450,9929125," $1,608.00 ",
 1205222,EF TX BURN MED W O ANESTH,450,16025, $321.00 ,
 1205560,EF I & D PERIANAL ABSCESS,450,46050," $1,317.00 ",
 1205600,EF REMOVAL OF HEMORRHOID CLO,450,46320," $3,837.00 ",
 1205605,EF IV INF HYDR 31MIN - 1 HR,450,96360, $225.00 ,
 1205927,EF IV INF HYDR EA ADDL HOUR,450,96361, $81.00 ,
 1206000,EF IV INF THERA/PROPH DX 1HR,450,96365, $438.00 ,
 1206007,EF IV INF THERA/PROPH DX EA,450,96366, $133.00 ,
 1206009,EF IV INF THER ADDL SEQ TO 1,450,96367, $133.00 ,
 1206011,EF IV INF CONCURRENT,450,96368, $133.00 ,
 1206012,EF THER / PROPH INJ SC IM,450,96372, $117.00 ,
 1206015,EF IV PUSH SINGLE,450,96374, $318.00 ,
 1206017,EF IV PUSH EA ADDL,450,96375, $133.00 ,
 1206018,EF IV PUSH SEQ SAME DRUG,450,96376, $133.00 ,
 1206019,EF CHEMO ADMIN SQ IM NON HOR,331,96401, $117.00 ,
 1206020,EF I & D GLAND ABSCESS,450,56420, $357.00 ,
 1206021,EF IRRG IMPLANT VEN ACC DEV,450,96523, $147.00 ,
 1206025,EF INSERT CENT VENOUS CATH,450,36556," $2,358.00 ",
 1206050,EF CLOSE METACARO FX W O MA,450,26600, $402.00 ,
 1206100,EF CLOS METACARPAL FRA W/MAN,450,26605, $132.00 ,
 1206124,EF INSERT NEEDLE INTRAOSSEOU,450,36680, $369.00 ,
 1206166,EF CLOSED TREAT MP DISLOCAT,450,26700, $402.00 ,
 1206264,EF CLO PHALAN SHAFT W O M,450,26720, $402.00 ,
 1206320,EF CLOS PHALANGEAL SHA W/MAN,450,26725, $402.00 ,
 1206360,EF CL DIST PHALAN FX W O MA,450,26750, $402.00 ,
 1206361,EF FINGER REDUCTION W/MAN,450,26755, $402.00 ,
 1206362,EF CL TREAT CARPOMETA DIS THUMB W/MAN,450,26641, $264.00 ,
 1206363,EF CL INTERPHAL JOINT W MAN,450,26770, $402.00 ,
 1206366,EF CLO DISLOC TRAUMA W ANES,450,26775," $3,117.00 ",
 1206367,EF AMPUTATION FINGER TIP,450,26951," $3,555.00 ",
 1206368,EF HEMORRHAGE VAGINAL PACK,450,57180, $357.00 ,
 1206372,EF HIP DISLOCATION W ANES,450,27252," $3,117.00 ",
 1206374,OBS ROOM PER HOUR,762,Z7514, $121.00 ,
 1206375,EF FRACTURE TIBIAL SHAFT,450,27750, $402.00 ,
 1206376,EF DIST FIB FX LAT MAL W O,450,27786, $402.00 ,
 1206400,EF ANKLE STRAPPING,450,29540, $162.00 ,
 1206401,EF TREAT ANKLE DISLOCATION,450,27840, $402.00 ,
 1206418,EF I U D REMOVAL,450,58301, $357.00 ,
 1206420,EF FRAC GREAT TOE W/MAN,450,28495, $402.00 ,
 1206500,EF CLO TREA INTERPHALANGEAL,450,28660, $402.00 ,
 1206523,EF PARACENTESIS ABDOMINAL,450,49082," $1,236.00 ",
 1206556,EF APPLICATION LONG ARM SPL,450,29105, $285.00 ,
 1206600,EF APPLICATION SHORT ARM SP,450,29125, $285.00 ,
 1206605,EF APPLICATION FINGER SPLI,450,29130, $162.00 ,
 1206680,EF MODERATE SEDATION 5YR UND,450,99143, $198.00 ,
 1206700,EF MODERATE SEDATION 5YR OVE,450,99144, $198.00 ,
 1206705,EF MODERATE SEDATION EA  ADD ON,370,99145, $132.00 ,
 1206720,EF REM FORN BDY AUD CANAL,450,69200, $150.00 ,
 1206725,EF REM IMPACT CERUMEN REQ INSTR UNILATER,450,69210, $150.00 ,
 1206750,OBS PER HOUR,762,99218, $121.00 ,
 1206755,EF STRAPPING SHOULDER,450,29240, $162.00 ,
 1206770,EF ED BRIEF WO PROC,450,99281, $156.00 ,
 1206775,EF ED LIMITED WO PROC,450,99282, $276.00 ,
 1206805,EF ED INTERMEDIATE WO PROC,450,99283, $429.00 ,
 1206808,EF ED EXTENDED WO PROC,450,99284, $687.00 ,
 1206815,EF ED COMPREHENSIVE WO PRO,450,99285," $1,035.00 ",
 1206832,EF ED CRITICAL CARE WO PRO,450,99291," $1,608.00 ",
 1206838,EF CRITICAL CARE ADD 1\2HR,450,99292, $330.00 ,
 1206842,EF VAGINAL DELIVERY,450,59409," $4,365.00 ",
 1206852,EF DELIVERY OF PLACENTA,450,59414, $625.00 ,
 1206855,EF APPY LONG LEG SPLINT,450,29505, $285.00 ,
 1206856,EF APPL SHORT LEG SPLIT,450,29515, $285.00 ,
 1206872,EF STRAPPING KNEE,450,29530, $162.00 ,
 1206873,EF STRAPPING HAND OR FINGER,450,29280, $168.00 ,
 1206876,EP AMPUTATION FINGER OR THUMB PRIM OR SE,981,26952," $1,950.00 ",
 1206877,EP INSERT BLADDER CATHETER,981,51701, $150.00 ,
 1206878,EP I & D PILONIDAL CYST COMP,981,10081, $530.00 ,
 1206888,E&M HOSP IP/OBS PRO MD ADD30,987,99357, $273.00 ,
 1206900,EP FOREIGN BODY MUSCLE COMP,981,20525, $765.00 ,
 1206901,EP REP LAC 2.5CM OR LESS MOUTH TONGUE,981,41250, $484.00 ,
 1206902,EP CHEMICAL CAUTERIZATION,981,17250, $113.00 ,
 1206903,EP IV INF THERA/PROPH DX 1 HR,981,96365, $438.00 ,
 1206904,EP ADMIN FEE INJ,981,90471, $117.00 ,
 1206905,EP DEBRIDE EXTENSV ECZEMA/INFECT SKIN 10,981,11000, $85.00 ,
 1206906,EP NOSE BLD ANTERIOR COMP,981,30903, $238.00 ,
 1206907,EP INJECTION ANESTHETIC INTERCOSTAL NERV,981,64420, $210.00 ,
 1206912,EP I & REMOVAL FRN BDY COMP,981,10121, $575.00 ,
 1206913,EP EXCISION LESION 0.6 TO 1.0 CM,981,11401, $317.00 ,
 1206914,EP DEB SUBQ TISSUE 20 SQ CM<,981,11042, $189.00 ,
 1206915,EP DEBRIDE  REM OF FORE MAT OPEN/DISLOC,981,11010, $852.00 ,
 1206917,EP EXCISION OF NAIL FOLD TOE,981,11765, $283.00 ,
 1206918,EP EXCISION SKIN TAGS,981,11200, $231.00 ,
 1206920,EP FRAC NASAL WO MANIPULAT,981,21310, $81.00 ,
 1206921,EP CLOSED TX CLAVICLE FRACT W MANIP,981,23505," $1,019.00 ",
 1206922,EP INTUBATION ENDOTRACHEAL,981,31500, $326.00 ,
 1206923,EP INJECTION SINGLE OR MULT TRIG 1 OR 2,981,20552, $227.00 ,
 1206924,EP AVULSION NAIL PLATE,981,11730, $152.00 ,
 1206928,EP EVAC SUBUNGUAL HEMATOMA,981,11740, $103.00 ,
 1206930,EP LAC REP COMPLEX 2.6CM TO 7.5CM,981,13132, $979.00 ,
 1206932,EP REPAIR NAIL BED,981,11760, $420.00 ,
 1206934,EP THER/PROPH INJ SC IM,981,96372, $117.00 ,
 1206944,EP CLOSED TREATMENT OF STERNUM FRACTURE,981,21820, $446.00 ,
 1206945,EP CLOSED TREAT OF TIBIAL SHAFT FX MANIP,981,27752," $1,512.00 ",
 1206946,EP DRAINAGE EXTERNAL EAR ABSCESS OR HEMA,981,69000, $370.00 ,
 1206950,EP SIMPLE REPAIR 20.1CM TO 30.0,981,12006, $359.00 ,
 1206952,EP CONTROL NASAL HEM SUBSEQUENT,981,30906, $393.00 ,
 1207180,EP SIMPLE REPAIR 12.6CM TO 20CM,981,12016, $394.00 ,
 1207200,EP STRAPPING KNEE,981,29530, $119.00 ,
 1207203,EP STRAPPING HAND OR FINGER,981,29280, $110.00 ,
 1207220,EP INTERMEDIATE REPAIR OVER 30CM,981,12037, $984.00 ,
 1207430,EP THORACOSTOMY W OR WO,981,32551, $519.00 ,
 1207514,EP FRAC DISTAL RADIAL W MAN,981,25605," $1,605.00 ",
 1207560,EF TREAT KNEECAP DISLOCATION,450,27560, $402.00 ,
 1207750,EP I&D ABSCESS PERITONSILLA,981,42700, $440.00 ,
 1207786,ABG ANALYSIS,301,82803, $95.00 ,
 1207799,EP EKG INTERPPRETATION AND REPORT,981,93010, $27.00 ,
 1207810,EP TREAT ANKLE  FX W/MANIP,981,27810," $1,331.00 ",
 1207811,EF TREAT ANKLE FX  W/ MANIP,450,27810, $402.00 ,
 1207812,EP CLOSED TREAT OF PATELLAR FRACT W/O MA,981,27520, $898.00 ,
 1207813,EF CLOSED TREAT OF PATELLAR FRACT W/O MA,450,27520, $325.00 ,
 1207817,EF TREAT OF ANKLE FRACTURE MANIP,450,27818," $1,197.00 ",
 1207818,EP TREAT OF ANKLE  FRACTURE MANIP,981,27818," $1,351.00 ",
 1207840,EP TREAT CLAVICAL FRACTURE,981,23500, $707.00 ,
 1208190,EP DIS ACROMIOCLAVIC WOMANI,981,23540, $723.00 ,
 1208301,EP DIS SHOULDER W MAN ANS,981,23655," $1,245.00 ",
 1208302,EP CLOSED TX PROXIMAL HUMERAL FX W/O MAN,981,23600, $936.00 ,
 1208432,EP CLOSED TREAT OF MANDIBULAR FRACT W/O,981,21450, $783.00 ,
 1208434,EF CL TREAT TALUS FX W/MAN,450,28435, $402.00 ,
 1208435,EP CL TREAT TALUS FX W/MAN,981,28435," $1,010.00 ",
 1208450,EP GASTRIC INTUBATION,981,43753, $62.00 ,
 1208470,EP NER BLOCK OTHER PERIPHERA,981,64450, $139.00 ,
 1208490,EP PINCH GRAFT SINGLE,981,15050," $1,403.00 ",
 1208494,EP CLOSED TREA INTERPHALANGEAL,981,28660, $277.00 ,
 1208495,EP CLO TX RAD ULNAR SHAF FX,981,25560, $797.00 ,
 1208505,EP TRANSMETACARPAL AMPUTATIO,981,25927," $2,533.00 ",
 1208510,EP BURN TX INITIAL 1ST DEGR,981,16000, $138.00 ,
 1208515,EP INTERMEDIATE REPAIR TO 2.5CM OR LESS,981,12031, $479.00 ,
 1208660,ABG ANALYSIS,301,82800, $22.00 ,
 1209056,EP INTERMEDIATE REPAIR 2.6CM TO 7.5CM,981,12032, $611.00 ,
 1209060,EP BURN DRESSING SMALL,981,16020, $132.00 ,
 1209065,EP SIMPLE REPAIR 2.6CM TO 5.0CM,981,12013, $185.00 ,
 1209067,EP SPLINT SHORT LEG,981,29515, $155.00 ,
 1209068,EP REM IMPACT CERUMEN REQ INSTR UNILATER,981,69210, $99.00 ,
 1209082,EP ARTERIAL CATHETER,981,36620, $152.00 ,
 1209105,EP INTERMEDIATE REPAIR 2.6CM TO 5.0CM,981,12052, $632.00 ,
 1209111,EP EXT TEN REP DORSUM FING,981,26418," $1,842.00 ",
 1209119,EP SIMPLE REPAIR 2.6 TO 7.5CM,981,12002, $176.00 ,
 1209123,EP INSERT NON-TUN CENR VEN,981,36556, $363.00 ,
 1209124,EP US ABD LIMITED,981,76705, $278.00 ,
 1209125,EP FRAC PHALANG SHAFT NO MA,981,26720, $589.00 ,
 1209130,EP FRAC DISTAL PHALANG NO M,981,26750, $589.00 ,
 1209143,EP US PREG UTERUS < OR = 14,981,76805, $179.00 ,
 1209144,EP ANOSCOPY,981,46600, $128.00 ,
 1209145,EP US PREGNANT  UTERUS 1OR MOR,981,76815, $191.00 ,
 1209154,EP SPLINT SHORT ARM,981,29125, $124.00 ,
 1209189,EP SIMPLE REPAIR TO 2.5CM OR LESS,981,12001, $133.00 ,
 1209200,EP NOSE CAUTERIZE TUBINATES,981,30901, $168.00 ,
 1209210,EP SPINAL PUNCTURE LUMBER DI,981,62270, $236.00 ,
 1209213,E & M OUTPT LEVEL 3,987,99213, $152.00 ,
 1209214,EP I & REMOVAL FRN BODY SIMP,981,10120, $327.00 ,
 1209217,EP NOSE CONTROL HEM ANTERIO,981,30903, $238.00 ,
 1209218,EP CONTROL NAS HEMOR POST I,981,30905, $300.00 ,
 1209219,EP CRICOTHYROTOMY,981,31605, $543.00 ,
 1209220,EP ASPIRATE MAJOR JOINT,981,20610, $138.00 ,
 1209221,NEW E & M LEVEL 1,987,99201, $79.00 ,
 1209222,NEW  E & M LEVEL 2,987,99202, $150.00 ,
 1209223,EP ED EXTENDED,981,99284, $345.00 ,
 1209224,SUBSEQUENT OBS CARE LOW,987,99224, $118.00 ,
 1209225,SUBSEQUENT OBS CARE MOD,987,99225, $216.00 ,
 1209226,SUBSEQUENT OBS CARE HIGH,987,99226, $311.00 ,
 1209227,NEW  E & M LEVEL 3,987,99203, $228.00 ,
 1209231,EP SPLINT LONG ARM,981,29105, $184.00 ,
 1209232,EP INTERMEDIATE REPAIR TO 2.5CM OR LESS,981,12041, $488.00 ,
 1209233,EP ED VISIT FOCUSED MINOR,981,99281, $62.00 ,
 1209234,OBS/INPATIENT HOSP CARE LOW,987,99234, $399.00 ,
 1209235,OBS/INPATIENT HOSP CARE MOD,987,99235, $503.00 ,
 1209236,OBS/INPATIENT HOSP CARE HIGH,987,99236, $649.00 ,
 1209237,EP SUTURE REMOVAL,981,99281, $-   ,TRACKING
 1209238,EP ED VT FOCUSED,981,99282, $121.00 ,
 1209239,EP ED VISIT,981,99283, $181.00 ,
 1209240,EP ED VISIT COMPLICATED,981,99285, $506.00 ,
 1209241,EP POSTOPERATIVE FOLLOW UP VISIT,981,99024, $-   ,TRACKING
 1209251,EP INTRO NEEDL CATH CAROTID,981,36100, $475.00 ,
 1209252,EP US GUIDENCE H NEEDLE,981,76937, $90.00 ,
 1209260,EF STRAPPING ELBOW OR WRIST,450,29260, $132.00 ,
 1209261,EP STRAPPING ELBOW OR WRIST,981,29260, $118.00 ,
 1209262,EP VENIPUNCTURE,981,36410, $28.00 ,
 1209263,EP STRAPPING TOES,981,29550, $60.00 ,
 1209265,EP FRAC ACETABULUM WO/MANIP,981,27220," $1,618.00 ",
