HospitalCode,Description,Price
BBH PRINCETON,zinc oxide 20 % Oint 28.35 g Tube,18.41
BBH PRINCETON,zinc sulfate 220 (50) mg Cap 100 each BLIST PACK,36.81
BBH PRINCETON,zinc sulfate 220 (50) mg Cap 100 each Bottle,36.81
BBH PRINCETON,zinc sulfate 220 (50) mg Cap 100 each BLIST PACK,36.81
BBH PRINCETON,zinc sulfate 220 (50) mg Cap 100 each Bottle,36.81
BBH PRINCETON,sevelamer 800 mg Tab 270 each Bottle,12.27
BBH PRINCETON,sevelamer 800 mg Tab 270 each Bottle,12.27
BBH PRINCETON,butalbital-aspirin-caffeine 50-325-40 mg Cap 100 each Bottle,19.94
BBH PRINCETON,butalbital-aspirin-caffeine 50-325-40 mg Cap 100 each Bottle,19.94
BBH PRINCETON,acebutolol 200 MG Cap 100 each Bottle,15.34
BBH PRINCETON,acebutolol 200 MG Cap 1 each BLIST PACK,15.34
BBH PRINCETON,acetaminophen-codeine 300-60 mg Tab 100 each Bottle,56.75
BBH PRINCETON,acetaminophen-codeine 300-60 mg Tab 100 each Bottle,56.75
BBH PRINCETON,acetaminophen-codeine 300-60 mg Tab 100 each BLIST PACK,56.75
BBH PRINCETON,acetaminophen-codeine 300-60 mg Tab 100 each Bottle,56.75
BBH PRINCETON,butalbital-acetaminophen-caffeine 50-325-40 mg Tab 100 each Bottle,15.34
BBH PRINCETON,butalbital-acetaminophen-caffeine 50-325-40 mg Tab 100 each Bottle,15.34
BBH PRINCETON,butalbital-acetaminophen-caffeine 50-325-40 mg Tab 1 each BLIST PACK,15.34
BBH PRINCETON,acetaZOLAMIDE 500 mg Cpsr 100 each Bottle,19.94
BBH PRINCETON,acetaZOLAMIDE 500 mg Cpsr 100 each Bottle,19.94
BBH PRINCETON,acetaZOLAMIDE 500 mg Cpsr 30 each BLIST PACK,19.94
BBH PRINCETON,acetaZOLAMIDE 500 mg Cpsr 100 each Bottle,19.94
BBH PRINCETON,acetaZOLAMIDE 500 mg Cpsr 100 each Bottle,19.94
BBH PRINCETON,acetaZOLAMIDE 500 mg Cpsr 100 each Bottle,19.94
BBH PRINCETON,acetic acid 0.25 % Soln 500 mL Bottle,14.20
BBH PRINCETON,"acetic acid 0.25 % Soln 1,000 mL Bottle",36.81
BBH PRINCETON,acyclovir 5 % Crea 5 g Tube,342.05
BBH PRINCETON,acyclovir 5 % Oint 5 g Tube,384.23
BBH PRINCETON,acyclovir 5 % Oint 15 g Tube,1002.93
BBH PRINCETON,acyclovir 5 % Oint 30 g Tube,2277.74
BBH PRINCETON,acyclovir 5 % Oint 15 g Tube,1002.93
BBH PRINCETON,acyclovir 200 MG Cap 100 each BLIST PACK,36.81
BBH PRINCETON,acyclovir 200 MG Cap 50 each BLIST PACK,36.81
BBH PRINCETON,acyclovir 200 MG Cap 1 each BLIST PACK,36.81
BBH PRINCETON,acyclovir 200 MG Cap 100 each Bottle,36.81
BBH PRINCETON,acyclovir 200 mg/5 mL Susp 473 mL Bottle,725.58
BBH PRINCETON,acyclovir 200 mg/5 mL Susp 473 mL Bottle,725.58
BBH PRINCETON,acyclovir 400 MG Tab 100 each BLIST PACK,36.81
BBH PRINCETON,acyclovir 400 MG Tab 100 each Bottle,36.81
BBH PRINCETON,acyclovir 400 MG Tab 50 each BLIST PACK,36.81
BBH PRINCETON,acyclovir 400 MG Tab 100 each Bottle,36.81
BBH PRINCETON,acyclovir 400 MG Tab 1 each BLIST PACK,36.81
BBH PRINCETON,acyclovir 400 MG Tab 1 each BLIST PACK,36.81
BBH PRINCETON,acyclovir 400 MG Tab 100 each Bottle,36.81
BBH PRINCETON,acyclovir 800 MG Tab 100 each Bottle,39.88
BBH PRINCETON,alclomethasone 0.05 % Crea 15 g Tube,101.23
BBH PRINCETON,"Alprostadil, injection, 1.25 mcg",1227.07
BBH PRINCETON,"Alprostadil, injection, 1.25 mcg",1227.07
BBH PRINCETON,aluminum & magnesium hydroxide-simethicone 400-400-40 mg/5 mL Susp 30 mL Cup,552.18
BBH PRINCETON,aluminum & magnesium hydroxide-simethicone 400-400-40 mg/5 mL Susp 355 mL Bottle,4356.21
BBH PRINCETON,aluminum & magnesium hydroxide-simethicone 400-400-40 mg/5 mL Susp 355 mL Bottle,4356.21
BBH PRINCETON,amiodarone 200 MG Tab 60 each Bottle,15.34
BBH PRINCETON,amiodarone 200 MG Tab 1 each BLIST PACK,15.34
BBH PRINCETON,amiodarone 200 MG Tab 60 each Bottle,15.34
BBH PRINCETON,amiodarone 200 MG Tab 100 each BLIST PACK,15.34
BBH PRINCETON,amiodarone 200 MG Tab 100 each BLIST PACK,15.34
BBH PRINCETON,amiodarone 200 MG Tab 60 each Bottle,15.34
BBH PRINCETON,amiodarone 200 MG Tab 100 each BLIST PACK,15.34
BBH PRINCETON,amiodarone 200 MG Tab 100 each BLIST PACK,15.34
BBH PRINCETON,amLODIPine 10 MG Tab 1 each BLIST PACK,19.94
BBH PRINCETON,amLODIPine 10 MG Tab 90 each Bottle,19.94
BBH PRINCETON,amLODIPine 10 MG Tab 25 each BLIST PACK,19.94
BBH PRINCETON,amLODIPine 10 MG Tab 100 each BLIST PACK,19.94
BBH PRINCETON,amLODIPine 10 MG Tab 1 each BLIST PACK,19.94
BBH PRINCETON,amLODIPine 10 MG Tab 100 each BLIST PACK,19.94
BBH PRINCETON,amLODIPine 2.5 MG Tab 1 each BLIST PACK,15.34
BBH PRINCETON,amLODIPine 2.5 MG Tab 1 each BLIST PACK,15.34
BBH PRINCETON,amLODIPine 2.5 MG Tab 1 each BLIST PACK,15.34
BBH PRINCETON,amLODIPine 5 MG Tab 1 each BLIST PACK,33.74
BBH PRINCETON,amLODIPine 5 MG Tab 90 each Bottle,33.74
BBH PRINCETON,amLODIPine 5 MG Tab 100 each BLIST PACK,33.74
BBH PRINCETON,amLODIPine 5 MG Tab 1 each BLIST PACK,33.74
BBH PRINCETON,amLODIPine 5 MG Tab 100 each BLIST PACK,33.74
BBH PRINCETON,amoxicillin-clavulanate 250-62.5 mg/5 mL Susr 100 mL Bottle,182.53
BBH PRINCETON,amoxicillin-clavulanate 250-62.5 mg/5 mL Susr 75 mL Bottle,102.77
BBH PRINCETON,amoxicillin-clavulanate 250-62.5 mg/5 mL Susr 100 mL Bottle,182.53
BBH PRINCETON,zileuton 600 mg Tab 120 each Bottle,42.95
BBH PRINCETON,ciclesonide 50 mcg Spry 12.5 g SQUEEZ BTL,374.26
BBH PRINCETON,nisoldipine 8.5 MG Tb24 100 each Bottle,10.74
BBH PRINCETON,nisoldipine 17 MG Tb24 100 each Bottle,12.27
BBH PRINCETON,nisoldipine 17 MG Tb24 100 each Bottle,12.27
BBH PRINCETON,apraclonidine 0.5 % Drop 5 mL DROP BTL,191.73
BBH PRINCETON,menthol-zinc oxide 0.44-20.6 % Oint 113 g Tube,39.88
BBH PRINCETON,menthol-zinc oxide 0.44-20.6 % Oint 71 g Jar,13.34
BBH PRINCETON,menthol-zinc oxide 0.44-20.6 % Oint 113 g Tube,39.88
BBH PRINCETON,menthol-zinc oxide 0.44-20.6 % Oint 113 g Tube,39.88
BBH PRINCETON,aspirin 325 MG Tab 100 each Bottle,12.27
BBH PRINCETON,lubiprostone 8 MCG Cap 60 each Bottle,18.03
BBH PRINCETON,aspirin-acetaminophen-caffeine 250-250-65 mg Tab 100 each Bottle,19.94
BBH PRINCETON,aspirin-acetaminophen-caffeine 250-250-65 mg Tab 100 each Bottle,19.94
BBH PRINCETON,aspirin-acetaminophen-caffeine 250-250-65 mg Tab 100 each Bottle,19.94
BBH PRINCETON,atenolol-chlorthalidone 100-25 mg Tab 100 each Bottle,6.14
BBH PRINCETON,atenolol-chlorthalidone 100-25 mg Tab 100 each Bottle,6.14
BBH PRINCETON,atenolol-chlorthalidone 50-25 mg Tab 100 each Bottle,15.34
BBH PRINCETON,atenolol-chlorthalidone 50-25 mg Tab 100 each Bottle,15.34
BBH PRINCETON,bismuth subsalicylate 262 mg Tab 40 each Bottle,12.27
BBH PRINCETON,augmented betamethasone dipropionate 0.05 % Crea 15 g Tube,115.04
BBH PRINCETON,augmented betamethasone dipropionate 0.05 % Crea 15 g Tube,115.04
BBH PRINCETON,augmented betamethasone dipropionate 0.05 % Oint 15 g Tube,81.29
BBH PRINCETON,augmented betamethasone dipropionate 0.05 % Oint 45 g Tube,310.60
BBH PRINCETON,augmented betamethasone dipropionate 0.05 % Oint 15 g Tube,81.29
BBH PRINCETON,augmented betamethasone dipropionate 0.05 % Oint 15 g Tube,81.29
BBH PRINCETON,azaTHIOprine 50 mg Tab 1 each BLIST PACK,19.94
BBH PRINCETON,azaTHIOprine 50 mg Tab 1 each BLIST PACK,19.94
BBH PRINCETON,azaTHIOprine 50 mg Tab 100 each BLIST PACK,19.94
BBH PRINCETON,bacitracin-neomycin-polymyxin b-hydrocortisone 1 % Oint 15 g Tube,84.36
BBH PRINCETON,benzocaine-resorcinol 5-2 % Crea 28 g Tube,16.87
BBH PRINCETON,betaxolol 0.5 % Drop 5 mL DROP BTL,121.17
BBH PRINCETON,betaxolol 0.5 % Drop 5 mL DROP BTL,121.17
BBH PRINCETON,zinc oxide 13 % Crea 454 g Jar,48.68
BBH PRINCETON,zinc oxide 13 % Crea 56 g Tube,16.87
BBH PRINCETON,zinc oxide 13 % Crea 113 g Tube,19.31
BBH PRINCETON,bismuth subsalicylate 262 mg Chew 30 each Bottle,12.27
BBH PRINCETON,bismuth subsalicylate 262 mg Chew 12 each Bottle,12.27
BBH PRINCETON,bismuth subsalicylate 262 mg Chew 30 each BLIST PACK,12.27
BBH PRINCETON,bismuth subsalicylate 262 mg Chew 30 each Bottle,12.27
BBH PRINCETON,darunavir ethanolate 600 MG Tab 60 each Bottle,61.35
BBH PRINCETON,bromocriptine 2.5 mg Tab 30 each Bottle,27.61
BBH PRINCETON,bromocriptine 2.5 mg Tab 100 each Bottle,27.61
BBH PRINCETON,bromocriptine 2.5 mg Tab 30 each Bottle,27.61
BBH PRINCETON,bromocriptine 2.5 mg Tab 30 each Bottle,27.61
BBH PRINCETON,bumetanide 0.5 MG Tab 100 each Bottle,12.27
BBH PRINCETON,bumetanide 0.5 MG Tab 100 each Bottle,12.27
BBH PRINCETON,bumetanide 0.5 MG Tab 100 each Bottle,12.27
BBH PRINCETON,bumetanide 1 MG Tab 100 each Bottle,15.34
BBH PRINCETON,bumetanide 1 MG Tab 100 each Bottle,15.34
BBH PRINCETON,bumetanide 1 MG Tab 100 each Bottle,15.34
BBH PRINCETON,bumetanide 1 MG Tab 100 each Bottle,15.34
BBH PRINCETON,bumetanide 2 MG Tab 100 each Bottle,27.61
BBH PRINCETON,bumetanide 2 MG Tab 500 each Bottle,27.61
BBH PRINCETON,bumetanide 2 MG Tab 100 each Bottle,27.61
BBH PRINCETON,bumetanide 2 MG Tab 100 each Bottle,27.61
BBH PRINCETON,bumetanide 2 MG Tab 100 each Bottle,27.61
BBH PRINCETON,buPROPion 100 MG Tab 100 each Bottle,12.27
BBH PRINCETON,buPROPion 100 MG Tab 100 each Bottle,12.27
BBH PRINCETON,buPROPion 100 MG Tab 100 each Bottle,12.27
BBH PRINCETON,buPROPion 100 MG Tab 1 each BLIST PACK,12.27
BBH PRINCETON,buPROPion 75 MG Tab 100 each Bottle,15.34
BBH PRINCETON,buPROPion 75 MG Tab 100 each Bottle,15.34
BBH PRINCETON,buPROPion 75 MG Tab 1 each BLIST PACK,15.34
BBH PRINCETON,busPIRone 10 MG Tab 1 each BLIST PACK,15.34
BBH PRINCETON,busPIRone 10 MG Tab 100 each Bottle,15.34
BBH PRINCETON,busPIRone 10 MG Tab 100 each Bottle,15.34
BBH PRINCETON,busPIRone 10 MG Tab 100 each BLIST PACK,15.34
BBH PRINCETON,busPIRone 10 MG Tab 100 each Bottle,15.34
BBH PRINCETON,busPIRone 5 MG Tab 1 each BLIST PACK,15.34
BBH PRINCETON,busPIRone 5 MG Tab 100 each Bottle,15.34
BBH PRINCETON,busPIRone 5 MG Tab 100 each Bottle,15.34
BBH PRINCETON,busPIRone 5 MG Tab 100 each Bottle,15.34
BBH PRINCETON,busPIRone 5 MG Tab 100 each BLIST PACK,15.34
BBH PRINCETON,busPIRone 5 MG Tab 100 each Bottle,15.34
BBH PRINCETON,butamben-tetracaine-benzocaine 2 %-2 %-14 % (200 mg/sec) Spra 56 g SQUEEZ BTL,124.24
BBH PRINCETON,butamben-tetracaine-benzocaine 2 %-2 %-14 % (200 mg/sec) Spra 20 g Bottle,133.11
BBH PRINCETON,butorphanol 10 mg/mL Spry 2.5 mL SQUEEZ BTL,550.65
BBH PRINCETON,butorphanol 10 mg/mL Spry 2.5 mL SQUEEZ BTL,550.65
BBH PRINCETON,calcitRIOL 0.25 MCG Cap 30 each Bottle,12.27
BBH PRINCETON,calcitRIOL 0.25 MCG Cap 100 each Bottle,12.27
BBH PRINCETON,calcitRIOL 0.25 MCG Cap 100 each Bottle,12.27
BBH PRINCETON,calcitRIOL 0.25 MCG Cap 30 each Bottle,12.27
BBH PRINCETON,calcitRIOL 0.25 MCG Cap 100 each Bottle,12.27
BBH PRINCETON,calcitRIOL 0.5 MCG Cap 100 each Bottle,19.94
BBH PRINCETON,calcitRIOL 0.5 MCG Cap 100 each Bottle,19.94
BBH PRINCETON,calcitRIOL 0.5 MCG Cap 100 each Bottle,19.94
BBH PRINCETON,calcitRIOL 0.5 MCG Cap 100 each Bottle,19.94
BBH PRINCETON,levETIRAcetam 500 mg Tb24 60 each Bottle,12.27
BBH PRINCETON,levETIRAcetam 500 mg Tb24 60 each Bottle,12.27
BBH PRINCETON,levETIRAcetam 500 mg Tb24 60 each Bottle,12.27
BBH PRINCETON,levETIRAcetam 500 mg Tb24 60 each Bottle,12.27
BBH PRINCETON,calcium 200 mg calcium (500 mg) Chew 150 each Bottle,18.41
BBH PRINCETON,calcium 200 mg calcium (500 mg) Chew 150 each Bottle,18.41
BBH PRINCETON,calcium 200 mg calcium (500 mg) Chew 1 each BLIST PACK,18.41
BBH PRINCETON,calcium 200 mg calcium (500 mg) Chew 500 each BLIST PACK,18.41
BBH PRINCETON,captopril 12.5 MG Tab 100 each Bottle,12.27
BBH PRINCETON,carbidopa-levodopa 10-100 mg Tab 100 each BLIST PACK,12.27
BBH PRINCETON,carbidopa-levodopa 10-100 mg Tab 100 each BLIST PACK,12.27
BBH PRINCETON,carbidopa-levodopa 25-100 mg Tab 100 each Bottle,12.27
BBH PRINCETON,carbidopa-levodopa 25-100 mg Tab 100 each BLIST PACK,12.27
BBH PRINCETON,carbidopa-levodopa 25-100 mg Tab 100 each BLIST PACK,12.27
BBH PRINCETON,carbidopa-levodopa 25-100 mg Tab 100 each Bottle,12.27
BBH PRINCETON,carbidopa-levodopa 25-100 mg Tab 1 each BLIST PACK,12.27
BBH PRINCETON,carbidopa-levodopa 25-100 mg Tab 100 each BLIST PACK,12.27
BBH PRINCETON,carbidopa-levodopa 25-250 mg Tab 100 each Bottle,27.61
BBH PRINCETON,carbidopa-levodopa 25-250 mg Tab 100 each BLIST PACK,27.61
BBH PRINCETON,carbidopa-levodopa 25-250 mg Tab 100 each BLIST PACK,27.61
BBH PRINCETON,carbidopa-levodopa 25-250 mg Tab 100 each BLIST PACK,27.61
BBH PRINCETON,carbidopa-levodopa 50-200 mg Tbsr 100 each BLIST PACK,27.61
BBH PRINCETON,carbidopa-levodopa 50-200 mg Tbsr 1 each BLIST PACK,27.61
BBH PRINCETON,"NaCl 1,000 mg Tbso 1,000 each Bottle",19.94
BBH PRINCETON,"NaCl 1,000 mg Tbso 1 each BLIST PACK",19.94
BBH PRINCETON,carteolol 1 % Drop 5 mL DROP BTL,153.38
BBH PRINCETON,lidocaine (PF) 3.5 % Gel 1 mL Tube,70.56
BBH PRINCETON,carbidopa-levodopa-entacapone 18.75-75-200 mg Tab 100 each Bottle,13.81
BBH PRINCETON,carbidopa-levodopa-entacapone 31.25-125-200 mg Tab 100 each Bottle,13.81
BBH PRINCETON,"cholecalciferol (vitamin D3) 2,000 unit Tab 100 each Bottle",12.27
BBH PRINCETON,"cholecalciferol (vitamin D3) 2,000 unit Tab 30 each BLIST PACK",12.27
BBH PRINCETON,"cholecalciferol (vitamin D3) 2,000 unit Tab 1 each BLIST PACK",12.27
BBH PRINCETON,darunavir ethanolate 400 MG Tab 60 each Bottle,56.75
BBH PRINCETON,cefadroxil 500 MG Cap 50 each Bottle,39.88
BBH PRINCETON,cefadroxil 500 MG Cap 50 each Bottle,39.88
BBH PRINCETON,cefadroxil 500 mg/5 mL Susr 100 mL Bottle,194.80
BBH PRINCETON,cefadroxil 1 gram Tab 50 each Bottle,52.15
BBH PRINCETON,cephALEXin 250 MG Cap 1 each BLIST PACK,36.81
BBH PRINCETON,cephALEXin 250 MG Cap 1 each BLIST PACK,36.81
BBH PRINCETON,cephALEXin 250 MG Cap 100 each Bottle,36.81
BBH PRINCETON,cephALEXin 500 MG Cap 1 each BLIST PACK,52.15
BBH PRINCETON,cephALEXin 500 MG Cap 1 each Bottle,52.15
BBH PRINCETON,cephALEXin 500 MG Cap 1 each BLIST PACK,52.15
BBH PRINCETON,cephALEXin 500 MG Cap 100 each Bottle,52.15
BBH PRINCETON,cephALEXin 125 mg/5 mL Susr 100 mL Bottle,18.41
BBH PRINCETON,cephALEXin 125 mg/5 mL Susr 100 mL Bottle,18.41
BBH PRINCETON,cephALEXin 250 mg/5 mL Susr 100 mL Bottle,98.17
BBH PRINCETON,cetirizine 10 MG Tab 100 each BLIST PACK,12.27
BBH PRINCETON,chlorambucil 2 mg Tab 50 each Bottle,12.27
BBH PRINCETON,chlorhexidine 0.12 % Mwsh 473 mL Bottle,136.51
BBH PRINCETON,chlorhexidine 0.12 % Mwsh 15 mL Cup,14.20
BBH PRINCETON,chlorothiazide 250 mg/5 mL Susp 237 mL Bottle,45803.57
BBH PRINCETON,hydrocodone-chlorpheniramine 10-8 mg/5 mL Su12 473 mL Bottle,302.16
BBH PRINCETON,hydrocodone-chlorpheniramine 10-8 mg/5 mL Su12 115 mL Bottle,179.46
BBH PRINCETON,hydrocodone-chlorpheniramine 10-8 mg/5 mL Su12 5 mL Cup,19.94
